Team,"Team Per Game, TeamName","Team Per Game, G","Team Per Game, MP","Team Per Game, FG","Team Per Game, FGA","Team Per Game, FG%","Team Per Game, 3P","Team Per Game, 3PA","Team Per Game, 3P%","Team Per Game, 2P","Team Per Game, 2PA","Team Per Game, 2P%","Team Per Game, FT","Team Per Game, FTA","Team Per Game, FT%","Team Per Game, ORB","Team Per Game, DRB","Team Per Game, TRB","Team Per Game, AST","Team Per Game, STL","Team Per Game, BLK","Team Per Game, TOV","Team Per Game, PF","Team Per Game, PTS","Team Totals, TeamName","Team Totals, G","Team Totals, MP","Team Totals, FG","Team Totals, FGA","Team Totals, FG%","Team Totals, 3P","Team Totals, 3PA","Team Totals, 3P%","Team Totals, 2P","Team Totals, 2PA","Team Totals, 2P%","Team Totals, FT","Team Totals, FTA","Team Totals, FT%","Team Totals, ORB","Team Totals, DRB","Team Totals, TRB","Team Totals, AST","Team Totals, STL","Team Totals, BLK","Team Totals, TOV","Team Totals, PF","Team Totals, PTS","Team Per 100 Poss, TeamName","Team Per 100 Poss, G","Team Per 100 Poss, MP","Team Per 100 Poss, FG","Team Per 100 Poss, FGA","Team Per 100 Poss, FG%","Team Per 100 Poss, 3P","Team Per 100 Poss, 3PA","Team Per 100 Poss, 3P%","Team Per 100 Poss, 2P","Team Per 100 Poss, 2PA","Team Per 100 Poss, 2P%","Team Per 100 Poss, FT","Team Per 100 Poss, FTA","Team Per 100 Poss, FT%","Team Per 100 Poss, ORB","Team Per 100 Poss, DRB","Team Per 100 Poss, TRB","Team Per 100 Poss, AST","Team Per 100 Poss, STL","Team Per 100 Poss, BLK","Team Per 100 Poss, TOV","Team Per 100 Poss, PF","Team Per 100 Poss, PTS","Team Advanced, TeamName","Team Advanced, Age","Team Advanced, W","Team Advanced, L","Team Advanced, PW","Team Advanced, PL","Team Advanced, MOV","Team Advanced, SOS","Team Advanced, SRS","Team Advanced, ORtg","Team Advanced, DRtg","Team Advanced, NRtg","Team Advanced, Pace","Team Advanced, FTr","Team Advanced, 3PAr","Team Advanced, TS%","Team Advanced,  ","Team Advanced,  ","Team Advanced,  ","Team Advanced, Offense Four Factors, eFG%","Team Advanced, Offense Four Factors, TOV%","Team Advanced, Offense Four Factors, ORB%","Team Advanced, Offense Four Factors, FT/FGA","Team Advanced,  ","Team Advanced,  ","Team Advanced,  ","Team Advanced, Defense Four Factors, eFG%","Team Advanced, Defense Four Factors, TOV%","Team Advanced, Defense Four Factors, DRB%","Team Advanced, Defense Four Factors, FT/FGA","Team Advanced,  ","Team Advanced,  ","Team Advanced,  ","Team Advanced, Arena","Team Advanced, Attend.","Team Advanced, Attend./G"
GSW,Golden State Warriors*,82,242.4,45.9,90.6,.507,3.1,9.3,.333,42.8,81.3,.527,23.7,31.8,.746,13.9,29.0,42.8,25.2,10.4,4.6,16.5,25.0,118.7,Golden State Warriors*,82,19880,3767,7427,.507,254,763,.333,3513,6664,.527,1944,2606,.746,1137,2376,3513,2064,854,375,1353,2049,9732,Golden State Warriors*,82,19880,44.0,86.7,.507,3.0,8.9,.333,41.0,77.8,.527,22.7,30.4,.746,13.3,27.7,41.0,24.1,10.0,4.4,15.8,23.9,113.6,Golden State Warriors*,25.5,55,27,50,32,3.90,-0.14,3.77,113.6,109.9,+3.7,103.4,.351,.103,.568,,,,.524,13.6,31.8,.262,,,,.499,14.9,64.2,.256,,,,Oakland-Alameda County Coliseum Arena,"616,025","15,025"
IND,Indiana Pacers*,82,243.4,42.7,86.3,.494,4.1,11.5,.354,38.6,74.9,.516,22.8,28.8,.790,13.2,31.3,44.5,29.2,8.6,4.8,17.1,26.1,112.2,Indiana Pacers*,82,19955,3498,7079,.494,333,940,.354,3165,6139,.516,1868,2364,.790,1083,2564,3647,2398,705,393,1402,2137,9197,Indiana Pacers*,82,19955,42.5,86.0,.494,4.0,11.4,.354,38.5,74.6,.516,22.7,28.7,.790,13.2,31.2,44.3,29.1,8.6,4.8,17.0,26.0,111.7,Indiana Pacers*,26.4,40,42,46,36,1.89,-0.04,1.85,111.7,109.9,+1.8,99.0,.334,.133,.566,,,,.518,14.7,31.8,.264,,,,.483,12.8,67.4,.270,,,,Market Square Arena,"517,352","12,618"
PHO,Phoenix Suns*,82,241.5,43.3,88.0,.492,2.8,7.3,.381,40.6,80.8,.502,22.7,29.2,.776,13.3,31.2,44.5,26.9,8.2,7.1,15.1,22.6,112.1,Phoenix Suns*,82,19805,3553,7219,.492,227,596,.381,3326,6623,.502,1861,2397,.776,1088,2558,3646,2202,673,582,1242,1852,9194,Phoenix Suns*,82,19805,43.3,88.1,.492,2.8,7.3,.381,40.6,80.8,.502,22.7,29.2,.776,13.3,31.2,44.5,26.9,8.2,7.1,15.1,22.6,112.1,Phoenix Suns*,27.0,53,29,56,26,5.94,-0.26,5.68,112.1,106.2,+5.9,99.4,.332,.083,.556,,,,.508,13.1,31.7,.258,,,,.471,13.0,67.7,.223,,,,Arizona Veterans Memorial Coliseum,"594,327","14,496"
POR,Portland Trail Blazers*,82,242.4,42.4,89.7,.473,4.0,11.5,.344,38.4,78.1,.492,22.7,30.0,.754,15.8,31.1,46.9,25.2,9.2,5.0,16.2,24.2,111.4,Portland Trail Blazers*,82,19880,3476,7352,.473,325,944,.344,3151,6408,.492,1858,2463,.754,1294,2549,3843,2065,753,410,1328,1983,9135,Portland Trail Blazers*,82,19880,42.4,89.7,.473,4.0,11.5,.344,38.4,78.2,.492,22.7,30.0,.754,15.8,31.1,46.9,25.2,9.2,5.0,16.2,24.2,111.4,Portland Trail Blazers*,28.1,57,25,59,23,7.27,-0.33,6.94,111.4,104.2,+7.2,99.0,.335,.128,.541,,,,.495,13.6,35.6,.253,,,,.471,14.3,69.9,.251,,,,Memorial Coliseum,"528,408","12,888"
CHI,Chicago Bulls*,82,241.8,44.4,87.4,.508,1.7,5.5,.304,42.7,81.9,.522,19.4,26.0,.744,14.3,29.7,44.0,27.8,8.2,5.9,13.3,20.6,109.9,Chicago Bulls*,82,19830,3643,7168,.508,138,454,.304,3505,6714,.522,1587,2132,.744,1173,2439,3612,2279,672,480,1088,1693,9011,Chicago Bulls*,82,19830,46.7,91.9,.508,1.8,5.8,.304,44.9,86.1,.522,20.3,27.3,.744,15.0,31.3,46.3,29.2,8.6,6.2,13.9,21.7,115.5,Chicago Bulls*,27.6,67,15,66,16,10.44,-0.37,10.07,115.5,104.5,+11.0,94.4,.297,.063,.556,,,,.518,11.8,35.1,.221,,,,.476,14.1,69.3,.219,,,,Chicago Stadium,"759,980","18,536"
CHH,Charlotte Hornets,82,241.5,44.1,92.3,.477,1.4,4.5,.317,42.6,87.8,.486,20.0,26.4,.755,14.2,28.9,43.1,27.9,10.0,3.8,15.5,22.2,109.5,Charlotte Hornets,82,19805,3613,7568,.477,117,369,.317,3496,7199,.486,1637,2168,.755,1164,2367,3531,2284,822,309,1273,1819,8980,Charlotte Hornets,82,19805,43.1,90.2,.477,1.4,4.4,.317,41.7,85.8,.486,19.5,25.8,.755,13.9,28.2,42.1,27.2,9.8,3.7,15.2,21.7,107.1,Charlotte Hornets,25.2,31,51,31,51,-3.90,0.33,-3.57,107.1,110.9,-3.8,101.7,.286,.049,.527,,,,.485,13.0,31.1,.216,,,,.510,14.1,65.4,.222,,,,Charlotte Coliseum,"971,618","23,698"
CLE,Cleveland Cavaliers*,82,241.5,41.8,85.7,.488,3.1,8.6,.357,38.7,77.0,.502,22.2,27.5,.805,12.7,29.9,42.6,27.6,7.5,7.6,13.1,19.0,108.9,Cleveland Cavaliers*,82,19805,3427,7025,.488,253,708,.357,3174,6317,.502,1819,2259,.805,1041,2450,3491,2260,616,621,1073,1556,8926,Cleveland Cavaliers*,82,19805,43.7,89.6,.488,3.2,9.0,.357,40.5,80.6,.502,23.2,28.8,.805,13.3,31.3,44.5,28.8,7.9,7.9,13.7,19.9,113.9,Cleveland Cavaliers*,27.6,57,25,55,27,5.45,-0.11,5.34,113.9,108.2,+5.7,95.0,.322,.101,.557,,,,.506,11.8,30.5,.259,,,,.483,12.3,66.5,.174,,,,Coliseum at Richfield,"677,408","16,522"
UTA,Utah Jazz*,82,242.4,41.2,83.7,.492,1.9,5.6,.345,39.3,78.1,.503,23.9,30.4,.788,13.4,31.0,44.4,26.7,8.7,5.5,15.4,21.3,108.3,Utah Jazz*,82,19880,3379,6866,.492,158,458,.345,3221,6408,.503,1961,2490,.788,1097,2543,3640,2188,715,448,1264,1746,8877,Utah Jazz*,82,19880,42.7,86.8,.492,2.0,5.8,.345,40.7,81.0,.503,24.8,31.5,.788,13.9,32.2,46.0,27.7,9.0,5.7,16.0,22.1,112.2,Utah Jazz*,28.5,55,27,57,25,6.39,-0.69,5.70,112.2,105.6,+6.6,95.5,.363,.067,.557,,,,.504,13.7,32.7,.286,,,,.475,13.0,68.9,.214,,,,Delta Center,"806,663","19,675"
BOS,Boston Celtics*,82,241.2,43.2,87.8,.492,1.3,4.4,.306,41.9,83.4,.502,18.9,23.4,.808,13.4,31.5,44.9,25.3,7.8,5.9,14.2,20.6,106.6,Boston Celtics*,82,19780,3543,7196,.492,110,359,.306,3433,6837,.502,1549,1917,.808,1095,2583,3678,2072,636,484,1165,1686,8745,Boston Celtics*,82,19780,44.9,91.2,.492,1.4,4.5,.306,43.5,86.6,.502,19.6,24.3,.808,13.9,32.7,46.6,26.2,8.1,6.1,14.8,21.4,110.8,Boston Celtics*,29.2,51,31,51,31,3.62,-0.21,3.41,110.8,107.0,+3.8,95.8,.266,.050,.544,,,,.500,12.7,31.9,.215,,,,.469,11.9,68.7,.220,,,,Boston Garden,"610,776","14,885"
SEA,Seattle SuperSonics*,82,242.1,41.2,86.9,.474,2.5,7.9,.317,38.7,79.0,.490,21.6,27.6,.783,15.6,27.5,43.2,22.9,9.5,5.5,16.1,23.8,106.5,Seattle SuperSonics*,82,19855,3380,7128,.474,205,647,.317,3175,6481,.490,1772,2263,.783,1282,2257,3539,1877,775,448,1323,1952,8737,Seattle SuperSonics*,82,19855,42.8,90.3,.474,2.6,8.2,.317,40.2,82.1,.490,22.5,28.7,.783,16.2,28.6,44.9,23.8,9.8,5.7,16.8,24.7,110.7,Seattle SuperSonics*,27.3,47,35,46,36,1.88,-0.02,1.86,110.7,108.8,+1.9,95.4,.317,.091,.538,,,,.489,14.0,36.5,.249,,,,.491,14.2,66.8,.269,,,,Seattle Center Coliseum,"588,928","12,006"
