Team,"Team Per Game, TeamName","Team Per Game, G","Team Per Game, MP","Team Per Game, FG","Team Per Game, FGA","Team Per Game, FG%","Team Per Game, 3P","Team Per Game, 3PA","Team Per Game, 3P%","Team Per Game, 2P","Team Per Game, 2PA","Team Per Game, 2P%","Team Per Game, FT","Team Per Game, FTA","Team Per Game, FT%","Team Per Game, ORB","Team Per Game, DRB","Team Per Game, TRB","Team Per Game, AST","Team Per Game, STL","Team Per Game, BLK","Team Per Game, TOV","Team Per Game, PF","Team Per Game, PTS","Team Totals, TeamName","Team Totals, G","Team Totals, MP","Team Totals, FG","Team Totals, FGA","Team Totals, FG%","Team Totals, 3P","Team Totals, 3PA","Team Totals, 3P%","Team Totals, 2P","Team Totals, 2PA","Team Totals, 2P%","Team Totals, FT","Team Totals, FTA","Team Totals, FT%","Team Totals, ORB","Team Totals, DRB","Team Totals, TRB","Team Totals, AST","Team Totals, STL","Team Totals, BLK","Team Totals, TOV","Team Totals, PF","Team Totals, PTS","Team Per 100 Poss, TeamName","Team Per 100 Poss, G","Team Per 100 Poss, MP","Team Per 100 Poss, FG","Team Per 100 Poss, FGA","Team Per 100 Poss, FG%","Team Per 100 Poss, 3P","Team Per 100 Poss, 3PA","Team Per 100 Poss, 3P%","Team Per 100 Poss, 2P","Team Per 100 Poss, 2PA","Team Per 100 Poss, 2P%","Team Per 100 Poss, FT","Team Per 100 Poss, FTA","Team Per 100 Poss, FT%","Team Per 100 Poss, ORB","Team Per 100 Poss, DRB","Team Per 100 Poss, TRB","Team Per 100 Poss, AST","Team Per 100 Poss, STL","Team Per 100 Poss, BLK","Team Per 100 Poss, TOV","Team Per 100 Poss, PF","Team Per 100 Poss, PTS","Team Advanced, TeamName","Team Advanced, Age","Team Advanced, W","Team Advanced, L","Team Advanced, PW","Team Advanced, PL","Team Advanced, MOV","Team Advanced, SOS","Team Advanced, SRS","Team Advanced, ORtg","Team Advanced, DRtg","Team Advanced, NRtg","Team Advanced, Pace","Team Advanced, FTr","Team Advanced, 3PAr","Team Advanced, TS%","Team Advanced,  ","Team Advanced,  ","Team Advanced,  ","Team Advanced, Offense Four Factors, eFG%","Team Advanced, Offense Four Factors, TOV%","Team Advanced, Offense Four Factors, ORB%","Team Advanced, Offense Four Factors, FT/FGA","Team Advanced,  ","Team Advanced,  ","Team Advanced,  ","Team Advanced, Defense Four Factors, eFG%","Team Advanced, Defense Four Factors, TOV%","Team Advanced, Defense Four Factors, DRB%","Team Advanced, Defense Four Factors, FT/FGA","Team Advanced,  ","Team Advanced,  ","Team Advanced,  ","Team Advanced, Arena","Team Advanced, Attend.","Team Advanced, Attend./G"
ATL,Atlanta Hawks,82,240.6,41.7,85.6,.487,1.5,5.0,.302,40.2,80.6,.498,23.7,31.0,.764,15.5,26.7,42.2,22.2,8.7,4.3,15.5,22.8,108.5,Atlanta Hawks,82,19730,3417,7019,.487,124,411,.302,3293,6608,.498,1943,2544,.764,1273,2187,3460,1820,717,353,1270,1871,8901,Atlanta Hawks,82,19730,43.4,89.1,.487,1.6,5.2,.302,41.8,83.9,.498,24.7,32.3,.764,16.2,27.8,43.9,23.1,9.1,4.5,16.1,23.7,113.0,Atlanta Hawks,28.6,41,41,44,38,1.02,-0.39,0.64,113.0,111.9,+1.1,95.8,.362,.059,.547,,,,.496,13.5,36.3,.277,,,,.509,14.0,65.5,.254,,,,Omni Coliseum,"573,711","13,993"
NYK,New York Knicks*,82,241.8,41.9,86.5,.484,2.9,8.7,.332,39.0,77.8,.501,21.6,28.6,.756,14.5,29.6,44.1,26.1,8.7,6.0,17.2,22.3,108.3,New York Knicks*,82,19830,3434,7089,.484,236,710,.332,3198,6379,.501,1775,2349,.756,1187,2426,3613,2140,714,492,1412,1828,8879,New York Knicks*,82,19830,42.3,87.4,.484,2.9,8.7,.332,39.4,78.6,.501,21.9,28.9,.756,14.6,29.9,44.5,26.4,8.8,6.1,17.4,22.5,109.4,New York Knicks*,26.5,45,37,45,37,1.41,-0.63,0.78,109.4,108.0,+1.4,98.2,.331,.100,.547,,,,.501,14.8,34.2,.250,,,,.482,13.3,66.0,.215,,,,Madison Square Garden (IV),"730,432","17,815"
WSB,Washington Bullets,82,241.8,43.9,92.5,.475,0.5,2.4,.188,43.4,90.0,.482,19.5,25.5,.764,14.6,29.9,44.5,27.0,6.8,5.2,14.6,23.5,107.7,Washington Bullets,82,19830,3598,7581,.475,37,197,.188,3561,7384,.482,1599,2093,.764,1198,2450,3648,2214,561,424,1201,1929,8832,Washington Bullets,82,19830,43.8,92.3,.475,0.5,2.4,.188,43.4,89.9,.482,19.5,25.5,.764,14.6,29.8,44.4,27.0,6.8,5.2,14.6,23.5,107.5,Washington Bullets,27.5,31,51,35,47,-2.16,-0.27,-2.43,107.5,109.7,-2.2,99.4,.276,.026,.519,,,,.477,12.4,32.4,.211,,,,.484,12.4,67.2,.249,,,,Capital Centre,"458,332","11,706"
SEA,Seattle SuperSonics,82,242.7,42.3,88.3,.479,2.8,7.9,.355,39.5,80.4,.491,19.6,26.4,.741,16.1,27.5,43.6,22.9,8.5,4.1,16.3,25.2,106.9,Seattle SuperSonics,82,19905,3466,7243,.479,231,650,.355,3235,6593,.491,1606,2167,.741,1323,2255,3578,1874,701,335,1336,2064,8769,Seattle SuperSonics,82,19905,43.8,91.6,.479,2.9,8.2,.355,40.9,83.4,.491,20.3,27.4,.741,16.7,28.5,45.3,23.7,8.9,4.2,16.9,26.1,110.9,Seattle SuperSonics,25.6,41,41,44,38,1.04,0.36,1.40,110.9,109.8,+1.1,95.3,.299,.090,.535,,,,.494,14.0,37.5,.222,,,,.499,14.3,69.1,.297,,,,Seattle Center Coliseum,"473,277","12,244"
UTA,Utah Jazz*,82,241.8,40.6,80.4,.505,2.8,7.7,.359,37.9,72.7,.521,22.9,30.3,.754,11.6,30.5,42.1,27.0,8.3,6.0,17.2,24.8,106.8,Utah Jazz*,82,19830,3330,6593,.505,226,630,.359,3104,5963,.521,1874,2484,.754,953,2501,3454,2212,677,491,1410,2031,8760,Utah Jazz*,82,19830,41.9,83.0,.505,2.8,7.9,.359,39.1,75.1,.521,23.6,31.3,.754,12.0,31.5,43.5,27.9,8.5,6.2,17.8,25.6,110.3,Utah Jazz*,27.6,55,27,54,28,4.79,0.03,4.82,110.3,105.4,+4.9,96.1,.377,.096,.570,,,,.522,15.5,30.1,.284,,,,.468,13.4,69.5,.268,,,,Salt Palace,"517,256","12,616"
HOU,Houston Rockets*,82,241.5,42.5,88.4,.480,1.9,6.0,.312,40.6,82.4,.493,19.9,27.6,.720,14.8,32.2,47.0,26.8,9.9,6.7,18.5,23.6,106.7,Houston Rockets*,82,19805,3483,7250,.480,153,491,.312,3330,6759,.493,1633,2267,.720,1217,2638,3855,2194,809,551,1513,1934,8752,Houston Rockets*,82,19805,41.7,86.9,.480,1.8,5.9,.312,39.9,81.0,.493,19.6,27.2,.720,14.6,31.6,46.2,26.3,9.7,6.6,18.1,23.2,104.8,Houston Rockets*,27.9,41,41,45,37,1.46,0.24,1.71,104.8,103.4,+1.4,101.2,.313,.068,.531,,,,.491,15.5,33.1,.225,,,,.475,14.7,69.2,.228,,,,The Summit,"649,702","15,846"
SAS,San Antonio Spurs*,82,240.6,41.3,85.3,.484,0.7,2.8,.239,40.7,82.6,.492,23.0,30.9,.745,14.2,30.2,44.4,24.8,9.7,6.8,17.1,22.6,106.3,San Antonio Spurs*,82,19730,3388,6997,.484,54,226,.239,3334,6771,.492,1888,2535,.745,1163,2474,3637,2037,799,554,1399,1854,8718,San Antonio Spurs*,82,19730,41.9,86.4,.484,0.7,2.8,.239,41.2,83.6,.492,23.3,31.3,.745,14.4,30.6,44.9,25.2,9.9,6.8,17.3,22.9,107.7,San Antonio Spurs*,26.4,56,26,50,32,3.49,0.09,3.58,107.7,104.2,+3.5,98.5,.362,.032,.537,,,,.488,14.7,34.2,.270,,,,.477,15.0,68.7,.235,,,,HemisFair Arena,"586,787","14,334"
MIL,Milwaukee Bucks*,82,241.8,41.2,87.1,.473,2.5,8.2,.312,38.7,79.0,.490,21.0,27.7,.758,13.5,27.4,40.9,25.0,10.1,4.0,16.0,25.4,106.0,Milwaukee Bucks*,82,19830,3380,7146,.473,209,670,.312,3171,6476,.490,1722,2273,.758,1108,2246,3354,2046,826,326,1315,2086,8691,Milwaukee Bucks*,82,19830,41.7,88.2,.473,2.6,8.3,.312,39.1,79.9,.490,21.3,28.1,.758,13.7,27.7,41.4,25.3,10.2,4.0,16.2,25.8,107.3,Milwaukee Bucks*,28.1,44,38,39,43,-0.78,-0.28,-1.06,107.3,108.1,-0.8,98.0,.318,.094,.533,,,,.488,13.9,31.5,.241,,,,.492,15.8,66.0,.290,,,,Bradley Center,"659,602","16,088"
DET,Detroit Pistons*,82,241.5,40.6,85.1,.478,2.2,6.6,.327,38.5,78.5,.490,20.9,27.5,.761,14.5,30.0,44.4,24.3,6.2,5.1,15.0,23.9,104.3,Detroit Pistons*,82,19805,3333,6980,.478,177,541,.327,3156,6439,.490,1713,2252,.761,1185,2458,3643,1996,512,418,1233,1961,8556,Detroit Pistons*,82,19805,42.8,89.6,.478,2.3,6.9,.327,40.5,82.7,.490,22.0,28.9,.761,15.2,31.6,46.8,25.6,6.6,5.4,15.8,25.2,109.9,Detroit Pistons*,29.5,59,23,57,25,6.09,-0.68,5.41,109.9,103.5,+6.4,94.4,.323,.078,.537,,,,.490,13.4,34.2,.245,,,,.461,13.7,70.3,.262,,,,The Palace of Auburn Hills,"879,705","21,456"
LAC,Los Angeles Clippers,82,241.5,40.5,83.6,.484,0.7,2.8,.243,39.8,80.8,.493,22.1,30.0,.738,12.9,28.8,41.7,24.1,9.5,6.2,18.9,22.7,103.8,Los Angeles Clippers,82,19805,3319,6853,.484,56,230,.243,3263,6623,.493,1815,2458,.738,1056,2362,3418,1978,782,507,1547,1859,8509,Los Angeles Clippers,82,19805,40.6,83.7,.484,0.7,2.8,.243,39.9,80.9,.493,22.2,30.0,.738,12.9,28.9,41.8,24.2,9.6,6.2,18.9,22.7,104.0,Los Angeles Clippers,24.5,30,52,32,50,-3.39,0.59,-2.80,104.0,107.4,-3.4,99.2,.359,.034,.536,,,,.488,16.3,30.9,.265,,,,.489,14.3,67.3,.241,,,,Los Angeles Memorial Sports Arena,"486,621","11,649"
CLE,Cleveland Cavaliers*,82,242.4,39.2,85.1,.461,4.2,10.4,.407,35.0,74.7,.468,20.0,26.8,.744,13.8,29.0,42.8,25.7,7.9,6.2,15.2,20.3,102.6,Cleveland Cavaliers*,82,19880,3214,6977,.461,346,851,.407,2868,6126,.468,1637,2201,.744,1128,2380,3508,2106,645,512,1243,1666,8411,Cleveland Cavaliers*,82,19880,40.8,88.7,.461,4.4,10.8,.407,36.5,77.9,.468,20.8,28.0,.744,14.3,30.2,44.6,26.8,8.2,6.5,15.8,21.2,106.9,Cleveland Cavaliers*,26.1,42,40,40,42,-0.30,-0.31,-0.62,106.9,107.2,-0.3,95.0,.315,.122,.529,,,,.485,13.5,31.5,.235,,,,.490,14.0,67.7,.202,,,,Coliseum at Richfield,"695,710","16,968"
DAL,Dallas Mavericks*,82,242.1,39.6,83.3,.475,1.9,5.9,.323,37.7,77.4,.487,21.2,27.6,.767,12.7,29.5,42.2,21.7,8.1,4.9,15.0,21.1,102.2,Dallas Mavericks*,82,19855,3246,6831,.475,157,486,.323,3089,6345,.487,1735,2261,.767,1042,2419,3461,1776,664,398,1228,1733,8384,Dallas Mavericks*,82,19855,41.5,87.4,.475,2.0,6.2,.323,39.5,81.2,.487,22.2,28.9,.767,13.3,30.9,44.3,22.7,8.5,5.1,15.7,22.2,107.2,Dallas Mavericks*,29.2,47,35,41,41,0.07,0.35,0.42,107.2,107.2,0.0,94.5,.331,.071,.536,,,,.487,13.6,30.3,.254,,,,.481,13.4,67.9,.232,,,,Reunion Arena,"691,490","16,866"
SAC,Sacramento Kings,82,240.9,40.3,86.0,.468,2.6,7.9,.333,37.7,78.1,.482,18.5,24.0,.771,11.6,28.8,40.4,25.0,6.7,4.8,15.1,22.7,101.7,Sacramento Kings,82,19755,3305,7056,.468,216,649,.333,3089,6407,.482,1515,1964,.771,952,2363,3315,2052,546,392,1239,1863,8341,Sacramento Kings,82,19755,41.5,88.6,.468,2.7,8.2,.333,38.8,80.5,.482,19.0,24.7,.771,12.0,29.7,41.6,25.8,6.9,4.9,15.6,23.4,104.8,Sacramento Kings,26.4,23,59,28,54,-5.06,0.65,-4.41,104.8,110.0,-5.2,96.7,.278,.092,.527,,,,.484,13.5,27.3,.215,,,,.484,12.5,67.3,.255,,,,ARCO Arena (II),"697,667","17,016"
MIA,Miami Heat,82,240.6,41.3,89.6,.461,1.1,3.7,.293,40.2,85.9,.468,17.0,24.7,.687,15.1,28.2,43.4,23.9,9.0,4.7,19.0,25.9,100.6,Miami Heat,82,19730,3383,7345,.461,88,300,.293,3295,7045,.468,1393,2028,.687,1242,2313,3555,1957,736,388,1557,2123,8247,Miami Heat,82,19730,40.7,88.5,.461,1.1,3.6,.293,39.7,84.9,.468,16.8,24.4,.687,15.0,27.9,42.8,23.6,8.9,4.7,18.8,25.6,99.3,Miami Heat,24.7,18,64,18,64,-9.72,0.13,-9.59,99.3,108.9,-9.6,101.0,.276,.041,.501,,,,.467,15.9,33.5,.190,,,,.499,15.2,67.3,.292,,,,Miami Arena,"615,328","14,916"
CHH,Charlotte Hornets,82,240.9,39.9,87.6,.455,2.5,7.5,.336,37.4,80.1,.466,18.1,24.0,.756,11.7,27.0,38.7,25.4,9.5,3.2,15.0,23.0,100.4,Charlotte Hornets,82,19755,3270,7183,.455,205,611,.336,3065,6572,.466,1487,1967,.756,962,2211,3173,2080,778,262,1226,1889,8232,Charlotte Hornets,82,19755,40.5,89.0,.455,2.5,7.6,.336,38.0,81.4,.466,18.4,24.4,.756,11.9,27.4,39.3,25.8,9.6,3.2,15.2,23.4,102.0,Charlotte Hornets,25.6,19,63,21,61,-7.82,0.81,-7.00,102.0,109.9,-7.9,98.1,.274,.085,.511,,,,.470,13.2,26.1,.207,,,,.506,14.7,67.5,.269,,,,Charlotte Coliseum,"979,941","23,901"
NJN,New Jersey Nets,82,240.3,38.5,90.4,.426,1.7,6.2,.277,36.8,84.3,.437,21.4,28.7,.746,16.6,28.3,45.0,18.0,9.4,5.9,16.6,23.8,100.1,New Jersey Nets,82,19705,3157,7415,.426,140,506,.277,3017,6909,.437,1754,2350,.746,1363,2324,3687,1475,774,481,1360,1952,8208,New Jersey Nets,82,19705,38.7,91.0,.426,1.7,6.2,.277,37.0,84.8,.437,21.5,28.8,.746,16.7,28.5,45.2,18.1,9.5,5.9,16.7,23.9,100.7,New Jersey Nets,26.6,17,65,21,61,-7.87,0.05,-7.82,100.7,108.6,-7.9,99.3,.317,.068,.486,,,,.435,13.9,34.5,.237,,,,.495,14.9,67.0,.272,,,,Brendan Byrne Arena,"473,760","12,232"
MIN,Minnesota Timberwolves,82,242.1,37.4,83.9,.446,0.9,3.6,.248,36.5,80.3,.455,19.5,26.1,.747,14.6,25.0,39.6,22.5,9.6,4.2,14.6,23.2,95.2,Minnesota Timberwolves,82,19855,3067,6876,.446,73,294,.248,2994,6582,.455,1596,2137,.747,1196,2053,3249,1844,789,344,1197,1901,7803,Minnesota Timberwolves,82,19855,40.7,91.3,.446,1.0,3.9,.248,39.7,87.4,.455,21.2,28.4,.747,15.9,27.2,43.1,24.5,10.5,4.6,15.9,25.2,103.6,Minnesota Timberwolves,26.2,22,60,29,53,-4.23,0.63,-3.60,103.6,108.2,-4.6,91.1,.311,.043,.499,,,,.451,13.3,34.0,.232,,,,.492,15.5,66.2,.291,,,,Hubert H. Humphrey Metrodome,"1,072,572","26,139"
