Team,"Team Per Game, TeamName","Team Per Game, G","Team Per Game, MP","Team Per Game, FG","Team Per Game, FGA","Team Per Game, FG%","Team Per Game, 3P","Team Per Game, 3PA","Team Per Game, 3P%","Team Per Game, 2P","Team Per Game, 2PA","Team Per Game, 2P%","Team Per Game, FT","Team Per Game, FTA","Team Per Game, FT%","Team Per Game, ORB","Team Per Game, DRB","Team Per Game, TRB","Team Per Game, AST","Team Per Game, STL","Team Per Game, BLK","Team Per Game, TOV","Team Per Game, PF","Team Per Game, PTS","Team Totals, TeamName","Team Totals, G","Team Totals, MP","Team Totals, FG","Team Totals, FGA","Team Totals, FG%","Team Totals, 3P","Team Totals, 3PA","Team Totals, 3P%","Team Totals, 2P","Team Totals, 2PA","Team Totals, 2P%","Team Totals, FT","Team Totals, FTA","Team Totals, FT%","Team Totals, ORB","Team Totals, DRB","Team Totals, TRB","Team Totals, AST","Team Totals, STL","Team Totals, BLK","Team Totals, TOV","Team Totals, PF","Team Totals, PTS","Team Per 100 Poss, TeamName","Team Per 100 Poss, G","Team Per 100 Poss, MP","Team Per 100 Poss, FG","Team Per 100 Poss, FGA","Team Per 100 Poss, FG%","Team Per 100 Poss, 3P","Team Per 100 Poss, 3PA","Team Per 100 Poss, 3P%","Team Per 100 Poss, 2P","Team Per 100 Poss, 2PA","Team Per 100 Poss, 2P%","Team Per 100 Poss, FT","Team Per 100 Poss, FTA","Team Per 100 Poss, FT%","Team Per 100 Poss, ORB","Team Per 100 Poss, DRB","Team Per 100 Poss, TRB","Team Per 100 Poss, AST","Team Per 100 Poss, STL","Team Per 100 Poss, BLK","Team Per 100 Poss, TOV","Team Per 100 Poss, PF","Team Per 100 Poss, PTS","Team Advanced, TeamName","Team Advanced, Age","Team Advanced, W","Team Advanced, L","Team Advanced, PW","Team Advanced, PL","Team Advanced, MOV","Team Advanced, SOS","Team Advanced, SRS","Team Advanced, ORtg","Team Advanced, DRtg","Team Advanced, NRtg","Team Advanced, Pace","Team Advanced, FTr","Team Advanced, 3PAr","Team Advanced, TS%","Team Advanced,  ","Team Advanced,  ","Team Advanced,  ","Team Advanced, Offense Four Factors, eFG%","Team Advanced, Offense Four Factors, TOV%","Team Advanced, Offense Four Factors, ORB%","Team Advanced, Offense Four Factors, FT/FGA","Team Advanced,  ","Team Advanced,  ","Team Advanced,  ","Team Advanced, Defense Four Factors, eFG%","Team Advanced, Defense Four Factors, TOV%","Team Advanced, Defense Four Factors, DRB%","Team Advanced, Defense Four Factors, FT/FGA","Team Advanced,  ","Team Advanced,  ","Team Advanced,  ","Team Advanced, Arena","Team Advanced, Attend.","Team Advanced, Attend./G","Team Shooting, TeamName","Team Shooting, G","Team Shooting, MP","Team Shooting, FG%","Team Shooting, Dist.","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting, % of FGA by Distance, 2P","Team Shooting, % of FGA by Distance, 0-3","Team Shooting, % of FGA by Distance, 3-10","Team Shooting, % of FGA by Distance, 10-16","Team Shooting, % of FGA by Distance, 16-3P","Team Shooting, % of FGA by Distance, 3P","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting, FG% by Distance, 2P","Team Shooting, FG% by Distance, 0-3","Team Shooting, FG% by Distance, 3-10","Team Shooting, FG% by Distance, 10-16","Team Shooting, FG% by Distance, 16-3P","Team Shooting, FG% by Distance, 3P","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting, % of FG Ast'd, 2P","Team Shooting, % of FG Ast'd, 3P","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting, Dunks, %FGA","Team Shooting, Dunks, Md.","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting, Corner, %3PA","Team Shooting, Corner, 3P%","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting, Heaves, Att.","Team Shooting, Heaves, Md."
DEN,Denver Nuggets,82,241.2,36.3,83.9,.433,6.2,17.6,.355,30.1,66.3,.454,17.7,24.0,.737,12.7,31.5,44.2,24.0,6.7,6.6,13.9,22.2,96.6,Denver Nuggets,82,19780,2979,6877,.433,512,1444,.355,2467,5433,.454,1448,1964,.737,1044,2583,3627,1970,552,538,1136,1820,7918,Denver Nuggets,82,19780,39.0,90.1,.433,6.7,18.9,.355,32.3,71.2,.454,19.0,25.7,.737,13.7,33.8,47.5,25.8,7.2,7.0,14.9,23.8,103.7,Denver Nuggets,27.9,40,42,34,48,-2.46,0.64,-1.83,103.7,106.3,-2.6,92.6,.286,.210,.511,,,,.470,12.8,28.3,.211,,,,.476,12.1,71.8,.223,,,,Pepsi Center,"619,300","15,105",Denver Nuggets,82,19780,.433,12.3,,,,,,,.790,.295,.137,.138,.221,.210,,,,,,,.454,.615,.357,.366,.354,.355,,,,,,,.620,.861,,,,,,,.048,288,,,,,,,.295,.380,,,,,,,5,0
SAS,San Antonio Spurs*,82,241.8,35.2,76.4,.461,5.4,13.3,.407,29.7,63.0,.472,20.4,28.5,.715,11.0,33.1,44.1,21.7,6.9,7.0,14.0,18.9,96.2,San Antonio Spurs*,82,19830,2884,6262,.461,445,1094,.407,2439,5168,.472,1673,2340,.715,902,2712,3614,1778,568,576,1145,1551,7886,San Antonio Spurs*,82,19830,39.0,84.6,.461,6.0,14.8,.407,33.0,69.8,.472,22.6,31.6,.715,12.2,36.6,48.8,24.0,7.7,7.8,15.5,21.0,106.6,San Antonio Spurs*,29.5,58,24,63,19,7.76,0.16,7.92,106.6,98.0,+8.6,89.6,.374,.175,.541,,,,.496,13.6,27.1,.267,,,,.444,12.9,73.7,.182,,,,Alamodome,"913,176","22,273",San Antonio Spurs*,82,19830,.461,11.9,,,,,,,.825,.260,.183,.178,.205,.175,,,,,,,.472,.652,.359,.400,.406,.407,,,,,,,.569,.876,,,,,,,.053,304,,,,,,,.345,.485,,,,,,,12,1
DET,Detroit Pistons,82,242.1,35.6,83.9,.424,4.7,13.6,.350,30.9,70.3,.439,19.6,27.2,.721,13.5,32.0,45.5,19.9,7.5,5.5,15.9,23.8,95.6,Detroit Pistons,82,19855,2919,6880,.424,389,1112,.350,2530,5768,.439,1610,2233,.721,1108,2626,3734,1629,613,447,1304,1955,7837,Detroit Pistons,82,19855,37.2,87.8,.424,5.0,14.2,.350,32.3,73.6,.439,20.5,28.5,.721,14.1,33.5,47.6,20.8,7.8,5.7,16.6,24.9,100.0,Detroit Pistons,27.1,32,50,36,46,-1.70,-0.39,-2.08,100.0,101.8,-1.8,94.7,.325,.162,.498,,,,.453,14.2,29.3,.234,,,,.466,14.0,72.2,.233,,,,The Palace of Auburn Hills,"607,323","14,813",Detroit Pistons,82,19855,.424,12.2,,,,,,,.838,.295,.109,.150,.284,.162,,,,,,,.439,.571,.319,.350,.394,.350,,,,,,,.513,.848,,,,,,,.036,226,,,,,,,.277,.377,,,,,,,5,0
POR,Portland Trail Blazers*,82,241.2,36.6,78.3,.468,4.5,12.9,.349,32.1,65.4,.492,17.6,23.2,.762,11.7,30.3,42.0,23.9,8.2,5.1,15.3,21.3,95.4,Portland Trail Blazers*,82,19780,3004,6417,.468,369,1057,.349,2635,5360,.492,1447,1899,.762,960,2481,3441,1963,672,419,1257,1745,7824,Portland Trail Blazers*,82,19780,40.9,87.3,.468,5.0,14.4,.349,35.9,73.0,.492,19.7,25.8,.762,13.1,33.8,46.8,26.7,9.1,5.7,17.1,23.8,106.5,Portland Trail Blazers*,30.1,50,32,53,29,4.20,0.33,4.52,106.5,101.8,+4.7,89.1,.296,.165,.539,,,,.497,14.8,30.0,.225,,,,.470,14.3,72.4,.223,,,,Rose Garden Arena,"831,376","20,277",Portland Trail Blazers*,82,19780,.468,11.9,,,,,,,.835,.299,.153,.129,.254,.165,,,,,,,.492,.635,.391,.409,.425,.349,,,,,,,.629,.829,,,,,,,.049,293,,,,,,,.218,.343,,,,,,,8,0
PHI,Philadelphia 76ers*,82,242.1,35.4,79.1,.447,3.2,9.8,.326,32.2,69.3,.464,20.7,27.8,.745,13.1,31.7,44.8,20.6,8.4,5.0,15.8,20.4,94.7,Philadelphia 76ers*,82,19855,2902,6487,.447,262,803,.326,2640,5684,.464,1697,2277,.745,1075,2600,3675,1692,690,408,1292,1673,7763,Philadelphia 76ers*,82,19855,38.7,86.6,.447,3.5,10.7,.326,35.2,75.8,.464,22.6,30.4,.745,14.3,34.7,49.0,22.6,9.2,5.4,17.2,22.3,103.6,Philadelphia 76ers*,28.2,56,26,54,28,4.28,-0.65,3.64,103.6,98.9,+4.7,90.6,.351,.124,.518,,,,.468,14.7,31.2,.262,,,,.460,14.5,72.5,.186,,,,First Union Center,"805,692","19,651",Philadelphia 76ers*,82,19855,.447,10.8,,,,,,,.876,.276,.206,.211,.184,.124,,,,,,,.464,.710,.289,.358,.414,.326,,,,,,,.554,.878,,,,,,,.027,163,,,,,,,.234,.388,,,,,,,8,0
BOS,Boston Celtics,82,241.8,33.8,79.1,.428,7.2,19.9,.363,26.6,59.2,.450,19.8,26.7,.740,10.9,28.9,39.8,20.8,9.4,4.1,15.7,23.8,94.6,Boston Celtics,82,19830,2773,6485,.428,592,1633,.363,2181,4852,.450,1621,2190,.740,897,2367,3264,1708,769,336,1285,1952,7759,Boston Celtics,82,19830,36.3,84.8,.428,7.7,21.3,.363,28.5,63.4,.450,21.2,28.6,.740,11.7,30.9,42.7,22.3,10.1,4.4,16.8,25.5,101.4,Boston Celtics,25.9,36,46,35,47,-2.13,-0.26,-2.40,101.4,103.7,-2.3,92.6,.338,.252,.521,,,,.473,14.7,25.3,.250,,,,.493,16.0,72.7,.256,,,,FleetCenter,"629,201","15,346",Boston Celtics,82,19830,.428,12.5,,,,,,,.748,.287,.161,.121,.180,.252,,,,,,,.450,.571,.344,.385,.393,.363,,,,,,,.532,.926,,,,,,,.019,104,,,,,,,.261,.390,,,,,,,12,0
PHO,Phoenix Suns*,82,241.5,35.9,82.4,.436,4.0,12.9,.315,31.9,69.5,.458,18.2,24.1,.755,11.8,30.8,42.7,23.2,9.5,5.2,15.2,22.7,94.0,Phoenix Suns*,82,19805,2944,6757,.436,332,1054,.315,2612,5703,.458,1490,1973,.755,970,2529,3499,1905,775,429,1250,1864,7710,Phoenix Suns*,82,19805,38.3,87.9,.436,4.3,13.7,.315,34.0,74.2,.458,19.4,25.7,.755,12.6,32.9,45.5,24.8,10.1,5.6,16.3,24.3,100.3,Phoenix Suns*,28.6,51,31,48,34,2.21,0.42,2.63,100.3,98.0,+2.3,93.1,.292,.156,.506,,,,.460,14.1,27.3,.221,,,,.460,16.3,73.7,.252,,,,America West Arena,"737,586","17,990",Phoenix Suns*,82,19805,.436,11.9,,,,,,,.844,.262,.172,.164,.246,.156,,,,,,,.458,.610,.352,.387,.418,.315,,,,,,,.615,.898,,,,,,,.039,229,,,,,,,.284,.311,,,,,,,13,0
WAS,Washington Wizards,82,240.0,34.5,78.7,.439,3.4,10.3,.324,31.2,68.4,.456,20.8,27.4,.759,12.4,28.9,41.3,20.1,7.7,4.7,17.0,23.3,93.2,Washington Wizards,82,19680,2833,6453,.439,275,848,.324,2558,5605,.456,1704,2245,.759,1016,2370,3386,1647,630,383,1391,1913,7645,Washington Wizards,82,19680,37.3,84.9,.439,3.6,11.2,.324,33.7,73.8,.456,22.4,29.5,.759,13.4,31.2,44.6,21.7,8.3,5.0,18.3,25.2,100.6,Washington Wizards,27.0,19,63,23,59,-6.67,-0.08,-6.75,100.6,107.8,-7.2,92.7,.348,.131,.514,,,,.460,15.7,29.7,.264,,,,.503,14.1,71.8,.236,,,,MCI Center,"638,653","15,577",Washington Wizards,82,19680,.439,11.3,,,,,,,.869,.249,.219,.199,.202,.131,,,,,,,.456,.625,.356,.397,.415,.324,,,,,,,.563,.753,,,,,,,.030,177,,,,,,,.216,.361,,,,,,,3,0
IND,Indiana Pacers*,82,243.7,34.5,78.4,.440,4.8,14.1,.342,29.7,64.3,.461,18.8,24.5,.766,11.2,31.6,42.9,21.5,6.9,5.9,15.2,23.5,92.6,Indiana Pacers*,82,19980,2828,6431,.440,396,1159,.342,2432,5272,.461,1539,2009,.766,921,2595,3516,1763,563,487,1244,1926,7591,Indiana Pacers*,82,19980,38.0,86.4,.440,5.3,15.6,.342,32.7,70.8,.461,20.7,27.0,.766,12.4,34.9,47.2,23.7,7.6,6.5,16.7,25.9,102.0,Indiana Pacers*,27.7,41,41,40,42,-0.20,-0.57,-0.77,102.0,102.2,-0.2,89.4,.312,.180,.519,,,,.471,14.5,27.0,.239,,,,.452,12.8,71.4,.235,,,,Conseco Fieldhouse,"731,800","17,849",Indiana Pacers*,82,19980,.440,12.6,,,,,,,.820,.221,.201,.157,.241,.180,,,,,,,.461,.621,.374,.423,.412,.342,,,,,,,.580,.889,,,,,,,.037,222,,,,,,,.329,.367,,,,,,,7,0
LAC,Los Angeles Clippers,82,244.3,35.3,78.9,.448,4.4,13.0,.339,30.9,65.9,.469,17.4,25.1,.693,11.7,31.2,42.9,19.3,6.0,6.3,15.8,21.6,92.5,Los Angeles Clippers,82,20030,2896,6467,.448,360,1063,.339,2536,5404,.469,1429,2061,.693,962,2559,3521,1585,490,513,1293,1775,7581,Los Angeles Clippers,82,20030,38.7,86.4,.448,4.8,14.2,.339,33.9,72.2,.469,19.1,27.5,.693,12.9,34.2,47.1,21.2,6.5,6.9,17.3,23.7,101.3,Los Angeles Clippers,24.3,31,51,32,50,-2.89,0.66,-2.23,101.3,104.5,-3.2,89.6,.319,.164,.514,,,,.476,14.9,28.3,.221,,,,.466,12.0,71.1,.217,,,,STAPLES Center,"601,587","14,673",Los Angeles Clippers,82,20030,.448,11.3,,,,,,,.836,.273,.226,.152,.184,.164,,,,,,,.469,.637,.410,.353,.391,.339,,,,,,,.505,.847,,,,,,,.043,242,,,,,,,.155,.364,,,,,,,4,0
GSW,Golden State Warriors,82,241.2,35.8,87.5,.409,3.4,11.8,.293,32.4,75.7,.427,17.4,24.7,.706,16.4,29.1,45.5,21.8,9.0,5.0,15.9,21.1,92.5,Golden State Warriors,82,19780,2937,7175,.409,282,964,.293,2655,6211,.427,1428,2024,.706,1345,2385,3730,1788,742,410,1301,1727,7584,Golden State Warriors,82,19780,37.9,92.5,.409,3.6,12.4,.293,34.2,80.1,.427,18.4,26.1,.706,17.3,30.8,48.1,23.1,9.6,5.3,16.8,22.3,97.8,Golden State Warriors,26.6,17,65,17,65,-9.05,0.94,-8.11,97.8,107.4,-9.6,94.1,.282,.134,.470,,,,.429,13.9,33.3,.199,,,,.504,15.0,69.7,.227,,,,The Arena in Oakland,"591,981","14,439",Golden State Warriors,82,19780,.409,11.5,,,,,,,.866,.240,.226,.159,.241,.134,,,,,,,.427,.653,.313,.336,.371,.293,,,,,,,.588,.809,,,,,,,.024,149,,,,,,,.197,.337,,,,,,,8,1
CLE,Cleveland Cavaliers,82,241.8,35.2,79.7,.442,2.7,8.0,.334,32.6,71.6,.455,19.0,24.9,.765,12.4,29.8,42.1,20.8,7.8,5.3,16.5,23.2,92.2,Cleveland Cavaliers,82,19830,2890,6532,.442,220,659,.334,2670,5873,.455,1561,2040,.765,1015,2440,3455,1708,642,436,1350,1904,7561,Cleveland Cavaliers,82,19830,38.3,86.7,.442,2.9,8.7,.334,35.4,77.9,.455,20.7,27.1,.765,13.5,32.4,45.8,22.7,8.5,5.8,17.9,25.3,100.3,Cleveland Cavaliers,26.9,30,52,28,54,-4.24,-0.23,-4.48,100.3,104.9,-4.6,91.2,.312,.101,.509,,,,.459,15.4,29.7,.239,,,,.477,14.1,71.1,.248,,,,Gund Arena,"650,775","15,873",Cleveland Cavaliers,82,19830,.442,10.9,,,,,,,.899,.280,.201,.190,.228,.101,,,,,,,.455,.622,.335,.410,.392,.334,,,,,,,.564,.914,,,,,,,.034,197,,,,,,,.338,.359,,,,,,,22,1
NJN,New Jersey Nets,82,240.6,33.9,79.9,.425,4.4,13.2,.333,29.5,66.7,.443,19.9,26.2,.759,11.1,28.5,39.6,19.5,7.9,5.0,14.7,24.2,92.1,New Jersey Nets,82,19730,2781,6550,.425,361,1084,.333,2420,5466,.443,1629,2146,.759,909,2337,3246,1603,649,407,1208,1982,7552,New Jersey Nets,82,19730,36.8,86.8,.425,4.8,14.4,.333,32.1,72.4,.443,21.6,28.4,.759,12.0,31.0,43.0,21.2,8.6,5.4,16.0,26.3,100.0,New Jersey Nets,27.5,26,56,26,56,-5.05,-0.25,-5.30,100.0,105.5,-5.5,91.8,.328,.165,.504,,,,.452,13.9,25.7,.249,,,,.488,14.9,70.0,.258,,,,Continental Airlines Arena,"556,573","13,575",New Jersey Nets,82,19730,.425,11.6,,,,,,,.835,.322,.137,.132,.243,.165,,,,,,,.443,.579,.366,.315,.374,.333,,,,,,,.543,.798,,,,,,,.039,219,,,,,,,.199,.333,,,,,,,11,1
CHH,Charlotte Hornets*,82,242.4,34.1,79.3,.431,4.1,12.0,.346,30.0,67.3,.446,19.5,26.2,.745,12.6,31.8,44.4,23.2,8.1,5.5,14.4,21.4,91.9,Charlotte Hornets*,82,19880,2800,6501,.431,340,984,.346,2460,5517,.446,1599,2146,.745,1033,2608,3641,1900,665,455,1183,1753,7539,Charlotte Hornets*,82,19880,37.8,87.8,.431,4.6,13.3,.346,33.2,74.5,.446,21.6,29.0,.745,13.9,35.2,49.2,25.7,9.0,6.1,16.0,23.7,101.8,Charlotte Hornets*,28.2,46,36,48,34,2.10,-0.65,1.45,101.8,99.5,+2.3,89.4,.330,.151,.506,,,,.457,13.7,29.8,.246,,,,.456,14.1,74.5,.222,,,,Charlotte Coliseum,"615,424","15,010",Charlotte Hornets*,82,19880,.431,12.2,,,,,,,.849,.270,.134,.180,.265,.151,,,,,,,.446,.595,.386,.363,.381,.346,,,,,,,.650,.885,,,,,,,.038,204,,,,,,,.178,.406,,,,,,,9,1
VAN,Vancouver Grizzlies,82,241.2,35.0,79.7,.439,4.0,11.5,.343,31.0,68.2,.455,17.8,23.1,.770,10.9,29.6,40.5,23.2,7.1,4.4,15.7,21.1,91.7,Vancouver Grizzlies,82,19780,2870,6539,.439,325,947,.343,2545,5592,.455,1457,1892,.770,894,2431,3325,1899,586,359,1291,1733,7522,Vancouver Grizzlies,82,19780,38.0,86.5,.439,4.3,12.5,.343,33.7,74.0,.455,19.3,25.0,.770,11.8,32.2,44.0,25.1,7.8,4.8,17.1,22.9,99.6,Vancouver Grizzlies,26.2,23,59,25,57,-5.73,0.79,-4.94,99.6,105.8,-6.2,91.7,.289,.145,.510,,,,.464,14.9,26.1,.223,,,,.491,13.8,69.8,.194,,,,General Motors Place,"563,218","13,737",Vancouver Grizzlies,82,19780,.439,12.9,,,,,,,.855,.217,.184,.130,.323,.145,,,,,,,.455,.630,.359,.375,.424,.343,,,,,,,.635,.874,,,,,,,.039,231,,,,,,,.267,.316,,,,,,,3,0
ATL,Atlanta Hawks,82,240.6,35.1,81.3,.431,4.1,11.4,.357,31.0,69.9,.443,16.8,22.1,.759,12.5,30.4,42.9,19.0,7.7,4.7,16.7,22.7,91.0,Atlanta Hawks,82,19730,2876,6668,.431,333,933,.357,2543,5735,.443,1374,1811,.759,1028,2490,3518,1559,634,387,1368,1863,7459,Atlanta Hawks,82,19730,38.0,88.2,.431,4.4,12.3,.357,33.6,75.9,.443,18.2,24.0,.759,13.6,32.9,46.5,20.6,8.4,5.1,18.1,24.6,98.7,Atlanta Hawks,26.1,25,57,26,56,-5.21,-0.34,-5.55,98.7,104.3,-5.6,91.9,.272,.140,.500,,,,.456,15.5,28.9,.206,,,,.472,13.8,70.8,.249,,,,Philips Arena,"560,330","13,667",Atlanta Hawks,82,19730,.431,11.4,,,,,,,.860,.258,.190,.214,.198,.140,,,,,,,.443,.612,.320,.387,.403,.357,,,,,,,.507,.811,,,,,,,.037,224,,,,,,,.228,.371,,,,,,,10,1
MIA,Miami Heat*,82,242.4,32.9,76.3,.430,5.8,16.9,.345,27.0,59.4,.455,17.4,22.9,.759,9.9,29.7,39.6,19.9,7.7,3.7,13.7,21.0,88.9,Miami Heat*,82,19880,2694,6258,.430,478,1384,.345,2216,4874,.455,1423,1874,.759,813,2435,3248,1630,633,304,1122,1726,7289,Miami Heat*,82,19880,37.4,86.8,.430,6.6,19.2,.345,30.7,67.6,.455,19.7,26.0,.759,11.3,33.8,45.0,22.6,8.8,4.2,15.6,23.9,101.1,Miami Heat*,30.9,50,32,48,34,2.29,-0.57,1.73,101.1,98.5,+2.6,87.1,.299,.221,.515,,,,.469,13.7,24.3,.227,,,,.460,15.3,72.7,.214,,,,AmericanAirlines Arena,"678,186","16,541",Miami Heat*,82,19880,.430,13.0,,,,,,,.779,.250,.149,.146,.233,.221,,,,,,,.455,.582,.376,.389,.409,.345,,,,,,,.560,.812,,,,,,,.029,152,,,,,,,.210,.379,,,,,,,14,0
NYK,New York Knicks*,82,242.7,33.6,75.6,.444,4.8,13.6,.351,28.8,62.0,.465,16.8,21.1,.796,9.4,30.8,40.2,18.5,6.6,4.2,14.5,22.7,88.7,New York Knicks*,82,19905,2755,6198,.444,391,1115,.351,2364,5083,.465,1374,1727,.796,773,2524,3297,1520,545,346,1189,1863,7275,New York Knicks*,82,19905,38.3,86.2,.444,5.4,15.5,.351,32.9,70.7,.465,19.1,24.0,.796,10.8,35.1,45.9,21.1,7.6,4.8,16.5,25.9,101.2,New York Knicks*,29.8,48,34,50,32,2.63,-0.65,1.98,101.2,98.2,+3.0,86.7,.279,.180,.523,,,,.476,14.6,24.2,.222,,,,.453,14.7,74.3,.240,,,,Madison Square Garden (IV),"810,283","19,763",New York Knicks*,82,19905,.444,11.9,,,,,,,.820,.270,.163,.184,.203,.180,,,,,,,.465,.594,.395,.388,.420,.351,,,,,,,.506,.826,,,,,,,.022,117,,,,,,,.227,.415,,,,,,,9,0
CHI,Chicago Bulls,82,242.1,33.2,78.2,.424,4.0,11.6,.346,29.2,66.6,.438,17.2,23.3,.739,11.3,27.6,38.9,22.1,8.2,4.6,15.8,23.2,87.6,Chicago Bulls,82,19855,2721,6411,.424,329,950,.346,2392,5461,.438,1410,1909,.739,926,2260,3186,1810,675,379,1292,1902,7181,Chicago Bulls,82,19855,36.8,86.8,.424,4.5,12.9,.346,32.4,73.9,.438,19.1,25.8,.739,12.5,30.6,43.1,24.5,9.1,5.1,17.5,25.7,97.2,Chicago Bulls,23.2,15,67,16,66,-9.10,0.01,-9.09,97.2,107.3,-10.1,89.3,.298,.148,.495,,,,.450,15.1,26.6,.220,,,,.499,14.3,70.3,.254,,,,United Center,"888,654","21,674",Chicago Bulls,82,19855,.424,12.0,,,,,,,.852,.275,.151,.175,.251,.148,,,,,,,.438,.569,.360,.390,.375,.346,,,,,,,.634,.894,,,,,,,.033,176,,,,,,,.132,.360,,,,,,,5,0
