Team,"Team Per Game, TeamName","Team Per Game, G","Team Per Game, MP","Team Per Game, FG","Team Per Game, FGA","Team Per Game, FG%","Team Per Game, 3P","Team Per Game, 3PA","Team Per Game, 3P%","Team Per Game, 2P","Team Per Game, 2PA","Team Per Game, 2P%","Team Per Game, FT","Team Per Game, FTA","Team Per Game, FT%","Team Per Game, ORB","Team Per Game, DRB","Team Per Game, TRB","Team Per Game, AST","Team Per Game, STL","Team Per Game, BLK","Team Per Game, TOV","Team Per Game, PF","Team Per Game, PTS","Team Totals, TeamName","Team Totals, G","Team Totals, MP","Team Totals, FG","Team Totals, FGA","Team Totals, FG%","Team Totals, 3P","Team Totals, 3PA","Team Totals, 3P%","Team Totals, 2P","Team Totals, 2PA","Team Totals, 2P%","Team Totals, FT","Team Totals, FTA","Team Totals, FT%","Team Totals, ORB","Team Totals, DRB","Team Totals, TRB","Team Totals, AST","Team Totals, STL","Team Totals, BLK","Team Totals, TOV","Team Totals, PF","Team Totals, PTS","Team Per 100 Poss, TeamName","Team Per 100 Poss, G","Team Per 100 Poss, MP","Team Per 100 Poss, FG","Team Per 100 Poss, FGA","Team Per 100 Poss, FG%","Team Per 100 Poss, 3P","Team Per 100 Poss, 3PA","Team Per 100 Poss, 3P%","Team Per 100 Poss, 2P","Team Per 100 Poss, 2PA","Team Per 100 Poss, 2P%","Team Per 100 Poss, FT","Team Per 100 Poss, FTA","Team Per 100 Poss, FT%","Team Per 100 Poss, ORB","Team Per 100 Poss, DRB","Team Per 100 Poss, TRB","Team Per 100 Poss, AST","Team Per 100 Poss, STL","Team Per 100 Poss, BLK","Team Per 100 Poss, TOV","Team Per 100 Poss, PF","Team Per 100 Poss, PTS","Team Advanced, TeamName","Team Advanced, Age","Team Advanced, W","Team Advanced, L","Team Advanced, PW","Team Advanced, PL","Team Advanced, MOV","Team Advanced, SOS","Team Advanced, SRS","Team Advanced, ORtg","Team Advanced, DRtg","Team Advanced, NRtg","Team Advanced, Pace","Team Advanced, FTr","Team Advanced, 3PAr","Team Advanced, TS%","Team Advanced,  ","Team Advanced,  ","Team Advanced,  ","Team Advanced, Offense Four Factors, eFG%","Team Advanced, Offense Four Factors, TOV%","Team Advanced, Offense Four Factors, ORB%","Team Advanced, Offense Four Factors, FT/FGA","Team Advanced,  ","Team Advanced,  ","Team Advanced,  ","Team Advanced, Defense Four Factors, eFG%","Team Advanced, Defense Four Factors, TOV%","Team Advanced, Defense Four Factors, DRB%","Team Advanced, Defense Four Factors, FT/FGA","Team Advanced,  ","Team Advanced,  ","Team Advanced,  ","Team Advanced, Arena","Team Advanced, Attend.","Team Advanced, Attend./G","Team Shooting, TeamName","Team Shooting, G","Team Shooting, MP","Team Shooting, FG%","Team Shooting, Dist.","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting, % of FGA by Distance, 2P","Team Shooting, % of FGA by Distance, 0-3","Team Shooting, % of FGA by Distance, 3-10","Team Shooting, % of FGA by Distance, 10-16","Team Shooting, % of FGA by Distance, 16-3P","Team Shooting, % of FGA by Distance, 3P","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting, FG% by Distance, 2P","Team Shooting, FG% by Distance, 0-3","Team Shooting, FG% by Distance, 3-10","Team Shooting, FG% by Distance, 10-16","Team Shooting, FG% by Distance, 16-3P","Team Shooting, FG% by Distance, 3P","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting, % of FG Ast'd, 2P","Team Shooting, % of FG Ast'd, 3P","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting, Dunks, %FGA","Team Shooting, Dunks, Md.","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting, Corner, %3PA","Team Shooting, Corner, 3P%","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting, Heaves, Att.","Team Shooting, Heaves, Md."
DEN,Denver Nuggets,82,242.1,37.3,84.3,.442,5.7,17.0,.336,31.5,67.2,.469,18.7,25.8,.724,13.1,31.6,44.7,23.3,6.8,7.5,15.6,23.9,99.0,Denver Nuggets,82,19855,3057,6911,.442,470,1397,.336,2587,5514,.469,1531,2116,.724,1073,2590,3663,1911,554,618,1281,1962,8115,Denver Nuggets,82,19855,39.0,88.2,.442,6.0,17.8,.336,33.0,70.4,.469,19.5,27.0,.724,13.7,33.0,46.7,24.4,7.1,7.9,16.3,25.0,103.5,Denver Nuggets,25.9,35,47,35,47,-2.12,0.36,-1.76,103.5,105.8,-2.3,94.7,.306,.202,.517,,,,.476,14.0,29.2,.222,,,,.479,13.0,71.6,.235,,,,Pepsi Center,"637,698","15,554",Denver Nuggets,82,19855,.442,13.1,,,,,,,.798,.273,.175,.154,.197,.202,,,,,,,.469,.653,.369,.351,.395,.336,,,,,,,.596,.785,,,,,,,.065,404,,,,,,,.263,.353,,,,,,,10,1
PHO,Phoenix Suns*,82,241.5,37.7,82.6,.457,5.6,15.2,.368,32.1,67.4,.477,17.9,23.6,.759,12.5,31.2,43.7,25.6,9.1,5.3,16.7,24.1,98.9,Phoenix Suns*,82,19805,3093,6771,.457,458,1246,.368,2635,5525,.477,1467,1934,.759,1022,2558,3580,2098,744,433,1368,1973,8111,Phoenix Suns*,82,19805,39.9,87.3,.457,5.9,16.1,.368,34.0,71.2,.477,18.9,24.9,.759,13.2,33.0,46.1,27.0,9.6,5.6,17.6,25.4,104.6,Phoenix Suns*,28.6,53,29,56,26,5.22,0.02,5.24,104.6,99.0,+5.6,94.0,.286,.184,.532,,,,.491,15.2,29.3,.217,,,,.454,15.7,70.5,.245,,,,America West Arena,"773,115","18,856",Phoenix Suns*,82,19805,.457,12.8,,,,,,,.816,.287,.172,.143,.214,.184,,,,,,,.477,.635,.380,.364,.418,.368,,,,,,,.632,.943,,,,,,,.049,306,,,,,,,.224,.394,,,,,,,6,0
MIN,Minnesota Timberwolves*,82,242.7,39.3,84.3,.467,3.0,8.7,.346,36.3,75.5,.481,16.8,21.6,.780,12.4,30.1,42.5,26.9,7.6,5.4,13.9,23.3,98.5,Minnesota Timberwolves*,82,19905,3226,6910,.467,248,716,.346,2978,6194,.481,1379,1769,.780,1016,2471,3487,2205,622,444,1139,1913,8079,Minnesota Timberwolves*,82,19905,42.4,90.8,.467,3.3,9.4,.346,39.1,81.4,.481,18.1,23.2,.780,13.3,32.5,45.8,29.0,8.2,5.8,15.0,25.1,106.1,Minnesota Timberwolves*,26.6,50,32,48,34,2.52,0.14,2.67,106.1,103.4,+2.7,91.8,.256,.104,.525,,,,.485,12.9,29.4,.200,,,,.474,14.0,73.0,.250,,,,Target Center,"690,012","16,400",Minnesota Timberwolves*,82,19905,.467,13.5,,,,,,,.896,.203,.170,.166,.357,.104,,,,,,,.481,.638,.431,.384,.460,.346,,,,,,,.669,.859,,,,,,,.035,222,,,,,,,.264,.365,,,,,,,11,0
CHH,Charlotte Hornets*,82,241.2,35.8,79.7,.449,4.1,12.2,.339,31.7,67.5,.469,22.7,30.0,.758,10.8,32.1,42.9,24.7,8.9,5.9,14.7,20.4,98.4,Charlotte Hornets*,82,19780,2935,6533,.449,339,1001,.339,2596,5532,.469,1863,2458,.758,884,2635,3519,2023,732,480,1206,1670,8072,Charlotte Hornets*,82,19780,37.9,84.4,.449,4.4,12.9,.339,33.5,71.5,.469,24.1,31.8,.758,11.4,34.0,45.5,26.1,9.5,6.2,15.6,21.6,104.3,Charlotte Hornets*,28.7,49,33,49,33,2.67,-0.34,2.33,104.3,101.4,+2.9,93.9,.376,.153,.530,,,,.475,13.7,25.7,.285,,,,.478,14.6,73.2,.198,,,,Charlotte Coliseum,"732,827","17,874",Charlotte Hornets*,82,19780,.449,12.7,,,,,,,.847,.273,.171,.190,.212,.153,,,,,,,.469,.632,.387,.356,.429,.339,,,,,,,.661,.909,,,,,,,.056,340,,,,,,,.179,.335,,,,,,,4,0
NJN,New Jersey Nets,82,241.8,36.3,83.9,.433,5.8,16.8,.347,30.5,67.2,.454,19.5,24.9,.784,12.7,28.2,40.9,20.6,8.8,4.8,13.6,23.3,98.0,New Jersey Nets,82,19830,2979,6881,.433,477,1374,.347,2502,5507,.454,1601,2041,.784,1040,2315,3355,1688,720,393,1119,1913,8036,New Jersey Nets,82,19830,39.0,90.0,.433,6.2,18.0,.347,32.7,72.1,.454,20.9,26.7,.784,13.6,30.3,43.9,22.1,9.4,5.1,14.6,25.0,105.1,New Jersey Nets,27.3,31,51,38,44,-1.04,-0.15,-1.18,105.1,106.3,-1.2,92.5,.297,.200,.517,,,,.468,12.6,28.1,.233,,,,.491,15.2,67.2,.223,,,,Continental Airlines Arena,"643,631","15,698",New Jersey Nets,82,19830,.433,14.2,,,,,,,.800,.269,.141,.105,.285,.200,,,,,,,.454,.603,.343,.333,.413,.347,,,,,,,.505,.891,,,,,,,.037,238,,,,,,,.194,.352,,,,,,,8,0
POR,Portland Trail Blazers*,82,241.2,36.8,78.4,.470,5.0,13.8,.361,31.9,64.7,.493,18.8,24.7,.760,11.8,31.2,43.0,23.5,7.7,4.8,15.2,22.7,97.5,Portland Trail Blazers*,82,19780,3021,6430,.470,407,1128,.361,2614,5302,.493,1542,2029,.760,966,2560,3526,1925,633,396,1243,1865,7991,Portland Trail Blazers*,82,19780,40.8,86.8,.470,5.5,15.2,.361,35.3,71.6,.493,20.8,27.4,.760,13.0,34.6,47.6,26.0,8.5,5.3,16.8,25.2,107.9,Portland Trail Blazers*,29.6,59,23,59,23,6.40,-0.04,6.36,107.9,100.8,+7.1,89.9,.316,.175,.546,,,,.501,14.5,30.3,.240,,,,.461,13.8,72.4,.217,,,,Rose Garden Arena,"835,078","20,368",Portland Trail Blazers*,82,19780,.470,13.1,,,,,,,.825,.287,.176,.116,.246,.175,,,,,,,.493,.637,.405,.391,.436,.361,,,,,,,.604,.848,,,,,,,.060,340,,,,,,,.239,.385,,,,,,,13,0
TOR,Toronto Raptors*,82,240.9,36.3,83.9,.433,5.2,14.3,.363,31.2,69.6,.447,19.3,25.2,.765,13.4,29.9,43.3,23.7,8.1,6.6,13.9,24.3,97.2,Toronto Raptors*,82,19755,2980,6882,.433,425,1171,.363,2555,5711,.447,1583,2068,.765,1098,2449,3547,1947,666,544,1137,1989,7968,Toronto Raptors*,82,19755,39.2,90.4,.433,5.6,15.4,.363,33.6,75.0,.447,20.8,27.2,.765,14.4,32.2,46.6,25.6,8.8,7.1,14.9,26.1,104.7,Toronto Raptors*,29.3,45,37,41,41,-0.16,-0.30,-0.46,104.7,104.9,-0.2,92.5,.300,.170,.511,,,,.464,12.7,30.1,.230,,,,.480,14.2,71.8,.247,,,,Air Canada Centre,"756,496","18,451",Toronto Raptors*,82,19755,.433,14.0,,,,,,,.830,.220,.145,.170,.295,.170,,,,,,,.447,.604,.352,.353,.432,.363,,,,,,,.617,.873,,,,,,,.058,364,,,,,,,.302,.393,,,,,,,11,0
CLE,Cleveland Cavaliers,82,242.1,36.3,82.1,.442,4.2,11.2,.373,32.1,70.9,.453,20.2,26.9,.750,12.3,30.5,42.8,23.7,8.7,4.4,17.4,27.1,97.0,Cleveland Cavaliers,82,19855,2977,6734,.442,343,919,.373,2634,5815,.453,1653,2205,.750,1010,2499,3509,1941,715,363,1427,2219,7950,Cleveland Cavaliers,82,19855,37.6,85.1,.442,4.3,11.6,.373,33.3,73.4,.453,20.9,27.9,.750,12.8,31.6,44.3,24.5,9.0,4.6,18.0,28.0,100.4,Cleveland Cavaliers,27.2,32,50,31,51,-3.50,-0.14,-3.64,100.4,104.0,-3.6,95.7,.327,.136,.516,,,,.468,15.6,28.1,.245,,,,.474,15.1,71.2,.275,,,,Gund Arena,"603,702","14,724",Cleveland Cavaliers,82,19855,.442,11.6,,,,,,,.864,.303,.164,.161,.235,.136,,,,,,,.453,.591,.350,.350,.417,.373,,,,,,,.622,.878,,,,,,,.047,291,,,,,,,.205,.410,,,,,,,5,0
WAS,Washington Wizards,82,241.5,36.7,81.5,.451,4.1,10.9,.376,32.6,70.6,.462,19.1,25.7,.743,13.0,29.7,42.7,21.6,7.2,4.7,16.1,26.2,96.6,Washington Wizards,82,19805,3010,6681,.451,335,890,.376,2675,5791,.462,1566,2107,.743,1064,2438,3502,1771,593,383,1320,2149,7921,Washington Wizards,82,19805,39.3,87.3,.451,4.4,11.6,.376,35.0,75.7,.462,20.5,27.5,.743,13.9,31.9,45.8,23.1,7.7,5.0,17.2,28.1,103.5,Washington Wizards,28.0,29,53,32,50,-3.28,-0.19,-3.47,103.5,107.0,-3.5,92.7,.315,.133,.521,,,,.476,14.8,30.6,.234,,,,.489,13.9,71.7,.273,,,,MCI Center,"616,593","15,039",Washington Wizards,82,19805,.451,11.7,,,,,,,.867,.250,.212,.206,.200,.133,,,,,,,.462,.620,.375,.375,.445,.376,,,,,,,.558,.833,,,,,,,.048,300,,,,,,,.204,.462,,,,,,,1,0
UTA,Utah Jazz*,82,240.9,36.1,77.8,.464,4.0,10.4,.385,32.1,67.4,.476,20.3,26.2,.773,11.4,29.6,41.0,24.9,7.7,5.4,14.9,24.5,96.5,Utah Jazz*,82,19755,2962,6380,.464,329,854,.385,2633,5526,.476,1661,2150,.773,936,2426,3362,2041,629,446,1220,2013,7914,Utah Jazz*,82,19755,40.1,86.5,.464,4.5,11.6,.385,35.7,74.9,.476,22.5,29.1,.773,12.7,32.9,45.6,27.7,8.5,6.0,16.5,27.3,107.3,Utah Jazz*,31.5,55,27,54,28,4.46,0.05,4.52,107.3,102.3,+5.0,89.6,.337,.134,.540,,,,.490,14.3,29.5,.260,,,,.477,15.0,73.2,.256,,,,Delta Center,"801,268","19,543",Utah Jazz*,82,19755,.464,13.1,,,,,,,.866,.275,.148,.153,.290,.134,,,,,,,.476,.618,.364,.366,.458,.385,,,,,,,.671,.836,,,,,,,.032,195,,,,,,,.189,.422,,,,,,,5,1
SAS,San Antonio Spurs*,82,242.1,36.0,78.0,.462,4.0,10.8,.374,32.0,67.2,.476,20.1,27.0,.746,11.3,32.5,43.8,22.2,7.5,6.7,15.0,20.9,96.2,San Antonio Spurs*,82,19855,2952,6393,.462,330,882,.374,2622,5511,.476,1652,2214,.746,927,2666,3593,1819,614,551,1233,1716,7886,San Antonio Spurs*,82,19855,39.3,85.2,.462,4.4,11.7,.374,34.9,73.4,.476,22.0,29.5,.746,12.3,35.5,47.9,24.2,8.2,7.3,16.4,22.9,105.0,San Antonio Spurs*,30.9,53,29,58,24,5.94,-0.02,5.92,105.0,98.6,+6.4,90.8,.346,.138,.535,,,,.488,14.3,27.8,.258,,,,.451,13.5,73.0,.188,,,,Alamodome,"884,450","21,694",San Antonio Spurs*,82,19855,.462,11.7,,,,,,,.862,.268,.208,.170,.215,.138,,,,,,,.476,.633,.391,.388,.431,.374,,,,,,,.588,.839,,,,,,,.054,312,,,,,,,.355,.383,,,,,,,9,0
GSW,Golden State Warriors,82,240.9,36.5,87.1,.420,4.2,13.0,.323,32.3,74.0,.437,18.3,26.2,.697,15.9,29.7,45.6,22.6,8.9,4.3,15.9,24.9,95.5,Golden State Warriors,82,19755,2996,7140,.420,345,1069,.323,2651,6071,.437,1497,2147,.697,1300,2438,3738,1851,731,356,1302,2043,7834,Golden State Warriors,82,19755,38.1,90.9,.420,4.4,13.6,.323,33.8,77.3,.437,19.1,27.3,.697,16.6,31.0,47.6,23.6,9.3,4.5,16.6,26.0,99.8,Golden State Warriors,26.9,19,63,20,62,-8.27,0.64,-7.63,99.8,108.4,-8.6,95.4,.301,.150,.484,,,,.444,13.9,32.6,.210,,,,.499,14.6,69.1,.259,,,,The Arena in Oakland,"509,171","12,419",Golden State Warriors,82,19755,.420,12.3,,,,,,,.850,.233,.245,.143,.229,.150,,,,,,,.437,.633,.355,.307,.404,.323,,,,,,,.595,.791,,,,,,,.039,249,,,,,,,.203,.373,,,,,,,5,0
PHI,Philadelphia 76ers*,82,241.8,36.5,82.6,.442,2.5,7.8,.323,34.0,74.8,.454,19.2,27.1,.708,14.0,30.1,44.1,22.2,9.6,4.7,15.7,23.6,94.8,Philadelphia 76ers*,82,19830,2993,6776,.442,208,643,.323,2785,6133,.454,1577,2226,.708,1147,2468,3615,1817,791,386,1284,1939,7771,Philadelphia 76ers*,82,19830,39.1,88.5,.442,2.7,8.4,.323,36.4,80.1,.454,20.6,29.1,.708,15.0,32.2,47.2,23.7,10.3,5.0,16.8,25.3,101.5,Philadelphia 76ers*,27.1,49,33,45,37,1.34,-0.32,1.02,101.5,100.0,+1.5,92.7,.329,.095,.501,,,,.457,14.2,31.4,.233,,,,.466,16.2,69.9,.229,,,,First Union Center,"756,956","18,462",Philadelphia 76ers*,82,19830,.442,11.1,,,,,,,.905,.273,.222,.210,.200,.095,,,,,,,.454,.704,.294,.321,.429,.323,,,,,,,.587,.880,,,,,,,.037,239,,,,,,,.190,.459,,,,,,,6,0
MIA,Miami Heat*,82,241.8,36.3,78.8,.460,5.4,14.7,.371,30.8,64.1,.481,16.4,22.3,.736,11.2,31.9,43.2,23.5,7.1,6.4,15.0,23.7,94.4,Miami Heat*,82,19830,2974,6462,.460,446,1202,.371,2528,5260,.481,1345,1827,.736,921,2619,3540,1931,582,524,1231,1947,7739,Miami Heat*,82,19830,40.1,87.2,.460,6.0,16.2,.371,34.1,71.0,.481,18.2,24.7,.736,12.4,35.3,47.8,26.1,7.9,7.1,16.6,26.3,104.5,Miami Heat*,29.2,52,30,50,32,3.11,-0.36,2.75,104.5,101.0,+3.5,89.7,.283,.186,.533,,,,.495,14.5,28.2,.208,,,,.453,13.3,72.9,.229,,,,AmericanAirlines Arena,"706,725","18,374",Miami Heat*,82,19830,.460,13.4,,,,,,,.814,.230,.172,.175,.236,.186,,,,,,,.481,.680,.406,.389,.409,.371,,,,,,,.612,.861,,,,,,,.059,361,,,,,,,.267,.445,,,,,,,7,0
ATL,Atlanta Hawks,82,241.8,36.6,83.0,.441,3.1,9.9,.317,33.4,73.1,.458,18.0,24.2,.743,14.0,31.3,45.3,18.9,6.1,5.6,15.4,21.0,94.3,Atlanta Hawks,82,19830,3000,6807,.441,258,814,.317,2742,5993,.458,1477,1987,.743,1146,2570,3716,1548,500,461,1266,1718,7735,Atlanta Hawks,82,19830,39.6,89.8,.441,3.4,10.7,.317,36.2,79.1,.458,19.5,26.2,.743,15.1,33.9,49.0,20.4,6.6,6.1,16.7,22.7,102.0,Atlanta Hawks,27.6,28,54,26,56,-5.38,-0.04,-5.41,102.0,107.9,-5.9,91.7,.292,.120,.503,,,,.460,14.1,31.7,.217,,,,.481,11.3,71.0,.196,,,,Philips Arena,"600,954","14,657",Atlanta Hawks,82,19830,.441,12.6,,,,,,,.880,.230,.195,.228,.228,.120,,,,,,,.458,.637,.378,.361,.442,.317,,,,,,,.489,.806,,,,,,,.038,236,,,,,,,.128,.452,,,,,,,11,1
VAN,Vancouver Grizzlies,82,242.1,35.3,78.5,.449,4.0,11.0,.361,31.3,67.6,.463,19.4,25.1,.774,12.3,28.3,40.6,20.7,7.4,4.2,16.8,22.9,93.9,Vancouver Grizzlies,82,19855,2892,6441,.449,324,898,.361,2568,5543,.463,1594,2060,.774,1005,2324,3329,1700,608,346,1381,1881,7702,Vancouver Grizzlies,82,19855,38.4,85.6,.449,4.3,11.9,.361,34.1,73.7,.463,21.2,27.4,.774,13.4,30.9,44.2,22.6,8.1,4.6,18.4,25.0,102.3,Vancouver Grizzlies,25.3,22,60,25,57,-5.62,0.52,-5.10,102.3,108.5,-6.2,91.0,.320,.139,.524,,,,.474,15.8,30.1,.247,,,,.502,14.1,70.6,.231,,,,General Motors Place,"569,864","13,899",Vancouver Grizzlies,82,19855,.449,11.7,,,,,,,.861,.252,.224,.159,.225,.139,,,,,,,.463,.638,.401,.355,.406,.361,,,,,,,.548,.907,,,,,,,.045,265,,,,,,,.310,.388,,,,,,,4,0
NYK,New York Knicks*,82,241.8,35.3,77.7,.455,4.3,11.4,.375,31.0,66.3,.468,17.2,22.0,.781,9.8,30.7,40.5,19.4,6.3,4.3,14.6,24.2,92.1,New York Knicks*,82,19830,2897,6374,.455,351,937,.375,2546,5437,.468,1410,1805,.781,802,2521,3323,1588,515,349,1201,1983,7555,New York Knicks*,82,19830,39.3,86.5,.455,4.8,12.7,.375,34.6,73.8,.468,19.1,24.5,.781,10.9,34.2,45.1,21.6,7.0,4.7,16.3,26.9,102.5,New York Knicks*,29.5,50,32,46,36,1.46,-0.16,1.30,102.5,100.9,+1.6,89.2,.283,.147,.527,,,,.482,14.4,24.7,.221,,,,.455,13.6,73.1,.251,,,,Madison Square Garden (IV),"810,103","19,763",New York Knicks*,82,19830,.455,12.6,,,,,,,.853,.249,.199,.215,.190,.147,,,,,,,.468,.608,.342,.418,.474,.375,,,,,,,.502,.886,,,,,,,.029,172,,,,,,,.287,.379,,,,,,,18,2
LAC,Los Angeles Clippers,82,240.3,35.1,82.4,.426,5.2,15.5,.339,29.9,67.0,.446,16.6,22.3,.746,11.6,29.0,40.6,18.0,7.0,6.0,16.2,22.2,92.0,Los Angeles Clippers,82,19705,2877,6757,.426,429,1267,.339,2448,5490,.446,1363,1826,.746,955,2377,3332,1479,578,494,1325,1821,7546,Los Angeles Clippers,82,19705,37.3,87.6,.426,5.6,16.4,.339,31.7,71.2,.446,17.7,23.7,.746,12.4,30.8,43.2,19.2,7.5,6.4,17.2,23.6,97.8,Los Angeles Clippers,24.2,15,67,13,69,-11.52,0.80,-10.73,97.8,110.1,-12.3,93.9,.270,.188,.499,,,,.458,14.9,26.1,.202,,,,.507,13.1,69.6,.220,,,,STAPLES Center,"559,714","13,652",Los Angeles Clippers,82,19705,.426,13.0,,,,,,,.812,.240,.221,.175,.177,.188,,,,,,,.446,.622,.381,.351,.381,.339,,,,,,,.471,.762,,,,,,,.052,313,,,,,,,.155,.337,,,,,,,10,0
CHI,Chicago Bulls,82,241.5,31.3,75.4,.415,4.1,12.6,.329,27.1,62.8,.432,18.1,25.5,.709,12.6,28.3,40.9,20.1,7.9,4.7,19.0,23.3,84.8,Chicago Bulls,82,19805,2565,6180,.415,340,1032,.329,2225,5148,.432,1482,2089,.709,1032,2323,3355,1645,646,383,1557,1908,6952,Chicago Bulls,82,19805,34.8,83.7,.415,4.6,14.0,.329,30.1,69.7,.432,20.1,28.3,.709,14.0,31.5,45.5,22.3,8.8,5.2,21.1,25.8,94.2,Chicago Bulls,26.0,17,65,15,67,-9.40,0.17,-9.23,94.2,104.6,-10.4,89.4,.338,.167,.490,,,,.443,18.0,29.9,.240,,,,.484,14.5,69.9,.240,,,,United Center,"907,064","22,124",Chicago Bulls,82,19805,.415,13.1,,,,,,,.833,.281,.182,.145,.225,.167,,,,,,,.432,.565,.368,.337,.380,.329,,,,,,,.603,.868,,,,,,,.040,220,,,,,,,.154,.308,,,,,,,6,0
