Team,"Team Per Game, TeamName","Team Per Game, G","Team Per Game, MP","Team Per Game, FG","Team Per Game, FGA","Team Per Game, FG%","Team Per Game, 3P","Team Per Game, 3PA","Team Per Game, 3P%","Team Per Game, 2P","Team Per Game, 2PA","Team Per Game, 2P%","Team Per Game, FT","Team Per Game, FTA","Team Per Game, FT%","Team Per Game, ORB","Team Per Game, DRB","Team Per Game, TRB","Team Per Game, AST","Team Per Game, STL","Team Per Game, BLK","Team Per Game, TOV","Team Per Game, PF","Team Per Game, PTS","Team Totals, TeamName","Team Totals, G","Team Totals, MP","Team Totals, FG","Team Totals, FGA","Team Totals, FG%","Team Totals, 3P","Team Totals, 3PA","Team Totals, 3P%","Team Totals, 2P","Team Totals, 2PA","Team Totals, 2P%","Team Totals, FT","Team Totals, FTA","Team Totals, FT%","Team Totals, ORB","Team Totals, DRB","Team Totals, TRB","Team Totals, AST","Team Totals, STL","Team Totals, BLK","Team Totals, TOV","Team Totals, PF","Team Totals, PTS","Team Per 100 Poss, TeamName","Team Per 100 Poss, G","Team Per 100 Poss, MP","Team Per 100 Poss, FG","Team Per 100 Poss, FGA","Team Per 100 Poss, FG%","Team Per 100 Poss, 3P","Team Per 100 Poss, 3PA","Team Per 100 Poss, 3P%","Team Per 100 Poss, 2P","Team Per 100 Poss, 2PA","Team Per 100 Poss, 2P%","Team Per 100 Poss, FT","Team Per 100 Poss, FTA","Team Per 100 Poss, FT%","Team Per 100 Poss, ORB","Team Per 100 Poss, DRB","Team Per 100 Poss, TRB","Team Per 100 Poss, AST","Team Per 100 Poss, STL","Team Per 100 Poss, BLK","Team Per 100 Poss, TOV","Team Per 100 Poss, PF","Team Per 100 Poss, PTS","Team Advanced, TeamName","Team Advanced, Age","Team Advanced, W","Team Advanced, L","Team Advanced, PW","Team Advanced, PL","Team Advanced, MOV","Team Advanced, SOS","Team Advanced, SRS","Team Advanced, ORtg","Team Advanced, DRtg","Team Advanced, NRtg","Team Advanced, Pace","Team Advanced, FTr","Team Advanced, 3PAr","Team Advanced, TS%","Team Advanced,  ","Team Advanced,  ","Team Advanced,  ","Team Advanced, Offense Four Factors, eFG%","Team Advanced, Offense Four Factors, TOV%","Team Advanced, Offense Four Factors, ORB%","Team Advanced, Offense Four Factors, FT/FGA","Team Advanced,  ","Team Advanced,  ","Team Advanced,  ","Team Advanced, Defense Four Factors, eFG%","Team Advanced, Defense Four Factors, TOV%","Team Advanced, Defense Four Factors, DRB%","Team Advanced, Defense Four Factors, FT/FGA","Team Advanced,  ","Team Advanced,  ","Team Advanced,  ","Team Advanced, Arena","Team Advanced, Attend.","Team Advanced, Attend./G"
DEN,Denver Nuggets*,82,240.6,48.2,97.5,.494,0.3,1.5,.190,47.9,96.0,.499,26.6,32.9,.808,14.8,30.8,45.6,28.5,9.6,4.3,18.2,25.5,123.2,Denver Nuggets*,82,19730,3951,7999,.494,24,126,.190,3927,7873,.499,2179,2696,.808,1214,2524,3738,2336,789,352,1496,2091,10105,Denver Nuggets*,82,19730,42.9,86.8,.494,0.3,1.4,.190,42.6,85.4,.499,23.6,29.3,.808,13.2,27.4,40.6,25.4,8.6,3.8,16.2,22.7,109.7,Denver Nuggets*,27.2,45,37,42,40,0.62,-0.36,0.27,109.7,109.1,+0.6,112.1,.337,.016,.550,,,,.495,14.0,31.0,.272,,,,.509,15.1,64.8,.220,,,,McNichols Sports Arena,"491,253","11,982"
LAL,Los Angeles Lakers*,82,240.6,48.3,91.6,.528,0.1,1.2,.104,48.2,90.4,.533,18.2,24.8,.736,15.1,29.7,44.7,30.7,10.3,5.8,19.3,23.5,115.0,Los Angeles Lakers*,82,19730,3964,7512,.528,10,96,.104,3954,7416,.533,1495,2031,.736,1235,2433,3668,2519,844,479,1584,1931,9433,Los Angeles Lakers*,82,19730,46.4,88.0,.528,0.1,1.1,.104,46.3,86.9,.533,17.5,23.8,.736,14.5,28.5,43.0,29.5,9.9,5.6,18.6,22.6,110.5,Los Angeles Lakers*,26.9,58,24,55,27,5.55,-0.49,5.06,110.5,105.2,+5.3,103.8,.270,.013,.561,,,,.528,15.9,36.3,.199,,,,.494,15.5,65.3,.191,,,,The Forum,"598,739","14,603"
SAS,San Antonio Spurs*,82,241.2,45.1,89.5,.504,1.1,3.8,.305,43.9,85.8,.512,23.0,30.1,.765,15.0,31.7,46.7,27.6,8.2,5.7,18.3,25.5,114.3,San Antonio Spurs*,82,19780,3697,7340,.504,94,308,.305,3603,7032,.512,1887,2468,.765,1232,2599,3831,2261,675,469,1504,2095,9375,San Antonio Spurs*,82,19780,43.4,86.2,.504,1.1,3.6,.305,42.3,82.6,.512,22.2,29.0,.765,14.5,30.5,45.0,26.5,7.9,5.5,17.7,24.6,110.1,San Antonio Spurs*,27.2,53,29,50,32,3.66,-0.56,3.10,110.1,106.6,+3.5,103.3,.336,.042,.556,,,,.510,15.1,35.3,.257,,,,.489,14.4,69.1,.228,,,,HemisFair Arena,"379,876","9,265"
KCK,Kansas City Kings,82,241.2,45.4,91.3,.497,0.6,2.6,.237,44.7,88.7,.505,22.4,30.9,.727,15.3,29.4,44.7,26.3,9.3,5.0,20.6,29.7,113.8,Kansas City Kings,82,19780,3719,7485,.497,51,215,.237,3668,7270,.505,1839,2530,.727,1256,2407,3663,2155,765,409,1691,2432,9328,Kansas City Kings,82,19780,42.3,85.2,.497,0.6,2.4,.237,41.8,82.8,.505,20.9,28.8,.727,14.3,27.4,41.7,24.5,8.7,4.7,19.3,27.7,106.2,Kansas City Kings,24.5,45,37,45,37,1.45,-0.41,1.04,106.2,104.9,+1.3,106.6,.338,.029,.542,,,,.500,16.4,34.3,.246,,,,.490,16.8,65.8,.291,,,,Kemper Arena,"309,597","7,772"
DAL,Dallas Mavericks,82,240.6,44.8,92.1,.487,0.5,2.3,.232,44.3,89.8,.493,22.6,30.0,.752,15.8,29.0,44.8,27.2,6.7,4.2,16.4,25.2,112.7,Dallas Mavericks,82,19730,3674,7550,.487,43,185,.232,3631,7365,.493,1852,2462,.752,1296,2381,3677,2227,552,348,1348,2067,9243,Dallas Mavericks,82,19730,43.5,89.4,.487,0.5,2.2,.232,43.0,87.2,.493,21.9,29.1,.752,15.3,28.2,43.5,26.4,6.5,4.1,16.0,24.5,109.4,Dallas Mavericks,24.2,38,44,40,42,-0.41,-0.29,-0.70,109.4,109.8,-0.4,102.8,.326,.025,.535,,,,.489,13.5,34.8,.245,,,,.506,14.0,66.2,.228,,,,Reunion Arena,"487,155","11,882"
DET,Detroit Pistons,82,242.4,44.2,92.7,.477,0.9,3.3,.265,43.3,89.4,.484,23.4,31.6,.742,16.0,30.2,46.2,25.7,8.3,7.0,19.0,25.9,112.7,Detroit Pistons,82,19880,3623,7602,.477,72,272,.265,3551,7330,.484,1921,2588,.742,1312,2477,3789,2108,679,572,1557,2122,9239,Detroit Pistons,82,19880,41.3,86.7,.477,0.8,3.1,.265,40.5,83.6,.484,21.9,29.5,.742,15.0,28.3,43.2,24.0,7.7,6.5,17.8,24.2,105.4,Detroit Pistons,24.6,37,45,40,42,-0.40,0.24,-0.17,105.4,105.8,-0.4,105.8,.340,.036,.529,,,,.481,15.1,33.6,.253,,,,.496,15.4,66.2,.214,,,,Pontiac Silverdome,"482,571","11,770"
BOS,Boston Celtics*,82,241.8,45.3,92.0,.492,0.5,2.3,.210,44.8,89.8,.499,21.1,28.6,.737,15.5,30.9,46.4,27.0,9.6,6.4,18.8,25.1,112.1,Boston Celtics*,82,19830,3711,7547,.492,39,186,.210,3672,7361,.499,1730,2348,.737,1273,2532,3805,2216,789,521,1541,2062,9191,Boston Celtics*,82,19830,43.2,87.8,.492,0.5,2.2,.210,42.7,85.6,.499,20.1,27.3,.737,14.8,29.5,44.3,25.8,9.2,6.1,17.9,24.0,106.9,Boston Celtics*,27.3,56,26,55,27,5.35,-0.01,5.34,106.9,101.8,+5.1,104.0,.311,.025,.536,,,,.494,15.2,34.7,.229,,,,.473,16.0,68.1,.236,,,,Boston Garden,"621,829","15,320"
PHI,Philadelphia 76ers*,82,241.8,43.9,88.0,.499,0.3,1.3,.229,43.6,86.6,.503,24.0,32.3,.742,16.3,31.7,47.9,24.6,9.9,7.0,19.8,24.9,112.1,Philadelphia 76ers*,82,19830,3600,7212,.499,25,109,.229,3575,7103,.503,1966,2650,.742,1334,2596,3930,2016,812,577,1627,2041,9191,Philadelphia 76ers*,82,19830,42.4,85.0,.499,0.3,1.3,.229,42.1,83.7,.503,23.2,31.2,.742,15.7,30.6,46.3,23.8,9.6,6.8,19.2,24.1,108.3,Philadelphia 76ers*,26.7,65,17,60,22,7.67,-0.14,7.53,108.3,100.9,+7.4,102.7,.367,.015,.549,,,,.501,16.3,37.1,.273,,,,.464,15.8,66.2,.217,,,,The Spectrum,"612,203","15,351"
CHI,Chicago Bulls,82,242.7,43.1,89.9,.480,0.5,2.5,.215,42.6,87.4,.487,24.2,32.8,.737,15.5,30.8,46.3,25.4,8.1,4.9,21.3,26.7,111.0,Chicago Bulls,82,19905,3537,7373,.480,45,209,.215,3492,7164,.487,1983,2690,.737,1267,2527,3794,2086,666,400,1743,2192,9102,Chicago Bulls,82,19905,40.2,83.8,.480,0.5,2.4,.215,39.7,81.4,.487,22.5,30.6,.737,14.4,28.7,43.1,23.7,7.6,4.5,19.8,24.9,103.4,Chicago Bulls,24.5,28,54,29,53,-4.89,0.48,-4.41,103.4,108.0,-4.6,106.1,.365,.028,.532,,,,.483,16.9,34.0,.269,,,,.498,14.3,67.9,.237,,,,Chicago Stadium,"296,411","7,230"
SEA,Seattle SuperSonics*,82,241.5,43.9,88.7,.494,0.4,1.7,.210,43.5,87.1,.500,21.9,30.0,.730,14.0,31.3,45.4,27.8,8.3,5.3,18.7,24.0,110.0,Seattle SuperSonics*,82,19805,3597,7277,.494,29,138,.210,3568,7139,.500,1796,2459,.730,1152,2569,3721,2278,677,437,1533,1969,9019,Seattle SuperSonics*,82,19805,42.2,85.5,.494,0.3,1.6,.210,41.9,83.8,.500,21.1,28.9,.730,13.5,30.2,43.7,26.8,8.0,5.1,18.0,23.1,105.9,Seattle SuperSonics*,27.4,48,34,49,33,3.21,-0.33,2.88,105.9,102.8,+3.1,103.2,.338,.019,.539,,,,.496,15.5,32.5,.247,,,,.464,14.3,66.2,.210,,,,,"539,622",
