Team,"Team Per Game, TeamName","Team Per Game, G","Team Per Game, MP","Team Per Game, FG","Team Per Game, FGA","Team Per Game, FG%","Team Per Game, 3P","Team Per Game, 3PA","Team Per Game, 3P%","Team Per Game, 2P","Team Per Game, 2PA","Team Per Game, 2P%","Team Per Game, FT","Team Per Game, FTA","Team Per Game, FT%","Team Per Game, ORB","Team Per Game, DRB","Team Per Game, TRB","Team Per Game, AST","Team Per Game, STL","Team Per Game, BLK","Team Per Game, TOV","Team Per Game, PF","Team Per Game, PTS","Team Totals, TeamName","Team Totals, G","Team Totals, MP","Team Totals, FG","Team Totals, FGA","Team Totals, FG%","Team Totals, 3P","Team Totals, 3PA","Team Totals, 3P%","Team Totals, 2P","Team Totals, 2PA","Team Totals, 2P%","Team Totals, FT","Team Totals, FTA","Team Totals, FT%","Team Totals, ORB","Team Totals, DRB","Team Totals, TRB","Team Totals, AST","Team Totals, STL","Team Totals, BLK","Team Totals, TOV","Team Totals, PF","Team Totals, PTS","Team Per 100 Poss, TeamName","Team Per 100 Poss, G","Team Per 100 Poss, MP","Team Per 100 Poss, FG","Team Per 100 Poss, FGA","Team Per 100 Poss, FG%","Team Per 100 Poss, 3P","Team Per 100 Poss, 3PA","Team Per 100 Poss, 3P%","Team Per 100 Poss, 2P","Team Per 100 Poss, 2PA","Team Per 100 Poss, 2P%","Team Per 100 Poss, FT","Team Per 100 Poss, FTA","Team Per 100 Poss, FT%","Team Per 100 Poss, ORB","Team Per 100 Poss, DRB","Team Per 100 Poss, TRB","Team Per 100 Poss, AST","Team Per 100 Poss, STL","Team Per 100 Poss, BLK","Team Per 100 Poss, TOV","Team Per 100 Poss, PF","Team Per 100 Poss, PTS","Team Advanced, TeamName","Team Advanced, Age","Team Advanced, W","Team Advanced, L","Team Advanced, PW","Team Advanced, PL","Team Advanced, MOV","Team Advanced, SOS","Team Advanced, SRS","Team Advanced, ORtg","Team Advanced, DRtg","Team Advanced, NRtg","Team Advanced, Pace","Team Advanced, FTr","Team Advanced, 3PAr","Team Advanced, TS%","Team Advanced,  ","Team Advanced,  ","Team Advanced,  ","Team Advanced, Offense Four Factors, eFG%","Team Advanced, Offense Four Factors, TOV%","Team Advanced, Offense Four Factors, ORB%","Team Advanced, Offense Four Factors, FT/FGA","Team Advanced,  ","Team Advanced,  ","Team Advanced,  ","Team Advanced, Defense Four Factors, eFG%","Team Advanced, Defense Four Factors, TOV%","Team Advanced, Defense Four Factors, DRB%","Team Advanced, Defense Four Factors, FT/FGA","Team Advanced,  ","Team Advanced,  ","Team Advanced,  ","Team Advanced, Arena","Team Advanced, Attend.","Team Advanced, Attend./G"
HOU,Houston Rockets*,82,241.5,37.5,81.0,.464,7.8,21.5,.362,29.8,59.5,.501,19.6,25.7,.765,11.2,29.9,41.1,24.2,7.9,5.8,15.2,21.4,102.5,Houston Rockets*,82,19805,3078,6638,.464,637,1761,.362,2441,4877,.501,1611,2106,.765,919,2455,3374,1982,645,476,1245,1753,8404,Houston Rockets*,82,19805,40.0,86.3,.464,8.3,22.9,.362,31.7,63.4,.501,20.9,27.4,.765,11.9,31.9,43.9,25.8,8.4,6.2,16.2,22.8,109.3,Houston Rockets*,29.0,48,34,46,36,1.74,-0.12,1.63,109.3,107.4,+1.9,93.2,.317,.265,.555,,,,.512,14.1,26.9,.243,,,,.495,13.6,68.6,.206,,,,The Summit,"667,840","16,293"
DAL,Dallas Mavericks,82,243.0,38.1,90.6,.420,9.0,24.9,.360,29.1,65.8,.443,17.4,24.1,.722,17.2,29.0,46.2,23.3,7.8,4.2,15.5,22.4,102.5,Dallas Mavericks,82,19930,3124,7431,.420,735,2039,.360,2389,5392,.443,1426,1975,.722,1408,2379,3787,1913,642,342,1270,1836,8409,Dallas Mavericks,82,19930,39.4,93.8,.420,9.3,25.7,.360,30.1,68.0,.443,18.0,24.9,.722,17.8,30.0,47.8,24.1,8.1,4.3,16.0,23.2,106.1,Dallas Mavericks,25.1,26,56,28,54,-4.90,0.19,-4.71,106.1,111.2,-5.1,95.4,.266,.274,.507,,,,.470,13.3,34.1,.192,,,,.526,14.7,68.6,.222,,,,Reunion Arena,"684,138","16,686"
GSW,Golden State Warriors,82,240.9,37.3,81.7,.456,5.5,14.6,.373,31.8,67.1,.474,21.6,28.5,.759,14.3,27.9,42.2,23.0,8.6,5.7,16.4,22.4,101.6,Golden State Warriors,82,19755,3056,6700,.456,447,1199,.373,2609,5501,.474,1775,2340,.759,1173,2285,3458,1889,706,470,1343,1835,8334,Golden State Warriors,82,19755,39.7,87.1,.456,5.8,15.6,.373,33.9,71.5,.474,23.1,30.4,.759,15.3,29.7,45.0,24.6,9.2,6.1,17.5,23.9,108.4,Golden State Warriors,27.0,36,46,37,45,-1.45,0.03,-1.42,108.4,109.9,-1.5,93.4,.349,.179,.539,,,,.489,14.8,33.9,.265,,,,.510,15.2,67.2,.232,,,,Oakland-Alameda County Coliseum Arena,"616,025","15,025"
SAC,Sacramento Kings*,82,240.9,36.2,79.2,.457,5.6,14.6,.387,30.6,64.6,.473,21.5,29.4,.731,13.6,28.6,42.2,22.3,7.8,5.3,17.6,26.0,99.5,Sacramento Kings*,82,19755,2971,6494,.457,462,1194,.387,2509,5300,.473,1759,2407,.731,1114,2345,3459,1829,643,436,1442,2131,8163,Sacramento Kings*,82,19755,38.6,84.5,.457,6.0,15.5,.387,32.6,68.9,.473,22.9,31.3,.731,14.5,30.5,45.0,23.8,8.4,5.7,18.8,27.7,106.2,Sacramento Kings*,26.6,39,43,33,49,-2.71,0.09,-2.62,106.2,109.1,-2.9,93.4,.371,.184,.540,,,,.493,16.0,32.5,.271,,,,.498,15.1,69.0,.302,,,,ARCO Arena (II),"709,999","17,317"
LAC,Los Angeles Clippers,82,240.6,38.1,80.7,.472,6.2,16.8,.370,31.9,64.0,.499,17.0,24.2,.702,11.9,26.7,38.6,20.4,8.6,5.0,16.5,24.5,99.4,Los Angeles Clippers,82,19730,3126,6618,.472,509,1374,.370,2617,5244,.499,1392,1984,.702,979,2190,3169,1672,703,411,1355,2008,8153,Los Angeles Clippers,82,19730,40.8,86.4,.472,6.6,17.9,.370,34.2,68.5,.499,18.2,25.9,.702,12.8,28.6,41.4,21.8,9.2,5.4,17.7,26.2,106.5,Los Angeles Clippers,25.2,29,53,31,51,-3.60,0.13,-3.46,106.5,110.3,-3.8,93.2,.300,.208,.544,,,,.511,15.3,29.3,.210,,,,.512,15.2,67.9,.282,,,,Los Angeles Memorial Sports Arena,"405,495","9,074"
IND,Indiana Pacers*,82,240.9,36.3,75.7,.480,4.4,11.9,.373,31.9,63.8,.500,22.2,29.5,.755,12.3,27.6,39.9,23.4,7.1,3.9,16.3,24.8,99.3,Indiana Pacers*,82,19755,2979,6205,.480,363,973,.373,2616,5232,.500,1823,2416,.755,1010,2262,3272,1917,579,323,1335,2031,8144,Indiana Pacers*,82,19755,40.5,84.4,.480,4.9,13.2,.373,35.6,71.2,.500,24.8,32.9,.755,13.7,30.8,44.5,26.1,7.9,4.4,18.2,27.6,110.8,Indiana Pacers*,29.4,52,30,50,32,3.24,-0.14,3.11,110.8,107.2,+3.6,89.3,.389,.157,.560,,,,.509,15.5,33.0,.294,,,,.491,14.7,69.3,.271,,,,Market Square Arena,"673,967","16,438"
POR,Portland Trail Blazers*,82,242.7,37.4,81.6,.458,5.9,16.6,.353,31.5,65.0,.485,18.7,28.3,.662,14.1,31.4,45.6,21.5,7.2,5.1,16.8,22.7,99.3,Portland Trail Blazers*,82,19905,3064,6688,.458,480,1358,.353,2584,5330,.485,1537,2321,.662,1160,2577,3737,1760,594,417,1377,1859,8145,Portland Trail Blazers*,82,19905,39.9,87.1,.458,6.2,17.7,.353,33.6,69.4,.485,20.0,30.2,.662,15.1,33.6,48.7,22.9,7.7,5.4,17.9,24.2,106.0,Portland Trail Blazers*,28.1,44,38,48,34,2.35,-0.14,2.21,106.0,103.5,+2.5,92.6,.347,.203,.528,,,,.494,15.2,33.4,.230,,,,.478,13.5,73.4,.236,,,,Rose Garden Arena,"848,055","20,684"
ATL,Atlanta Hawks*,82,240.6,36.4,81.3,.448,6.9,19.5,.355,29.5,61.8,.477,18.6,24.5,.757,14.4,26.2,40.6,19.6,9.4,3.9,15.0,20.9,98.3,Atlanta Hawks*,82,19730,2985,6665,.448,566,1595,.355,2419,5070,.477,1523,2012,.757,1182,2148,3330,1609,771,319,1228,1714,8059,Atlanta Hawks*,82,19730,40.5,90.4,.448,7.7,21.6,.355,32.8,68.8,.477,20.7,27.3,.757,16.0,29.1,45.2,21.8,10.5,4.3,16.7,23.3,109.4,Atlanta Hawks*,28.1,46,36,45,37,1.22,0.07,1.29,109.4,108.0,+1.4,89.6,.302,.239,.534,,,,.490,14.0,34.0,.229,,,,.512,16.3,67.1,.217,,,,Omni Coliseum,"496,668","12,114"
MIN,Minnesota Timberwolves,82,241.2,36.3,79.0,.459,3.4,10.5,.326,32.9,68.6,.479,21.9,28.2,.777,12.0,27.7,39.7,22.8,7.9,5.9,17.4,24.3,97.9,Minnesota Timberwolves,82,19780,2974,6481,.459,279,857,.326,2695,5624,.479,1797,2314,.777,985,2271,3256,1867,650,481,1426,1994,8024,Minnesota Timberwolves,82,19780,38.6,84.1,.459,3.6,11.1,.326,35.0,73.0,.479,23.3,30.0,.777,12.8,29.5,42.2,24.2,8.4,6.2,18.5,25.9,104.1,Minnesota Timberwolves,26.4,26,56,26,56,-5.35,0.22,-5.14,104.1,109.8,-5.7,93.5,.357,.132,.535,,,,.480,16.0,29.8,.277,,,,.509,15.0,68.7,.267,,,,Target Center,"585,669","14,285"
DEN,Denver Nuggets,82,241.8,36.6,81.2,.451,4.8,14.0,.346,31.8,67.2,.473,19.7,26.5,.743,12.9,30.3,43.2,22.6,6.4,7.3,15.4,23.0,97.7,Denver Nuggets,82,19830,3001,6657,.451,397,1148,.346,2604,5509,.473,1614,2173,.743,1057,2487,3544,1851,521,597,1265,1882,8013,Denver Nuggets,82,19830,39.4,87.4,.451,5.2,15.1,.346,34.2,72.3,.473,21.2,28.5,.743,13.9,32.6,46.5,24.3,6.8,7.8,16.6,24.7,105.2,Denver Nuggets,26.8,35,47,33,49,-2.71,0.09,-2.62,105.2,108.1,-2.9,92.2,.326,.172,.526,,,,.481,14.2,30.7,.242,,,,.492,12.8,72.7,.237,,,,McNichols Sports Arena,"675,425","16,474"
TOR,Toronto Raptors,82,241.8,37.6,80.5,.467,5.0,14.2,.354,32.6,66.2,.492,17.2,23.8,.723,13.1,27.0,40.0,23.5,9.1,6.0,18.8,24.2,97.5,Toronto Raptors,82,19830,3084,6598,.467,414,1168,.354,2670,5430,.492,1412,1953,.723,1071,2213,3284,1927,745,493,1544,1987,7994,Toronto Raptors,82,19830,40.0,85.7,.467,5.4,15.2,.354,34.7,70.5,.492,18.3,25.4,.723,13.9,28.7,42.6,25.0,9.7,6.4,20.0,25.8,103.8,Toronto Raptors,26.1,21,61,21,61,-7.51,0.31,-7.20,103.8,111.8,-8.0,93.2,.296,.177,.536,,,,.499,17.2,32.0,.214,,,,.514,14.7,66.8,.272,,,,SkyDome,"950,330","23,483"
NYK,New York Knicks*,82,241.8,36.6,77.8,.471,5.9,15.7,.377,30.7,62.2,.494,18.0,23.8,.757,10.1,29.9,40.0,22.2,7.9,4.6,15.5,22.7,97.2,New York Knicks*,82,19830,3003,6382,.471,485,1285,.377,2518,5097,.494,1480,1954,.757,829,2449,3278,1822,645,377,1272,1864,7971,New York Knicks*,82,19830,39.9,84.9,.471,6.5,17.1,.377,33.5,67.8,.494,19.7,26.0,.757,11.0,32.6,43.6,24.2,8.6,5.0,16.9,24.8,106.0,New York Knicks*,30.4,47,35,48,34,2.32,-0.08,2.24,106.0,103.5,+2.5,91.0,.306,.201,.550,,,,.509,14.9,25.5,.232,,,,.476,14.8,71.1,.251,,,,Madison Square Garden (IV),"810,283","19,763"
MIA,Miami Heat*,82,241.2,35.4,77.4,.457,6.7,17.8,.379,28.7,59.6,.481,18.9,26.7,.710,12.2,30.4,42.6,21.4,7.0,5.4,17.0,26.3,96.5,Miami Heat*,82,19780,2902,6348,.457,552,1458,.379,2350,4890,.481,1553,2187,.710,999,2495,3494,1752,574,439,1394,2158,7909,Miami Heat*,82,19780,38.6,84.5,.457,7.4,19.4,.379,31.3,65.1,.481,20.7,29.1,.710,13.3,33.2,46.5,23.3,7.6,5.8,18.6,28.7,105.3,Miami Heat*,27.4,42,40,45,37,1.43,0.03,1.46,105.3,103.8,+1.5,91.1,.345,.230,.541,,,,.501,16.0,30.1,.245,,,,.469,14.8,71.8,.298,,,,Miami Arena,"606,088","14,783"
MIL,Milwaukee Bucks,82,240.6,37.0,79.1,.467,4.4,12.9,.338,32.6,66.3,.493,17.2,23.3,.738,11.9,26.4,38.3,21.4,7.1,3.7,15.8,23.7,95.6,Milwaukee Bucks,82,19730,3034,6490,.467,357,1056,.338,2677,5434,.493,1412,1914,.738,973,2164,3137,1755,582,307,1295,1943,7837,Milwaukee Bucks,82,19730,40.9,87.5,.467,4.8,14.2,.338,36.1,73.3,.493,19.0,25.8,.738,13.1,29.2,42.3,23.7,7.8,4.1,17.5,26.2,105.6,Milwaukee Bucks,27.5,25,57,26,56,-5.30,0.38,-4.92,105.6,111.5,-5.9,90.2,.295,.163,.534,,,,.495,15.0,29.7,.218,,,,.520,14.1,68.4,.248,,,,Bradley Center,"647,088","15,783"
DET,Detroit Pistons*,82,241.8,34.3,74.7,.459,6.6,16.5,.404,27.6,58.2,.475,20.2,26.9,.751,10.8,29.8,40.5,19.6,6.2,4.3,14.8,23.8,95.4,Detroit Pistons*,82,19830,2810,6122,.459,545,1350,.404,2265,4772,.475,1657,2206,.751,884,2440,3324,1610,506,352,1215,1953,7822,Detroit Pistons*,82,19830,38.8,84.5,.459,7.5,18.6,.404,31.3,65.8,.475,22.9,30.4,.751,12.2,33.7,45.9,22.2,7.0,4.9,16.8,26.9,107.9,Detroit Pistons*,26.8,46,36,49,33,2.50,-0.05,2.45,107.9,105.1,+2.8,87.7,.360,.221,.551,,,,.504,14.6,28.0,.271,,,,.483,13.7,71.7,.229,,,,The Palace of Auburn Hills,"730,573","17,819"
PHI,Philadelphia 76ers,82,240.6,34.1,78.3,.436,6.0,17.5,.342,28.1,60.7,.463,20.3,27.6,.734,12.6,26.4,38.9,19.9,7.8,5.1,17.2,21.7,94.5,Philadelphia 76ers,82,19730,2796,6418,.436,492,1438,.342,2304,4980,.463,1662,2263,.734,1031,2161,3192,1629,643,420,1414,1777,7746,Philadelphia 76ers,82,19730,36.9,84.7,.436,6.5,19.0,.342,30.4,65.7,.463,21.9,29.9,.734,13.6,28.5,42.1,21.5,8.5,5.5,18.7,23.4,102.2,Philadelphia 76ers,26.1,18,64,16,66,-10.00,0.55,-9.45,102.2,113.0,-10.8,92.2,.353,.224,.522,,,,.474,16.0,29.4,.259,,,,.522,14.4,65.0,.217,,,,CoreStates Spectrum,"476,016","11,935"
NJN,New Jersey Nets,82,242.7,35.1,82.3,.427,3.0,9.1,.335,32.1,73.2,.438,20.4,27.4,.745,16.5,30.5,47.0,21.4,7.6,7.0,16.8,22.9,93.7,New Jersey Nets,82,19905,2881,6750,.427,250,746,.335,2631,6004,.438,1672,2244,.745,1350,2503,3853,1752,627,571,1375,1880,7684,New Jersey Nets,82,19905,38.2,89.5,.427,3.3,9.9,.335,34.9,79.6,.438,22.2,29.8,.745,17.9,33.2,51.1,23.2,8.3,7.6,18.2,24.9,101.9,New Jersey Nets,27.4,30,52,29,53,-4.23,0.09,-4.14,101.9,106.5,-4.6,90.9,.332,.111,.497,,,,.445,15.1,36.4,.248,,,,.495,14.5,70.9,.223,,,,Brendan Byrne Arena,"638,144","15,564"
CLE,Cleveland Cavaliers*,82,241.8,33.7,73.1,.460,7.3,19.3,.377,26.4,53.9,.490,16.5,21.6,.763,10.6,25.1,35.6,22.2,8.2,4.1,13.1,20.5,91.1,Cleveland Cavaliers*,82,19830,2761,5998,.460,596,1582,.377,2165,4416,.490,1355,1775,.763,867,2055,2922,1818,674,340,1073,1685,7473,Cleveland Cavaliers*,82,19830,40.6,88.2,.460,8.8,23.3,.377,31.8,64.9,.490,19.9,26.1,.763,12.7,30.2,43.0,26.7,9.9,5.0,15.8,24.8,109.9,Cleveland Cavaliers*,27.5,47,35,49,33,2.59,-0.09,2.49,109.9,106.7,+3.2,82.3,.296,.264,.551,,,,.510,13.7,28.6,.226,,,,.506,16.3,70.2,.242,,,,Gund Arena,"730,095","17,807"
VAN,Vancouver Grizzlies,82,242.4,33.8,79.1,.428,4.5,13.8,.329,29.3,65.3,.448,17.6,24.4,.724,11.7,26.5,38.1,20.8,8.9,4.1,16.4,22.6,89.8,Vancouver Grizzlies,82,19880,2772,6483,.428,372,1129,.329,2400,5354,.448,1446,1998,.724,957,2170,3127,1706,728,333,1347,1852,7362,Vancouver Grizzlies,82,19880,36.8,86.0,.428,4.9,15.0,.329,31.8,71.0,.448,19.2,26.5,.724,12.7,28.8,41.5,22.6,9.7,4.4,17.9,24.6,97.6,Vancouver Grizzlies,27.2,15,67,15,67,-9.98,0.43,-9.55,97.6,108.5,-10.9,91.0,.308,.174,.500,,,,.456,15.5,27.3,.223,,,,.510,16.1,66.3,.241,,,,General Motors Place,"654,013","17,183"
