Team,"Team Per Game, TeamName","Team Per Game, G","Team Per Game, MP","Team Per Game, FG","Team Per Game, FGA","Team Per Game, FG%","Team Per Game, 3P","Team Per Game, 3PA","Team Per Game, 3P%","Team Per Game, 2P","Team Per Game, 2PA","Team Per Game, 2P%","Team Per Game, FT","Team Per Game, FTA","Team Per Game, FT%","Team Per Game, ORB","Team Per Game, DRB","Team Per Game, TRB","Team Per Game, AST","Team Per Game, STL","Team Per Game, BLK","Team Per Game, TOV","Team Per Game, PF","Team Per Game, PTS","Team Totals, TeamName","Team Totals, G","Team Totals, MP","Team Totals, FG","Team Totals, FGA","Team Totals, FG%","Team Totals, 3P","Team Totals, 3PA","Team Totals, 3P%","Team Totals, 2P","Team Totals, 2PA","Team Totals, 2P%","Team Totals, FT","Team Totals, FTA","Team Totals, FT%","Team Totals, ORB","Team Totals, DRB","Team Totals, TRB","Team Totals, AST","Team Totals, STL","Team Totals, BLK","Team Totals, TOV","Team Totals, PF","Team Totals, PTS","Team Per 100 Poss, TeamName","Team Per 100 Poss, G","Team Per 100 Poss, MP","Team Per 100 Poss, FG","Team Per 100 Poss, FGA","Team Per 100 Poss, FG%","Team Per 100 Poss, 3P","Team Per 100 Poss, 3PA","Team Per 100 Poss, 3P%","Team Per 100 Poss, 2P","Team Per 100 Poss, 2PA","Team Per 100 Poss, 2P%","Team Per 100 Poss, FT","Team Per 100 Poss, FTA","Team Per 100 Poss, FT%","Team Per 100 Poss, ORB","Team Per 100 Poss, DRB","Team Per 100 Poss, TRB","Team Per 100 Poss, AST","Team Per 100 Poss, STL","Team Per 100 Poss, BLK","Team Per 100 Poss, TOV","Team Per 100 Poss, PF","Team Per 100 Poss, PTS","Team Advanced, TeamName","Team Advanced, Age","Team Advanced, W","Team Advanced, L","Team Advanced, PW","Team Advanced, PL","Team Advanced, MOV","Team Advanced, SOS","Team Advanced, SRS","Team Advanced, ORtg","Team Advanced, DRtg","Team Advanced, NRtg","Team Advanced, Pace","Team Advanced, FTr","Team Advanced, 3PAr","Team Advanced, TS%","Team Advanced,  ","Team Advanced,  ","Team Advanced,  ","Team Advanced, Offense Four Factors, eFG%","Team Advanced, Offense Four Factors, TOV%","Team Advanced, Offense Four Factors, ORB%","Team Advanced, Offense Four Factors, FT/FGA","Team Advanced,  ","Team Advanced,  ","Team Advanced,  ","Team Advanced, Defense Four Factors, eFG%","Team Advanced, Defense Four Factors, TOV%","Team Advanced, Defense Four Factors, DRB%","Team Advanced, Defense Four Factors, FT/FGA","Team Advanced,  ","Team Advanced,  ","Team Advanced,  ","Team Advanced, Arena","Team Advanced, Attend.","Team Advanced, Attend./G"
CHI,Chicago Bulls*,82,240.6,40.2,84.0,.478,6.6,16.5,.403,33.5,67.6,.496,18.2,24.4,.746,15.2,29.4,44.6,24.8,9.1,4.2,14.3,22.0,105.2,Chicago Bulls*,82,19730,3293,6892,.478,544,1349,.403,2749,5543,.496,1495,2004,.746,1247,2411,3658,2033,745,345,1175,1807,8625,Chicago Bulls*,82,19730,44.0,92.0,.478,7.3,18.0,.403,36.7,74.0,.496,20.0,26.8,.746,16.7,32.2,48.8,27.1,9.9,4.6,15.7,24.1,115.2,Chicago Bulls*,29.9,72,10,70,12,12.24,-0.44,11.80,115.2,101.8,+13.4,91.1,.291,.196,.555,,,,.517,13.1,36.9,.217,,,,.482,16.1,71.1,.222,,,,United Center,"969,149","23,638"
SEA,Seattle SuperSonics*,82,242.4,37.5,78.1,.480,7.1,19.5,.364,30.4,58.6,.519,22.5,29.6,.760,11.6,29.9,41.5,24.4,10.8,4.8,17.6,24.0,104.5,Seattle SuperSonics*,82,19880,3074,6401,.480,581,1596,.364,2493,4805,.519,1843,2424,.760,954,2449,3403,1999,882,393,1441,1967,8572,Seattle SuperSonics*,82,19880,39.5,82.3,.480,7.5,20.5,.364,32.1,61.8,.519,23.7,31.2,.760,12.3,31.5,43.8,25.7,11.3,5.1,18.5,25.3,110.3,Seattle SuperSonics*,29.6,64,18,61,21,7.79,-0.40,7.40,110.3,102.1,+8.2,93.8,.379,.249,.574,,,,.526,16.2,29.7,.288,,,,.479,16.7,69.5,.252,,,,KeyArena at Seattle Center,"697,301","17,007"
ORL,Orlando Magic*,82,242.1,39.1,81.0,.482,7.6,20.1,.378,31.5,60.9,.517,18.8,27.2,.691,11.8,29.3,41.1,25.4,8.1,5.0,14.1,20.8,104.5,Orlando Magic*,82,19855,3203,6640,.482,622,1645,.378,2581,4995,.517,1543,2232,.691,966,2401,3367,2080,663,406,1160,1709,8571,Orlando Magic*,82,19855,42.2,87.4,.482,8.2,21.7,.378,34.0,65.8,.517,20.3,29.4,.691,12.7,31.6,44.3,27.4,8.7,5.3,15.3,22.5,112.9,Orlando Magic*,27.7,60,22,56,26,5.56,-0.16,5.40,112.9,106.9,+6.0,91.8,.336,.248,.562,,,,.529,13.2,29.0,.232,,,,.491,14.0,68.8,.223,,,,Orlando Arena,"707,168","17,248"
PHO,Phoenix Suns*,82,243.4,38.5,81.4,.473,4.0,12.0,.332,34.5,69.4,.498,23.3,30.1,.771,12.3,30.5,42.8,24.4,7.6,4.0,14.7,21.7,104.3,Phoenix Suns*,82,19955,3159,6673,.473,327,984,.332,2832,5689,.498,1907,2472,.771,1009,2501,3510,2001,623,331,1207,1776,8552,Phoenix Suns*,82,19955,40.8,86.1,.473,4.2,12.7,.332,36.5,73.4,.498,24.6,31.9,.771,13.0,32.3,45.3,25.8,8.0,4.3,15.6,22.9,110.3,Phoenix Suns*,27.9,41,41,42,40,0.33,-0.05,0.28,110.3,110.0,+0.3,93.2,.370,.147,.551,,,,.498,13.5,29.8,.286,,,,.511,13.3,71.4,.225,,,,America West Arena,"779,943","19,023"
BOS,Boston Celtics,82,242.7,38.6,84.7,.456,6.6,17.7,.371,32.0,66.9,.478,19.9,27.9,.714,12.8,29.6,42.4,21.9,8.0,5.0,15.9,24.9,103.6,Boston Celtics,82,19905,3163,6942,.456,539,1453,.371,2624,5489,.478,1630,2284,.714,1050,2427,3477,1792,653,406,1302,2041,8495,Boston Celtics,82,19905,39.6,87.0,.456,6.8,18.2,.371,32.9,68.8,.478,20.4,28.6,.714,13.2,30.4,43.6,22.4,8.2,5.1,16.3,25.6,106.4,Boston Celtics,26.3,33,49,32,50,-3.40,0.03,-3.37,106.4,109.9,-3.5,96.2,.329,.209,.534,,,,.494,14.1,28.8,.235,,,,.511,14.3,70.0,.258,,,,FleetCenter,"730,842","17,825"
SAS,San Antonio Spurs*,82,241.2,38.4,80.5,.477,6.3,16.1,.392,32.1,64.4,.498,20.3,27.6,.736,11.4,31.5,43.0,24.9,7.9,6.5,14.6,22.2,103.4,San Antonio Spurs*,82,19780,3148,6602,.477,518,1320,.392,2630,5282,.498,1663,2261,.736,937,2586,3523,2044,645,536,1195,1820,8477,San Antonio Spurs*,82,19780,40.9,85.8,.477,6.7,17.2,.392,34.2,68.7,.498,21.6,29.4,.736,12.2,33.6,45.8,26.6,8.4,7.0,15.5,23.7,110.2,San Antonio Spurs*,29.4,59,23,58,24,6.30,-0.33,5.98,110.2,103.5,+6.7,93.3,.342,.200,.558,,,,.516,13.6,27.5,.252,,,,.472,13.9,70.0,.216,,,,Alamodome,"782,701","19,791"
LAL,Los Angeles Lakers*,82,240.0,39.2,81.8,.480,5.8,16.6,.351,33.4,65.2,.512,18.6,25.0,.746,12.1,28.1,40.2,25.4,8.8,6.3,14.2,20.8,102.9,Los Angeles Lakers*,82,19680,3216,6706,.480,477,1359,.351,2739,5347,.512,1529,2049,.746,995,2303,3298,2080,722,516,1163,1702,8438,Los Angeles Lakers*,82,19680,42.5,88.5,.480,6.3,17.9,.351,36.2,70.6,.512,20.2,27.0,.746,13.1,30.4,43.5,27.5,9.5,6.8,15.4,22.5,111.4,Los Angeles Lakers*,27.1,53,29,53,29,4.45,-0.24,4.21,111.4,106.6,+4.8,92.4,.306,.203,.555,,,,.515,13.3,30.1,.228,,,,.491,14.9,66.8,.205,,,,Great Western Forum,"649,634","15,845"
CHH,Charlotte Hornets,82,242.4,37.9,80.7,.470,7.1,18.5,.384,30.8,62.2,.495,19.9,25.8,.770,12.0,27.5,39.5,23.3,7.1,3.4,15.1,22.1,102.8,Charlotte Hornets,82,19880,3108,6618,.470,584,1520,.384,2524,5098,.495,1631,2119,.770,987,2256,3243,1907,582,277,1241,1815,8431,Charlotte Hornets,82,19880,41.0,87.3,.470,7.7,20.0,.384,33.3,67.2,.495,21.5,27.9,.770,13.0,29.7,42.8,25.1,7.7,3.7,16.4,23.9,111.2,Charlotte Hornets,27.8,41,41,39,43,-0.57,0.09,-0.48,111.2,111.8,-0.6,91.6,.320,.230,.558,,,,.514,14.1,29.5,.246,,,,.529,13.9,70.3,.217,,,,Charlotte Coliseum,"985,722","24,042"
WSB,Washington Bullets,82,241.5,39.0,80.7,.484,6.0,14.8,.407,33.0,65.9,.501,18.4,25.3,.728,11.3,28.4,39.7,22.1,7.2,6.2,16.2,24.2,102.5,Washington Bullets,82,19805,3202,6618,.484,493,1212,.407,2709,5406,.501,1511,2076,.728,930,2327,3257,1815,592,506,1327,1981,8408,Washington Bullets,82,19805,41.4,85.5,.484,6.4,15.7,.407,35.0,69.9,.501,19.5,26.8,.728,12.0,30.1,42.1,23.5,7.7,6.5,17.2,25.6,108.7,Washington Bullets,24.8,39,43,44,38,1.06,-0.07,0.99,108.7,107.6,+1.1,93.7,.314,.183,.558,,,,.521,15.0,28.2,.228,,,,.489,15.0,67.8,.274,,,,USAir Arena,"669,598","17,237"
UTA,Utah Jazz*,82,241.2,38.2,78.3,.488,4.6,12.4,.372,33.6,65.9,.509,21.6,28.1,.768,12.1,28.9,41.0,26.1,8.1,5.1,14.8,25.0,102.5,Utah Jazz*,82,19780,3129,6417,.488,377,1013,.372,2752,5404,.509,1769,2302,.768,993,2373,3366,2139,667,418,1215,2046,8404,Utah Jazz*,82,19780,42.2,86.5,.488,5.1,13.7,.372,37.1,72.9,.509,23.9,31.0,.768,13.4,32.0,45.4,28.8,9.0,5.6,16.4,27.6,113.3,Utah Jazz*,29.5,55,27,59,23,6.59,-0.34,6.25,113.3,106.1,+7.2,90.0,.359,.158,.566,,,,.517,14.1,31.6,.276,,,,.489,15.1,71.7,.295,,,,Delta Center,"813,073","19,831"
