Team,"Team Per Game, TeamName","Team Per Game, G","Team Per Game, MP","Team Per Game, FG","Team Per Game, FGA","Team Per Game, FG%","Team Per Game, 3P","Team Per Game, 3PA","Team Per Game, 3P%","Team Per Game, 2P","Team Per Game, 2PA","Team Per Game, 2P%","Team Per Game, FT","Team Per Game, FTA","Team Per Game, FT%","Team Per Game, ORB","Team Per Game, DRB","Team Per Game, TRB","Team Per Game, AST","Team Per Game, STL","Team Per Game, BLK","Team Per Game, TOV","Team Per Game, PF","Team Per Game, PTS","Team Totals, TeamName","Team Totals, G","Team Totals, MP","Team Totals, FG","Team Totals, FGA","Team Totals, FG%","Team Totals, 3P","Team Totals, 3PA","Team Totals, 3P%","Team Totals, 2P","Team Totals, 2PA","Team Totals, 2P%","Team Totals, FT","Team Totals, FTA","Team Totals, FT%","Team Totals, ORB","Team Totals, DRB","Team Totals, TRB","Team Totals, AST","Team Totals, STL","Team Totals, BLK","Team Totals, TOV","Team Totals, PF","Team Totals, PTS","Team Per 100 Poss, TeamName","Team Per 100 Poss, G","Team Per 100 Poss, MP","Team Per 100 Poss, FG","Team Per 100 Poss, FGA","Team Per 100 Poss, FG%","Team Per 100 Poss, 3P","Team Per 100 Poss, 3PA","Team Per 100 Poss, 3P%","Team Per 100 Poss, 2P","Team Per 100 Poss, 2PA","Team Per 100 Poss, 2P%","Team Per 100 Poss, FT","Team Per 100 Poss, FTA","Team Per 100 Poss, FT%","Team Per 100 Poss, ORB","Team Per 100 Poss, DRB","Team Per 100 Poss, TRB","Team Per 100 Poss, AST","Team Per 100 Poss, STL","Team Per 100 Poss, BLK","Team Per 100 Poss, TOV","Team Per 100 Poss, PF","Team Per 100 Poss, PTS","Team Advanced, TeamName","Team Advanced, Age","Team Advanced, W","Team Advanced, L","Team Advanced, PW","Team Advanced, PL","Team Advanced, MOV","Team Advanced, SOS","Team Advanced, SRS","Team Advanced, ORtg","Team Advanced, DRtg","Team Advanced, NRtg","Team Advanced, Pace","Team Advanced, FTr","Team Advanced, 3PAr","Team Advanced, TS%","Team Advanced,  ","Team Advanced,  ","Team Advanced,  ","Team Advanced, Offense Four Factors, eFG%","Team Advanced, Offense Four Factors, TOV%","Team Advanced, Offense Four Factors, ORB%","Team Advanced, Offense Four Factors, FT/FGA","Team Advanced,  ","Team Advanced,  ","Team Advanced,  ","Team Advanced, Defense Four Factors, eFG%","Team Advanced, Defense Four Factors, TOV%","Team Advanced, Defense Four Factors, DRB%","Team Advanced, Defense Four Factors, FT/FGA","Team Advanced,  ","Team Advanced,  ","Team Advanced,  ","Team Advanced, Arena","Team Advanced, Attend.","Team Advanced, Attend./G"
HOU,Houston Rockets*,82,241.5,43.6,89.5,.487,0.3,1.4,.178,43.3,88.0,.492,20.9,27.1,.770,14.8,28.6,43.5,25.6,8.6,4.8,17.7,23.2,108.3,Houston Rockets*,82,19805,3573,7335,.487,21,118,.178,3552,7217,.492,1711,2223,.770,1216,2347,3563,2099,705,390,1451,1901,8878,Houston Rockets*,82,19805,43.1,88.4,.487,0.3,1.4,.178,42.8,87.0,.492,20.6,26.8,.770,14.7,28.3,42.9,25.3,8.5,4.7,17.5,22.9,107.0,Houston Rockets*,26.8,40,42,42,40,0.33,-0.53,-0.20,107.0,106.7,+0.3,100.5,.303,.016,.534,,,,.489,14.9,33.9,.233,,,,.496,14.7,66.6,.214,,,,The Summit,"385,354","9,399"
NYK,New York Knicks*,82,241.8,42.7,88.5,.483,0.7,2.9,.237,42.1,85.6,.491,21.7,29.1,.747,13.9,26.9,40.8,24.1,10.5,3.8,17.8,23.4,107.9,New York Knicks*,82,19830,3505,7255,.483,56,236,.237,3449,7019,.491,1783,2386,.747,1137,2205,3342,1976,861,314,1461,1917,8849,New York Knicks*,82,19830,42.0,86.9,.483,0.7,2.8,.237,41.3,84.1,.491,21.4,28.6,.747,13.6,26.4,40.0,23.7,10.3,3.8,17.5,23.0,106.0,New York Knicks*,25.1,50,32,45,37,1.62,0.38,2.00,106.0,104.4,+1.6,101.0,.329,.033,.533,,,,.487,15.0,31.6,.246,,,,.504,17.2,65.8,.220,,,,Madison Square Garden (IV),"544,641","13,284"
IND,Indiana Pacers*,82,240.6,42.6,88.4,.482,0.4,2.1,.178,42.2,86.3,.489,22.1,31.0,.715,16.2,27.6,43.8,25.5,10.2,5.9,18.2,24.5,107.6,Indiana Pacers*,82,19730,3491,7245,.482,30,169,.178,3461,7076,.489,1815,2540,.715,1325,2267,3592,2091,833,484,1491,2006,8827,Indiana Pacers*,82,19730,42.1,87.3,.482,0.4,2.0,.178,41.7,85.3,.489,21.9,30.6,.715,16.0,27.3,43.3,25.2,10.0,5.8,18.0,24.2,106.4,Indiana Pacers*,26.0,44,38,45,37,1.40,0.32,1.72,106.4,105.0,+1.4,100.9,.351,.023,.528,,,,.484,15.1,35.5,.251,,,,.492,17.0,64.5,.248,,,,Market Square Arena,"415,339","10,130"
KCK,Kansas City Kings*,82,241.8,43.6,87.2,.500,0.6,2.0,.292,43.0,85.2,.505,19.2,26.9,.714,12.6,29.9,42.5,27.7,8.8,4.7,17.7,25.5,106.9,Kansas City Kings*,82,19830,3572,7151,.500,49,168,.292,3523,6983,.505,1576,2206,.714,1037,2450,3487,2271,719,385,1448,2092,8769,Kansas City Kings*,82,19830,42.7,85.4,.500,0.6,2.0,.292,42.1,83.4,.505,18.8,26.3,.714,12.4,29.3,41.6,27.1,8.6,4.6,17.3,25.0,104.7,Kansas City Kings*,26.2,40,42,41,41,0.01,-0.51,-0.49,104.7,104.7,0.0,101.3,.308,.023,.540,,,,.503,15.1,29.2,.220,,,,.483,15.6,68.3,.265,,,,Kemper Arena,"336,385","8,205"
NJN,New Jersey Nets,82,241.5,42.4,89.2,.475,0.4,1.7,.246,42.0,87.5,.480,21.7,28.9,.751,13.3,29.0,42.3,25.2,9.1,5.6,20.3,26.9,106.9,New Jersey Nets,82,19805,3477,7314,.475,34,138,.246,3443,7176,.480,1780,2371,.751,1092,2374,3466,2068,750,458,1664,2204,8768,New Jersey Nets,82,19805,40.0,84.2,.475,0.4,1.6,.246,39.6,82.6,.480,20.5,27.3,.751,12.6,27.3,39.9,23.8,8.6,5.3,19.2,25.4,101.0,New Jersey Nets,25.2,24,58,26,56,-6.02,0.87,-5.15,101.0,106.7,-5.7,105.2,.324,.019,.525,,,,.478,16.6,30.4,.243,,,,.506,16.4,69.2,.281,,,,Rutgers Athletic Center,"301,900","7,367"
SDC,San Diego Clippers,82,240.6,42.4,88.8,.477,1.6,5.0,.324,40.8,83.9,.486,20.1,27.4,.735,14.3,26.1,40.4,25.6,9.3,3.6,17.2,25.3,106.5,San Diego Clippers,82,19730,3477,7283,.477,132,407,.324,3345,6876,.486,1651,2246,.735,1169,2144,3313,2098,764,292,1407,2078,8737,San Diego Clippers,82,19730,42.2,88.4,.477,1.6,4.9,.324,40.6,83.4,.486,20.0,27.3,.735,14.2,26.0,40.2,25.5,9.3,3.5,17.1,25.2,106.0,San Diego Clippers,27.6,36,46,37,45,-1.59,-0.20,-1.78,106.0,107.6,-1.6,100.2,.308,.056,.528,,,,.486,14.5,33.0,.227,,,,.507,16.2,66.3,.262,,,,San Diego Sports Arena,"257,597","6,283"
CLE,Cleveland Cavaliers,82,241.2,43.4,92.8,.467,0.9,3.0,.289,42.5,89.8,.473,18.1,23.3,.778,15.3,27.4,42.7,24.5,7.7,3.9,17.0,24.3,105.7,Cleveland Cavaliers,82,19780,3556,7609,.467,72,249,.289,3484,7360,.473,1486,1909,.778,1258,2243,3501,2007,632,322,1396,1995,8670,Cleveland Cavaliers,82,19780,42.8,91.5,.467,0.9,3.0,.289,41.9,88.6,.473,17.9,23.0,.778,15.1,27.0,42.1,24.1,7.6,3.9,16.8,24.0,104.3,Cleveland Cavaliers,25.7,28,54,29,53,-4.85,0.70,-4.15,104.3,109.1,-4.8,100.8,.251,.033,.513,,,,.472,14.2,33.5,.195,,,,.507,15.2,66.0,.251,,,,Coliseum at Richfield,"224,499","5,476"
WSB,Washington Bullets,82,241.2,43.3,91.7,.472,0.8,2.9,.270,42.5,88.7,.479,18.3,25.3,.723,14.1,30.9,45.0,26.2,7.8,4.8,17.3,23.1,105.6,Washington Bullets,82,19780,3549,7517,.472,65,241,.270,3484,7276,.479,1499,2072,.723,1155,2533,3688,2151,641,392,1422,1895,8662,Washington Bullets,82,19780,42.1,89.1,.472,0.8,2.9,.270,41.3,86.3,.479,17.8,24.6,.723,13.7,30.0,43.7,25.5,7.6,4.6,16.9,22.5,102.7,Washington Bullets,28.6,39,43,41,41,0.01,0.41,0.42,102.7,102.7,0.0,102.4,.276,.032,.514,,,,.476,14.4,30.5,.199,,,,.472,14.3,67.8,.212,,,,Capital Centre,"377,238","9,201"
ATL,Atlanta Hawks,82,243.0,40.1,83.7,.479,0.1,1.0,.122,40.0,82.7,.484,24.5,31.6,.777,14.6,27.1,41.8,22.5,9.1,5.7,19.6,27.8,104.9,Atlanta Hawks,82,19930,3291,6866,.479,10,82,.122,3281,6784,.484,2012,2590,.777,1201,2224,3425,1846,749,469,1605,2276,8604,Atlanta Hawks,82,19930,39.9,83.2,.479,0.1,1.0,.122,39.8,82.2,.484,24.4,31.4,.777,14.6,26.9,41.5,22.4,9.1,5.7,19.4,27.6,104.3,Atlanta Hawks,26.8,31,51,33,49,-3.10,0.73,-2.37,104.3,107.3,-3.0,99.4,.377,.012,.537,,,,.480,16.7,34.1,.293,,,,.498,17.3,64.8,.295,,,,Omni Coliseum,"362,699","8,846"
SEA,Seattle SuperSonics,82,241.2,40.8,87.1,.468,0.4,1.4,.274,40.4,85.7,.471,22.1,29.0,.763,14.2,29.7,43.9,23.7,7.7,5.3,18.6,24.2,104.0,Seattle SuperSonics,82,19780,3343,7145,.468,32,117,.274,3311,7028,.471,1813,2376,.763,1167,2434,3601,1945,628,438,1524,1986,8531,Seattle SuperSonics,82,19780,40.4,86.4,.468,0.4,1.4,.274,40.1,85.0,.471,21.9,28.7,.763,14.1,29.4,43.6,23.5,7.6,5.3,18.4,24.0,103.2,Seattle SuperSonics,26.8,34,48,37,45,-1.65,-0.20,-1.84,103.2,104.8,-1.6,100.3,.333,.016,.521,,,,.470,15.7,33.1,.254,,,,.468,13.8,66.1,.232,,,,,"675,097",
DAL,Dallas Mavericks,82,241.2,39.1,84.5,.462,0.6,2.0,.279,38.5,82.5,.467,22.8,30.3,.751,13.5,26.5,40.1,24.2,6.8,2.6,17.5,24.5,101.5,Dallas Mavericks,82,19780,3204,6928,.462,46,165,.279,3158,6763,.467,1868,2487,.751,1109,2177,3286,1984,561,214,1439,2008,8322,Dallas Mavericks,82,19780,39.4,85.2,.462,0.6,2.0,.279,38.8,83.2,.467,23.0,30.6,.751,13.6,26.8,40.4,24.4,6.9,2.6,17.7,24.7,102.4,Dallas Mavericks,24.8,15,67,20,62,-8.40,0.07,-8.33,102.4,110.8,-8.4,98.6,.359,.024,.519,,,,.466,15.2,30.7,.270,,,,.516,15.1,65.0,.245,,,,Reunion Arena,"319,347","7,789"
UTA,Utah Jazz,82,240.6,40.6,83.2,.488,0.5,2.0,.258,40.1,81.2,.494,19.5,25.4,.767,11.7,28.4,40.1,23.8,7.8,4.7,17.4,25.7,101.2,Utah Jazz,82,19730,3332,6825,.488,42,163,.258,3290,6662,.494,1595,2080,.767,962,2325,3287,1948,637,386,1423,2110,8301,Utah Jazz,82,19730,41.5,85.0,.488,0.5,2.0,.258,41.0,83.0,.494,19.9,25.9,.767,12.0,29.0,40.9,24.3,7.9,4.8,17.7,26.3,103.4,Utah Jazz,25.3,28,54,26,56,-5.89,-0.10,-5.99,103.4,109.4,-6.0,97.7,.305,.024,.536,,,,.491,15.5,28.3,.234,,,,.492,13.8,66.8,.268,,,,Salt Palace,"307,835","7,508"
DET,Detroit Pistons,82,240.9,39.5,85.2,.463,0.2,1.0,.155,39.3,84.2,.467,20.6,28.4,.725,14.6,25.7,40.4,22.2,10.8,6.0,21.5,25.9,99.7,Detroit Pistons,82,19755,3236,6986,.463,13,84,.155,3223,6902,.467,1689,2330,.725,1201,2111,3312,1819,884,492,1759,2125,8174,Detroit Pistons,82,19755,38.8,83.9,.463,0.2,1.0,.155,38.7,82.8,.467,20.3,28.0,.725,14.4,25.3,39.8,21.8,10.6,5.9,21.1,25.5,98.1,Detroit Pistons,24.3,21,61,24,58,-6.32,0.74,-5.58,98.1,104.3,-6.2,101.2,.334,.012,.510,,,,.464,18.0,33.4,.242,,,,.512,18.6,65.9,.242,,,,Pontiac Silverdome,"228,348","5,569"
