Team,"Team Per Game, TeamName","Team Per Game, G","Team Per Game, MP","Team Per Game, FG","Team Per Game, FGA","Team Per Game, FG%","Team Per Game, 3P","Team Per Game, 3PA","Team Per Game, 3P%","Team Per Game, 2P","Team Per Game, 2PA","Team Per Game, 2P%","Team Per Game, FT","Team Per Game, FTA","Team Per Game, FT%","Team Per Game, ORB","Team Per Game, DRB","Team Per Game, TRB","Team Per Game, AST","Team Per Game, STL","Team Per Game, BLK","Team Per Game, TOV","Team Per Game, PF","Team Per Game, PTS","Team Totals, TeamName","Team Totals, G","Team Totals, MP","Team Totals, FG","Team Totals, FGA","Team Totals, FG%","Team Totals, 3P","Team Totals, 3PA","Team Totals, 3P%","Team Totals, 2P","Team Totals, 2PA","Team Totals, 2P%","Team Totals, FT","Team Totals, FTA","Team Totals, FT%","Team Totals, ORB","Team Totals, DRB","Team Totals, TRB","Team Totals, AST","Team Totals, STL","Team Totals, BLK","Team Totals, TOV","Team Totals, PF","Team Totals, PTS","Team Per 100 Poss, TeamName","Team Per 100 Poss, G","Team Per 100 Poss, MP","Team Per 100 Poss, FG","Team Per 100 Poss, FGA","Team Per 100 Poss, FG%","Team Per 100 Poss, 3P","Team Per 100 Poss, 3PA","Team Per 100 Poss, 3P%","Team Per 100 Poss, 2P","Team Per 100 Poss, 2PA","Team Per 100 Poss, 2P%","Team Per 100 Poss, FT","Team Per 100 Poss, FTA","Team Per 100 Poss, FT%","Team Per 100 Poss, ORB","Team Per 100 Poss, DRB","Team Per 100 Poss, TRB","Team Per 100 Poss, AST","Team Per 100 Poss, STL","Team Per 100 Poss, BLK","Team Per 100 Poss, TOV","Team Per 100 Poss, PF","Team Per 100 Poss, PTS","Team Advanced, TeamName","Team Advanced, Age","Team Advanced, W","Team Advanced, L","Team Advanced, PW","Team Advanced, PL","Team Advanced, MOV","Team Advanced, SOS","Team Advanced, SRS","Team Advanced, ORtg","Team Advanced, DRtg","Team Advanced, NRtg","Team Advanced, Pace","Team Advanced, FTr","Team Advanced, 3PAr","Team Advanced, TS%","Team Advanced,  ","Team Advanced,  ","Team Advanced,  ","Team Advanced, Offense Four Factors, eFG%","Team Advanced, Offense Four Factors, TOV%","Team Advanced, Offense Four Factors, ORB%","Team Advanced, Offense Four Factors, FT/FGA","Team Advanced,  ","Team Advanced,  ","Team Advanced,  ","Team Advanced, Defense Four Factors, eFG%","Team Advanced, Defense Four Factors, TOV%","Team Advanced, Defense Four Factors, DRB%","Team Advanced, Defense Four Factors, FT/FGA","Team Advanced,  ","Team Advanced,  ","Team Advanced,  ","Team Advanced, Arena","Team Advanced, Attend.","Team Advanced, Attend./G"
DEN,Denver Nuggets*,82,241.2,46.0,97.1,.474,2.3,6.9,.342,43.6,90.2,.484,22.5,27.9,.804,14.2,29.8,44.0,28.0,10.1,4.9,14.5,24.2,116.7,Denver Nuggets*,82,19780,3770,7961,.474,192,562,.342,3578,7399,.484,1841,2289,.804,1163,2442,3605,2300,832,401,1186,1982,9573,Denver Nuggets*,82,19780,43.4,91.6,.474,2.2,6.5,.342,41.2,85.1,.484,21.2,26.3,.804,13.4,28.1,41.5,26.5,9.6,4.6,13.6,22.8,110.1,Denver Nuggets*,28.7,54,28,51,31,4.07,-0.75,3.32,110.1,106.3,+3.8,105.5,.288,.071,.534,,,,.486,11.7,29.7,.231,,,,.498,16.0,67.4,.260,,,,McNichols Sports Arena,"520,881","12,704"
POR,Portland Trail Blazers*,82,240.6,44.6,91.0,.491,1.4,4.6,.308,43.2,86.3,.501,25.4,32.9,.770,15.3,30.4,45.6,28.1,8.9,4.2,16.5,25.5,116.1,Portland Trail Blazers*,82,19730,3661,7460,.491,117,380,.308,3544,7080,.501,2079,2701,.770,1251,2491,3742,2307,726,347,1351,2091,9518,Portland Trail Blazers*,82,19730,43.0,87.6,.491,1.4,4.5,.308,41.6,83.1,.501,24.4,31.7,.770,14.7,29.3,43.9,27.1,8.5,4.1,15.9,24.6,111.8,Portland Trail Blazers*,27.1,53,29,52,30,4.52,-0.94,3.59,111.8,107.4,+4.4,103.6,.362,.051,.550,,,,.499,13.5,34.3,.279,,,,.485,14.5,68.4,.275,,,,Memorial Coliseum,"519,306","12,666"
BOS,Boston Celtics*,82,241.2,43.9,84.2,.521,3.3,8.6,.384,40.6,75.6,.537,22.5,28.0,.803,11.3,29.8,41.1,29.9,7.6,5.1,15.9,22.0,113.6,Boston Celtics*,82,19780,3599,6905,.521,271,705,.384,3328,6200,.537,1846,2300,.803,930,2440,3370,2448,620,415,1304,1804,9315,Boston Celtics*,82,19780,44.6,85.5,.521,3.4,8.7,.384,41.2,76.8,.537,22.9,28.5,.803,11.5,30.2,41.8,30.3,7.7,5.1,16.2,22.3,115.4,Boston Celtics*,29.8,57,25,56,26,5.94,0.22,6.15,115.4,109.4,+6.0,97.9,.333,.102,.588,,,,.541,14.1,29.8,.267,,,,.489,12.5,68.5,.237,,,,Boston Garden,"611,231","14,890"
SAS,San Antonio Spurs*,82,241.5,45.2,92.2,.490,1.6,5.0,.323,43.6,87.2,.500,21.6,29.4,.733,14.4,28.5,42.9,28.6,9.0,5.7,17.3,24.3,113.6,San Antonio Spurs*,82,19805,3706,7559,.490,133,412,.323,3573,7147,.500,1769,2412,.733,1184,2335,3519,2344,739,468,1418,1991,9314,San Antonio Spurs*,82,19805,43.0,87.8,.490,1.5,4.8,.323,41.5,83.0,.500,20.5,28.0,.733,13.7,27.1,40.9,27.2,8.6,5.4,16.5,23.1,108.2,San Antonio Spurs*,26.2,31,51,29,53,-4.88,-0.14,-5.02,108.2,112.8,-4.6,104.4,.319,.055,.540,,,,.499,14.1,32.0,.234,,,,.512,14.0,64.4,.242,,,,HemisFair Arena,"334,354","8,155"
LAL,Los Angeles Lakers*,82,241.5,43.6,86.3,.505,1.7,5.8,.297,41.9,80.5,.520,23.9,30.2,.789,13.1,30.4,43.5,28.6,8.2,4.9,16.1,20.9,112.8,Los Angeles Lakers*,82,19805,3576,7078,.505,142,478,.297,3434,6600,.520,1956,2480,.789,1073,2491,3564,2347,672,404,1318,1715,9250,Los Angeles Lakers*,82,19805,43.7,86.6,.505,1.7,5.8,.297,42.0,80.7,.520,23.9,30.3,.789,13.1,30.5,43.6,28.7,8.2,4.9,16.1,21.0,113.1,Los Angeles Lakers*,28.9,62,20,56,26,5.84,-1.03,4.81,113.1,107.3,+5.8,99.1,.350,.068,.566,,,,.515,13.9,32.3,.276,,,,.484,13.0,67.9,.206,,,,The Forum,"708,477","17,280"
SEA,Seattle SuperSonics*,82,242.1,43.2,90.8,.476,2.7,7.8,.346,40.5,83.0,.488,22.3,29.8,.748,16.0,28.2,44.2,26.2,9.5,5.5,16.8,29.0,111.4,Seattle SuperSonics*,82,19855,3544,7443,.476,221,638,.346,3323,6805,.488,1826,2442,.748,1313,2314,3627,2146,775,447,1376,2380,9135,Seattle SuperSonics*,82,19855,42.7,89.8,.476,2.7,7.7,.346,40.1,82.1,.488,22.0,29.5,.748,15.8,27.9,43.7,25.9,9.3,5.4,16.6,28.7,110.2,Seattle SuperSonics*,25.6,44,38,46,36,2.06,-0.77,1.29,110.2,108.1,+2.1,100.2,.328,.086,.536,,,,.491,13.9,36.3,.245,,,,.495,15.9,67.2,.330,,,,Seattle Center Coliseum,"475,983","11,609"
DAL,Dallas Mavericks*,82,240.9,41.6,87.7,.475,1.9,6.4,.293,39.7,81.3,.489,24.1,30.6,.789,16.4,30.4,46.8,24.2,7.9,5.4,15.3,21.1,109.3,Dallas Mavericks*,82,19755,3413,7191,.475,154,526,.293,3259,6665,.489,1980,2510,.789,1341,2495,3836,1984,645,446,1257,1734,8960,Dallas Mavericks*,82,19755,42.7,90.1,.475,1.9,6.6,.293,40.8,83.5,.489,24.8,31.4,.789,16.8,31.2,48.0,24.8,8.1,5.6,15.7,21.7,112.2,Dallas Mavericks*,27.0,53,29,52,30,4.37,-0.77,3.59,112.2,107.7,+4.5,97.0,.349,.073,.540,,,,.485,13.2,37.5,.275,,,,.481,13.0,67.5,.203,,,,Reunion Arena,"695,592","16,966"
DET,Detroit Pistons*,82,241.2,42.2,85.6,.493,0.7,2.5,.287,41.5,83.1,.499,24.1,31.9,.757,14.4,30.3,44.7,24.5,7.2,4.8,16.4,23.9,109.2,Detroit Pistons*,82,19780,3461,7018,.493,58,202,.287,3403,6816,.499,1977,2612,.757,1181,2482,3663,2011,588,394,1348,1957,8957,Detroit Pistons*,82,19780,42.7,86.6,.493,0.7,2.5,.287,42.0,84.1,.499,24.4,32.2,.757,14.6,30.6,45.2,24.8,7.3,4.9,16.6,24.1,110.5,Detroit Pistons*,27.5,54,28,54,28,5.17,0.29,5.46,110.5,105.3,+5.2,98.3,.372,.029,.548,,,,.497,14.2,34.2,.282,,,,.475,14.0,68.5,.245,,,,Pontiac Silverdome,"1,066,505","26,012"
HOU,Houston Rockets*,82,240.0,42.3,89.7,.471,0.8,3.5,.237,41.4,86.1,.481,23.6,30.3,.780,15.1,30.9,46.0,23.6,8.7,6.1,16.7,22.7,109.0,Houston Rockets*,82,19680,3465,7354,.471,69,291,.237,3396,7063,.481,1936,2483,.780,1239,2530,3769,1936,712,502,1367,1865,8935,Houston Rockets*,82,19680,41.5,88.1,.471,0.8,3.5,.237,40.7,84.6,.481,23.2,29.8,.780,14.8,30.3,45.2,23.2,8.5,6.0,16.4,22.3,107.1,Houston Rockets*,27.7,46,36,45,37,1.39,-0.57,0.82,107.1,105.7,+1.4,101.8,.338,.040,.529,,,,.476,13.9,33.1,.263,,,,.473,14.2,66.7,.243,,,,The Summit,"681,051","16,611"
UTA,Utah Jazz*,82,240.3,42.5,86.5,.491,1.6,4.9,.319,40.9,81.6,.502,22.0,29.3,.750,13.0,31.1,44.1,29.4,9.4,7.6,18.1,24.2,108.5,Utah Jazz*,82,19705,3484,7092,.491,129,404,.319,3355,6688,.502,1802,2404,.750,1066,2553,3619,2407,771,627,1481,1986,8899,Utah Jazz*,82,19705,41.8,85.1,.491,1.5,4.8,.319,40.2,80.2,.502,21.6,28.8,.750,12.8,30.6,43.4,28.9,9.2,7.5,17.8,23.8,106.8,Utah Jazz*,27.3,47,35,51,31,3.68,-0.73,2.96,106.8,103.1,+3.7,101.5,.339,.057,.546,,,,.500,15.4,30.4,.254,,,,.459,14.9,66.7,.262,,,,Salt Palace,"503,969","12,292"
