Team,"Team Per Game, TeamName","Team Per Game, G","Team Per Game, MP","Team Per Game, FG","Team Per Game, FGA","Team Per Game, FG%","Team Per Game, 3P","Team Per Game, 3PA","Team Per Game, 3P%","Team Per Game, 2P","Team Per Game, 2PA","Team Per Game, 2P%","Team Per Game, FT","Team Per Game, FTA","Team Per Game, FT%","Team Per Game, ORB","Team Per Game, DRB","Team Per Game, TRB","Team Per Game, AST","Team Per Game, STL","Team Per Game, BLK","Team Per Game, TOV","Team Per Game, PF","Team Per Game, PTS","Team Totals, TeamName","Team Totals, G","Team Totals, MP","Team Totals, FG","Team Totals, FGA","Team Totals, FG%","Team Totals, 3P","Team Totals, 3PA","Team Totals, 3P%","Team Totals, 2P","Team Totals, 2PA","Team Totals, 2P%","Team Totals, FT","Team Totals, FTA","Team Totals, FT%","Team Totals, ORB","Team Totals, DRB","Team Totals, TRB","Team Totals, AST","Team Totals, STL","Team Totals, BLK","Team Totals, TOV","Team Totals, PF","Team Totals, PTS","Team Per 100 Poss, TeamName","Team Per 100 Poss, G","Team Per 100 Poss, MP","Team Per 100 Poss, FG","Team Per 100 Poss, FGA","Team Per 100 Poss, FG%","Team Per 100 Poss, 3P","Team Per 100 Poss, 3PA","Team Per 100 Poss, 3P%","Team Per 100 Poss, 2P","Team Per 100 Poss, 2PA","Team Per 100 Poss, 2P%","Team Per 100 Poss, FT","Team Per 100 Poss, FTA","Team Per 100 Poss, FT%","Team Per 100 Poss, ORB","Team Per 100 Poss, DRB","Team Per 100 Poss, TRB","Team Per 100 Poss, AST","Team Per 100 Poss, STL","Team Per 100 Poss, BLK","Team Per 100 Poss, TOV","Team Per 100 Poss, PF","Team Per 100 Poss, PTS","Team Advanced, TeamName","Team Advanced, Age","Team Advanced, W","Team Advanced, L","Team Advanced, PW","Team Advanced, PL","Team Advanced, MOV","Team Advanced, SOS","Team Advanced, SRS","Team Advanced, ORtg","Team Advanced, DRtg","Team Advanced, NRtg","Team Advanced, Pace","Team Advanced, FTr","Team Advanced, 3PAr","Team Advanced, TS%","Team Advanced,  ","Team Advanced,  ","Team Advanced,  ","Team Advanced, Offense Four Factors, eFG%","Team Advanced, Offense Four Factors, TOV%","Team Advanced, Offense Four Factors, ORB%","Team Advanced, Offense Four Factors, FT/FGA","Team Advanced,  ","Team Advanced,  ","Team Advanced,  ","Team Advanced, Defense Four Factors, eFG%","Team Advanced, Defense Four Factors, TOV%","Team Advanced, Defense Four Factors, DRB%","Team Advanced, Defense Four Factors, FT/FGA","Team Advanced,  ","Team Advanced,  ","Team Advanced,  ","Team Advanced, Arena","Team Advanced, Attend.","Team Advanced, Attend./G"
UTA,Utah Jazz*,82,240.9,42.4,89.0,.476,1.3,3.7,.336,41.2,85.3,.482,22.9,29.7,.772,13.2,31.1,44.3,26.1,8.7,8.5,19.2,23.9,109.0,Utah Jazz*,82,19755,3478,7302,.476,103,307,.336,3375,6995,.482,1878,2434,.772,1081,2554,3635,2143,712,697,1575,1961,8937,Utah Jazz*,82,19755,40.2,84.4,.476,1.2,3.5,.336,39.0,80.8,.482,21.7,28.1,.772,12.5,29.5,42.0,24.8,8.2,8.1,18.2,22.7,103.3,Utah Jazz*,27.0,41,41,41,41,-0.11,-0.22,-0.33,103.3,103.4,-0.1,105.1,.333,.042,.534,,,,.483,15.8,29.0,.257,,,,.469,15.7,65.3,.238,,,,Salt Palace,"371,829","8,910"
CHI,Chicago Bulls*,82,241.5,42.1,84.3,.500,0.4,2.0,.180,41.8,82.3,.507,24.2,30.8,.784,13.1,28.9,42.0,24.3,7.6,5.7,17.8,25.3,108.7,Chicago Bulls*,82,19805,3453,6909,.500,29,161,.180,3424,6748,.507,1981,2526,.784,1074,2366,3440,1992,622,468,1463,2071,8916,Chicago Bulls*,82,19805,42.1,84.3,.500,0.4,2.0,.180,41.8,82.3,.507,24.2,30.8,.784,13.1,28.9,41.9,24.3,7.6,5.7,17.8,25.3,108.7,Chicago Bulls*,25.2,38,44,39,43,-0.84,0.34,-0.50,108.7,109.6,-0.9,99.4,.366,.023,.556,,,,.502,15.4,32.2,.287,,,,.495,13.8,67.5,.257,,,,Chicago Stadium,"487,297","11,885"
CLE,Cleveland Cavaliers*,82,241.2,42.3,89.8,.471,1.2,4.1,.287,41.1,85.7,.480,22.8,30.4,.749,14.7,29.8,44.5,25.6,7.6,5.8,16.9,26.5,108.6,Cleveland Cavaliers*,82,19780,3470,7364,.471,96,335,.287,3374,7029,.480,1867,2491,.749,1203,2445,3648,2096,622,472,1387,2173,8903,Cleveland Cavaliers*,82,19780,41.3,87.7,.471,1.1,4.0,.287,40.2,83.7,.480,22.2,29.7,.749,14.3,29.1,43.4,25.0,7.4,5.6,16.5,25.9,106.0,Cleveland Cavaliers*,26.6,36,46,34,48,-2.76,0.48,-2.27,106.0,108.7,-2.7,101.9,.338,.045,.526,,,,.478,14.1,32.9,.254,,,,.483,13.7,66.9,.265,,,,Coliseum at Richfield,"324,004","7,903"
IND,Indiana Pacers,82,241.2,42.5,89.3,.476,0.4,1.9,.194,42.2,87.4,.482,22.8,30.7,.744,14.6,32.0,46.6,23.7,7.6,4.5,19.8,27.3,108.3,Indiana Pacers,82,19780,3489,7324,.476,30,155,.194,3459,7169,.482,1871,2516,.744,1198,2623,3821,1945,625,366,1622,2237,8879,Indiana Pacers,82,19780,40.3,84.6,.476,0.3,1.8,.194,39.9,82.8,.482,21.6,29.1,.744,13.8,30.3,44.1,22.5,7.2,4.2,18.7,25.8,102.5,Indiana Pacers,24.1,22,60,26,56,-6.21,0.75,-5.46,102.5,108.4,-5.9,105.1,.344,.021,.527,,,,.478,16.1,31.7,.255,,,,.499,14.3,70.5,.282,,,,Market Square Arena,"438,377","10,662"
PHO,Phoenix Suns*,82,241.5,42.8,87.1,.491,1.1,3.7,.283,41.7,83.4,.500,21.4,27.8,.771,12.5,29.6,42.1,28.5,8.9,4.3,19.3,24.8,108.0,Phoenix Suns*,82,19805,3507,7144,.491,87,307,.283,3420,6837,.500,1757,2280,.771,1026,2425,3451,2335,727,349,1583,2034,8858,Phoenix Suns*,82,19805,41.5,84.5,.491,1.0,3.6,.283,40.4,80.8,.500,20.8,27.0,.771,12.1,28.7,40.8,27.6,8.6,4.1,18.7,24.0,104.7,Phoenix Suns*,26.4,36,46,35,47,-2.11,-0.23,-2.34,104.7,106.8,-2.1,102.5,.319,.043,.544,,,,.497,16.3,29.8,.246,,,,.498,15.0,68.3,.240,,,,Arizona Veterans Memorial Coliseum,"478,788","11,678"
LAC,Los Angeles Clippers,82,240.6,43.0,86.8,.495,0.7,2.3,.298,42.3,84.5,.501,20.4,26.9,.758,14.2,29.7,43.9,23.6,6.5,6.1,19.4,22.4,107.1,Los Angeles Clippers,82,19730,3527,7119,.495,56,188,.298,3471,6931,.501,1674,2208,.758,1163,2434,3597,1934,534,497,1587,1840,8784,Los Angeles Clippers,82,19730,42.5,85.8,.495,0.7,2.3,.298,41.8,83.5,.501,20.2,26.6,.758,14.0,29.3,43.3,23.3,6.4,6.0,19.1,22.2,105.8,Los Angeles Clippers,27.3,31,51,30,52,-4.49,-0.07,-4.55,105.8,110.3,-4.5,100.9,.310,.026,.543,,,,.499,16.4,33.8,.235,,,,.495,12.7,66.1,.210,,,,Los Angeles Memorial Sports Arena,"384,519","9,379"
ATL,Atlanta Hawks,82,242.1,42.0,86.8,.484,0.9,2.9,.311,41.1,84.0,.490,21.7,28.9,.752,14.2,28.6,42.8,24.5,8.1,6.6,18.0,25.0,106.6,Atlanta Hawks,82,19855,3444,7119,.484,73,235,.311,3371,6884,.490,1782,2371,.752,1161,2345,3506,2009,665,541,1475,2047,8743,Atlanta Hawks,82,19855,41.7,86.2,.484,0.9,2.8,.311,40.8,83.4,.490,21.6,28.7,.752,14.1,28.4,42.5,24.3,8.1,6.6,17.9,24.8,105.9,Atlanta Hawks,25.5,34,48,37,45,-1.45,0.31,-1.14,105.9,107.3,-1.4,99.8,.333,.033,.536,,,,.489,15.3,32.5,.250,,,,.485,15.2,63.8,.249,,,,Omni Coliseum,"290,746","8,479"
WSB,Washington Bullets*,82,242.1,43.1,90.0,.479,1.3,4.9,.274,41.8,85.2,.490,18.0,24.3,.743,12.3,29.2,41.5,25.5,8.6,4.8,15.6,22.8,105.5,Washington Bullets*,82,19855,3534,7383,.479,109,398,.274,3425,6985,.490,1478,1989,.743,1012,2395,3407,2088,709,393,1282,1869,8655,Washington Bullets*,82,19855,42.6,89.0,.479,1.3,4.8,.274,41.3,84.2,.490,17.8,24.0,.743,12.2,28.9,41.1,25.2,8.5,4.7,15.5,22.5,104.3,Washington Bullets*,27.1,40,42,40,42,-0.27,0.42,0.15,104.3,104.6,-0.3,100.3,.269,.054,.524,,,,.486,13.4,27.5,.200,,,,.491,15.3,68.2,.226,,,,Capital Centre,"383,098","9,344"
NYK,New York Knicks,82,241.8,41.9,86.6,.484,0.6,2.4,.258,41.3,84.2,.490,20.8,28.7,.726,13.6,25.6,39.2,24.4,9.2,3.3,17.8,29.2,105.2,New York Knicks,82,19830,3435,7101,.484,51,198,.258,3384,6903,.490,1706,2350,.726,1116,2102,3218,1999,754,267,1458,2398,8627,New York Knicks,82,19830,41.8,86.4,.484,0.6,2.4,.258,41.2,84.0,.490,20.8,28.6,.726,13.6,25.6,39.1,24.3,9.2,3.2,17.7,29.2,104.9,New York Knicks,25.8,24,58,29,53,-4.63,0.54,-4.09,104.9,109.6,-4.7,99.5,.331,.028,.530,,,,.487,15.2,31.7,.240,,,,.499,16.5,63.3,.339,,,,Madison Square Garden (IV),"457,137","11,150"
SEA,Seattle SuperSonics,82,240.3,40.0,84.3,.474,0.5,2.3,.243,39.4,82.0,.481,21.7,28.1,.771,12.4,27.9,40.3,26.6,7.9,4.2,18.2,24.1,102.1,Seattle SuperSonics,82,19705,3277,6910,.474,45,185,.243,3232,6725,.481,1777,2305,.771,1019,2287,3306,2185,649,343,1493,1974,8376,Seattle SuperSonics,82,19705,40.2,84.8,.474,0.6,2.3,.243,39.7,82.5,.481,21.8,28.3,.771,12.5,28.1,40.6,26.8,8.0,4.2,18.3,24.2,102.8,Seattle SuperSonics,26.4,31,51,27,55,-5.44,0.00,-5.44,102.8,108.2,-5.4,99.3,.334,.027,.529,,,,.477,15.9,30.0,.257,,,,.498,14.6,67.3,.238,,,,,"303,344",
