Team,"Team Per Game, TeamName","Team Per Game, G","Team Per Game, MP","Team Per Game, FG","Team Per Game, FGA","Team Per Game, FG%","Team Per Game, 3P","Team Per Game, 3PA","Team Per Game, 3P%","Team Per Game, 2P","Team Per Game, 2PA","Team Per Game, 2P%","Team Per Game, FT","Team Per Game, FTA","Team Per Game, FT%","Team Per Game, ORB","Team Per Game, DRB","Team Per Game, TRB","Team Per Game, AST","Team Per Game, STL","Team Per Game, BLK","Team Per Game, TOV","Team Per Game, PF","Team Per Game, PTS","Team Totals, TeamName","Team Totals, G","Team Totals, MP","Team Totals, FG","Team Totals, FGA","Team Totals, FG%","Team Totals, 3P","Team Totals, 3PA","Team Totals, 3P%","Team Totals, 2P","Team Totals, 2PA","Team Totals, 2P%","Team Totals, FT","Team Totals, FTA","Team Totals, FT%","Team Totals, ORB","Team Totals, DRB","Team Totals, TRB","Team Totals, AST","Team Totals, STL","Team Totals, BLK","Team Totals, TOV","Team Totals, PF","Team Totals, PTS","Team Per 100 Poss, TeamName","Team Per 100 Poss, G","Team Per 100 Poss, MP","Team Per 100 Poss, FG","Team Per 100 Poss, FGA","Team Per 100 Poss, FG%","Team Per 100 Poss, 3P","Team Per 100 Poss, 3PA","Team Per 100 Poss, 3P%","Team Per 100 Poss, 2P","Team Per 100 Poss, 2PA","Team Per 100 Poss, 2P%","Team Per 100 Poss, FT","Team Per 100 Poss, FTA","Team Per 100 Poss, FT%","Team Per 100 Poss, ORB","Team Per 100 Poss, DRB","Team Per 100 Poss, TRB","Team Per 100 Poss, AST","Team Per 100 Poss, STL","Team Per 100 Poss, BLK","Team Per 100 Poss, TOV","Team Per 100 Poss, PF","Team Per 100 Poss, PTS","Team Advanced, TeamName","Team Advanced, Age","Team Advanced, W","Team Advanced, L","Team Advanced, PW","Team Advanced, PL","Team Advanced, MOV","Team Advanced, SOS","Team Advanced, SRS","Team Advanced, ORtg","Team Advanced, DRtg","Team Advanced, NRtg","Team Advanced, Pace","Team Advanced, FTr","Team Advanced, 3PAr","Team Advanced, TS%","Team Advanced,  ","Team Advanced,  ","Team Advanced,  ","Team Advanced, Offense Four Factors, eFG%","Team Advanced, Offense Four Factors, TOV%","Team Advanced, Offense Four Factors, ORB%","Team Advanced, Offense Four Factors, FT/FGA","Team Advanced,  ","Team Advanced,  ","Team Advanced,  ","Team Advanced, Defense Four Factors, eFG%","Team Advanced, Defense Four Factors, TOV%","Team Advanced, Defense Four Factors, DRB%","Team Advanced, Defense Four Factors, FT/FGA","Team Advanced,  ","Team Advanced,  ","Team Advanced,  ","Team Advanced, Arena","Team Advanced, Attend.","Team Advanced, Attend./G"
DEN,Denver Nuggets*,82,241.8,47.3,97.3,.486,0.9,2.9,.311,46.4,94.4,.491,24.6,31.3,.785,16.2,28.1,44.3,27.6,10.9,5.2,16.9,26.2,120.0,Denver Nuggets*,82,19830,3876,7976,.486,73,235,.311,3803,7741,.491,2016,2568,.785,1331,2303,3634,2266,894,424,1382,2152,9841,Denver Nuggets*,82,19830,43.6,89.7,.486,0.8,2.6,.311,42.8,87.0,.491,22.7,28.9,.785,15.0,25.9,40.9,25.5,10.1,4.8,15.5,24.2,110.7,Denver Nuggets*,28.3,52,30,47,35,2.44,-0.39,2.05,110.7,108.4,+2.3,107.6,.322,.029,.540,,,,.491,13.2,33.6,.253,,,,.516,17.0,66.1,.275,,,,McNichols Sports Arena,"448,546","10,940"
LAL,Los Angeles Lakers*,82,240.9,48.2,88.5,.545,1.1,3.6,.305,47.1,84.9,.555,20.8,27.2,.763,13.0,31.1,44.1,31.4,8.5,5.9,18.7,23.5,118.2,Los Angeles Lakers*,82,19755,3952,7254,.545,90,295,.305,3862,6959,.555,1702,2232,.763,1063,2550,3613,2575,695,481,1537,1931,9696,Los Angeles Lakers*,82,19755,46.5,85.4,.545,1.1,3.5,.305,45.5,81.9,.555,20.0,26.3,.763,12.5,30.0,42.5,30.3,8.2,5.7,18.1,22.7,114.1,Los Angeles Lakers*,27.4,62,20,58,24,7.35,-0.87,6.48,114.1,107.0,+7.1,103.2,.308,.041,.589,,,,.551,15.7,33.8,.235,,,,.485,13.7,67.1,.220,,,,The Forum,"610,361","14,887"
DET,Detroit Pistons*,82,241.8,46.8,97.5,.480,0.5,2.4,.226,46.3,95.1,.487,21.7,27.6,.788,17.1,30.9,48.0,28.1,8.4,4.8,16.4,25.3,116.0,Detroit Pistons*,82,19830,3840,7999,.480,45,199,.226,3795,7800,.487,1783,2262,.788,1403,2534,3937,2302,691,397,1341,2076,9508,Detroit Pistons*,82,19830,44.3,92.2,.480,0.5,2.3,.226,43.7,89.9,.487,20.6,26.1,.788,16.2,29.2,45.4,26.5,8.0,4.6,15.5,23.9,109.6,Detroit Pistons*,26.9,46,36,47,35,2.49,0.24,2.73,109.6,107.2,+2.4,105.0,.283,.025,.529,,,,.483,13.0,35.4,.223,,,,.501,14.9,69.6,.245,,,,Pontiac Silverdome,"691,550","17,130"
POR,Portland Trail Blazers*,82,242.4,45.2,89.9,.503,0.6,2.5,.252,44.6,87.5,.510,24.4,32.5,.751,14.7,28.0,42.7,27.1,10.0,6.3,18.1,23.9,115.5,Portland Trail Blazers*,82,19880,3708,7374,.503,51,202,.252,3657,7172,.510,2002,2667,.751,1202,2298,3500,2225,821,516,1481,1957,9469,Portland Trail Blazers*,82,19880,43.2,86.0,.503,0.6,2.4,.252,42.6,83.6,.510,23.3,31.1,.751,14.0,26.8,40.8,25.9,9.6,6.0,17.3,22.8,110.4,Portland Trail Blazers*,25.2,42,40,49,33,3.40,-0.60,2.80,110.4,107.2,+3.2,103.5,.362,.027,.554,,,,.506,14.8,34.0,.271,,,,.497,15.9,64.4,.232,,,,Memorial Coliseum,"519,306","12,666"
BOS,Boston Celtics*,82,240.3,45.4,89.3,.508,1.3,3.8,.356,44.0,85.6,.515,22.7,28.1,.806,13.6,32.1,45.7,27.9,7.9,5.0,16.2,21.7,114.8,Boston Celtics*,82,19705,3721,7325,.508,110,309,.356,3611,7016,.515,1860,2307,.806,1116,2630,3746,2287,645,414,1332,1781,9412,Boston Celtics*,82,19705,44.6,87.8,.508,1.3,3.7,.356,43.3,84.1,.515,22.3,27.7,.806,13.4,31.5,44.9,27.4,7.7,5.0,16.0,21.4,112.8,Boston Celtics*,28.5,63,19,57,25,6.65,-0.18,6.47,112.8,106.3,+6.5,101.6,.315,.042,.564,,,,.515,13.8,32.8,.254,,,,.481,12.6,70.4,.198,,,,Boston Garden,"610,547","14,890"
SAS,San Antonio Spurs*,82,241.2,45.1,87.8,.513,0.7,2.5,.272,44.4,85.4,.520,23.9,31.4,.763,13.7,30.1,43.9,28.2,9.2,5.4,18.8,26.6,114.8,San Antonio Spurs*,82,19780,3698,7202,.513,55,202,.272,3643,7000,.520,1961,2571,.763,1127,2470,3597,2316,757,443,1542,2180,9412,San Antonio Spurs*,82,19780,43.2,84.1,.513,0.6,2.4,.272,42.5,81.7,.520,22.9,30.0,.763,13.2,28.8,42.0,27.0,8.8,5.2,18.0,25.4,109.9,San Antonio Spurs*,28.1,41,41,43,39,0.91,-0.29,0.63,109.9,109.0,+0.9,103.9,.357,.028,.565,,,,.517,15.6,33.2,.272,,,,.501,15.0,68.5,.269,,,,HemisFair Arena,"351,950","8,584"
KCK,Kansas City Kings,82,240.9,44.7,88.7,.504,0.8,2.9,.265,43.9,85.8,.512,24.7,31.6,.779,14.2,28.4,42.6,28.6,8.1,3.7,19.4,26.5,114.8,Kansas City Kings,82,19755,3664,7275,.504,63,238,.265,3601,7037,.512,2022,2595,.779,1167,2327,3494,2342,661,300,1593,2169,9413,Kansas City Kings,82,19755,42.6,84.6,.504,0.7,2.8,.265,41.9,81.9,.512,23.5,30.2,.779,13.6,27.1,40.7,27.2,7.7,3.5,18.5,25.2,109.5,Kansas City Kings,26.1,31,51,34,48,-2.67,-0.04,-2.71,109.5,112.1,-2.6,104.4,.357,.033,.559,,,,.508,15.9,34.0,.278,,,,.514,14.2,66.6,.262,,,,Kemper Arena,"262,813","6,410"
PHI,Philadelphia 76ers*,82,241.5,42.0,85.3,.492,0.7,2.7,.263,41.3,82.5,.500,28.2,35.2,.803,15.9,28.8,44.7,24.4,10.0,6.5,19.2,24.0,112.9,Philadelphia 76ers*,82,19805,3443,6992,.492,59,224,.263,3384,6768,.500,2316,2883,.803,1301,2364,3665,1999,817,534,1575,1971,9261,Philadelphia 76ers*,82,19805,41.4,84.0,.492,0.7,2.7,.263,40.7,81.3,.500,27.8,34.7,.803,15.6,28.4,44.0,24.0,9.8,6.4,18.9,23.7,111.3,Philadelphia 76ers*,27.9,58,24,51,31,4.10,0.07,4.17,111.3,107.3,+4.0,100.8,.412,.032,.561,,,,.497,16.0,37.4,.331,,,,.494,15.7,66.6,.259,,,,The Spectrum,"575,415","14,035"
HOU,Houston Rockets*,82,241.8,45.7,90.7,.504,0.5,2.3,.220,45.2,88.5,.511,19.3,27.6,.699,16.2,29.2,45.4,27.3,8.3,7.3,19.6,24.8,111.2,Houston Rockets*,82,19830,3748,7440,.504,41,186,.220,3707,7254,.511,1581,2261,.699,1325,2395,3720,2239,683,597,1605,2033,9118,Houston Rockets*,82,19830,44.4,88.1,.504,0.5,2.2,.220,43.9,85.9,.511,18.7,26.8,.699,15.7,28.4,44.0,26.5,8.1,7.1,19.0,24.1,107.9,Houston Rockets*,25.3,48,34,45,37,1.72,-0.34,1.38,107.9,106.3,+1.6,102.2,.304,.025,.540,,,,.507,16.0,37.4,.213,,,,.487,15.2,67.4,.259,,,,The Summit,"553,014","13,488"
DAL,Dallas Mavericks*,82,242.1,43.4,88.8,.489,1.9,5.4,.343,41.6,83.4,.498,22.5,28.3,.793,13.4,28.6,42.0,26.2,7.0,4.1,14.4,21.9,111.2,Dallas Mavericks*,82,19855,3560,7280,.489,152,443,.343,3408,6837,.498,1844,2324,.793,1095,2345,3440,2152,575,335,1184,1796,9116,Dallas Mavericks*,82,19855,43.5,89.0,.489,1.9,5.4,.343,41.7,83.6,.498,22.6,28.4,.793,13.4,28.7,42.1,26.3,7.0,4.1,14.5,22.0,111.5,Dallas Mavericks*,25.0,44,38,47,35,2.17,-0.37,1.80,111.5,109.3,+2.2,98.8,.319,.061,.549,,,,.499,12.5,30.7,.253,,,,.510,14.2,68.8,.221,,,,Reunion Arena,"683,916","16,681"
MIL,Milwaukee Bucks*,82,241.5,43.5,88.5,.491,1.1,3.6,.303,42.4,84.9,.499,22.8,30.2,.757,15.3,28.7,44.0,26.4,8.4,5.9,16.9,27.3,110.9,Milwaukee Bucks*,82,19805,3564,7256,.491,89,294,.303,3475,6962,.499,1873,2473,.757,1256,2353,3609,2164,689,486,1382,2239,9090,Milwaukee Bucks*,82,19805,43.3,88.2,.491,1.1,3.6,.303,42.2,84.6,.499,22.8,30.1,.757,15.3,28.6,43.9,26.3,8.4,5.9,16.8,27.2,110.5,Milwaukee Bucks*,25.7,59,23,58,24,6.85,-0.16,6.69,110.5,103.6,+6.9,99.7,.341,.041,.545,,,,.497,14.2,35.4,.258,,,,.467,16.1,65.6,.290,,,,MECCA Arena,"422,924","10,315"
GSW,Golden State Warriors,82,242.1,42.7,92.1,.463,1.4,4.8,.282,41.3,87.3,.473,23.7,30.9,.768,16.2,26.1,42.3,21.5,9.8,3.5,17.8,26.0,110.4,Golden State Warriors,82,19855,3498,7555,.463,112,397,.282,3386,7158,.473,1944,2531,.768,1327,2139,3466,1759,803,284,1460,2136,9052,Golden State Warriors,82,19855,41.0,88.5,.463,1.3,4.6,.282,39.6,83.8,.473,22.8,29.6,.768,15.5,25.0,40.6,20.6,9.4,3.3,17.1,25.0,106.0,Golden State Warriors,26.1,22,60,24,58,-7.34,0.13,-7.21,106.0,113.0,-7.0,103.2,.335,.053,.522,,,,.470,14.4,34.5,.257,,,,.540,16.1,66.0,.268,,,,Oakland-Alameda County Coliseum Arena,"300,586","7,331"
NJN,New Jersey Nets*,82,240.9,44.5,90.8,.490,0.6,2.7,.232,43.8,88.1,.498,19.9,27.3,.729,15.0,28.4,43.4,26.4,9.4,5.1,16.5,24.5,109.5,New Jersey Nets*,82,19755,3646,7445,.490,52,224,.232,3594,7221,.498,1631,2237,.729,1233,2325,3558,2163,772,415,1355,2011,8975,New Jersey Nets*,82,19755,43.8,89.5,.490,0.6,2.7,.232,43.2,86.8,.498,19.6,26.9,.729,14.8,28.0,42.8,26.0,9.3,5.0,16.3,24.2,107.9,New Jersey Nets*,26.5,42,40,42,40,0.23,0.41,0.64,107.9,107.7,+0.2,101.0,.300,.030,.532,,,,.493,13.8,33.9,.219,,,,.505,15.6,68.2,.263,,,,Brendan Byrne Arena,"502,177","12,243"
