Team,"Team Per Game, TeamName","Team Per Game, G","Team Per Game, MP","Team Per Game, FG","Team Per Game, FGA","Team Per Game, FG%","Team Per Game, 3P","Team Per Game, 3PA","Team Per Game, 3P%","Team Per Game, 2P","Team Per Game, 2PA","Team Per Game, 2P%","Team Per Game, FT","Team Per Game, FTA","Team Per Game, FT%","Team Per Game, ORB","Team Per Game, DRB","Team Per Game, TRB","Team Per Game, AST","Team Per Game, STL","Team Per Game, BLK","Team Per Game, TOV","Team Per Game, PF","Team Per Game, PTS","Team Totals, TeamName","Team Totals, G","Team Totals, MP","Team Totals, FG","Team Totals, FGA","Team Totals, FG%","Team Totals, 3P","Team Totals, 3PA","Team Totals, 3P%","Team Totals, 2P","Team Totals, 2PA","Team Totals, 2P%","Team Totals, FT","Team Totals, FTA","Team Totals, FT%","Team Totals, ORB","Team Totals, DRB","Team Totals, TRB","Team Totals, AST","Team Totals, STL","Team Totals, BLK","Team Totals, TOV","Team Totals, PF","Team Totals, PTS","Team Per 100 Poss, TeamName","Team Per 100 Poss, G","Team Per 100 Poss, MP","Team Per 100 Poss, FG","Team Per 100 Poss, FGA","Team Per 100 Poss, FG%","Team Per 100 Poss, 3P","Team Per 100 Poss, 3PA","Team Per 100 Poss, 3P%","Team Per 100 Poss, 2P","Team Per 100 Poss, 2PA","Team Per 100 Poss, 2P%","Team Per 100 Poss, FT","Team Per 100 Poss, FTA","Team Per 100 Poss, FT%","Team Per 100 Poss, ORB","Team Per 100 Poss, DRB","Team Per 100 Poss, TRB","Team Per 100 Poss, AST","Team Per 100 Poss, STL","Team Per 100 Poss, BLK","Team Per 100 Poss, TOV","Team Per 100 Poss, PF","Team Per 100 Poss, PTS","Team Advanced, TeamName","Team Advanced, Age","Team Advanced, W","Team Advanced, L","Team Advanced, PW","Team Advanced, PL","Team Advanced, MOV","Team Advanced, SOS","Team Advanced, SRS","Team Advanced, ORtg","Team Advanced, DRtg","Team Advanced, NRtg","Team Advanced, Pace","Team Advanced, FTr","Team Advanced, 3PAr","Team Advanced, TS%","Team Advanced,  ","Team Advanced,  ","Team Advanced,  ","Team Advanced, Offense Four Factors, eFG%","Team Advanced, Offense Four Factors, TOV%","Team Advanced, Offense Four Factors, ORB%","Team Advanced, Offense Four Factors, FT/FGA","Team Advanced,  ","Team Advanced,  ","Team Advanced,  ","Team Advanced, Defense Four Factors, eFG%","Team Advanced, Defense Four Factors, TOV%","Team Advanced, Defense Four Factors, DRB%","Team Advanced, Defense Four Factors, FT/FGA","Team Advanced,  ","Team Advanced,  ","Team Advanced,  ","Team Advanced, Arena","Team Advanced, Attend.","Team Advanced, Attend./G","Team Shooting, TeamName","Team Shooting, G","Team Shooting, MP","Team Shooting, FG%","Team Shooting, Dist.","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting, % of FGA by Distance, 2P","Team Shooting, % of FGA by Distance, 0-3","Team Shooting, % of FGA by Distance, 3-10","Team Shooting, % of FGA by Distance, 10-16","Team Shooting, % of FGA by Distance, 16-3P","Team Shooting, % of FGA by Distance, 3P","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting, FG% by Distance, 2P","Team Shooting, FG% by Distance, 0-3","Team Shooting, FG% by Distance, 3-10","Team Shooting, FG% by Distance, 10-16","Team Shooting, FG% by Distance, 16-3P","Team Shooting, FG% by Distance, 3P","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting, % of FG Ast'd, 2P","Team Shooting, % of FG Ast'd, 3P","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting, Dunks, %FGA","Team Shooting, Dunks, Md.","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting, Layups, %FGA","Team Shooting, Layups, Md.","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting, Corner, %3PA","Team Shooting, Corner, 3P%","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting, Heaves, Att.","Team Shooting, Heaves, Md."
GSW,Golden State Warriors*,82,240.6,42.8,85.1,.503,11.3,28.9,.391,31.5,56.2,.560,16.6,20.3,.815,8.4,35.1,43.5,29.3,8.0,7.5,15.4,19.6,113.5,Golden State Warriors*,82,19730,3509,6981,.503,926,2370,.391,2583,4611,.560,1360,1668,.815,691,2877,3568,2402,656,612,1265,1607,9304,Golden State Warriors*,82,19730,42.9,85.3,.503,11.3,28.9,.391,31.6,56.3,.560,16.6,20.4,.815,8.4,35.1,43.6,29.3,8.0,7.5,15.5,19.6,113.6,Golden State Warriors*,28.8,58,24,56,26,5.98,-0.19,5.79,113.6,107.7,+5.9,99.6,.239,.339,.603,,,,.569,14.1,21.0,.195,,,,.504,12.6,76.3,.186,,,,Oracle Arena,"803,436","19,596",Golden State Warriors*,82,19730,.503,14.0,,,,,,,,.661,.267,.111,.139,.144,.339,,,,,,,,.560,.708,.424,.485,.463,.391,,,,,,,,.643,.801,,,,,,,,.071,454,,,,,,,,.229,952,,,,,,,,.158,.405,,,,,,,,26,0
HOU,Houston Rockets*,82,240.9,38.7,84.2,.460,15.3,42.3,.362,23.4,41.9,.558,19.6,25.1,.781,9.0,34.5,43.5,21.5,8.5,4.8,13.8,19.5,112.4,Houston Rockets*,82,19755,3174,6906,.460,1256,3470,.362,1918,3436,.558,1609,2061,.781,739,2825,3564,1767,699,392,1135,1597,9213,Houston Rockets*,82,19755,39.5,86.0,.460,15.6,43.2,.362,23.9,42.8,.558,20.0,25.7,.781,9.2,35.2,44.4,22.0,8.7,4.9,14.1,19.9,114.7,Houston Rockets*,29.8,65,17,61,21,8.48,-0.27,8.21,114.7,106.1,+8.6,97.6,.298,.502,.590,,,,.551,12.7,21.3,.233,,,,.521,13.4,79.9,.171,,,,Toyota Center,"732,722","17,871",Houston Rockets*,82,19755,.460,15.0,,,,,,,,.498,.288,.104,.062,.044,.502,,,,,,,,.558,.669,.369,.454,.430,.362,,,,,,,,.470,.689,,,,,,,,.062,392,,,,,,,,.261,1004,,,,,,,,.228,.400,,,,,,,,17,1
NOP,New Orleans Pelicans*,82,243.4,42.7,88.3,.483,10.2,28.2,.362,32.5,60.1,.540,16.1,20.9,.772,8.7,35.7,44.3,26.8,8.0,5.9,14.9,19.1,111.7,New Orleans Pelicans*,82,19955,3500,7241,.483,837,2312,.362,2663,4929,.540,1324,1716,.772,712,2924,3636,2195,657,485,1223,1570,9161,New Orleans Pelicans*,82,19955,41.9,86.6,.483,10.0,27.7,.362,31.9,59.0,.540,15.8,20.5,.772,8.5,35.0,43.5,26.3,7.9,5.8,14.6,18.8,109.6,New Orleans Pelicans*,27.6,48,34,44,38,1.30,0.18,1.48,109.6,108.3,+1.3,100.5,.237,.319,.573,,,,.541,13.3,20.0,.183,,,,.513,12.5,76.7,.175,,,,Smoothie King Center,"673,920","16,437",New Orleans Pelicans*,82,19955,.483,12.5,,,,,,,,.681,.295,.179,.099,.109,.319,,,,,,,,.540,.667,.475,.441,.396,.362,,,,,,,,.549,.876,,,,,,,,.054,362,,,,,,,,.307,1294,,,,,,,,.233,.399,,,,,,,,14,0
TOR,Toronto Raptors*,82,241.8,41.3,87.4,.472,11.8,33.0,.358,29.5,54.4,.541,17.3,21.8,.794,9.8,34.2,44.0,24.3,7.6,6.1,13.4,21.7,111.7,Toronto Raptors*,82,19830,3383,7169,.472,968,2705,.358,2415,4464,.541,1422,1790,.794,800,2807,3607,1995,626,500,1095,1783,9156,Toronto Raptors*,82,19830,42.0,89.1,.472,12.0,33.6,.358,30.0,55.5,.541,17.7,22.2,.794,9.9,34.9,44.8,24.8,7.8,6.2,13.6,22.2,113.8,Toronto Raptors*,25.8,59,23,60,22,7.78,-0.49,7.29,113.8,105.9,+7.9,97.4,.250,.377,.575,,,,.539,12.1,23.0,.198,,,,.501,13.0,77.7,.212,,,,Air Canada Centre,"813,431","19,840",Toronto Raptors*,82,19830,.472,13.2,,,,,,,,.623,.291,.160,.098,.074,.377,,,,,,,,.541,.681,.414,.428,.419,.358,,,,,,,,.499,.816,,,,,,,,.050,338,,,,,,,,.272,1114,,,,,,,,.243,.396,,,,,,,,19,1
CLE,Cleveland Cavaliers*,82,240.6,40.4,84.8,.476,12.0,32.1,.372,28.4,52.6,.540,18.1,23.3,.779,8.5,33.7,42.1,23.4,7.1,3.8,13.7,18.6,110.9,Cleveland Cavaliers*,82,19730,3311,6950,.476,981,2636,.372,2330,4314,.540,1488,1909,.779,694,2761,3455,1916,582,312,1126,1524,9091,Cleveland Cavaliers*,82,19730,41.1,86.3,.476,12.2,32.7,.372,28.9,53.6,.540,18.5,23.7,.779,8.6,34.3,42.9,23.8,7.2,3.9,14.0,18.9,112.9,Cleveland Cavaliers*,30.6,50,32,43,39,0.94,-0.35,0.59,112.9,111.9,+1.0,98.0,.275,.379,.584,,,,.547,12.6,20.1,.214,,,,.540,12.2,77.3,.166,,,,Quicken Loans Arena,"843,042","20,562",Cleveland Cavaliers*,82,19730,.476,13.8,,,,,,,,.621,.297,.113,.092,.119,.379,,,,,,,,.540,.706,.368,.413,.387,.372,,,,,,,,.478,.819,,,,,,,,.051,319,,,,,,,,.269,1163,,,,,,,,.252,.417,,,,,,,,13,0
DEN,Denver Nuggets,82,242.4,40.7,86.6,.470,11.5,30.9,.371,29.2,55.7,.525,17.1,22.3,.767,11.0,33.5,44.5,25.1,7.6,4.9,15.0,18.7,110.0,Denver Nuggets,82,19880,3338,7102,.470,940,2536,.371,2398,4566,.525,1404,1830,.767,902,2748,3650,2059,627,404,1226,1533,9020,Denver Nuggets,82,19880,41.6,88.6,.470,11.7,31.6,.371,29.9,56.9,.525,17.5,22.8,.767,11.2,34.3,45.5,25.7,7.8,5.0,15.3,19.1,112.5,Denver Nuggets,25.1,46,36,45,37,1.48,0.09,1.57,112.5,111.0,+1.5,96.8,.258,.357,.570,,,,.536,13.4,25.7,.198,,,,.539,12.6,77.5,.173,,,,Pepsi Center,"702,796","17,141",Denver Nuggets,82,19880,.470,12.8,,,,,,,,.643,.275,.204,.090,.074,.357,,,,,,,,.525,.664,.424,.441,.391,.371,,,,,,,,.526,.848,,,,,,,,.055,356,,,,,,,,.302,1157,,,,,,,,.167,.417,,,,,,,,26,0
PHI,Philadelphia 76ers*,82,241.2,40.8,86.6,.472,11.0,29.8,.369,29.9,56.7,.526,17.1,22.8,.752,10.9,36.5,47.4,27.1,8.3,5.1,16.5,22.1,109.8,Philadelphia 76ers*,82,19780,3349,7098,.472,901,2445,.369,2448,4653,.526,1405,1868,.752,893,2996,3889,2221,682,420,1353,1811,9004,Philadelphia 76ers*,82,19780,40.7,86.3,.472,11.0,29.7,.369,29.8,56.6,.526,17.1,22.7,.752,10.9,36.4,47.3,27.0,8.3,5.1,16.4,22.0,109.5,Philadelphia 76ers*,25.8,52,30,53,29,4.50,-0.20,4.30,109.5,105.0,+4.5,99.8,.263,.344,.568,,,,.535,14.6,25.3,.198,,,,.492,12.6,78.6,.218,,,,Wells Fargo Center,"833,503","20,361",Philadelphia 76ers*,82,19780,.472,13.3,,,,,,,,.656,.272,.168,.109,.107,.344,,,,,,,,.526,.702,.401,.383,.421,.369,,,,,,,,.556,.954,,,,,,,,.060,386,,,,,,,,.270,1105,,,,,,,,.151,.397,,,,,,,,20,0
MIN,Minnesota Timberwolves*,82,241.5,41.0,86.1,.476,8.0,22.5,.357,33.0,63.6,.519,19.4,24.1,.804,10.3,31.6,42.0,22.7,8.4,4.2,12.5,18.2,109.5,Minnesota Timberwolves*,82,19805,3365,7063,.476,658,1845,.357,2707,5218,.519,1592,1980,.804,848,2593,3441,1861,689,345,1021,1495,8980,Minnesota Timberwolves*,82,19805,42.5,89.2,.476,8.3,23.3,.357,34.2,65.9,.519,20.1,25.0,.804,10.7,32.7,43.4,23.5,8.7,4.4,12.9,18.9,113.4,Minnesota Timberwolves*,27.1,47,35,47,35,2.23,0.12,2.35,113.4,111.1,+2.3,96.0,.280,.261,.566,,,,.523,11.4,24.4,.225,,,,.539,13.9,76.4,.189,,,,Target Center,"699,308","17,056",Minnesota Timberwolves*,82,19805,.476,12.3,,,,,,,,.739,.264,.196,.129,.150,.261,,,,,,,,.519,.690,.433,.432,.403,.357,,,,,,,,.487,.825,,,,,,,,.053,343,,,,,,,,.255,1029,,,,,,,,.226,.403,,,,,,,,12,0
LAC,Los Angeles Clippers,82,240.3,40.3,85.4,.471,9.5,26.8,.354,30.8,58.6,.525,19.0,25.5,.743,10.1,33.7,43.9,22.3,7.7,4.5,14.7,20.0,109.0,Los Angeles Clippers,82,19705,3302,7004,.471,777,2196,.354,2525,4808,.525,1556,2095,.743,832,2766,3598,1832,628,373,1204,1638,8937,Los Angeles Clippers,82,19705,40.7,86.4,.471,9.6,27.1,.354,31.2,59.3,.525,19.2,25.8,.743,10.3,34.1,44.4,22.6,7.7,4.6,14.9,20.2,110.3,Los Angeles Clippers,27.0,42,40,41,41,0.04,0.11,0.15,110.3,110.2,+0.1,98.7,.299,.314,.564,,,,.527,13.2,23.5,.222,,,,.520,12.6,76.1,.203,,,,STAPLES Center,"697,812","17,020",Los Angeles Clippers,82,19705,.471,11.8,,,,,,,,.686,.347,.164,.083,.091,.314,,,,,,,,.525,.659,.378,.424,.378,.354,,,,,,,,.502,.726,,,,,,,,.082,512,,,,,,,,.301,1153,,,,,,,,.219,.338,,,,,,,,15,1
CHO,Charlotte Hornets,82,241.2,39.0,86.7,.450,10.0,27.2,.369,28.9,59.4,.487,20.2,27.0,.747,10.1,35.4,45.5,21.6,6.8,4.5,12.7,17.2,108.2,Charlotte Hornets,82,19780,3197,7106,.450,824,2233,.369,2373,4873,.487,1656,2216,.747,827,2901,3728,1770,559,373,1041,1409,8874,Charlotte Hornets,82,19780,39.4,87.6,.450,10.2,27.5,.369,29.3,60.1,.487,20.4,27.3,.747,10.2,35.8,46.0,21.8,6.9,4.6,12.8,17.4,109.4,Charlotte Hornets,26.6,36,46,42,40,0.26,-0.19,0.07,109.4,109.1,+0.3,98.4,.312,.314,.549,,,,.508,11.4,22.2,.233,,,,.532,12.4,80.7,.165,,,,Spectrum Center,"671,404","16,376",Charlotte Hornets,82,19780,.450,13.2,,,,,,,,.686,.273,.160,.114,.138,.314,,,,,,,,.487,.642,.380,.408,.370,.369,,,,,,,,.484,.756,,,,,,,,.046,300,,,,,,,,.268,1030,,,,,,,,.154,.369,,,,,,,,21,0
