Team,"Team Per Game, TeamName","Team Per Game, G","Team Per Game, MP","Team Per Game, FG","Team Per Game, FGA","Team Per Game, FG%","Team Per Game, 3P","Team Per Game, 3PA","Team Per Game, 3P%","Team Per Game, 2P","Team Per Game, 2PA","Team Per Game, 2P%","Team Per Game, FT","Team Per Game, FTA","Team Per Game, FT%","Team Per Game, ORB","Team Per Game, DRB","Team Per Game, TRB","Team Per Game, AST","Team Per Game, STL","Team Per Game, BLK","Team Per Game, TOV","Team Per Game, PF","Team Per Game, PTS","Team Totals, TeamName","Team Totals, G","Team Totals, MP","Team Totals, FG","Team Totals, FGA","Team Totals, FG%","Team Totals, 3P","Team Totals, 3PA","Team Totals, 3P%","Team Totals, 2P","Team Totals, 2PA","Team Totals, 2P%","Team Totals, FT","Team Totals, FTA","Team Totals, FT%","Team Totals, ORB","Team Totals, DRB","Team Totals, TRB","Team Totals, AST","Team Totals, STL","Team Totals, BLK","Team Totals, TOV","Team Totals, PF","Team Totals, PTS","Team Per 100 Poss, TeamName","Team Per 100 Poss, G","Team Per 100 Poss, MP","Team Per 100 Poss, FG","Team Per 100 Poss, FGA","Team Per 100 Poss, FG%","Team Per 100 Poss, 3P","Team Per 100 Poss, 3PA","Team Per 100 Poss, 3P%","Team Per 100 Poss, 2P","Team Per 100 Poss, 2PA","Team Per 100 Poss, 2P%","Team Per 100 Poss, FT","Team Per 100 Poss, FTA","Team Per 100 Poss, FT%","Team Per 100 Poss, ORB","Team Per 100 Poss, DRB","Team Per 100 Poss, TRB","Team Per 100 Poss, AST","Team Per 100 Poss, STL","Team Per 100 Poss, BLK","Team Per 100 Poss, TOV","Team Per 100 Poss, PF","Team Per 100 Poss, PTS","Team Advanced, TeamName","Team Advanced, Age","Team Advanced, W","Team Advanced, L","Team Advanced, PW","Team Advanced, PL","Team Advanced, MOV","Team Advanced, SOS","Team Advanced, SRS","Team Advanced, ORtg","Team Advanced, DRtg","Team Advanced, NRtg","Team Advanced, Pace","Team Advanced, FTr","Team Advanced, 3PAr","Team Advanced, TS%","Team Advanced,  ","Team Advanced,  ","Team Advanced,  ","Team Advanced, Offense Four Factors, eFG%","Team Advanced, Offense Four Factors, TOV%","Team Advanced, Offense Four Factors, ORB%","Team Advanced, Offense Four Factors, FT/FGA","Team Advanced,  ","Team Advanced,  ","Team Advanced,  ","Team Advanced, Defense Four Factors, eFG%","Team Advanced, Defense Four Factors, TOV%","Team Advanced, Defense Four Factors, DRB%","Team Advanced, Defense Four Factors, FT/FGA","Team Advanced,  ","Team Advanced,  ","Team Advanced,  ","Team Advanced, Arena","Team Advanced, Attend.","Team Advanced, Attend./G"
DAL,Dallas Mavericks*,82,243.4,44.1,88.2,.500,0.5,2.2,.228,43.6,86.0,.507,21.6,28.7,.755,13.3,27.6,40.9,26.4,7.1,4.4,15.9,23.2,110.4,Dallas Mavericks*,82,19955,3618,7235,.500,42,184,.228,3576,7051,.507,1774,2350,.755,1090,2265,3355,2164,579,360,1303,1906,9052,Dallas Mavericks*,82,19955,44.0,87.9,.500,0.5,2.2,.228,43.5,85.7,.507,21.6,28.6,.755,13.2,27.5,40.8,26.3,7.0,4.4,15.8,23.2,110.0,Dallas Mavericks*,24.7,43,39,42,40,0.43,-0.27,0.15,110.0,109.6,+0.4,99.0,.325,.025,.547,,,,.503,13.6,31.7,.245,,,,.503,14.4,65.7,.232,,,,Reunion Arena,"538,162","13,126"
KCK,Kansas City Kings*,82,240.9,42.9,88.2,.486,0.6,2.3,.275,42.2,85.9,.492,23.6,30.4,.777,14.0,27.7,41.7,27.2,8.7,4.7,18.3,26.8,110.0,Kansas City Kings*,82,19755,3516,7230,.486,52,189,.275,3464,7041,.492,1939,2495,.777,1144,2273,3417,2229,715,383,1504,2200,9023,Kansas City Kings*,82,19755,41.5,85.4,.486,0.6,2.2,.275,40.9,83.1,.492,22.9,29.5,.777,13.5,26.8,40.4,26.3,8.4,4.5,17.8,26.0,106.5,Kansas City Kings*,26.2,38,44,37,45,-1.48,-0.15,-1.62,106.5,108.0,-1.5,102.9,.345,.026,.542,,,,.490,15.3,32.4,.268,,,,.505,16.1,66.9,.266,,,,Kemper Arena,"370,270","9,031"
NJN,New Jersey Nets*,82,241.5,44.1,88.5,.498,0.6,2.8,.211,43.5,85.7,.507,21.2,30.3,.700,14.9,28.2,43.1,26.2,9.9,6.1,19.6,27.4,110.0,New Jersey Nets*,82,19805,3614,7258,.498,49,232,.211,3565,7026,.507,1742,2488,.700,1221,2313,3534,2148,814,499,1608,2243,9019,New Jersey Nets*,82,19805,42.5,85.4,.498,0.6,2.7,.211,41.9,82.6,.507,20.5,29.3,.700,14.4,27.2,41.6,25.3,9.6,5.9,18.9,26.4,106.1,New Jersey Nets*,25.5,45,37,44,38,1.10,0.17,1.27,106.1,105.0,+1.1,103.0,.343,.032,.540,,,,.501,16.1,34.6,.240,,,,.494,17.0,67.8,.292,,,,Brendan Byrne Arena,"499,496","12,182"
GSW,Golden State Warriors,82,241.8,42.9,91.9,.467,0.7,2.8,.243,42.2,89.1,.474,23.4,31.4,.743,17.0,26.5,43.4,22.4,10.1,4.2,18.5,25.7,109.9,Golden State Warriors,82,19830,3519,7534,.467,55,226,.243,3464,7308,.474,1915,2577,.743,1390,2171,3561,1837,830,348,1518,2108,9008,Golden State Warriors,82,19830,41.2,88.3,.467,0.6,2.6,.243,40.6,85.6,.474,22.4,30.2,.743,16.3,25.4,41.7,21.5,9.7,4.1,17.8,24.7,105.5,Golden State Warriors,25.6,37,45,32,50,-3.40,0.05,-3.35,105.5,108.8,-3.3,103.3,.342,.030,.520,,,,.471,14.9,35.6,.254,,,,.519,17.0,64.2,.250,,,,Oakland-Alameda County Coliseum Arena,"316,844","7,728"
SEA,Seattle SuperSonics*,82,241.2,42.2,86.4,.488,0.3,1.7,.193,41.9,84.7,.494,23.4,30.0,.780,13.0,28.4,41.4,27.2,7.8,4.3,16.6,23.0,108.1,Seattle SuperSonics*,82,19780,3460,7083,.488,27,140,.193,3433,6943,.494,1918,2460,.780,1064,2332,3396,2233,636,350,1360,1884,8865,Seattle SuperSonics*,82,19780,42.1,86.2,.488,0.3,1.7,.193,41.8,84.5,.494,23.3,29.9,.780,12.9,28.4,41.3,27.2,7.7,4.3,16.6,22.9,107.9,Seattle SuperSonics*,27.1,42,40,41,41,-0.17,-0.17,-0.34,107.9,108.1,-0.2,99.7,.347,.020,.543,,,,.490,14.3,30.7,.271,,,,.492,13.8,66.6,.226,,,,,"425,307",
PHI,Philadelphia 76ers*,82,243.4,41.3,83.3,.495,0.4,1.3,.271,40.9,82.0,.499,24.9,33.0,.754,14.4,29.0,43.5,24.8,9.8,8.0,19.9,24.9,107.8,Philadelphia 76ers*,82,19955,3384,6833,.495,29,107,.271,3355,6726,.499,2041,2706,.754,1181,2382,3563,2032,807,653,1628,2040,8838,Philadelphia 76ers*,82,19955,40.9,82.5,.495,0.4,1.3,.271,40.5,81.3,.499,24.7,32.7,.754,14.3,28.8,43.0,24.5,9.7,7.9,19.7,24.6,106.8,Philadelphia 76ers*,27.7,52,30,47,35,2.20,0.20,2.39,106.8,104.6,+2.2,99.6,.396,.016,.551,,,,.497,16.9,34.6,.299,,,,.484,16.0,65.9,.246,,,,The Spectrum,"588,139","14,345"
NYK,New York Knicks*,82,242.1,41.3,83.4,.495,0.6,2.0,.285,40.7,81.4,.500,23.7,30.6,.775,13.3,27.2,40.5,24.9,9.8,4.4,19.4,27.8,106.9,New York Knicks*,82,19855,3386,6837,.495,47,165,.285,3339,6672,.500,1944,2510,.775,1088,2230,3318,2041,803,360,1587,2281,8763,New York Knicks*,82,19855,41.3,83.5,.495,0.6,2.0,.285,40.8,81.4,.500,23.7,30.6,.775,13.3,27.2,40.5,24.9,9.8,4.4,19.4,27.8,107.0,New York Knicks*,27.2,47,35,51,31,3.84,-0.05,3.79,107.0,103.1,+3.9,99.0,.367,.024,.552,,,,.499,16.7,33.4,.284,,,,.491,17.8,68.1,.281,,,,Madison Square Garden (IV),"487,649","12,100"
MIL,Milwaukee Bucks*,82,242.7,41.9,85.0,.492,0.7,2.8,.254,41.1,82.2,.501,21.3,28.7,.740,13.8,29.1,42.9,25.8,7.8,6.0,17.3,26.4,105.7,Milwaukee Bucks*,82,19905,3432,6970,.492,59,232,.254,3373,6738,.501,1743,2354,.740,1135,2385,3520,2113,642,489,1415,2167,8666,Milwaukee Bucks*,82,19905,42.7,86.7,.492,0.7,2.9,.254,42.0,83.8,.501,21.7,29.3,.740,14.1,29.7,43.8,26.3,8.0,6.1,17.6,27.0,107.8,Milwaukee Bucks*,28.4,50,32,52,30,4.16,-0.12,4.04,107.8,103.6,+4.2,96.9,.338,.033,.541,,,,.497,15.0,33.7,.250,,,,.459,14.7,65.6,.266,,,,MECCA Arena,"393,301","9,593"
IND,Indiana Pacers,82,241.2,42.0,87.0,.483,0.6,2.5,.232,41.5,84.4,.491,19.8,25.8,.766,12.2,29.2,41.5,26.5,10.2,4.9,18.6,25.1,104.5,Indiana Pacers,82,19780,3447,7130,.483,48,207,.232,3399,6923,.491,1624,2119,.766,1002,2398,3400,2169,834,398,1525,2061,8566,Indiana Pacers,82,19780,41.0,84.7,.483,0.6,2.5,.232,40.4,82.2,.491,19.3,25.2,.766,11.9,28.5,40.4,25.8,9.9,4.7,18.1,24.5,101.8,Indiana Pacers,24.4,26,56,28,54,-4.82,0.57,-4.25,101.8,106.5,-4.7,102.1,.297,.029,.531,,,,.487,15.9,28.1,.228,,,,.497,16.2,66.8,.255,,,,Market Square Arena,"410,626","10,015"
CHI,Chicago Bulls,82,243.7,40.3,85.0,.474,0.2,1.4,.171,40.1,83.6,.479,22.8,30.6,.746,13.9,28.0,42.0,25.5,8.4,5.5,19.2,26.8,103.7,Chicago Bulls,82,19980,3305,6972,.474,20,117,.171,3285,6855,.479,1871,2508,.746,1141,2300,3441,2095,687,454,1578,2196,8501,Chicago Bulls,82,19980,39.8,84.0,.474,0.2,1.4,.171,39.6,82.5,.479,22.5,30.2,.746,13.7,27.7,41.4,25.2,8.3,5.5,19.0,26.4,102.4,Chicago Bulls,24.4,27,55,28,54,-5.18,0.50,-4.69,102.4,107.5,-5.1,99.8,.360,.017,.526,,,,.475,16.3,32.3,.268,,,,.497,15.6,67.2,.266,,,,Chicago Stadium,"256,430","6,254"
WSB,Washington Bullets*,82,242.7,40.8,84.2,.484,0.9,3.4,.252,39.9,80.8,.494,20.3,26.8,.756,12.5,29.1,41.6,26.7,6.8,3.9,17.7,24.3,102.7,Washington Bullets*,82,19905,3344,6907,.484,71,282,.252,3273,6625,.494,1664,2201,.756,1027,2387,3414,2192,556,320,1448,1989,8423,Washington Bullets*,82,19905,41.4,85.5,.484,0.9,3.5,.252,40.5,82.0,.494,20.6,27.2,.756,12.7,29.5,42.2,27.1,6.9,4.0,17.9,24.6,104.2,Washington Bullets*,26.2,35,47,33,49,-2.89,0.53,-2.36,104.2,107.2,-3.0,97.4,.319,.041,.535,,,,.489,15.5,30.1,.241,,,,.492,13.7,69.7,.239,,,,Capital Centre,"317,447","7,743"
CLE,Cleveland Cavaliers,82,242.1,41.0,88.2,.465,0.5,2.0,.262,40.5,86.2,.470,19.7,26.6,.743,14.8,29.1,43.9,23.5,7.7,4.6,16.2,26.9,102.3,Cleveland Cavaliers,82,19855,3362,7232,.465,43,164,.262,3319,7068,.470,1619,2178,.743,1213,2388,3601,1930,630,375,1332,2206,8386,Cleveland Cavaliers,82,19855,41.7,89.8,.465,0.5,2.0,.262,41.2,87.8,.470,20.1,27.0,.743,15.1,29.7,44.7,24.0,7.8,4.7,16.5,27.4,104.1,Cleveland Cavaliers,25.4,28,54,30,52,-4.26,0.55,-3.71,104.1,108.5,-4.4,97.4,.301,.023,.512,,,,.468,14.0,33.5,.224,,,,.490,13.2,70.8,.280,,,,Coliseum at Richfield,"208,094","5,075"
ATL,Atlanta Hawks*,82,242.1,39.4,83.0,.474,0.3,1.3,.217,39.1,81.7,.478,22.4,29.4,.761,13.6,27.2,40.8,22.3,7.6,6.8,16.2,25.5,101.5,Atlanta Hawks*,82,19855,3230,6809,.474,23,106,.217,3207,6703,.478,1838,2414,.761,1112,2232,3344,1827,626,558,1329,2091,8321,Atlanta Hawks*,82,19855,41.0,86.3,.474,0.3,1.3,.217,40.7,85.0,.478,23.3,30.6,.761,14.1,28.3,42.4,23.2,7.9,7.1,16.9,26.5,105.5,Atlanta Hawks*,26.6,40,42,37,45,-1.29,0.22,-1.08,105.5,106.9,-1.4,95.3,.355,.016,.529,,,,.476,14.4,31.6,.270,,,,.482,15.1,65.2,.268,,,,Omni Coliseum,"286,049","6,977"
