Team,"Team Per Game, TeamName","Team Per Game, G","Team Per Game, MP","Team Per Game, FG","Team Per Game, FGA","Team Per Game, FG%","Team Per Game, 3P","Team Per Game, 3PA","Team Per Game, 3P%","Team Per Game, 2P","Team Per Game, 2PA","Team Per Game, 2P%","Team Per Game, FT","Team Per Game, FTA","Team Per Game, FT%","Team Per Game, ORB","Team Per Game, DRB","Team Per Game, TRB","Team Per Game, AST","Team Per Game, STL","Team Per Game, BLK","Team Per Game, TOV","Team Per Game, PF","Team Per Game, PTS","Team Totals, TeamName","Team Totals, G","Team Totals, MP","Team Totals, FG","Team Totals, FGA","Team Totals, FG%","Team Totals, 3P","Team Totals, 3PA","Team Totals, 3P%","Team Totals, 2P","Team Totals, 2PA","Team Totals, 2P%","Team Totals, FT","Team Totals, FTA","Team Totals, FT%","Team Totals, ORB","Team Totals, DRB","Team Totals, TRB","Team Totals, AST","Team Totals, STL","Team Totals, BLK","Team Totals, TOV","Team Totals, PF","Team Totals, PTS","Team Per 100 Poss, TeamName","Team Per 100 Poss, G","Team Per 100 Poss, MP","Team Per 100 Poss, FG","Team Per 100 Poss, FGA","Team Per 100 Poss, FG%","Team Per 100 Poss, 3P","Team Per 100 Poss, 3PA","Team Per 100 Poss, 3P%","Team Per 100 Poss, 2P","Team Per 100 Poss, 2PA","Team Per 100 Poss, 2P%","Team Per 100 Poss, FT","Team Per 100 Poss, FTA","Team Per 100 Poss, FT%","Team Per 100 Poss, ORB","Team Per 100 Poss, DRB","Team Per 100 Poss, TRB","Team Per 100 Poss, AST","Team Per 100 Poss, STL","Team Per 100 Poss, BLK","Team Per 100 Poss, TOV","Team Per 100 Poss, PF","Team Per 100 Poss, PTS","Team Advanced, TeamName","Team Advanced, Age","Team Advanced, W","Team Advanced, L","Team Advanced, PW","Team Advanced, PL","Team Advanced, MOV","Team Advanced, SOS","Team Advanced, SRS","Team Advanced, ORtg","Team Advanced, DRtg","Team Advanced, NRtg","Team Advanced, Pace","Team Advanced, FTr","Team Advanced, 3PAr","Team Advanced, TS%","Team Advanced,  ","Team Advanced,  ","Team Advanced,  ","Team Advanced, Offense Four Factors, eFG%","Team Advanced, Offense Four Factors, TOV%","Team Advanced, Offense Four Factors, ORB%","Team Advanced, Offense Four Factors, FT/FGA","Team Advanced,  ","Team Advanced,  ","Team Advanced,  ","Team Advanced, Defense Four Factors, eFG%","Team Advanced, Defense Four Factors, TOV%","Team Advanced, Defense Four Factors, DRB%","Team Advanced, Defense Four Factors, FT/FGA","Team Advanced,  ","Team Advanced,  ","Team Advanced,  ","Team Advanced, Arena","Team Advanced, Attend.","Team Advanced, Attend./G","Team Shooting, TeamName","Team Shooting, G","Team Shooting, MP","Team Shooting, FG%","Team Shooting, Dist.","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting, % of FGA by Distance, 2P","Team Shooting, % of FGA by Distance, 0-3","Team Shooting, % of FGA by Distance, 3-10","Team Shooting, % of FGA by Distance, 10-16","Team Shooting, % of FGA by Distance, 16-3P","Team Shooting, % of FGA by Distance, 3P","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting, FG% by Distance, 2P","Team Shooting, FG% by Distance, 0-3","Team Shooting, FG% by Distance, 3-10","Team Shooting, FG% by Distance, 10-16","Team Shooting, FG% by Distance, 16-3P","Team Shooting, FG% by Distance, 3P","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting, % of FG Ast'd, 2P","Team Shooting, % of FG Ast'd, 3P","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting, Dunks, %FGA","Team Shooting, Dunks, Md.","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting, Layups, %FGA","Team Shooting, Layups, Md.","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting, Corner, %3PA","Team Shooting, Corner, 3P%","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting, Heaves, Att.","Team Shooting, Heaves, Md."
PHO,Phoenix Suns*,82,243.4,41.8,87.4,.479,10.2,25.6,.399,31.6,61.8,.511,14.5,18.0,.806,9.5,32.3,41.8,26.6,6.7,5.0,13.3,20.5,108.4,Phoenix Suns*,82,19955,3430,7167,.479,837,2097,.399,2593,5070,.511,1189,1475,.806,778,2650,3428,2179,549,412,1088,1683,8886,Phoenix Suns*,82,19955,43.0,90.0,.479,10.5,26.3,.399,32.5,63.6,.511,14.9,18.5,.806,9.8,33.3,43.0,27.3,6.9,5.2,13.7,21.1,111.5,Phoenix Suns*,27.5,54,28,55,27,5.55,-0.07,5.48,111.5,105.8,+5.7,95.8,.206,.293,.568,,,,.537,12.2,22.1,.166,,,,.490,13.2,72.1,.200,,,,America West Arena,"730,179","17,809",Phoenix Suns*,82,19955,.479,14.4,,,,,,,,.707,.254,.089,.104,.260,.293,,,,,,,,.511,.662,.413,.415,.437,.399,,,,,,,,.569,.840,,,,,,,,.041,275,,,,,,,,.199,874,,,,,,,,.286,.420,,,,,,,,10,0
SEA,Seattle SuperSonics,82,241.8,37.5,81.8,.459,7.4,19.9,.371,30.1,62.0,.487,20.1,25.7,.785,12.4,27.2,39.6,20.7,7.6,3.7,14.7,23.6,102.6,Seattle SuperSonics,82,19830,3077,6711,.459,605,1631,.371,2472,5080,.487,1652,2104,.785,1013,2233,3246,1696,622,306,1208,1933,8411,Seattle SuperSonics,82,19830,40.6,88.6,.459,8.0,21.5,.371,32.6,67.1,.487,21.8,27.8,.785,13.4,29.5,42.9,22.4,8.2,4.0,16.0,25.5,111.1,Seattle SuperSonics,25.6,35,47,33,49,-3.02,0.15,-2.88,111.1,114.4,-3.3,91.6,.314,.243,.551,,,,.504,13.7,30.4,.246,,,,.527,13.6,69.0,.260,,,,KeyArena at Seattle Center,"664,157","16,199",Seattle SuperSonics,82,19830,.459,12.5,,,,,,,,.757,.275,.173,.124,.184,.243,,,,,,,,.487,.615,.420,.401,.415,.371,,,,,,,,.481,.836,,,,,,,,.054,318,,,,,,,,.200,741,,,,,,,,.207,.412,,,,,,,,19,0
WAS,Washington Wizards*,82,241.8,36.3,81.2,.447,6.1,17.0,.357,30.2,64.2,.471,23.0,30.4,.757,12.6,28.6,41.2,18.6,8.0,4.1,13.9,22.6,101.7,Washington Wizards*,82,19830,2975,6656,.447,497,1394,.357,2478,5262,.471,1889,2496,.757,1035,2344,3379,1523,658,339,1143,1855,8336,Washington Wizards*,82,19830,39.0,87.3,.447,6.5,18.3,.357,32.5,69.0,.471,24.8,32.7,.757,13.6,30.7,44.3,20.0,8.6,4.4,15.0,24.3,109.3,Washington Wizards*,26.5,42,40,46,36,1.85,-0.29,1.57,109.3,107.3,+2.0,92.3,.375,.209,.538,,,,.484,12.8,29.5,.284,,,,.504,15.1,70.9,.256,,,,MCI Center,"705,062","17,197",Washington Wizards*,82,19830,.447,12.6,,,,,,,,.791,.287,.164,.093,.247,.209,,,,,,,,.471,.638,.354,.388,.385,.357,,,,,,,,.463,.757,,,,,,,,.047,299,,,,,,,,.223,853,,,,,,,,.179,.356,,,,,,,,10,0
TOR,Toronto Raptors,82,243.4,36.7,81.0,.454,7.4,19.8,.375,29.3,61.2,.479,20.2,25.5,.791,10.5,27.9,38.5,19.4,6.5,3.3,13.1,24.0,101.1,Toronto Raptors,82,19955,3013,6639,.454,608,1620,.375,2405,5019,.479,1653,2089,.791,864,2291,3155,1593,529,272,1071,1965,8287,Toronto Raptors,82,19955,39.8,87.7,.454,8.0,21.4,.375,31.8,66.3,.479,21.8,27.6,.791,11.4,30.3,41.7,21.0,7.0,3.6,14.1,26.0,109.5,Toronto Raptors,25.9,27,55,33,49,-2.99,-0.04,-3.03,109.5,112.7,-3.2,91.1,.315,.244,.548,,,,.500,12.4,25.4,.249,,,,.530,13.5,73.3,.263,,,,Air Canada Centre,"699,332","17,057",Toronto Raptors,82,19955,.454,12.9,,,,,,,,.756,.279,.135,.128,.214,.244,,,,,,,,.479,.584,.431,.376,.433,.375,,,,,,,,.449,.842,,,,,,,,.039,236,,,,,,,,.207,708,,,,,,,,.352,.382,,,,,,,,13,1
DEN,Denver Nuggets*,82,243.0,37.5,81.4,.461,4.3,13.1,.325,33.3,68.2,.487,21.0,28.2,.744,11.0,30.3,41.3,23.4,8.5,5.6,14.8,22.7,100.3,Denver Nuggets*,82,19930,3078,6672,.461,350,1076,.325,2728,5596,.487,1721,2312,.744,903,2486,3389,1921,698,463,1216,1863,8227,Denver Nuggets*,82,19930,39.5,85.5,.461,4.5,13.8,.325,35.0,71.7,.487,22.1,29.6,.744,11.6,31.9,43.4,24.6,8.9,5.9,15.6,23.9,105.5,Denver Nuggets*,27.4,44,38,42,40,0.23,0.13,0.36,105.5,105.2,+0.3,93.9,.347,.161,.535,,,,.488,13.7,26.8,.258,,,,.493,14.7,72.0,.227,,,,Pepsi Center,"702,555","17,135",Denver Nuggets*,82,19930,.461,11.4,,,,,,,,.839,.367,.088,.103,.280,.161,,,,,,,,.487,.613,.368,.377,.401,.325,,,,,,,,.591,.886,,,,,,,,.075,466,,,,,,,,.269,963,,,,,,,,.303,.319,,,,,,,,20,1
MIA,Miami Heat*,82,240.9,37.1,77.5,.478,6.1,17.6,.345,31.0,59.9,.517,19.7,28.2,.700,10.5,32.6,43.1,20.6,6.4,5.4,14.5,22.8,99.9,Miami Heat*,82,19755,3039,6355,.478,497,1441,.345,2542,4914,.517,1616,2310,.700,858,2675,3533,1692,522,442,1186,1871,8191,Miami Heat*,82,19755,40.3,84.3,.478,6.6,19.1,.345,33.7,65.2,.517,21.4,30.6,.700,11.4,35.5,46.9,22.4,6.9,5.9,15.7,24.8,108.7,Miami Heat*,29.2,52,30,52,30,3.87,-0.27,3.59,108.7,104.5,+4.2,91.6,.363,.227,.556,,,,.517,13.9,26.7,.254,,,,.477,12.4,76.4,.251,,,,AmericanAirlines Arena,"818,149","19,955",Miami Heat*,82,19755,.478,11.4,,,,,,,,.773,.340,.162,.094,.177,.227,,,,,,,,.517,.669,.406,.360,.411,.345,,,,,,,,.485,.924,,,,,,,,.084,499,,,,,,,,.235,861,,,,,,,,.284,.401,,,,,,,,16,1
PHI,Philadelphia 76ers,82,242.7,36.6,79.8,.458,4.6,12.6,.364,32.0,67.3,.476,21.6,28.4,.760,10.6,29.6,40.2,20.2,7.9,4.9,14.1,20.9,99.4,Philadelphia 76ers,82,19905,3001,6546,.458,375,1031,.364,2626,5515,.476,1770,2330,.760,873,2425,3298,1653,651,404,1159,1712,8147,Philadelphia 76ers,82,19905,39.0,85.2,.458,4.9,13.4,.364,34.2,71.7,.476,23.0,30.3,.760,11.4,31.5,42.9,21.5,8.5,5.3,15.1,22.3,106.0,Philadelphia 76ers,26.5,38,44,35,47,-1.95,-0.15,-2.10,106.0,108.1,-2.1,92.7,.356,.158,.538,,,,.487,13.3,25.6,.270,,,,.500,14.3,71.3,.240,,,,Wachovia Center,"677,278","16,519",Philadelphia 76ers,82,19905,.458,11.1,,,,,,,,.842,.328,.150,.145,.220,.158,,,,,,,,.476,.590,.416,.395,.401,.364,,,,,,,,.502,.891,,,,,,,,.069,421,,,,,,,,.234,746,,,,,,,,.263,.399,,,,,,,,6,0
LAL,Los Angeles Lakers*,82,242.1,36.5,80.6,.453,6.7,19.3,.349,29.8,61.3,.486,19.7,26.5,.745,11.8,30.3,42.2,21.1,7.7,4.3,13.9,23.1,99.4,Los Angeles Lakers*,82,19855,2992,6607,.453,552,1583,.349,2440,5024,.486,1618,2172,.745,970,2488,3458,1734,628,350,1143,1894,8154,Los Angeles Lakers*,82,19855,39.8,87.9,.453,7.3,21.0,.349,32.4,66.8,.486,21.5,28.9,.745,12.9,33.1,46.0,23.1,8.4,4.7,15.2,25.2,108.4,Los Angeles Lakers*,25.1,45,37,48,34,2.50,0.03,2.53,108.4,105.7,+2.7,90.9,.329,.240,.539,,,,.495,13.1,28.8,.245,,,,.486,13.4,73.6,.242,,,,STAPLES Center,"774,189","18,883",Los Angeles Lakers*,82,19855,.453,12.8,,,,,,,,.760,.304,.121,.106,.229,.240,,,,,,,,.486,.600,.439,.396,.400,.349,,,,,,,,.515,.864,,,,,,,,.053,322,,,,,,,,.230,811,,,,,,,,.186,.380,,,,,,,,13,0
DAL,Dallas Mavericks*,82,242.4,36.0,77.7,.462,5.1,13.6,.374,30.9,64.2,.481,22.2,28.3,.783,12.6,29.6,42.2,18.0,7.2,6.0,13.6,22.4,99.1,Dallas Mavericks*,82,19880,2948,6375,.462,416,1113,.374,2532,5262,.481,1818,2322,.783,1030,2431,3461,1473,593,488,1112,1834,8130,Dallas Mavericks*,82,19880,40.6,87.7,.462,5.7,15.3,.374,34.8,72.4,.481,25.0,31.9,.783,14.2,33.4,47.6,20.3,8.2,6.7,15.3,25.2,111.8,Dallas Mavericks*,27.5,60,22,58,24,6.07,-0.11,5.96,111.8,105.0,+6.8,87.8,.364,.175,.550,,,,.495,13.1,31.8,.285,,,,.475,13.7,72.2,.257,,,,American Airlines Center,"824,693","20,114",Dallas Mavericks*,82,19880,.462,11.8,,,,,,,,.825,.287,.143,.178,.218,.175,,,,,,,,.481,.571,.423,.425,.447,.374,,,,,,,,.435,.894,,,,,,,,.035,195,,,,,,,,.227,754,,,,,,,,.232,.422,,,,,,,,19,0
SAC,Sacramento Kings*,82,241.8,36.0,79.3,.454,6.0,17.2,.351,30.0,62.1,.483,20.8,26.5,.784,10.4,30.2,40.5,22.3,7.4,3.6,14.6,20.4,98.9,Sacramento Kings*,82,19830,2954,6500,.454,494,1408,.351,2460,5092,.483,1704,2173,.784,852,2473,3325,1825,608,299,1199,1672,8106,Sacramento Kings*,82,19830,38.9,85.6,.454,6.5,18.5,.351,32.4,67.0,.483,22.4,28.6,.784,11.2,32.6,43.8,24.0,8.0,3.9,15.8,22.0,106.7,Sacramento Kings*,27.2,44,38,45,37,1.54,0.07,1.61,106.7,105.0,+1.7,91.9,.334,.217,.544,,,,.492,13.9,25.4,.262,,,,.488,13.7,72.2,.210,,,,ARCO Arena (II),"709,997","17,317",Sacramento Kings*,82,19830,.454,13.3,,,,,,,,.783,.281,.118,.070,.315,.217,,,,,,,,.483,.628,.427,.382,.397,.351,,,,,,,,.566,.874,,,,,,,,.040,246,,,,,,,,.225,847,,,,,,,,.247,.365,,,,,,,,10,0
