Team,"Team Per Game, TeamName","Team Per Game, G","Team Per Game, MP","Team Per Game, FG","Team Per Game, FGA","Team Per Game, FG%","Team Per Game, 3P","Team Per Game, 3PA","Team Per Game, 3P%","Team Per Game, 2P","Team Per Game, 2PA","Team Per Game, 2P%","Team Per Game, FT","Team Per Game, FTA","Team Per Game, FT%","Team Per Game, ORB","Team Per Game, DRB","Team Per Game, TRB","Team Per Game, AST","Team Per Game, STL","Team Per Game, BLK","Team Per Game, TOV","Team Per Game, PF","Team Per Game, PTS","Team Totals, TeamName","Team Totals, G","Team Totals, MP","Team Totals, FG","Team Totals, FGA","Team Totals, FG%","Team Totals, 3P","Team Totals, 3PA","Team Totals, 3P%","Team Totals, 2P","Team Totals, 2PA","Team Totals, 2P%","Team Totals, FT","Team Totals, FTA","Team Totals, FT%","Team Totals, ORB","Team Totals, DRB","Team Totals, TRB","Team Totals, AST","Team Totals, STL","Team Totals, BLK","Team Totals, TOV","Team Totals, PF","Team Totals, PTS","Team Per 100 Poss, TeamName","Team Per 100 Poss, G","Team Per 100 Poss, MP","Team Per 100 Poss, FG","Team Per 100 Poss, FGA","Team Per 100 Poss, FG%","Team Per 100 Poss, 3P","Team Per 100 Poss, 3PA","Team Per 100 Poss, 3P%","Team Per 100 Poss, 2P","Team Per 100 Poss, 2PA","Team Per 100 Poss, 2P%","Team Per 100 Poss, FT","Team Per 100 Poss, FTA","Team Per 100 Poss, FT%","Team Per 100 Poss, ORB","Team Per 100 Poss, DRB","Team Per 100 Poss, TRB","Team Per 100 Poss, AST","Team Per 100 Poss, STL","Team Per 100 Poss, BLK","Team Per 100 Poss, TOV","Team Per 100 Poss, PF","Team Per 100 Poss, PTS","Team Advanced, TeamName","Team Advanced, Age","Team Advanced, W","Team Advanced, L","Team Advanced, PW","Team Advanced, PL","Team Advanced, MOV","Team Advanced, SOS","Team Advanced, SRS","Team Advanced, ORtg","Team Advanced, DRtg","Team Advanced, NRtg","Team Advanced, Pace","Team Advanced, FTr","Team Advanced, 3PAr","Team Advanced, TS%","Team Advanced,  ","Team Advanced,  ","Team Advanced,  ","Team Advanced, Offense Four Factors, eFG%","Team Advanced, Offense Four Factors, TOV%","Team Advanced, Offense Four Factors, ORB%","Team Advanced, Offense Four Factors, FT/FGA","Team Advanced,  ","Team Advanced,  ","Team Advanced,  ","Team Advanced, Defense Four Factors, eFG%","Team Advanced, Defense Four Factors, TOV%","Team Advanced, Defense Four Factors, DRB%","Team Advanced, Defense Four Factors, FT/FGA","Team Advanced,  ","Team Advanced,  ","Team Advanced,  ","Team Advanced, Arena","Team Advanced, Attend.","Team Advanced, Attend./G"
DET,Detroit Pistons,82,241.2,44.4,92.6,.480,0.7,2.7,.260,43.7,90.0,.486,19.4,26.2,.740,15.0,29.5,44.4,23.8,9.5,6.9,21.2,25.2,108.9,Detroit Pistons,82,19780,3643,7596,.480,57,219,.260,3586,7377,.486,1590,2149,.740,1226,2415,3641,1950,783,562,1742,2069,8933,Detroit Pistons,82,19780,41.3,86.0,.480,0.6,2.5,.260,40.6,83.6,.486,18.0,24.3,.740,13.9,27.4,41.2,22.1,8.9,6.4,19.7,23.4,101.2,Detroit Pistons,24.7,16,66,22,60,-8.24,0.67,-7.57,101.2,108.8,-7.6,107.1,.283,.029,.523,,,,.483,16.9,32.3,.209,,,,.499,15.2,64.7,.239,,,,Pontiac Silverdome,,817
SEA,Seattle SuperSonics*,82,241.8,43.3,92.3,.470,0.7,2.3,.312,42.6,90.0,.474,21.1,27.5,.768,16.8,31.1,47.9,24.9,9.1,5.2,18.2,22.7,108.5,Seattle SuperSonics*,82,19830,3554,7565,.470,59,189,.312,3495,7376,.474,1730,2253,.768,1380,2550,3930,2043,750,428,1496,1865,8897,Seattle SuperSonics*,82,19830,42.3,89.9,.470,0.7,2.2,.312,41.5,87.7,.474,20.6,26.8,.768,16.4,30.3,46.7,24.3,8.9,5.1,17.8,22.2,105.8,Seattle SuperSonics*,27.0,56,26,53,29,4.66,-0.42,4.24,105.8,101.2,+4.6,101.8,.298,.025,.520,,,,.474,14.9,36.4,.229,,,,.463,15.4,67.9,.221,,,,,,
NJN,New Jersey Nets,82,241.5,42.1,91.5,.461,1.0,3.6,.285,41.1,87.9,.468,23.0,29.3,.782,15.0,30.9,45.9,25.5,10.6,7.1,20.8,26.6,108.3,New Jersey Nets,82,19805,3456,7504,.461,85,298,.285,3371,7206,.468,1882,2406,.782,1229,2535,3764,2094,869,581,1702,2181,8879,New Jersey Nets,82,19805,39.5,85.7,.461,1.0,3.4,.285,38.5,82.3,.468,21.5,27.5,.782,14.0,29.0,43.0,23.9,9.9,6.6,19.4,24.9,101.5,New Jersey Nets,26.1,34,48,38,44,-1.17,0.19,-0.98,101.5,102.5,-1.0,106.1,.321,.040,.518,,,,.466,16.6,32.1,.251,,,,.472,16.5,66.4,.263,,,,Rutgers Athletic Center,,572
DEN,Denver Nuggets,82,241.8,42.2,91.1,.463,1.0,3.1,.325,41.2,88.0,.468,22.8,31.0,.737,16.0,30.8,46.8,25.4,9.1,4.9,18.7,23.4,108.3,Denver Nuggets,82,19830,3462,7470,.463,83,255,.325,3379,7215,.468,1871,2539,.737,1311,2524,3835,2079,746,404,1533,1917,8878,Denver Nuggets,82,19830,40.3,87.0,.463,1.0,3.0,.325,39.4,84.0,.468,21.8,29.6,.737,15.3,29.4,44.7,24.2,8.7,4.7,17.9,22.3,103.4,Denver Nuggets,27.1,30,52,30,52,-4.41,0.20,-4.22,103.4,107.6,-4.2,103.9,.340,.034,.517,,,,.469,15.1,33.6,.250,,,,.497,14.4,67.8,.224,,,,McNichols Sports Arena,,422
KCK,Kansas City Kings*,82,241.5,43.7,91.3,.478,0.3,1.4,.219,43.4,89.9,.482,20.4,27.4,.743,14.5,29.6,44.1,25.9,10.5,4.3,17.5,26.0,108.0,Kansas City Kings*,82,19805,3582,7489,.478,25,114,.219,3557,7375,.482,1671,2250,.743,1187,2429,3616,2123,863,356,1439,2135,8860,Kansas City Kings*,82,19805,42.1,87.9,.478,0.3,1.3,.219,41.8,86.6,.482,19.6,26.4,.743,13.9,28.5,42.5,24.9,10.1,4.2,16.9,25.1,104.0,Kansas City Kings*,25.5,47,35,49,33,3.13,-0.32,2.82,104.0,101.0,+3.0,103.2,.300,.015,.522,,,,.480,14.5,31.0,.223,,,,.479,17.9,68.1,.273,,,,Kemper Arena,,
SDC,San Diego Clippers,82,240.9,43.0,91.4,.470,2.2,6.6,.326,40.8,84.8,.482,19.5,26.4,.736,15.8,28.1,43.9,20.6,8.1,3.5,17.6,23.1,107.6,San Diego Clippers,82,19755,3524,7494,.470,177,543,.326,3347,6951,.482,1595,2167,.736,1294,2308,3602,1688,664,288,1443,1896,8820,San Diego Clippers,82,19755,42.2,89.8,.470,2.1,6.5,.326,40.1,83.3,.482,19.1,26.0,.736,15.5,27.7,43.2,20.2,8.0,3.5,17.3,22.7,105.7,San Diego Clippers,27.6,35,47,30,52,-4.15,0.18,-3.97,105.7,109.8,-4.1,101.4,.289,.072,.522,,,,.482,14.6,34.2,.213,,,,.503,14.2,65.4,.215,,,,San Diego Sports Arena,,824
CHI,Chicago Bulls,82,242.7,41.0,84.7,.484,0.9,3.4,.255,40.1,81.3,.494,24.6,31.6,.779,13.6,30.1,43.7,26.2,8.6,4.8,20.5,26.2,107.5,Chicago Bulls,82,19905,3362,6943,.484,70,275,.255,3292,6668,.494,2019,2592,.779,1115,2465,3580,2152,704,392,1684,2146,8813,Chicago Bulls,82,19905,39.8,82.2,.484,0.8,3.3,.255,39.0,78.9,.494,23.9,30.7,.779,13.2,29.2,42.4,25.5,8.3,4.6,19.9,25.4,104.3,Chicago Bulls,25.9,30,52,34,48,-2.71,0.08,-2.63,104.3,107.0,-2.7,101.8,.373,.040,.545,,,,.489,17.2,32.2,.291,,,,.500,15.7,68.0,.251,,,,Chicago Stadium,,451
WSB,Washington Bullets*,82,242.4,43.6,95.1,.458,0.9,2.9,.307,42.7,92.2,.463,18.9,25.0,.758,16.3,33.2,49.5,26.8,6.5,5.4,16.8,23.1,107.0,Washington Bullets*,82,19880,3574,7796,.458,73,238,.307,3501,7558,.463,1552,2048,.758,1334,2723,4057,2201,530,443,1380,1893,8773,Washington Bullets*,82,19880,42.0,91.7,.458,0.9,2.8,.307,41.2,88.9,.463,18.3,24.1,.758,15.7,32.0,47.7,25.9,6.2,5.2,16.2,22.3,103.2,Washington Bullets*,29.0,39,43,34,48,-2.55,0.28,-2.27,103.2,105.7,-2.5,102.6,.263,.031,.504,,,,.463,13.7,33.3,.199,,,,.469,12.3,69.5,.218,,,,Capital Centre,,"1,359"
ATL,Atlanta Hawks*,82,241.2,39.8,85.7,.464,0.2,0.9,.173,39.6,84.8,.467,24.9,32.3,.771,16.7,29.3,46.0,23.3,9.5,6.6,18.2,28.0,104.5,Atlanta Hawks*,82,19780,3261,7027,.464,13,75,.173,3248,6952,.467,2038,2645,.771,1369,2406,3775,1913,782,539,1495,2293,8573,Atlanta Hawks*,82,19780,40.0,86.2,.464,0.2,0.9,.173,39.9,85.3,.467,25.0,32.5,.771,16.8,29.5,46.3,23.5,9.6,6.6,18.3,28.1,105.2,Atlanta Hawks*,26.1,50,32,49,33,2.91,-0.09,2.83,105.2,102.3,+2.9,98.9,.376,.011,.523,,,,.465,15.4,36.9,.290,,,,.461,17.1,65.6,.291,,,,Omni Coliseum,,"1,182"
GSW,Golden State Warriors,82,242.4,43.0,89.2,.482,0.3,1.5,.223,42.7,87.8,.486,17.2,23.3,.738,14.1,29.7,43.8,24.7,9.5,4.1,18.2,25.4,103.6,Golden State Warriors,82,19880,3527,7318,.482,27,121,.223,3500,7197,.486,1412,1914,.738,1155,2437,3592,2028,779,339,1492,2082,8493,Golden State Warriors,82,19880,42.4,87.9,.482,0.3,1.5,.223,42.0,86.4,.486,17.0,23.0,.738,13.9,29.3,43.1,24.4,9.4,4.1,17.9,25.0,102.0,Golden State Warriors,26.3,24,58,29,53,-4.39,0.20,-4.20,102.0,106.3,-4.3,100.5,.262,.017,.520,,,,.484,15.5,31.1,.193,,,,.498,15.5,69.8,.273,,,,Oakland-Alameda County Coliseum Arena,,477
POR,Portland Trail Blazers*,82,241.2,41.6,87.4,.476,0.3,1.6,.197,41.2,85.8,.481,19.0,25.6,.743,15.8,29.4,45.2,23.1,8.6,5.8,18.9,23.9,102.5,Portland Trail Blazers*,82,19780,3408,7167,.476,26,132,.197,3382,7035,.481,1560,2100,.743,1295,2408,3703,1898,708,472,1552,1956,8402,Portland Trail Blazers*,82,19780,42.0,88.2,.476,0.3,1.6,.197,41.6,86.6,.481,19.2,25.9,.743,15.9,29.6,45.6,23.4,8.7,5.8,19.1,24.1,103.4,Portland Trail Blazers*,26.3,38,44,39,43,-0.82,-0.05,-0.87,103.4,104.3,-0.9,98.6,.293,.018,.519,,,,.477,16.1,35.5,.218,,,,.482,15.3,67.9,.245,,,,Memorial Coliseum,,309
UTA,Utah Jazz,82,241.5,41.2,83.1,.496,0.7,2.3,.319,40.5,80.9,.501,19.2,23.7,.809,11.8,28.8,40.6,24.5,8.0,4.4,18.8,24.5,102.4,Utah Jazz,82,19805,3382,6817,.496,59,185,.319,3323,6632,.501,1571,1943,.809,967,2359,3326,2005,656,362,1543,2006,8394,Utah Jazz,82,19805,42.0,84.7,.496,0.7,2.3,.319,41.3,82.4,.501,19.5,24.1,.809,12.0,29.3,41.3,24.9,8.1,4.5,19.2,24.9,104.2,Utah Jazz,26.1,24,58,25,57,-6.01,0.31,-5.71,104.2,110.4,-6.2,97.6,.285,.027,.547,,,,.500,16.7,29.7,.230,,,,.500,13.5,67.1,.237,,,,Salt Palace,,489
