Team,"Team Per Game, TeamName","Team Per Game, G","Team Per Game, MP","Team Per Game, FG","Team Per Game, FGA","Team Per Game, FG%","Team Per Game, 3P","Team Per Game, 3PA","Team Per Game, 3P%","Team Per Game, 2P","Team Per Game, 2PA","Team Per Game, 2P%","Team Per Game, FT","Team Per Game, FTA","Team Per Game, FT%","Team Per Game, ORB","Team Per Game, DRB","Team Per Game, TRB","Team Per Game, AST","Team Per Game, STL","Team Per Game, BLK","Team Per Game, TOV","Team Per Game, PF","Team Per Game, PTS","Team Totals, TeamName","Team Totals, G","Team Totals, MP","Team Totals, FG","Team Totals, FGA","Team Totals, FG%","Team Totals, 3P","Team Totals, 3PA","Team Totals, 3P%","Team Totals, 2P","Team Totals, 2PA","Team Totals, 2P%","Team Totals, FT","Team Totals, FTA","Team Totals, FT%","Team Totals, ORB","Team Totals, DRB","Team Totals, TRB","Team Totals, AST","Team Totals, STL","Team Totals, BLK","Team Totals, TOV","Team Totals, PF","Team Totals, PTS","Team Per 100 Poss, TeamName","Team Per 100 Poss, G","Team Per 100 Poss, MP","Team Per 100 Poss, FG","Team Per 100 Poss, FGA","Team Per 100 Poss, FG%","Team Per 100 Poss, 3P","Team Per 100 Poss, 3PA","Team Per 100 Poss, 3P%","Team Per 100 Poss, 2P","Team Per 100 Poss, 2PA","Team Per 100 Poss, 2P%","Team Per 100 Poss, FT","Team Per 100 Poss, FTA","Team Per 100 Poss, FT%","Team Per 100 Poss, ORB","Team Per 100 Poss, DRB","Team Per 100 Poss, TRB","Team Per 100 Poss, AST","Team Per 100 Poss, STL","Team Per 100 Poss, BLK","Team Per 100 Poss, TOV","Team Per 100 Poss, PF","Team Per 100 Poss, PTS","Team Advanced, TeamName","Team Advanced, Age","Team Advanced, W","Team Advanced, L","Team Advanced, PW","Team Advanced, PL","Team Advanced, MOV","Team Advanced, SOS","Team Advanced, SRS","Team Advanced, ORtg","Team Advanced, DRtg","Team Advanced, NRtg","Team Advanced, Pace","Team Advanced, FTr","Team Advanced, 3PAr","Team Advanced, TS%","Team Advanced,  ","Team Advanced,  ","Team Advanced,  ","Team Advanced, Offense Four Factors, eFG%","Team Advanced, Offense Four Factors, TOV%","Team Advanced, Offense Four Factors, ORB%","Team Advanced, Offense Four Factors, FT/FGA","Team Advanced,  ","Team Advanced,  ","Team Advanced,  ","Team Advanced, Defense Four Factors, eFG%","Team Advanced, Defense Four Factors, TOV%","Team Advanced, Defense Four Factors, DRB%","Team Advanced, Defense Four Factors, FT/FGA","Team Advanced,  ","Team Advanced,  ","Team Advanced,  ","Team Advanced, Arena","Team Advanced, Attend.","Team Advanced, Attend./G"
ORL,Orlando Magic*,82,243.0,42.2,84.1,.502,6.4,17.2,.370,35.8,66.9,.535,20.1,30.1,.669,14.0,30.0,44.0,27.8,8.2,6.0,15.8,21.0,110.9,Orlando Magic*,82,19930,3460,6899,.502,523,1412,.370,2937,5487,.535,1648,2465,.669,1149,2457,3606,2281,672,488,1297,1726,9091,Orlando Magic*,82,19930,43.8,87.4,.502,6.6,17.9,.370,37.2,69.5,.535,20.9,31.2,.669,14.5,31.1,45.7,28.9,8.5,6.2,16.4,21.9,115.1,Orlando Magic*,26.6,57,25,59,23,7.06,-0.62,6.44,115.1,107.8,+7.3,95.1,.357,.205,.569,,,,.539,14.0,34.0,.239,,,,.490,13.3,68.4,.220,,,,Orlando Arena,"656,410","16,010"
PHO,Phoenix Suns*,82,241.8,40.9,85.0,.482,7.1,19.3,.369,33.8,65.6,.515,21.7,28.7,.756,12.5,29.3,41.8,26.8,8.4,3.8,14.2,22.4,110.6,Phoenix Suns*,82,19830,3356,6967,.482,584,1584,.369,2772,5383,.515,1777,2352,.756,1027,2403,3430,2198,687,312,1167,1839,9073,Phoenix Suns*,82,19830,42.3,87.9,.482,7.4,20.0,.369,35.0,67.9,.515,22.4,29.7,.756,13.0,30.3,43.3,27.7,8.7,3.9,14.7,23.2,114.5,Phoenix Suns*,29.2,59,23,51,31,3.88,-0.02,3.86,114.5,110.4,+4.1,95.9,.338,.227,.567,,,,.524,12.7,29.7,.255,,,,.515,14.0,69.8,.228,,,,America West Arena,"779,943","19,023"
SEA,Seattle SuperSonics*,82,241.8,40.4,82.2,.491,6.0,15.9,.376,34.4,66.3,.519,23.7,31.3,.758,13.0,28.5,41.5,25.8,11.2,4.8,15.8,25.2,110.4,Seattle SuperSonics*,82,19830,3310,6741,.491,491,1305,.376,2819,5436,.519,1944,2564,.758,1068,2337,3405,2115,917,392,1295,2067,9055,Seattle SuperSonics*,82,19830,42.0,85.5,.491,6.2,16.5,.376,35.7,68.9,.519,24.6,32.5,.758,13.5,29.6,43.2,26.8,11.6,5.0,16.4,26.2,114.8,Seattle SuperSonics*,28.7,57,25,61,21,8.18,-0.27,7.91,114.8,106.3,+8.5,95.5,.380,.194,.575,,,,.527,14.1,32.6,.288,,,,.492,16.1,68.7,.278,,,,Tacoma Dome,"633,604","15,454"
SAS,San Antonio Spurs*,82,242.1,39.5,81.5,.484,5.3,14.1,.375,34.2,67.4,.507,22.4,30.3,.738,12.5,32.5,45.0,23.4,8.0,5.6,15.2,22.8,106.6,San Antonio Spurs*,82,19855,3236,6687,.484,434,1158,.375,2802,5529,.507,1836,2487,.738,1029,2661,3690,1919,656,456,1246,1871,8742,San Antonio Spurs*,82,19855,41.3,85.4,.484,5.5,14.8,.375,35.8,70.6,.507,23.5,31.8,.738,13.1,34.0,47.1,24.5,8.4,5.8,15.9,23.9,111.7,San Antonio Spurs*,29.0,62,20,57,25,5.96,-0.06,5.90,111.7,105.4,+6.3,94.6,.372,.173,.562,,,,.516,13.8,30.9,.275,,,,.485,13.0,72.3,.214,,,,Alamodome,"920,413","22,449"
UTA,Utah Jazz*,82,241.2,39.5,77.3,.512,3.7,9.8,.376,35.9,67.5,.531,23.6,30.3,.781,10.7,29.4,40.1,27.5,9.2,4.8,15.7,24.9,106.4,Utah Jazz*,82,19780,3243,6339,.512,301,801,.376,2942,5538,.531,1939,2483,.781,874,2412,3286,2256,758,392,1289,2045,8726,Utah Jazz*,82,19780,42.5,83.0,.512,3.9,10.5,.376,38.5,72.5,.531,25.4,32.5,.781,11.4,31.6,43.0,29.6,9.9,5.1,16.9,26.8,114.3,Utah Jazz*,29.6,60,22,61,21,7.99,-0.23,7.76,114.3,105.7,+8.6,92.6,.392,.126,.587,,,,.535,14.8,29.1,.306,,,,.496,15.5,72.5,.292,,,,Delta Center,"811,159","19,784"
GSW,Golden State Warriors,82,242.7,39.2,83.8,.468,6.7,19.5,.341,32.6,64.3,.507,20.6,29.2,.704,13.4,28.9,42.3,24.6,7.9,4.8,18.3,22.0,105.7,Golden State Warriors,82,19905,3217,6873,.468,546,1602,.341,2671,5271,.507,1687,2395,.704,1101,2371,3472,2017,649,391,1497,1804,8667,Golden State Warriors,82,19905,39.6,84.6,.468,6.7,19.7,.341,32.9,64.9,.507,20.8,29.5,.704,13.6,29.2,42.8,24.8,8.0,4.8,18.4,22.2,106.7,Golden State Warriors,26.0,26,56,27,55,-5.41,0.51,-4.90,106.7,112.2,-5.5,97.9,.348,.233,.547,,,,.508,15.9,30.3,.245,,,,.522,13.9,66.5,.216,,,,Oakland-Alameda County Coliseum Arena,"616,025","15,025"
LAL,Los Angeles Lakers*,82,242.7,40.0,86.4,.463,6.4,18.2,.352,33.6,68.2,.493,18.6,25.3,.735,13.7,28.2,42.0,25.3,9.1,6.9,15.2,23.6,105.1,Los Angeles Lakers*,82,19905,3284,7088,.463,525,1492,.352,2759,5596,.493,1523,2072,.735,1126,2316,3442,2078,750,563,1243,1933,8616,Los Angeles Lakers*,82,19905,41.6,89.8,.463,6.7,18.9,.352,34.9,70.9,.493,19.3,26.2,.735,14.3,29.3,43.6,26.3,9.5,7.1,15.7,24.5,109.1,Los Angeles Lakers*,25.9,48,34,40,42,-0.22,0.21,-0.01,109.1,109.4,-0.3,95.2,.292,.210,.539,,,,.500,13.4,31.3,.215,,,,.500,14.8,64.4,.224,,,,Great Western Forum,"591,125","14,418"
HOU,Houston Rockets*,82,240.6,38.5,80.2,.480,7.9,21.4,.368,30.6,58.8,.521,18.6,24.9,.749,10.7,29.8,40.5,25.1,8.8,6.3,16.1,20.9,103.5,Houston Rockets*,82,19730,3159,6579,.480,646,1757,.368,2513,4822,.521,1527,2039,.749,880,2440,3320,2060,721,514,1322,1714,8491,Houston Rockets*,82,19730,40.8,85.0,.480,8.3,22.7,.368,32.5,62.3,.521,19.7,26.3,.749,11.4,31.5,42.9,26.6,9.3,6.6,17.1,22.1,109.7,Houston Rockets*,28.5,47,35,47,35,2.12,0.20,2.32,109.7,107.4,+2.3,94.2,.310,.267,.568,,,,.529,15.0,26.9,.232,,,,.489,13.9,67.7,.199,,,,The Summit,"653,389","15,936"
DAL,Dallas Mavericks,82,243.0,39.4,89.5,.440,4.7,14.6,.322,34.6,74.9,.463,19.8,27.0,.734,18.5,29.7,48.1,23.7,7.1,4.2,16.4,22.1,103.2,Dallas Mavericks,82,19930,3227,7342,.440,386,1200,.322,2841,6142,.463,1622,2210,.734,1514,2433,3947,1941,579,348,1345,1811,8462,Dallas Mavericks,82,19930,41.0,93.4,.440,4.9,15.3,.322,36.1,78.1,.463,20.6,28.1,.734,19.3,30.9,50.2,24.7,7.4,4.4,17.1,23.0,107.6,Dallas Mavericks,24.3,36,46,33,49,-2.90,0.51,-2.39,107.6,110.6,-3.0,94.7,.301,.163,.509,,,,.466,13.9,38.9,.221,,,,.519,13.7,69.8,.208,,,,Reunion Arena,"678,433","16,547"
POR,Portland Trail Blazers*,82,240.3,39.2,87.0,.451,5.6,15.4,.365,33.6,71.6,.469,19.0,27.2,.697,16.5,29.8,46.3,22.5,8.1,5.7,14.8,24.7,103.1,Portland Trail Blazers*,82,19705,3217,7134,.451,462,1266,.365,2755,5868,.469,1555,2230,.697,1352,2443,3795,1846,668,467,1212,2024,8451,Portland Trail Blazers*,82,19705,41.8,92.6,.451,6.0,16.4,.365,35.8,76.2,.469,20.2,29.0,.697,17.6,31.7,49.3,24.0,8.7,6.1,15.7,26.3,109.7,Portland Trail Blazers*,29.3,44,38,52,30,3.82,-0.02,3.80,109.7,105.7,+4.0,93.8,.313,.177,.521,,,,.483,13.0,37.1,.218,,,,.491,14.8,73.5,.277,,,,Memorial Coliseum,"529,759","12,888"
