Team,"Team Per Game, TeamName","Team Per Game, G","Team Per Game, MP","Team Per Game, FG","Team Per Game, FGA","Team Per Game, FG%","Team Per Game, 3P","Team Per Game, 3PA","Team Per Game, 3P%","Team Per Game, 2P","Team Per Game, 2PA","Team Per Game, 2P%","Team Per Game, FT","Team Per Game, FTA","Team Per Game, FT%","Team Per Game, ORB","Team Per Game, DRB","Team Per Game, TRB","Team Per Game, AST","Team Per Game, STL","Team Per Game, BLK","Team Per Game, TOV","Team Per Game, PF","Team Per Game, PTS","Team Totals, TeamName","Team Totals, G","Team Totals, MP","Team Totals, FG","Team Totals, FGA","Team Totals, FG%","Team Totals, 3P","Team Totals, 3PA","Team Totals, 3P%","Team Totals, 2P","Team Totals, 2PA","Team Totals, 2P%","Team Totals, FT","Team Totals, FTA","Team Totals, FT%","Team Totals, ORB","Team Totals, DRB","Team Totals, TRB","Team Totals, AST","Team Totals, STL","Team Totals, BLK","Team Totals, TOV","Team Totals, PF","Team Totals, PTS","Team Per 100 Poss, TeamName","Team Per 100 Poss, G","Team Per 100 Poss, MP","Team Per 100 Poss, FG","Team Per 100 Poss, FGA","Team Per 100 Poss, FG%","Team Per 100 Poss, 3P","Team Per 100 Poss, 3PA","Team Per 100 Poss, 3P%","Team Per 100 Poss, 2P","Team Per 100 Poss, 2PA","Team Per 100 Poss, 2P%","Team Per 100 Poss, FT","Team Per 100 Poss, FTA","Team Per 100 Poss, FT%","Team Per 100 Poss, ORB","Team Per 100 Poss, DRB","Team Per 100 Poss, TRB","Team Per 100 Poss, AST","Team Per 100 Poss, STL","Team Per 100 Poss, BLK","Team Per 100 Poss, TOV","Team Per 100 Poss, PF","Team Per 100 Poss, PTS","Team Advanced, TeamName","Team Advanced, Age","Team Advanced, W","Team Advanced, L","Team Advanced, PW","Team Advanced, PL","Team Advanced, MOV","Team Advanced, SOS","Team Advanced, SRS","Team Advanced, ORtg","Team Advanced, DRtg","Team Advanced, NRtg","Team Advanced, Pace","Team Advanced, FTr","Team Advanced, 3PAr","Team Advanced, TS%","Team Advanced,  ","Team Advanced,  ","Team Advanced,  ","Team Advanced, Offense Four Factors, eFG%","Team Advanced, Offense Four Factors, TOV%","Team Advanced, Offense Four Factors, ORB%","Team Advanced, Offense Four Factors, FT/FGA","Team Advanced,  ","Team Advanced,  ","Team Advanced,  ","Team Advanced, Defense Four Factors, eFG%","Team Advanced, Defense Four Factors, TOV%","Team Advanced, Defense Four Factors, DRB%","Team Advanced, Defense Four Factors, FT/FGA","Team Advanced,  ","Team Advanced,  ","Team Advanced,  ","Team Advanced, Arena","Team Advanced, Attend.","Team Advanced, Attend./G","Team Shooting, TeamName","Team Shooting, G","Team Shooting, MP","Team Shooting, FG%","Team Shooting, Dist.","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting, % of FGA by Distance, 2P","Team Shooting, % of FGA by Distance, 0-3","Team Shooting, % of FGA by Distance, 3-10","Team Shooting, % of FGA by Distance, 10-16","Team Shooting, % of FGA by Distance, 16-3P","Team Shooting, % of FGA by Distance, 3P","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting, FG% by Distance, 2P","Team Shooting, FG% by Distance, 0-3","Team Shooting, FG% by Distance, 3-10","Team Shooting, FG% by Distance, 10-16","Team Shooting, FG% by Distance, 16-3P","Team Shooting, FG% by Distance, 3P","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting, % of FG Ast'd, 2P","Team Shooting, % of FG Ast'd, 3P","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting, Dunks, %FGA","Team Shooting, Dunks, Md.","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting, Layups, %FGA","Team Shooting, Layups, Md.","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting, Corner, %3PA","Team Shooting, Corner, 3P%","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting, Heaves, Att.","Team Shooting, Heaves, Md."
GSW,Golden State Warriors*,82,241.2,43.1,87.1,.495,12.0,31.2,.383,31.1,55.8,.557,17.8,22.6,.788,9.4,35.0,44.4,30.4,9.6,6.8,14.8,19.3,115.9,Golden State Warriors*,82,19780,3532,7140,.495,982,2562,.383,2550,4578,.557,1457,1850,.788,770,2873,3643,2491,785,555,1211,1585,9503,Golden State Warriors*,82,19780,43.0,86.8,.495,11.9,31.2,.383,31.0,55.7,.557,17.7,22.5,.788,9.4,34.9,44.3,30.3,9.5,6.7,14.7,19.3,115.6,Golden State Warriors*,28.2,67,15,67,15,11.63,-0.28,11.35,115.6,104.0,+11.6,99.8,.259,.359,.597,,,,.563,13.2,22.8,.204,,,,.486,13.5,74.9,.198,,,,Oracle Arena,"803,436","19,596",Golden State Warriors*,82,19780,.495,14.1,,,,,,,,.641,.303,.102,.107,.129,.359,,,,,,,,.557,.690,.408,.430,.469,.383,,,,,,,,.656,.832,,,,,,,,.075,500,,,,,,,,.235,1019,,,,,,,,.208,.409,,,,,,,,30,1
HOU,Houston Rockets*,82,241.2,40.3,87.2,.462,14.4,40.3,.357,25.9,46.9,.552,20.3,26.5,.766,10.9,33.5,44.4,25.2,8.2,4.3,15.1,19.9,115.3,Houston Rockets*,82,19780,3305,7152,.462,1181,3306,.357,2124,3846,.552,1667,2177,.766,892,2746,3638,2070,670,352,1240,1634,9458,Houston Rockets*,82,19780,40.1,86.8,.462,14.3,40.1,.357,25.8,46.7,.552,20.2,26.4,.766,10.8,33.3,44.1,25.1,8.1,4.3,15.0,19.8,114.7,Houston Rockets*,27.4,55,27,55,27,5.77,0.08,5.84,114.7,109.0,+5.7,100.0,.304,.462,.583,,,,.545,13.3,24.6,.233,,,,.519,13.2,75.8,.194,,,,Toyota Center,"695,903","16,973",Houston Rockets*,82,19780,.462,14.4,,,,,,,,.538,.321,.125,.041,.051,.462,,,,,,,,.552,.667,.391,.375,.373,.357,,,,,,,,.546,.771,,,,,,,,.076,483,,,,,,,,.269,1146,,,,,,,,.202,.391,,,,,,,,14,0
DEN,Denver Nuggets,82,240.9,41.2,87.7,.469,10.6,28.8,.368,30.6,58.9,.519,18.7,24.2,.774,11.8,34.6,46.4,25.3,6.9,3.9,15.0,19.1,111.7,Denver Nuggets,82,19755,3377,7194,.469,870,2365,.368,2507,4829,.519,1537,1986,.774,966,2837,3803,2077,568,323,1226,1567,9161,Denver Nuggets,82,19755,41.7,88.9,.469,10.8,29.2,.368,31.0,59.7,.519,19.0,24.5,.774,11.9,35.1,47.0,25.7,7.0,4.0,15.2,19.4,113.2,Denver Nuggets,25.2,40,42,42,40,0.51,0.19,0.70,113.2,112.7,+0.5,98.3,.276,.329,.568,,,,.530,13.2,27.3,.214,,,,.532,10.9,78.7,.194,,,,Pepsi Center,"605,585","14,672",Denver Nuggets,82,19755,.469,12.8,,,,,,,,.671,.330,.156,.078,.108,.329,,,,,,,,.519,.626,.441,.386,.397,.368,,,,,,,,.526,.870,,,,,,,,.053,347,,,,,,,,.283,1156,,,,,,,,.192,.387,,,,,,,,19,0
CLE,Cleveland Cavaliers*,82,242.4,39.9,84.9,.470,13.0,33.9,.384,26.9,51.0,.528,17.5,23.3,.748,9.3,34.4,43.7,22.7,6.6,4.0,13.7,18.1,110.3,Cleveland Cavaliers*,82,19880,3275,6963,.470,1067,2779,.384,2208,4184,.528,1431,1913,.748,766,2821,3587,1858,539,327,1121,1486,9048,Cleveland Cavaliers*,82,19880,41.1,87.4,.470,13.4,34.9,.384,27.7,52.5,.528,18.0,24.0,.748,9.6,35.4,45.0,23.3,6.8,4.1,14.1,18.7,113.6,Cleveland Cavaliers*,29.2,51,31,49,33,3.18,-0.31,2.87,113.6,110.3,+3.3,96.2,.275,.399,.580,,,,.547,12.6,21.9,.206,,,,.516,11.4,75.8,.174,,,,Quicken Loans Arena,"843,042","20,562",Cleveland Cavaliers*,82,19880,.470,14.4,,,,,,,,.601,.284,.110,.092,.115,.399,,,,,,,,.528,.666,.362,.427,.425,.384,,,,,,,,.441,.829,,,,,,,,.059,381,,,,,,,,.231,944,,,,,,,,.293,.412,,,,,,,,7,0
WAS,Washington Wizards*,82,242.1,41.3,87.0,.475,9.2,24.8,.372,32.1,62.3,.515,17.3,22.1,.784,10.3,32.6,42.9,23.9,8.5,4.1,14.2,21.3,109.2,Washington Wizards*,82,19855,3388,7137,.475,756,2030,.372,2632,5107,.515,1421,1812,.784,843,2671,3514,1956,693,336,1162,1745,8953,Washington Wizards*,82,19855,42.1,88.6,.475,9.4,25.2,.372,32.7,63.4,.515,17.6,22.5,.784,10.5,33.2,43.6,24.3,8.6,4.2,14.4,21.7,111.2,Washington Wizards*,26.0,49,33,46,36,1.80,-0.45,1.36,111.2,109.3,+1.9,97.4,.254,.284,.564,,,,.528,12.8,24.1,.199,,,,.524,13.8,75.5,.213,,,,Verizon Center,"697,107","17,003",Washington Wizards*,82,19855,.475,13.1,,,,,,,,.716,.300,.137,.108,.169,.284,,,,,,,,.515,.629,.429,.426,.442,.372,,,,,,,,.496,.858,,,,,,,,.047,302,,,,,,,,.260,1079,,,,,,,,.254,.351,,,,,,,,10,0
LAC,Los Angeles Clippers*,82,240.9,39.5,83.2,.475,10.3,27.4,.375,29.3,55.8,.525,19.3,26.0,.745,9.0,34.0,43.0,22.5,7.5,4.2,13.0,19.8,108.7,Los Angeles Clippers*,82,19755,3242,6820,.475,841,2245,.375,2401,4575,.525,1586,2128,.745,738,2790,3528,1848,612,347,1062,1626,8911,Los Angeles Clippers*,82,19755,41.0,86.3,.475,10.6,28.4,.375,30.4,57.9,.525,20.1,26.9,.745,9.3,35.3,44.6,23.4,7.7,4.4,13.4,20.6,112.7,Los Angeles Clippers*,30.0,51,31,52,30,4.29,0.13,4.42,112.7,108.2,+4.5,96.1,.312,.329,.574,,,,.537,12.0,21.5,.233,,,,.506,12.1,76.9,.211,,,,STAPLES Center,"782,609","19,088",Los Angeles Clippers*,82,19755,.475,14.3,,,,,,,,.671,.275,.118,.081,.196,.329,,,,,,,,.525,.661,.419,.423,.439,.375,,,,,,,,.494,.786,,,,,,,,.067,414,,,,,,,,.223,879,,,,,,,,.198,.423,,,,,,,,17,2
BOS,Boston Celtics*,82,240.9,38.6,85.1,.454,12.0,33.4,.359,26.6,51.7,.515,18.7,23.2,.807,9.1,32.9,42.0,25.2,7.5,4.1,13.3,20.6,108.0,Boston Celtics*,82,19755,3168,6978,.454,985,2742,.359,2183,4236,.515,1536,1903,.807,744,2698,3442,2069,617,340,1088,1686,8857,Boston Celtics*,82,19755,39.8,87.6,.454,12.4,34.4,.359,27.4,53.2,.515,19.3,23.9,.807,9.3,33.9,43.2,26.0,7.7,4.3,13.7,21.2,111.2,Boston Celtics*,25.9,53,29,48,34,2.63,-0.39,2.25,111.2,108.4,+2.8,96.8,.273,.393,.567,,,,.525,12.2,21.2,.220,,,,.503,12.6,75.3,.223,,,,TD Garden,"760,690","18,553",Boston Celtics*,82,19755,.454,14.2,,,,,,,,.607,.296,.129,.071,.111,.393,,,,,,,,.515,.632,.395,.417,.405,.359,,,,,,,,.570,.836,,,,,,,,.033,211,,,,,,,,.271,1106,,,,,,,,.220,.410,,,,,,,,20,0
POR,Portland Trail Blazers*,82,243.0,39.5,86.1,.459,10.4,27.7,.375,29.2,58.4,.499,18.5,23.7,.780,10.1,33.5,43.7,21.1,7.0,5.0,13.7,21.2,107.9,Portland Trail Blazers*,82,19930,3243,7059,.459,852,2272,.375,2391,4787,.499,1513,1940,.780,830,2750,3580,1733,574,408,1126,1736,8851,Portland Trail Blazers*,82,19930,40.4,87.9,.459,10.6,28.3,.375,29.8,59.6,.499,18.8,24.2,.780,10.3,34.3,44.6,21.6,7.2,5.1,14.0,21.6,110.3,Portland Trail Blazers*,24.8,41,41,40,42,-0.52,0.30,-0.23,110.3,110.8,-0.5,96.7,.275,.322,.559,,,,.520,12.5,23.0,.214,,,,.508,11.6,76.8,.241,,,,Moda Center,"792,029","19,318",Portland Trail Blazers*,82,19930,.459,13.4,,,,,,,,.678,.299,.141,.091,.148,.322,,,,,,,,.499,.596,.418,.441,.417,.375,,,,,,,,.444,.789,,,,,,,,.048,306,,,,,,,,.247,935,,,,,,,,.199,.375,,,,,,,,18,0
PHO,Phoenix Suns,82,241.8,39.9,88.5,.450,7.5,22.6,.332,32.4,65.9,.491,20.4,26.3,.776,11.9,33.1,45.0,19.6,8.2,4.9,15.4,24.8,107.7,Phoenix Suns,82,19830,3270,7260,.450,615,1854,.332,2655,5406,.491,1676,2159,.776,976,2712,3688,1604,673,399,1265,2030,8831,Phoenix Suns,82,19830,39.5,87.6,.450,7.4,22.4,.332,32.0,65.3,.491,20.2,26.1,.776,11.8,32.7,44.5,19.4,8.1,4.8,15.3,24.5,106.6,Phoenix Suns,25.0,24,58,27,55,-5.63,0.49,-5.14,106.6,112.2,-5.6,100.3,.297,.255,.538,,,,.493,13.4,26.0,.231,,,,.525,13.1,76.4,.264,,,,Talking Stick Resort Arena,"708,639","17,134",Phoenix Suns,82,19830,.450,12.5,,,,,,,,.745,.306,.154,.120,.165,.255,,,,,,,,.491,.629,.412,.402,.373,.332,,,,,,,,.421,.789,,,,,,,,.057,358,,,,,,,,.258,1066,,,,,,,,.269,.329,,,,,,,,20,0
TOR,Toronto Raptors*,82,241.2,39.2,84.4,.464,8.8,24.3,.363,30.3,60.0,.505,19.7,24.7,.796,10.6,32.6,43.3,18.5,8.3,4.9,12.7,20.8,106.9,Toronto Raptors*,82,19780,3211,6918,.464,725,1996,.363,2486,4922,.505,1615,2028,.796,871,2676,3547,1517,677,400,1041,1708,8762,Toronto Raptors*,82,19780,41.1,88.6,.464,9.3,25.6,.363,31.9,63.1,.505,20.7,26.0,.796,11.2,34.3,45.4,19.4,8.7,5.1,13.3,21.9,112.3,Toronto Raptors*,26.1,51,31,52,30,4.21,-0.56,3.65,112.3,107.8,+4.5,94.7,.293,.289,.561,,,,.517,11.8,25.0,.233,,,,.507,13.5,76.3,.223,,,,Air Canada Centre,"813,050","19,830",Toronto Raptors*,82,19780,.464,13.2,,,,,,,,.711,.254,.185,.120,.153,.289,,,,,,,,.505,.631,.450,.449,.407,.363,,,,,,,,.372,.817,,,,,,,,.040,256,,,,,,,,.235,919,,,,,,,,.273,.381,,,,,,,,12,1
