Team,"Team Per Game, TeamName","Team Per Game, G","Team Per Game, MP","Team Per Game, FG","Team Per Game, FGA","Team Per Game, FG%","Team Per Game, 3P","Team Per Game, 3PA","Team Per Game, 3P%","Team Per Game, 2P","Team Per Game, 2PA","Team Per Game, 2P%","Team Per Game, FT","Team Per Game, FTA","Team Per Game, FT%","Team Per Game, ORB","Team Per Game, DRB","Team Per Game, TRB","Team Per Game, AST","Team Per Game, STL","Team Per Game, BLK","Team Per Game, TOV","Team Per Game, PF","Team Per Game, PTS","Team Totals, TeamName","Team Totals, G","Team Totals, MP","Team Totals, FG","Team Totals, FGA","Team Totals, FG%","Team Totals, 3P","Team Totals, 3PA","Team Totals, 3P%","Team Totals, 2P","Team Totals, 2PA","Team Totals, 2P%","Team Totals, FT","Team Totals, FTA","Team Totals, FT%","Team Totals, ORB","Team Totals, DRB","Team Totals, TRB","Team Totals, AST","Team Totals, STL","Team Totals, BLK","Team Totals, TOV","Team Totals, PF","Team Totals, PTS","Team Per 100 Poss, TeamName","Team Per 100 Poss, G","Team Per 100 Poss, MP","Team Per 100 Poss, FG","Team Per 100 Poss, FGA","Team Per 100 Poss, FG%","Team Per 100 Poss, 3P","Team Per 100 Poss, 3PA","Team Per 100 Poss, 3P%","Team Per 100 Poss, 2P","Team Per 100 Poss, 2PA","Team Per 100 Poss, 2P%","Team Per 100 Poss, FT","Team Per 100 Poss, FTA","Team Per 100 Poss, FT%","Team Per 100 Poss, ORB","Team Per 100 Poss, DRB","Team Per 100 Poss, TRB","Team Per 100 Poss, AST","Team Per 100 Poss, STL","Team Per 100 Poss, BLK","Team Per 100 Poss, TOV","Team Per 100 Poss, PF","Team Per 100 Poss, PTS","Team Advanced, TeamName","Team Advanced, Age","Team Advanced, W","Team Advanced, L","Team Advanced, PW","Team Advanced, PL","Team Advanced, MOV","Team Advanced, SOS","Team Advanced, SRS","Team Advanced, ORtg","Team Advanced, DRtg","Team Advanced, NRtg","Team Advanced, Pace","Team Advanced, FTr","Team Advanced, 3PAr","Team Advanced, TS%","Team Advanced,  ","Team Advanced,  ","Team Advanced,  ","Team Advanced, Offense Four Factors, eFG%","Team Advanced, Offense Four Factors, TOV%","Team Advanced, Offense Four Factors, ORB%","Team Advanced, Offense Four Factors, FT/FGA","Team Advanced,  ","Team Advanced,  ","Team Advanced,  ","Team Advanced, Defense Four Factors, eFG%","Team Advanced, Defense Four Factors, TOV%","Team Advanced, Defense Four Factors, DRB%","Team Advanced, Defense Four Factors, FT/FGA","Team Advanced,  ","Team Advanced,  ","Team Advanced,  ","Team Advanced, Arena","Team Advanced, Attend.","Team Advanced, Attend./G"
PHO,Phoenix Suns*,82,240.3,41.8,86.3,.484,4.2,12.7,.330,37.6,73.6,.511,20.4,28.1,.728,14.9,29.9,44.8,27.6,9.1,5.6,15.9,20.0,108.2,Phoenix Suns*,82,19705,3429,7080,.484,344,1042,.330,3085,6038,.511,1674,2301,.728,1220,2453,3673,2261,745,460,1305,1639,8876,Phoenix Suns*,82,19705,43.2,89.1,.484,4.3,13.1,.330,38.8,76.0,.511,21.1,29.0,.728,15.4,30.9,46.2,28.5,9.4,5.8,16.4,20.6,111.7,Phoenix Suns*,28.7,56,26,54,28,4.84,-0.17,4.68,111.7,106.8,+4.9,96.7,.325,.147,.548,,,,.509,13.9,35.2,.236,,,,.493,13.5,69.3,.202,,,,America West Arena,"779,952","19,023"
GSW,Golden State Warriors*,82,241.2,42.8,87.1,.492,3.5,10.5,.339,39.3,76.7,.512,18.6,28.1,.664,14.4,29.2,43.6,26.8,9.8,6.2,17.5,21.8,107.9,Golden State Warriors*,82,19780,3512,7145,.492,291,859,.339,3221,6286,.512,1529,2304,.664,1183,2396,3579,2198,804,511,1433,1789,8844,Golden State Warriors*,82,19780,43.0,87.5,.492,3.6,10.5,.339,39.4,77.0,.512,18.7,28.2,.664,14.5,29.3,43.8,26.9,9.8,6.3,17.5,21.9,108.3,Golden State Warriors*,25.0,50,32,46,36,1.74,0.01,1.76,108.3,106.5,+1.8,99.1,.322,.120,.542,,,,.512,14.9,32.9,.214,,,,.488,14.7,64.4,.210,,,,Oakland-Alameda County Coliseum Arena,"616,025","15,025"
POR,Portland Trail Blazers*,82,240.9,41.1,90.6,.454,3.3,9.4,.353,37.8,81.2,.466,21.7,29.2,.743,15.9,30.0,45.9,25.2,9.1,5.0,14.8,22.3,107.3,Portland Trail Blazers*,82,19755,3371,7427,.454,272,770,.353,3099,6657,.466,1781,2396,.743,1302,2460,3762,2070,744,409,1210,1827,8795,Portland Trail Blazers*,82,19755,41.5,91.3,.454,3.3,9.5,.353,38.1,81.9,.466,21.9,29.5,.743,16.0,30.2,46.3,25.5,9.1,5.0,14.9,22.5,108.1,Portland Trail Blazers*,28.6,47,35,48,34,2.63,-0.04,2.60,108.1,105.5,+2.6,98.8,.323,.104,.518,,,,.472,12.5,34.4,.240,,,,.490,14.8,70.8,.235,,,,Memorial Coliseum,"528,408","12,888"
CHH,Charlotte Hornets,82,241.8,41.2,86.6,.476,4.1,11.2,.367,37.1,75.4,.493,19.9,26.0,.764,12.4,30.2,42.6,27.0,8.8,4.8,15.4,21.3,106.5,Charlotte Hornets,82,19830,3382,7100,.476,336,916,.367,3046,6184,.493,1632,2135,.764,1019,2475,3494,2214,724,394,1266,1747,8732,Charlotte Hornets,82,19830,42.0,88.1,.476,4.2,11.4,.367,37.8,76.7,.493,20.3,26.5,.764,12.6,30.7,43.4,27.5,9.0,4.9,15.7,21.7,108.4,Charlotte Hornets,27.6,41,41,40,42,-0.22,-0.01,-0.23,108.4,108.6,-0.2,97.5,.301,.129,.543,,,,.500,13.6,29.2,.230,,,,.492,13.2,67.0,.205,,,,Charlotte Coliseum,"971,609","23,698"
SEA,Seattle SuperSonics*,82,240.6,40.7,84.2,.484,3.0,8.8,.335,37.8,75.4,.501,21.6,29.0,.745,14.0,27.2,41.2,25.8,12.8,4.5,15.4,23.3,105.9,Seattle SuperSonics*,82,19730,3338,6901,.484,242,722,.335,3096,6179,.501,1769,2374,.745,1148,2233,3381,2112,1053,365,1262,1914,8687,Seattle SuperSonics*,82,19730,42.7,88.2,.484,3.1,9.2,.335,39.6,79.0,.501,22.6,30.4,.745,14.7,28.6,43.2,27.0,13.5,4.7,16.1,24.5,111.1,Seattle SuperSonics*,28.1,63,19,64,18,9.09,-0.41,8.68,111.1,101.5,+9.6,95.1,.344,.105,.547,,,,.501,13.7,34.4,.256,,,,.479,18.2,67.3,.272,,,,Seattle Center Coliseum,"601,369","14,668"
ORL,Orlando Magic*,82,240.6,40.7,83.9,.485,4.8,13.9,.347,35.9,70.1,.513,19.4,28.6,.678,14.4,28.7,43.1,25.2,8.3,5.6,16.2,20.9,105.7,Orlando Magic*,82,19730,3341,6883,.485,394,1137,.347,2947,5746,.513,1590,2346,.678,1177,2356,3533,2070,683,456,1327,1713,8666,Orlando Magic*,82,19730,42.7,88.0,.485,5.0,14.5,.347,37.7,73.4,.513,20.3,30.0,.678,15.0,30.1,45.2,26.5,8.7,5.8,17.0,21.9,110.8,Orlando Magic*,25.8,50,32,52,30,3.89,-0.21,3.68,110.8,106.7,+4.1,95.2,.341,.165,.547,,,,.514,14.4,33.8,.231,,,,.479,13.3,66.3,.214,,,,Orlando Arena,"626,931","15,291"
MIA,Miami Heat*,82,241.5,39.0,84.1,.464,4.1,12.2,.338,34.9,71.9,.485,21.3,27.1,.785,15.1,29.4,44.4,22.6,7.8,4.6,16.0,24.7,103.4,Miami Heat*,82,19805,3197,6896,.464,337,997,.338,2860,5899,.485,1744,2223,.785,1235,2407,3642,1856,643,374,1315,2024,8475,Miami Heat*,82,19805,41.3,89.1,.464,4.4,12.9,.338,37.0,76.2,.485,22.5,28.7,.785,16.0,31.1,47.1,24.0,8.3,4.8,17.0,26.2,109.5,Miami Heat*,26.0,42,40,48,34,2.67,-0.27,2.40,109.5,106.7,+2.8,93.8,.322,.145,.538,,,,.488,14.3,35.3,.253,,,,.479,14.5,69.1,.284,,,,Miami Arena,"617,242","15,055"
NJN,New Jersey Nets*,82,241.8,38.6,86.8,.445,2.7,8.3,.327,35.9,78.4,.458,23.2,30.4,.762,15.9,31.2,47.0,23.2,8.5,7.0,14.6,20.6,103.2,New Jersey Nets*,82,19830,3169,7115,.445,223,683,.327,2946,6432,.458,1900,2495,.762,1300,2556,3856,1900,696,576,1196,1693,8461,New Jersey Nets*,82,19830,40.1,90.1,.445,2.8,8.7,.327,37.3,81.5,.458,24.1,31.6,.762,16.5,32.4,48.8,24.1,8.8,7.3,15.2,21.4,107.2,New Jersey Nets*,26.6,45,37,47,35,2.20,-0.08,2.11,107.2,104.9,+2.3,95.5,.351,.096,.515,,,,.461,12.7,34.0,.267,,,,.475,13.5,69.1,.212,,,,Brendan Byrne Arena,"658,304","16,056"
LAC,Los Angeles Clippers,82,241.2,40.8,87.4,.467,3.1,10.1,.303,37.7,77.2,.488,18.4,26.0,.709,13.7,29.4,43.0,26.5,9.8,5.1,18.0,21.6,103.0,Los Angeles Clippers,82,19780,3343,7163,.467,252,831,.303,3091,6332,.488,1509,2128,.709,1120,2410,3530,2169,807,421,1474,1769,8447,Los Angeles Clippers,82,19780,40.7,87.3,.467,3.1,10.1,.303,37.7,77.1,.488,18.4,25.9,.709,13.6,29.4,43.0,26.4,9.8,5.1,18.0,21.6,102.9,Los Angeles Clippers,27.0,27,55,26,56,-5.72,0.44,-5.28,102.9,108.6,-5.7,99.6,.297,.116,.521,,,,.484,15.4,30.4,.211,,,,.494,14.0,64.1,.213,,,,Los Angeles Memorial Sports Arena,"471,034","11,390"
UTA,Utah Jazz*,82,241.8,39.1,82.1,.477,2.2,6.8,.320,36.9,75.2,.491,21.5,29.0,.740,12.9,29.1,42.0,26.6,9.2,4.4,14.5,24.2,101.9,Utah Jazz*,82,19830,3207,6729,.477,179,559,.320,3028,6170,.491,1761,2379,.740,1059,2385,3444,2179,751,364,1191,1988,8354,Utah Jazz*,82,19830,41.7,87.4,.477,2.3,7.3,.320,39.3,80.2,.491,22.9,30.9,.740,13.8,31.0,44.8,28.3,9.8,4.7,15.5,25.8,108.6,Utah Jazz*,29.4,53,29,53,29,4.22,-0.12,4.10,108.6,104.1,+4.5,93.1,.354,.083,.537,,,,.490,13.3,31.3,.262,,,,.469,14.6,68.4,.267,,,,Delta Center,"814,502","19,866"
