Team,"Team Per Game, TeamName","Team Per Game, G","Team Per Game, MP","Team Per Game, FG","Team Per Game, FGA","Team Per Game, FG%","Team Per Game, 3P","Team Per Game, 3PA","Team Per Game, 3P%","Team Per Game, 2P","Team Per Game, 2PA","Team Per Game, 2P%","Team Per Game, FT","Team Per Game, FTA","Team Per Game, FT%","Team Per Game, ORB","Team Per Game, DRB","Team Per Game, TRB","Team Per Game, AST","Team Per Game, STL","Team Per Game, BLK","Team Per Game, TOV","Team Per Game, PF","Team Per Game, PTS","Team Totals, TeamName","Team Totals, G","Team Totals, MP","Team Totals, FG","Team Totals, FGA","Team Totals, FG%","Team Totals, 3P","Team Totals, 3PA","Team Totals, 3P%","Team Totals, 2P","Team Totals, 2PA","Team Totals, 2P%","Team Totals, FT","Team Totals, FTA","Team Totals, FT%","Team Totals, ORB","Team Totals, DRB","Team Totals, TRB","Team Totals, AST","Team Totals, STL","Team Totals, BLK","Team Totals, TOV","Team Totals, PF","Team Totals, PTS","Team Per 100 Poss, TeamName","Team Per 100 Poss, G","Team Per 100 Poss, MP","Team Per 100 Poss, FG","Team Per 100 Poss, FGA","Team Per 100 Poss, FG%","Team Per 100 Poss, 3P","Team Per 100 Poss, 3PA","Team Per 100 Poss, 3P%","Team Per 100 Poss, 2P","Team Per 100 Poss, 2PA","Team Per 100 Poss, 2P%","Team Per 100 Poss, FT","Team Per 100 Poss, FTA","Team Per 100 Poss, FT%","Team Per 100 Poss, ORB","Team Per 100 Poss, DRB","Team Per 100 Poss, TRB","Team Per 100 Poss, AST","Team Per 100 Poss, STL","Team Per 100 Poss, BLK","Team Per 100 Poss, TOV","Team Per 100 Poss, PF","Team Per 100 Poss, PTS","Team Advanced, TeamName","Team Advanced, Age","Team Advanced, W","Team Advanced, L","Team Advanced, PW","Team Advanced, PL","Team Advanced, MOV","Team Advanced, SOS","Team Advanced, SRS","Team Advanced, ORtg","Team Advanced, DRtg","Team Advanced, NRtg","Team Advanced, Pace","Team Advanced, FTr","Team Advanced, 3PAr","Team Advanced, TS%","Team Advanced,  ","Team Advanced,  ","Team Advanced,  ","Team Advanced, Offense Four Factors, eFG%","Team Advanced, Offense Four Factors, TOV%","Team Advanced, Offense Four Factors, ORB%","Team Advanced, Offense Four Factors, FT/FGA","Team Advanced,  ","Team Advanced,  ","Team Advanced,  ","Team Advanced, Defense Four Factors, eFG%","Team Advanced, Defense Four Factors, TOV%","Team Advanced, Defense Four Factors, DRB%","Team Advanced, Defense Four Factors, FT/FGA","Team Advanced,  ","Team Advanced,  ","Team Advanced,  ","Team Advanced, Arena","Team Advanced, Attend.","Team Advanced, Attend./G","Team Shooting, TeamName","Team Shooting, G","Team Shooting, MP","Team Shooting, FG%","Team Shooting, Dist.","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting, % of FGA by Distance, 2P","Team Shooting, % of FGA by Distance, 0-3","Team Shooting, % of FGA by Distance, 3-10","Team Shooting, % of FGA by Distance, 10-16","Team Shooting, % of FGA by Distance, 16-3P","Team Shooting, % of FGA by Distance, 3P","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting, FG% by Distance, 2P","Team Shooting, FG% by Distance, 0-3","Team Shooting, FG% by Distance, 3-10","Team Shooting, FG% by Distance, 10-16","Team Shooting, FG% by Distance, 16-3P","Team Shooting, FG% by Distance, 3P","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting, % of FG Ast'd, 2P","Team Shooting, % of FG Ast'd, 3P","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting, Dunks, %FGA","Team Shooting, Dunks, Md.","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting, Layups, %FGA","Team Shooting, Layups, Md.","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting, Corner, %3PA","Team Shooting, Corner, 3P%","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting, Heaves, Att.","Team Shooting, Heaves, Md."
PHO,Phoenix Suns*,82,241.2,40.9,85.6,.477,9.7,24.7,.393,31.2,60.9,.512,19.0,25.4,.748,11.8,32.3,44.1,23.5,7.0,5.5,13.7,19.1,110.4,Phoenix Suns*,82,19780,3351,7018,.477,796,2026,.393,2555,4992,.512,1556,2080,.748,967,2652,3619,1927,572,453,1125,1563,9054,Phoenix Suns*,82,19780,42.4,88.8,.477,10.1,25.6,.393,32.3,63.1,.512,19.7,26.3,.748,12.2,33.5,45.8,24.4,7.2,5.7,14.2,19.8,114.5,Phoenix Suns*,25.2,62,20,59,23,7.12,-0.04,7.08,114.5,107.1,+7.4,95.9,.296,.289,.571,,,,.534,12.4,27.5,.222,,,,.478,12.0,68.3,.176,,,,America West Arena,"726,066","17,709",Phoenix Suns*,82,19780,.477,13.0,,,,,,,,.711,.300,.119,.120,.172,.289,,,,,,,,.512,.640,.421,.418,.416,.393,,,,,,,,.483,.869,,,,,,,,.078,505,,,,,,,,.204,792,,,,,,,,.312,.413,,,,,,,,22,1
SAC,Sacramento Kings*,82,242.1,39.1,85.1,.459,6.4,17.0,.374,32.7,68.1,.480,19.2,24.4,.787,12.5,29.9,42.4,24.5,8.2,3.9,13.1,20.5,103.7,Sacramento Kings*,82,19855,3203,6978,.459,522,1396,.374,2681,5582,.480,1577,2004,.787,1023,2455,3478,2005,674,316,1073,1685,8505,Sacramento Kings*,82,19855,41.6,90.7,.459,6.8,18.1,.374,34.8,72.5,.480,20.5,26.0,.787,13.3,31.9,45.2,26.0,8.8,4.1,13.9,21.9,110.5,Sacramento Kings*,27.7,50,32,47,35,2.16,0.40,2.56,110.5,108.2,+2.3,93.0,.287,.200,.541,,,,.496,12.0,28.8,.226,,,,.493,13.3,69.0,.214,,,,ARCO Arena (II),"709,997","17,317",Sacramento Kings*,82,19855,.459,13.4,,,,,,,,.800,.258,.125,.081,.336,.200,,,,,,,,.480,.618,.435,.380,.415,.374,,,,,,,,.582,.852,,,,,,,,.039,238,,,,,,,,.199,794,,,,,,,,.254,.418,,,,,,,,9,0
DAL,Dallas Mavericks*,82,240.6,37.3,81.6,.457,5.6,15.5,.364,31.6,66.1,.479,22.3,28.2,.789,12.1,30.9,42.9,19.6,8.6,5.6,13.4,22.3,102.5,Dallas Mavericks*,82,19730,3058,6691,.457,463,1273,.364,2595,5418,.479,1826,2314,.789,990,2530,3520,1610,708,461,1102,1827,8405,Dallas Mavericks*,82,19730,40.1,87.8,.457,6.1,16.7,.364,34.0,71.1,.479,24.0,30.4,.789,13.0,33.2,46.2,21.1,9.3,6.0,14.5,24.0,110.3,Dallas Mavericks*,27.7,58,24,57,25,5.74,0.11,5.86,110.3,104.1,+6.2,92.7,.346,.190,.545,,,,.492,12.5,28.6,.273,,,,.472,14.3,70.2,.239,,,,American Airlines Center,"822,533","20,062",Dallas Mavericks*,82,19730,.457,12.3,,,,,,,,.810,.287,.132,.148,.243,.190,,,,,,,,.479,.594,.440,.399,.413,.364,,,,,,,,.472,.834,,,,,,,,.046,287,,,,,,,,.219,756,,,,,,,,.242,.370,,,,,,,,20,0
MIA,Miami Heat*,82,243.7,37.8,77.7,.486,5.8,15.4,.377,32.0,62.3,.513,20.2,30.1,.672,10.8,32.2,43.0,21.8,6.4,5.8,13.7,22.1,101.5,Miami Heat*,82,19980,3097,6368,.486,475,1260,.377,2622,5108,.513,1658,2466,.672,887,2639,3526,1790,528,474,1127,1814,8327,Miami Heat*,82,19980,41.0,84.3,.486,6.3,16.7,.377,34.7,67.6,.513,21.9,32.6,.672,11.7,34.9,46.7,23.7,7.0,6.3,14.9,24.0,110.2,Miami Heat*,28.0,59,23,59,23,6.52,-0.76,5.77,110.2,103.1,+7.1,90.8,.387,.198,.559,,,,.524,13.1,27.0,.260,,,,.460,12.4,74.1,.242,,,,AmericanAirlines Arena,"815,143","19,882",Miami Heat*,82,19980,.486,11.5,,,,,,,,.802,.336,.137,.111,.218,.198,,,,,,,,.513,.652,.423,.376,.427,.377,,,,,,,,.528,.855,,,,,,,,.084,499,,,,,,,,.230,838,,,,,,,,.255,.374,,,,,,,,7,1
BOS,Boston Celtics*,82,242.4,37.1,79.4,.468,5.3,15.3,.349,31.8,64.1,.496,21.6,28.3,.764,11.1,29.7,40.8,22.1,8.1,5.2,15.8,24.4,101.3,Boston Celtics*,82,19880,3046,6511,.468,437,1252,.349,2609,5259,.496,1775,2323,.764,909,2438,3347,1810,667,423,1297,2000,8304,Boston Celtics*,82,19880,39.4,84.3,.468,5.7,16.2,.349,33.8,68.1,.496,23.0,30.1,.764,11.8,31.6,43.3,23.4,8.6,5.5,16.8,25.9,107.5,Boston Celtics*,27.1,45,37,43,39,0.87,-0.52,0.35,107.5,106.6,+0.9,93.3,.357,.192,.551,,,,.501,14.7,27.2,.273,,,,.481,14.2,70.1,.274,,,,FleetCenter,"656,081","16,002",Boston Celtics*,82,19880,.468,11.3,,,,,,,,.808,.364,.119,.113,.212,.192,,,,,,,,.496,.614,.360,.379,.433,.349,,,,,,,,.543,.899,,,,,,,,.049,305,,,,,,,,.296,1065,,,,,,,,.296,.381,,,,,,,,12,0
WAS,Washington Wizards*,82,241.2,36.2,82.9,.437,6.3,18.3,.343,29.9,64.6,.463,21.9,30.2,.725,13.8,29.0,42.8,19.1,8.7,4.2,14.3,22.0,100.5,Washington Wizards*,82,19780,2966,6794,.437,514,1498,.343,2452,5296,.463,1795,2476,.725,1133,2374,3507,1563,716,347,1172,1807,8241,Washington Wizards*,82,19780,38.6,88.4,.437,6.7,19.5,.343,31.9,68.9,.463,23.3,32.2,.725,14.7,30.9,45.6,20.3,9.3,4.5,15.2,23.5,107.2,Washington Wizards*,25.3,45,37,40,42,-0.33,-0.38,-0.71,107.2,107.5,-0.3,93.3,.364,.220,.523,,,,.474,12.9,31.1,.264,,,,.498,14.6,70.0,.230,,,,MCI Center,"705,069","17,197",Washington Wizards*,82,19780,.437,12.5,,,,,,,,.780,.268,.188,.118,.206,.220,,,,,,,,.463,.664,.323,.345,.396,.343,,,,,,,,.478,.763,,,,,,,,.053,339,,,,,,,,.204,823,,,,,,,,.208,.321,,,,,,,,8,1
TOR,Toronto Raptors,82,241.5,36.0,81.2,.444,7.9,20.5,.385,28.1,60.7,.463,19.8,25.6,.774,10.3,29.8,40.1,20.4,7.6,3.9,13.3,22.9,99.7,Toronto Raptors,82,19805,2952,6656,.444,648,1681,.385,2304,4975,.463,1626,2101,.774,844,2444,3288,1670,621,317,1087,1876,8178,Toronto Raptors,82,19805,38.6,87.0,.444,8.5,22.0,.385,30.1,65.0,.463,21.3,27.5,.774,11.0,32.0,43.0,21.8,8.1,4.1,14.2,24.5,106.9,Toronto Raptors,27.0,33,49,36,46,-1.62,-0.19,-1.81,106.9,108.7,-1.8,92.7,.316,.253,.539,,,,.492,12.5,23.7,.244,,,,.499,13.4,71.1,.240,,,,Air Canada Centre,"703,388","17,156",Toronto Raptors,82,19805,.444,12.9,,,,,,,,.747,.283,.123,.136,.206,.253,,,,,,,,.463,.564,.403,.402,.401,.385,,,,,,,,.488,.843,,,,,,,,.040,232,,,,,,,,.210,700,,,,,,,,.384,.416,,,,,,,,13,0
DEN,Denver Nuggets*,82,240.9,37.0,80.7,.459,3.9,11.5,.340,33.1,69.2,.479,21.5,28.2,.763,11.8,30.2,42.0,23.9,9.1,6.0,14.9,22.9,99.5,Denver Nuggets*,82,19755,3038,6615,.459,320,940,.340,2718,5675,.479,1765,2313,.763,967,2473,3440,1958,750,489,1224,1878,8161,Denver Nuggets*,82,19755,39.5,85.9,.459,4.2,12.2,.340,35.3,73.7,.479,22.9,30.0,.763,12.6,32.1,44.7,25.4,9.7,6.4,15.9,24.4,106.0,Denver Nuggets*,26.7,49,33,47,35,2.02,0.20,2.23,106.0,103.9,+2.1,93.5,.350,.142,.535,,,,.483,13.8,28.4,.267,,,,.482,15.1,71.7,.247,,,,Pepsi Center,"723,949","17,657",Denver Nuggets*,82,19755,.459,11.1,,,,,,,,.858,.364,.102,.117,.274,.142,,,,,,,,.479,.627,.360,.360,.377,.340,,,,,,,,.617,.878,,,,,,,,.083,499,,,,,,,,.261,955,,,,,,,,.304,.399,,,,,,,,23,0
ORL,Orlando Magic,82,240.3,37.0,81.5,.454,3.9,11.2,.349,33.1,70.3,.471,21.6,28.5,.759,12.7,31.0,43.7,19.3,7.7,5.4,16.1,23.6,99.5,Orlando Magic,82,19705,3034,6679,.454,320,916,.349,2714,5763,.471,1772,2335,.759,1038,2544,3582,1583,633,441,1322,1937,8160,Orlando Magic,82,19705,39.0,85.9,.454,4.1,11.8,.349,34.9,74.1,.471,22.8,30.0,.759,13.3,32.7,46.1,20.4,8.1,5.7,17.0,24.9,104.9,Orlando Magic,26.5,36,46,35,47,-2.24,-0.27,-2.52,104.9,107.3,-2.4,94.7,.350,.137,.529,,,,.478,14.6,29.9,.265,,,,.484,13.2,71.3,.255,,,,TD Waterhouse Centre,"597,942","14,584",Orlando Magic,82,19705,.454,11.6,,,,,,,,.863,.327,.106,.154,.276,.137,,,,,,,,.471,.597,.373,.399,.400,.349,,,,,,,,.487,.813,,,,,,,,.069,422,,,,,,,,.233,800,,,,,,,,.204,.385,,,,,,,,7,0
PHI,Philadelphia 76ers*,82,242.1,35.9,82.1,.437,6.2,17.7,.348,29.8,64.4,.462,21.1,26.8,.789,11.1,30.9,42.0,20.9,9.2,3.9,15.5,22.9,99.1,Philadelphia 76ers*,82,19855,2946,6736,.437,505,1453,.348,2441,5283,.462,1731,2194,.789,909,2536,3445,1710,756,321,1274,1878,8128,Philadelphia 76ers*,82,19855,37.5,85.8,.437,6.4,18.5,.348,31.1,67.3,.462,22.0,27.9,.789,11.6,32.3,43.9,21.8,9.6,4.1,16.2,23.9,103.5,Philadelphia 76ers*,26.4,43,39,39,43,-0.74,-0.33,-1.07,103.5,104.3,-0.8,94.9,.326,.216,.528,,,,.475,14.2,25.4,.257,,,,.485,15.4,72.7,.267,,,,Wachovia Center,"732,686","17,870",Philadelphia 76ers*,82,19855,.437,12.0,,,,,,,,.784,.323,.120,.129,.213,.216,,,,,,,,.462,.587,.374,.349,.391,.348,,,,,,,,.521,.869,,,,,,,,.050,317,,,,,,,,.247,846,,,,,,,,.253,.414,,,,,,,,7,0
