playerId,"Player Per Game, Player","Player Per Game, Age","Player Per Game, Team","Player Per Game, Pos","Player Per Game, G","Player Per Game, GS","Player Per Game, MP","Player Per Game, FG","Player Per Game, FGA","Player Per Game, FG%","Player Per Game, 3P","Player Per Game, 3PA","Player Per Game, 3P%","Player Per Game, 2P","Player Per Game, 2PA","Player Per Game, 2P%","Player Per Game, eFG%","Player Per Game, FT","Player Per Game, FTA","Player Per Game, FT%","Player Per Game, ORB","Player Per Game, DRB","Player Per Game, TRB","Player Per Game, AST","Player Per Game, STL","Player Per Game, BLK","Player Per Game, TOV","Player Per Game, PF","Player Per Game, PTS","Player Per Game, Awards","Player Totals, Player","Player Totals, Age","Player Totals, Team","Player Totals, Pos","Player Totals, G","Player Totals, GS","Player Totals, MP","Player Totals, FG","Player Totals, FGA","Player Totals, FG%","Player Totals, 3P","Player Totals, 3PA","Player Totals, 3P%","Player Totals, 2P","Player Totals, 2PA","Player Totals, 2P%","Player Totals, eFG%","Player Totals, FT","Player Totals, FTA","Player Totals, FT%","Player Totals, ORB","Player Totals, DRB","Player Totals, TRB","Player Totals, AST","Player Totals, STL","Player Totals, BLK","Player Totals, TOV","Player Totals, PF","Player Totals, PTS","Player Totals, Trp-Dbl","Player Totals, Awards","Player Per 100 Poss, Player","Player Per 100 Poss, Age","Player Per 100 Poss, Team","Player Per 100 Poss, Pos","Player Per 100 Poss, G","Player Per 100 Poss, GS","Player Per 100 Poss, MP","Player Per 100 Poss, FG","Player Per 100 Poss, FGA","Player Per 100 Poss, FG%","Player Per 100 Poss, 3P","Player Per 100 Poss, 3PA","Player Per 100 Poss, 3P%","Player Per 100 Poss, 2P","Player Per 100 Poss, 2PA","Player Per 100 Poss, 2P%","Player Per 100 Poss, eFG%","Player Per 100 Poss, FT","Player Per 100 Poss, FTA","Player Per 100 Poss, FT%","Player Per 100 Poss, ORB","Player Per 100 Poss, DRB","Player Per 100 Poss, TRB","Player Per 100 Poss, AST","Player Per 100 Poss, STL","Player Per 100 Poss, BLK","Player Per 100 Poss, TOV","Player Per 100 Poss, PF","Player Per 100 Poss, PTS","Player Per 100 Poss, ORtg","Player Per 100 Poss, DRtg","Player Per 100 Poss, Awards","Player Advanced, Player","Player Advanced, Pos","Player Advanced, Age","Player Advanced, Team","Player Advanced, G","Player Advanced, MP","Player Advanced, PER","Player Advanced, TS%","Player Advanced, 3PAr","Player Advanced, FTr","Player Advanced, ORB%","Player Advanced, DRB%","Player Advanced, TRB%","Player Advanced, AST%","Player Advanced, STL%","Player Advanced, BLK%","Player Advanced, TOV%","Player Advanced, USG%","Player Advanced, ","Player Advanced, ","Player Advanced, OWS","Player Advanced, DWS","Player Advanced, WS","Player Advanced, WS/48","Player Advanced, ","Player Advanced, ","Player Advanced, OBPM","Player Advanced, DBPM","Player Advanced, BPM","Player Advanced, VORP","Player Adjusted Shooting, Player","Player Adjusted Shooting, Pos","Player Adjusted Shooting, Age","Player Adjusted Shooting, Team","Player Adjusted Shooting, G","Player Adjusted Shooting, MP","Player Adjusted Shooting, ","Player Adjusted Shooting, ","Player Adjusted Shooting, ","Player Adjusted Shooting, Player Shooting %, FG","Player Adjusted Shooting, Player Shooting %, 2P","Player Adjusted Shooting, Player Shooting %, 3P","Player Adjusted Shooting, Player Shooting %, eFG","Player Adjusted Shooting, Player Shooting %, FT","Player Adjusted Shooting, Player Shooting %, TS","Player Adjusted Shooting, Player Shooting %, FTr","Player Adjusted Shooting, Player Shooting %, 3PAr","Player Adjusted Shooting, ","Player Adjusted Shooting, ","Player Adjusted Shooting, ","Player Adjusted Shooting, League-Adjusted, FG+","Player Adjusted Shooting, League-Adjusted, 2P+","Player Adjusted Shooting, League-Adjusted, 3P+","Player Adjusted Shooting, League-Adjusted, eFG+","Player Adjusted Shooting, League-Adjusted, FT+","Player Adjusted Shooting, League-Adjusted, TS+","Player Adjusted Shooting, League-Adjusted, FTr+","Player Adjusted Shooting, League-Adjusted, 3PAr+","Player Adjusted Shooting, ","Player Adjusted Shooting, ","Player Adjusted Shooting, ","Player Adjusted Shooting, FG Add","Player Adjusted Shooting, TS Add","MVP, Player","MVP, Age","MVP, Tm","MVP, Voting, First","MVP, Voting, Pts Won","MVP, Voting, Pts Max","MVP, Voting, Share","MVP, G","MVP, Per Game, MP","MVP, Per Game, PTS","MVP, Per Game, TRB","MVP, Per Game, AST","MVP, Per Game, STL","MVP, Per Game, BLK","MVP, Shooting, FG%","MVP, Shooting, 3P%","MVP, Shooting, FT%","MVP, Advanced, WS","MVP, Advanced, WS/48"
wilkido01,Dominique Wilkins,26,ATL,SF,78,78,39.1,11.4,24.3,.468,0.2,0.9,.186,11.2,23.4,.479,.472,7.4,9.0,.818,3.3,4.6,7.9,2.6,1.8,0.6,3.2,2.2,30.3,"MVP-2,AS,NBA1",Dominique Wilkins,26,ATL,SF,78,78,3049,888,1897,.468,13,70,.186,875,1827,.479,.472,577,705,.818,261,357,618,206,138,49,251,170,2366,0,"MVP-2,AS,NBA1",Dominique Wilkins,26,ATL,SF,78,78,3049,14.0,29.9,.468,0.2,1.1,.186,13.8,28.8,.479,.472,9.1,11.1,.818,4.1,5.6,9.7,3.2,2.2,0.8,4.0,2.7,37.3,111,105,"MVP-2,AS,NBA1",Dominique Wilkins*,SF,26,NYK,78,3049,23.3,.536,.037,.372,9.5,12.9,11.2,11.7,2.2,0.9,10.2,32.9,,,7.0,3.9,10.8,.170,,,4.6,-0.5,4.2,4.8,Dominique Wilkins,SF,26,NJN,78,3049,,,,.468,.479,.186,.472,.818,.536,.372,.037,,,,96,97,66,96,108,99,109,98,,,,-80.1,-20.2,Dominique Wilkins,26,ATL,5,407,780,0.522,78,39.1,30.3,7.9,2.6,1.8,0.6,.468,.186,.818,10.8,.170
dantlad01,Adrian Dantley,30,UTA,SF,76,75,36.1,10.8,19.1,.563,0.0,0.1,.091,10.8,19.0,.567,.563,8.3,10.5,.791,2.3,2.9,5.2,3.5,0.8,0.1,3.0,2.7,29.8,"MVP-16,AS",Adrian Dantley,30,UTA,SF,76,75,2744,818,1453,.563,1,11,.091,817,1442,.567,.563,630,796,.791,178,217,395,264,64,4,231,206,2267,0,"MVP-16,AS",Adrian Dantley,30,UTA,SF,76,75,2744,13.9,24.6,.563,0.0,0.2,.091,13.8,24.4,.567,.563,10.7,13.5,.791,3.0,3.7,6.7,4.5,1.1,0.1,3.9,3.5,38.4,121,109,"MVP-16,AS",Adrian Dantley*,SF,30,DAL,76,2744,24.6,.629,.008,.548,7.2,8.5,7.8,16.7,1.1,0.1,11.4,30.0,,,10.4,2.3,12.8,.223,,,6.0,-1.0,4.9,4.8,Adrian Dantley,SF,30,ATL,76,2744,,,,.563,.567,.091,.563,.791,.629,.548,.008,,,,116,114,32,114,105,116,160,20,,,,205.4,317.5,Adrian Dantley,30,UTA,0,2,780,0.003,76,36.1,29.8,5.2,3.5,0.8,0.1,.563,.091,.791,12.8,.223
englial01,Alex English,32,DEN,SF,81,81,37.3,11.7,23.3,.504,0.0,0.1,.200,11.7,23.2,.505,.504,6.3,7.3,.862,2.4,2.6,5.0,4.0,0.9,0.4,3.1,2.9,29.8,"MVP-8,AS,NBA2",Alex English,32,DEN,SF,81,81,3024,951,1888,.504,1,5,.200,950,1883,.505,.504,511,593,.862,192,213,405,320,73,29,249,235,2414,0,"MVP-8,AS,NBA2",Alex English,32,DEN,SF,81,81,3024,14.1,28.1,.504,0.0,0.1,.200,14.1,28.0,.505,.504,7.6,8.8,.862,2.9,3.2,6.0,4.8,1.1,0.4,3.7,3.5,35.9,113,110,"MVP-8,AS,NBA2",Alex English*,SF,32,PHI,81,3024,21.7,.562,.003,.314,6.3,7.7,7.0,17.0,1.1,0.5,10.4,30.5,,,7.6,2.3,9.8,.156,,,4.4,-1.5,2.9,3.7,Alex English,SF,32,NYK,81,3024,,,,.504,.505,.200,.504,.862,.562,.314,.003,,,,103,102,71,102,114,104,92,7,,,,42.8,90.8,Alex English,32,DEN,0,55,780,0.071,81,37.3,29.8,5.0,4.0,0.9,0.4,.504,.200,.862,9.8,.156
birdla01,Larry Bird,29,BOS,SF,82,81,38.0,9.7,19.6,.496,1.0,2.4,.423,8.7,17.2,.506,.521,5.4,6.0,.896,2.3,7.5,9.8,6.8,2.0,0.6,3.2,2.2,25.8,"MVP-1,AS,NBA1",Larry Bird,29,BOS,SF,82,81,3113,796,1606,.496,82,194,.423,714,1412,.506,.521,441,492,.896,190,615,805,557,166,51,266,182,2115,10,"MVP-1,AS,NBA1",Larry Bird,29,BOS,SF,82,81,3113,12.1,24.5,.496,1.2,3.0,.423,10.9,21.5,.506,.521,6.7,7.5,.896,2.9,9.4,12.3,8.5,2.5,0.8,4.1,2.8,32.2,117,99,"MVP-1,AS,NBA1",Larry Bird*,SF,29,BOS,82,3113,25.6,.580,.121,.306,7.2,20.4,14.2,26.3,2.5,0.9,12.7,27.6,,,9.6,6.2,15.8,.244,,,6.6,2.1,8.7,8.4,Larry Bird,SF,29,BOS,82,3113,,,,.496,.506,.423,.521,.896,.580,.306,.121,,,,102,102,150,106,119,107,90,321,,,,91.7,144.7,Larry Bird,29,BOS,73,765,780,0.981,82,38.0,25.8,9.8,6.8,2.0,0.6,.496,.423,.896,15.8,.244
shortpu01,Purvis Short,28,GSW,SF,64,63,37.9,9.9,20.5,.482,0.2,0.8,.306,9.7,19.8,.489,.488,5.5,6.3,.865,2.0,3.2,5.1,3.7,1.4,0.3,2.9,3.6,25.5,,Purvis Short,28,GSW,SF,64,63,2427,633,1313,.482,15,49,.306,618,1264,.489,.488,351,406,.865,126,203,329,237,92,22,184,229,1632,0,,Purvis Short,28,GSW,SF,64,63,2427,12.0,24.9,.482,0.3,0.9,.306,11.7,24.0,.489,.488,6.7,7.7,.865,2.4,3.9,6.2,4.5,1.7,0.4,3.5,4.3,31.0,112,113,,Purvis Short,SF,28,BOS,64,2427,19.1,.547,.037,.309,5.4,9.4,7.3,14.8,1.7,0.5,11.0,27.1,,,4.9,0.9,5.7,.113,,,2.3,-1.3,1.0,1.8,Purvis Short,SF,28,LAC,64,2427,,,,.482,.489,.306,.488,.865,.547,.309,.037,,,,99,99,109,99,114,101,91,99,,,,-12.7,19.4,,,,,,,,,,,,,,,,,,,
vandeki01,Kiki Vandeweghe,27,POR,SF,79,76,35.3,9.1,16.9,.540,0.0,0.1,.125,9.1,16.8,.542,.540,6.6,7.6,.869,1.2,1.6,2.7,2.4,0.7,0.2,2.2,2.0,24.8,,Kiki Vandeweghe,27,POR,SF,79,76,2791,719,1332,.540,1,8,.125,718,1324,.542,.540,523,602,.869,92,124,216,187,54,17,177,161,1962,0,,Kiki Vandeweghe,27,POR,SF,79,76,2791,11.8,21.9,.540,0.0,0.1,.125,11.8,21.8,.542,.540,8.6,9.9,.869,1.5,2.0,3.6,3.1,0.9,0.3,2.9,2.7,32.3,122,113,,Kiki Vandeweghe,SF,27,PHO,79,2791,19.7,.614,.006,.452,3.7,5.0,4.4,10.3,0.9,0.3,10.0,25.1,,,9.0,0.9,9.9,.169,,,3.5,-2.1,1.4,2.4,Kiki Vandeweghe,SF,27,DAL,79,2791,,,,.540,.542,.125,.540,.869,.614,.452,.006,,,,111,109,44,110,115,114,132,16,,,,126.6,235.6,,,,,,,,,,,,,,,,,,,
malonmo01,Moses Malone,30,PHI,C,74,74,36.6,7.7,16.8,.458,0.0,0.0,.000,7.7,16.8,.459,.458,8.3,10.6,.787,4.6,7.2,11.8,1.2,0.9,1.0,3.5,2.6,23.8,"MVP-10,AS",Moses Malone,30,PHI,C,74,74,2706,571,1246,.458,0,1,.000,571,1245,.459,.458,617,784,.787,339,533,872,90,67,71,261,194,1759,0,"MVP-10,AS",Moses Malone,30,PHI,C,74,74,2706,10.1,22.0,.458,0.0,0.0,.000,10.1,22.0,.459,.458,10.9,13.8,.787,6.0,9.4,15.4,1.6,1.2,1.3,4.6,3.4,31.0,111,106,"MVP-10,AS",Moses Malone*,C,30,UTA,74,2706,20.6,.553,.001,.629,14.0,22.0,18.0,5.1,1.2,1.5,14.1,27.6,,,5.5,3.4,8.9,.157,,,1.8,-1.9,-0.1,1.3,Moses Malone,C,30,POR,74,2706,,,,.458,.459,.000,.458,.787,.553,.629,.001,,,,94,93,,93,104,102,184,2,,,,-85.6,39.0,Moses Malone,30,PHI,0,21,780,0.027,74,36.6,23.8,11.8,1.2,0.9,1.0,.458,.000,.787,8.9,.157
olajuha01,Hakeem Olajuwon,23,HOU,C,68,68,36.3,9.2,17.5,.526,0.0,0.0,,9.2,17.5,.526,.526,5.1,7.9,.645,4.9,6.6,11.5,2.0,2.0,3.4,2.9,4.0,23.5,"MVP-4,AS,NBA2",Hakeem Olajuwon,23,HOU,C,68,68,2467,625,1188,.526,0,0,,625,1188,.526,.526,347,538,.645,333,448,781,137,134,231,195,271,1597,1,"MVP-4,AS,NBA2",Hakeem Olajuwon,23,HOU,C,68,68,2467,11.7,22.3,.526,0.0,0.0,,11.7,22.3,.526,.526,6.5,10.1,.645,6.3,8.4,14.7,2.6,2.5,4.3,3.7,5.1,30.0,113,102,"MVP-4,AS,NBA2",Hakeem Olajuwon*,C,23,SAC,68,2467,24.2,.560,.000,.453,14.4,19.8,17.1,8.0,2.5,5.2,12.0,25.6,,,5.3,4.2,9.5,.186,,,2.9,1.2,4.0,3.8,Hakeem Olajuwon,C,23,NYK,68,2467,,,,.526,.526,,.526,.645,.560,.453,.000,,,,108,106,,107,85,104,133,,,,,79.5,56.7,Hakeem Olajuwon,23,HOU,0,193,780,0.247,68,36.3,23.5,11.5,2.0,2.0,3.4,.526,,.645,9.5,.186
smithde02,Derek Smith,24,LAC,SG,11,9,30.8,9.1,16.5,.552,0.1,0.2,.500,9.0,16.3,.553,.555,5.3,7.6,.690,1.8,1.9,3.7,2.8,0.8,1.2,3.0,3.2,23.5,,Derek Smith,24,LAC,SG,11,9,339,100,181,.552,1,2,.500,99,179,.553,.555,58,84,.690,20,21,41,31,9,13,33,35,259,0,,Derek Smith,24,LAC,SG,11,9,339,13.8,25.0,.552,0.1,0.3,.500,13.6,24.7,.553,.555,8.0,11.6,.690,2.8,2.9,5.7,4.3,1.2,1.8,4.5,4.8,35.7,112,114,,Derek Smith,SG,24,GSW,11,339,21.8,.594,.011,.464,6.4,6.9,6.7,16.3,1.2,2.1,13.1,29.7,,,0.7,0.1,0.8,.115,,,4.6,-0.3,4.4,0.6,Derek Smith,SG,24,SEA,11,339,,,,.552,.553,.500,.555,.690,.594,.464,.011,,,,113,112,177,113,91,110,136,29,,,,22.7,23.4,,,,,,,,,,,,,,,,,,,
abdulka01,Kareem Abdul-Jabbar,38,LAL,C,79,79,33.3,9.6,16.9,.564,0.0,0.0,.000,9.6,16.9,.565,.564,4.3,5.6,.765,1.7,4.4,6.1,3.5,0.8,1.6,2.6,3.1,23.4,"MVP-5,AS,NBA1",Kareem Abdul-Jabbar,38,LAL,C,79,79,2629,755,1338,.564,0,2,.000,755,1336,.565,.564,336,439,.765,133,345,478,280,67,130,203,248,1846,0,"MVP-5,AS,NBA1",Kareem Abdul-Jabbar,38,LAL,C,79,79,2629,13.4,23.8,.564,0.0,0.0,.000,13.4,23.7,.565,.564,6.0,7.8,.765,2.4,6.1,8.5,5.0,1.2,2.3,3.6,4.4,32.8,118,106,"MVP-5,AS,NBA1",Kareem Abdul-Jabbar*,C,38,LAL,79,2629,22.7,.603,.001,.328,6.0,14.2,10.3,15.7,1.2,2.7,11.7,26.6,,,7.6,3.2,10.8,.197,,,4.4,1.0,5.4,4.9,Kareem Abdul-Jabbar,C,38,LAL,79,2629,,,,.564,.565,.000,.564,.765,.603,.328,.001,,,,116,114,,115,101,112,96,4,,,,191.7,190.7,Kareem Abdul-Jabbar,38,LAL,0,135,780,0.173,79,33.3,23.4,6.1,3.5,0.8,1.6,.564,.000,.765,10.8,.197
