Team,"Team Per Game, TeamName","Team Per Game, G","Team Per Game, MP","Team Per Game, FG","Team Per Game, FGA","Team Per Game, FG%","Team Per Game, 3P","Team Per Game, 3PA","Team Per Game, 3P%","Team Per Game, 2P","Team Per Game, 2PA","Team Per Game, 2P%","Team Per Game, FT","Team Per Game, FTA","Team Per Game, FT%","Team Per Game, ORB","Team Per Game, DRB","Team Per Game, TRB","Team Per Game, AST","Team Per Game, STL","Team Per Game, BLK","Team Per Game, TOV","Team Per Game, PF","Team Per Game, PTS","Team Totals, TeamName","Team Totals, G","Team Totals, MP","Team Totals, FG","Team Totals, FGA","Team Totals, FG%","Team Totals, 3P","Team Totals, 3PA","Team Totals, 3P%","Team Totals, 2P","Team Totals, 2PA","Team Totals, 2P%","Team Totals, FT","Team Totals, FTA","Team Totals, FT%","Team Totals, ORB","Team Totals, DRB","Team Totals, TRB","Team Totals, AST","Team Totals, STL","Team Totals, BLK","Team Totals, TOV","Team Totals, PF","Team Totals, PTS","Team Per 100 Poss, TeamName","Team Per 100 Poss, G","Team Per 100 Poss, MP","Team Per 100 Poss, FG","Team Per 100 Poss, FGA","Team Per 100 Poss, FG%","Team Per 100 Poss, 3P","Team Per 100 Poss, 3PA","Team Per 100 Poss, 3P%","Team Per 100 Poss, 2P","Team Per 100 Poss, 2PA","Team Per 100 Poss, 2P%","Team Per 100 Poss, FT","Team Per 100 Poss, FTA","Team Per 100 Poss, FT%","Team Per 100 Poss, ORB","Team Per 100 Poss, DRB","Team Per 100 Poss, TRB","Team Per 100 Poss, AST","Team Per 100 Poss, STL","Team Per 100 Poss, BLK","Team Per 100 Poss, TOV","Team Per 100 Poss, PF","Team Per 100 Poss, PTS","Team Advanced, TeamName","Team Advanced, Age","Team Advanced, W","Team Advanced, L","Team Advanced, PW","Team Advanced, PL","Team Advanced, MOV","Team Advanced, SOS","Team Advanced, SRS","Team Advanced, ORtg","Team Advanced, DRtg","Team Advanced, NRtg","Team Advanced, Pace","Team Advanced, FTr","Team Advanced, 3PAr","Team Advanced, TS%","Team Advanced,  ","Team Advanced,  ","Team Advanced,  ","Team Advanced, Offense Four Factors, eFG%","Team Advanced, Offense Four Factors, TOV%","Team Advanced, Offense Four Factors, ORB%","Team Advanced, Offense Four Factors, FT/FGA","Team Advanced,  ","Team Advanced,  ","Team Advanced,  ","Team Advanced, Defense Four Factors, eFG%","Team Advanced, Defense Four Factors, TOV%","Team Advanced, Defense Four Factors, DRB%","Team Advanced, Defense Four Factors, FT/FGA","Team Advanced,  ","Team Advanced,  ","Team Advanced,  ","Team Advanced, Arena","Team Advanced, Attend.","Team Advanced, Attend./G","Team Shooting, TeamName","Team Shooting, G","Team Shooting, MP","Team Shooting, FG%","Team Shooting, Dist.","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting, % of FGA by Distance, 2P","Team Shooting, % of FGA by Distance, 0-3","Team Shooting, % of FGA by Distance, 3-10","Team Shooting, % of FGA by Distance, 10-16","Team Shooting, % of FGA by Distance, 16-3P","Team Shooting, % of FGA by Distance, 3P","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting, FG% by Distance, 2P","Team Shooting, FG% by Distance, 0-3","Team Shooting, FG% by Distance, 3-10","Team Shooting, FG% by Distance, 10-16","Team Shooting, FG% by Distance, 16-3P","Team Shooting, FG% by Distance, 3P","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting, % of FG Ast'd, 2P","Team Shooting, % of FG Ast'd, 3P","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting, Dunks, %FGA","Team Shooting, Dunks, Md.","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting, Layups, %FGA","Team Shooting, Layups, Md.","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting, Corner, %3PA","Team Shooting, Corner, 3P%","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting, Heaves, Att.","Team Shooting, Heaves, Md."
IND,Indiana Pacers*,82,240.3,47.0,92.7,.507,13.2,35.3,.374,33.8,57.4,.589,16.1,20.5,.782,10.1,31.4,41.5,30.8,7.7,5.9,12.9,21.4,123.3,Indiana Pacers*,82,19705,3855,7599,.507,1082,2891,.374,2773,4708,.589,1318,1685,.782,827,2578,3405,2522,631,481,1059,1756,10110,Indiana Pacers*,82,19705,46.1,91.0,.507,13.0,34.6,.374,33.2,56.4,.589,15.8,20.2,.782,9.9,30.9,40.8,30.2,7.6,5.8,12.7,21.0,121.0,Indiana Pacers*,25.3,47,35,48,34,3.05,-0.30,2.75,121.0,118.0,+3.0,101.7,.222,.380,.606,,,,.578,11.3,23.8,.173,,,,.556,12.1,74.1,.228,,,,Gainbridge Fieldhouse,"677,554","16,526",Indiana Pacers*,82,19705,.507,13.5,,,,,,,,.620,.259,.220,.094,.047,.380,,,,,,,,.589,.718,.493,.505,.497,.374,,,,,,,,.576,.855,,,,,,,,.059,415,,,,,,,,.319,1440,,,,,,,,.234,.405,,,,,,,,11,0
BOS,Boston Celtics*,82,241.8,43.9,90.2,.487,16.5,42.5,.388,27.4,47.7,.575,16.3,20.2,.807,10.7,35.6,46.3,26.9,6.8,6.6,11.9,16.2,120.6,Boston Celtics*,82,19830,3601,7396,.487,1351,3482,.388,2250,3914,.575,1334,1654,.807,876,2923,3799,2207,557,538,979,1326,9887,Boston Celtics*,82,19830,44.9,92.1,.487,16.8,43.4,.388,28.0,48.8,.575,16.6,20.6,.807,10.9,36.4,47.3,27.5,6.9,6.7,12.2,16.5,123.2,Boston Celtics*,28.2,64,18,66,16,11.34,-0.60,10.75,123.2,111.6,+11.6,97.2,.224,.471,.609,,,,.578,10.8,24.9,.180,,,,.523,10.8,76.3,.145,,,,TD Garden,"785,396","19,156",Boston Celtics*,82,19830,.487,15.6,,,,,,,,.529,.212,.181,.083,.053,.471,,,,,,,,.575,.745,.478,.454,.418,.388,,,,,,,,.503,.796,,,,,,,,.066,439,,,,,,,,.249,1086,,,,,,,,.204,.441,,,,,,,,11,1
OKC,Oklahoma City Thunder*,82,241.5,44.5,89.3,.499,13.3,34.2,.389,31.3,55.1,.567,17.7,21.5,.825,8.8,33.2,42.0,27.1,8.5,6.6,12.7,18.8,120.1,Oklahoma City Thunder*,82,19805,3653,7324,.499,1090,2805,.389,2563,4519,.567,1451,1759,.825,722,2725,3447,2223,694,538,1039,1545,9847,Oklahoma City Thunder*,82,19805,44.3,88.9,.499,13.2,34.0,.389,31.1,54.9,.567,17.6,21.4,.825,8.8,33.1,41.8,27.0,8.4,6.5,12.6,18.8,119.5,Oklahoma City Thunder*,23.4,57,25,58,24,7.41,-0.05,7.36,119.5,112.1,+7.4,99.8,.240,.383,.608,,,,.573,11.4,21.1,.198,,,,.530,13.6,73.8,.202,,,,Paycom Center,"715,509","17,451",Oklahoma City Thunder*,82,19805,.499,13.8,,,,,,,,.617,.252,.191,.117,.057,.383,,,,,,,,.567,.712,.458,.503,.422,.389,,,,,,,,.487,.894,,,,,,,,.054,350,,,,,,,,.284,1233,,,,,,,,.243,.416,,,,,,,,5,0
MIL,Milwaukee Bucks*,82,241.5,43.1,88.5,.487,14.2,38.1,.373,29.0,50.4,.574,18.5,23.9,.774,9.4,34.8,44.2,26.5,6.8,5.0,12.9,19.2,119.0,Milwaukee Bucks*,82,19805,3538,7258,.487,1163,3122,.373,2375,4136,.574,1517,1960,.774,772,2850,3622,2176,558,413,1059,1574,9756,Milwaukee Bucks*,82,19805,42.9,88.1,.487,14.1,37.9,.373,28.8,50.2,.574,18.4,23.8,.774,9.4,34.6,43.9,26.4,6.8,5.0,12.8,19.1,118.4,Milwaukee Bucks*,30.2,49,33,47,35,2.62,-0.18,2.44,118.4,115.8,+2.6,99.9,.270,.430,.601,,,,.568,11.5,21.8,.209,,,,.539,10.6,77.2,.189,,,,Fiserv Forum,"740,850","17,659",Milwaukee Bucks*,82,19805,.487,15.0,,,,,,,,.570,.238,.167,.092,.073,.430,,,,,,,,.574,.761,.430,.447,.456,.373,,,,,,,,.504,.841,,,,,,,,.056,372,,,,,,,,.260,1155,,,,,,,,.255,.414,,,,,,,,10,0
ATL,Atlanta Hawks,82,242.1,43.0,92.5,.465,13.7,37.7,.364,29.3,54.8,.535,18.5,23.2,.797,12.5,32.2,44.7,26.6,7.5,4.5,13.5,18.6,118.3,Atlanta Hawks,82,19855,3529,7584,.465,1125,3092,.364,2404,4492,.535,1520,1906,.797,1024,2639,3663,2180,615,369,1110,1522,9703,Atlanta Hawks,82,19855,42.6,91.6,.465,13.6,37.3,.364,29.0,54.3,.535,18.4,23.0,.797,12.4,31.9,44.2,26.3,7.4,4.5,13.4,18.4,117.2,Atlanta Hawks,26.2,36,46,36,46,-2.18,-0.19,-2.38,117.2,119.4,-2.2,100.1,.251,.408,.576,,,,.539,11.6,27.1,.200,,,,.572,12.4,75.2,.192,,,,State Farm Arena,"696,418","16,986",Atlanta Hawks,82,19855,.465,14.1,,,,,,,,.592,.247,.194,.104,.047,.408,,,,,,,,.535,.649,.437,.477,.471,.364,,,,,,,,.537,.791,,,,,,,,.065,445,,,,,,,,.259,1006,,,,,,,,.260,.380,,,,,,,,15,0
LAL,Los Angeles Lakers*,82,242.1,43.7,87.5,.499,11.8,31.4,.377,31.8,56.2,.567,18.9,24.2,.782,8.2,34.9,43.1,28.5,7.4,5.5,14.0,15.6,118.0,Los Angeles Lakers*,82,19855,3580,7177,.499,969,2572,.377,2611,4605,.567,1550,1983,.782,676,2859,3535,2340,605,453,1146,1283,9679,Los Angeles Lakers*,82,19855,42.9,86.0,.499,11.6,30.8,.377,31.3,55.2,.567,18.6,23.8,.782,8.1,34.2,42.3,28.0,7.2,5.4,13.7,15.4,115.9,Los Angeles Lakers*,28.0,47,35,42,40,0.60,0.48,1.07,115.9,115.3,+0.6,100.9,.276,.358,.601,,,,.566,12.5,19.9,.216,,,,.550,11.7,76.2,.153,,,,Crypto.com Arena,"793,945","18,925",Los Angeles Lakers*,82,19855,.499,13.3,,,,,,,,.642,.259,.221,.097,.065,.358,,,,,,,,.567,.769,.451,.428,.365,.377,,,,,,,,.591,.822,,,,,,,,.081,533,,,,,,,,.289,1245,,,,,,,,.248,.388,,,,,,,,15,0
DAL,Dallas Mavericks*,82,240.3,43.1,89.7,.481,14.6,39.5,.369,28.5,50.1,.569,17.0,22.5,.758,9.7,33.2,42.9,25.7,6.9,5.0,12.5,18.3,117.9,Dallas Mavericks*,82,19705,3535,7352,.481,1197,3242,.369,2338,4110,.569,1397,1842,.758,797,2724,3521,2106,563,406,1027,1500,9664,Dallas Mavericks*,82,19705,43.0,89.5,.481,14.6,39.5,.369,28.5,50.0,.569,17.0,22.4,.758,9.7,33.2,42.9,25.6,6.9,4.9,12.5,18.3,117.6,Dallas Mavericks*,26.5,50,32,46,36,2.21,0.09,2.30,117.6,115.4,+2.2,100.1,.251,.441,.592,,,,.562,11.2,22.2,.190,,,,.548,12.1,75.2,.184,,,,American Airlines Center,"828,897","20,217",Dallas Mavericks*,82,19705,.481,15.1,,,,,,,,.559,.222,.175,.098,.064,.441,,,,,,,,.569,.747,.470,.451,.404,.369,,,,,,,,.524,.735,,,,,,,,.069,447,,,,,,,,.225,998,,,,,,,,.274,.362,,,,,,,,16,0
GSW,Golden State Warriors,82,241.8,43.7,91.6,.477,14.8,38.9,.380,28.9,52.7,.548,15.6,20.0,.780,12.1,34.6,46.7,29.3,7.0,4.6,14.3,19.5,117.8,Golden State Warriors,82,19830,3582,7515,.477,1211,3191,.380,2371,4324,.548,1282,1644,.780,996,2834,3830,2402,572,377,1174,1598,9657,Golden State Warriors,82,19830,43.7,91.7,.477,14.8,38.9,.380,28.9,52.8,.548,15.6,20.1,.780,12.2,34.6,46.7,29.3,7.0,4.6,14.3,19.5,117.8,Golden State Warriors,28.4,46,36,47,35,2.61,0.16,2.77,117.8,115.2,+2.6,99.2,.219,.425,.586,,,,.557,12.5,27.5,.171,,,,.539,11.5,76.1,.195,,,,Chase Center,"740,624","18,064",Golden State Warriors,82,19830,.477,15.0,,,,,,,,.575,.185,.238,.083,.069,.425,,,,,,,,.548,.716,.504,.419,.410,.380,,,,,,,,.599,.810,,,,,,,,.055,370,,,,,,,,.289,1266,,,,,,,,.163,.395,,,,,,,,15,1
SAC,Sacramento Kings,82,242.1,43.3,90.9,.477,14.4,39.3,.366,29.0,51.7,.561,15.5,20.9,.745,10.8,33.2,44.0,28.3,7.6,4.2,13.1,19.9,116.6,Sacramento Kings,82,19855,3553,7455,.477,1178,3219,.366,2375,4236,.561,1274,1710,.745,888,2719,3607,2324,625,342,1078,1632,9558,Sacramento Kings,82,19855,43.5,91.2,.477,14.4,39.4,.366,29.0,51.8,.561,15.6,20.9,.745,10.9,33.3,44.1,28.4,7.6,4.2,13.2,20.0,116.9,Sacramento Kings,26.4,46,36,45,37,1.74,0.55,2.29,116.9,115.2,+1.7,98.8,.229,.432,.582,,,,.556,11.6,24.5,.171,,,,.555,12.5,78.4,.213,,,,Golden 1 Center,"735,015","17,927",Sacramento Kings,82,19855,.477,14.8,,,,,,,,.568,.206,.218,.096,.048,.432,,,,,,,,.561,.715,.509,.439,.378,.366,,,,,,,,.543,.879,,,,,,,,.054,356,,,,,,,,.262,1166,,,,,,,,.244,.393,,,,,,,,8,0
PHO,Phoenix Suns*,82,241.2,42.5,86.1,.493,12.4,32.6,.382,30.0,53.6,.561,18.9,23.4,.808,10.1,33.9,44.1,27.0,7.4,6.0,14.9,18.0,116.2,Phoenix Suns*,82,19780,3482,7063,.493,1020,2671,.382,2462,4392,.561,1548,1915,.808,831,2783,3614,2218,610,492,1221,1475,9532,Phoenix Suns*,82,19780,43.0,87.2,.493,12.6,33.0,.382,30.4,54.2,.561,19.1,23.6,.808,10.3,34.3,44.6,27.4,7.5,6.1,15.1,18.2,117.6,Phoenix Suns*,29.3,49,33,49,33,3.06,0.02,3.08,117.6,114.6,+3.0,98.3,.271,.378,.603,,,,.565,13.4,25.0,.219,,,,.536,11.3,75.6,.178,,,,Footprint Center,"699,911","17,071",Phoenix Suns*,82,19780,.493,14.3,,,,,,,,.622,.224,.184,.134,.081,.378,,,,,,,,.561,.713,.457,.499,.474,.382,,,,,,,,.543,.864,,,,,,,,.056,346,,,,,,,,.237,973,,,,,,,,.249,.405,,,,,,,,2,0
