Team,"Team Per Game, TeamName","Team Per Game, G","Team Per Game, MP","Team Per Game, FG","Team Per Game, FGA","Team Per Game, FG%","Team Per Game, 3P","Team Per Game, 3PA","Team Per Game, 3P%","Team Per Game, 2P","Team Per Game, 2PA","Team Per Game, 2P%","Team Per Game, FT","Team Per Game, FTA","Team Per Game, FT%","Team Per Game, ORB","Team Per Game, DRB","Team Per Game, TRB","Team Per Game, AST","Team Per Game, STL","Team Per Game, BLK","Team Per Game, TOV","Team Per Game, PF","Team Per Game, PTS","Team Totals, TeamName","Team Totals, G","Team Totals, MP","Team Totals, FG","Team Totals, FGA","Team Totals, FG%","Team Totals, 3P","Team Totals, 3PA","Team Totals, 3P%","Team Totals, 2P","Team Totals, 2PA","Team Totals, 2P%","Team Totals, FT","Team Totals, FTA","Team Totals, FT%","Team Totals, ORB","Team Totals, DRB","Team Totals, TRB","Team Totals, AST","Team Totals, STL","Team Totals, BLK","Team Totals, TOV","Team Totals, PF","Team Totals, PTS","Team Per 100 Poss, TeamName","Team Per 100 Poss, G","Team Per 100 Poss, MP","Team Per 100 Poss, FG","Team Per 100 Poss, FGA","Team Per 100 Poss, FG%","Team Per 100 Poss, 3P","Team Per 100 Poss, 3PA","Team Per 100 Poss, 3P%","Team Per 100 Poss, 2P","Team Per 100 Poss, 2PA","Team Per 100 Poss, 2P%","Team Per 100 Poss, FT","Team Per 100 Poss, FTA","Team Per 100 Poss, FT%","Team Per 100 Poss, ORB","Team Per 100 Poss, DRB","Team Per 100 Poss, TRB","Team Per 100 Poss, AST","Team Per 100 Poss, STL","Team Per 100 Poss, BLK","Team Per 100 Poss, TOV","Team Per 100 Poss, PF","Team Per 100 Poss, PTS","Team Advanced, TeamName","Team Advanced, Age","Team Advanced, W","Team Advanced, L","Team Advanced, PW","Team Advanced, PL","Team Advanced, MOV","Team Advanced, SOS","Team Advanced, SRS","Team Advanced, ORtg","Team Advanced, DRtg","Team Advanced, NRtg","Team Advanced, Pace","Team Advanced, FTr","Team Advanced, 3PAr","Team Advanced, TS%","Team Advanced,  ","Team Advanced,  ","Team Advanced,  ","Team Advanced, Offense Four Factors, eFG%","Team Advanced, Offense Four Factors, TOV%","Team Advanced, Offense Four Factors, ORB%","Team Advanced, Offense Four Factors, FT/FGA","Team Advanced,  ","Team Advanced,  ","Team Advanced,  ","Team Advanced, Defense Four Factors, eFG%","Team Advanced, Defense Four Factors, TOV%","Team Advanced, Defense Four Factors, DRB%","Team Advanced, Defense Four Factors, FT/FGA","Team Advanced,  ","Team Advanced,  ","Team Advanced,  ","Team Advanced, Arena","Team Advanced, Attend.","Team Advanced, Attend./G","Team Shooting, TeamName","Team Shooting, G","Team Shooting, MP","Team Shooting, FG%","Team Shooting, Dist.","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting, % of FGA by Distance, 2P","Team Shooting, % of FGA by Distance, 0-3","Team Shooting, % of FGA by Distance, 3-10","Team Shooting, % of FGA by Distance, 10-16","Team Shooting, % of FGA by Distance, 16-3P","Team Shooting, % of FGA by Distance, 3P","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting, FG% by Distance, 2P","Team Shooting, FG% by Distance, 0-3","Team Shooting, FG% by Distance, 3-10","Team Shooting, FG% by Distance, 10-16","Team Shooting, FG% by Distance, 16-3P","Team Shooting, FG% by Distance, 3P","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting, % of FG Ast'd, 2P","Team Shooting, % of FG Ast'd, 3P","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting, Dunks, %FGA","Team Shooting, Dunks, Md.","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting, Layups, %FGA","Team Shooting, Layups, Md.","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting, Corner, %3PA","Team Shooting, Corner, 3P%","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting, Heaves, Att.","Team Shooting, Heaves, Md."
GSW,Golden State Warriors*,82,242.4,42.5,87.3,.487,13.1,31.6,.416,29.4,55.7,.528,16.7,21.8,.763,10.0,36.2,46.2,28.9,8.4,6.1,15.2,20.7,114.9,Golden State Warriors*,82,19880,3489,7159,.487,1077,2592,.416,2412,4567,.528,1366,1790,.763,816,2972,3788,2373,689,498,1245,1701,9421,Golden State Warriors*,82,19880,42.4,87.0,.487,13.1,31.5,.416,29.3,55.5,.528,16.6,21.8,.763,9.9,36.1,46.0,28.8,8.4,6.1,15.1,20.7,114.5,Golden State Warriors*,27.4,73,9,65,17,10.76,-0.38,10.38,114.5,103.8,+10.7,99.3,.250,.362,.593,,,,.563,13.5,23.5,.191,,,,.479,12.6,76.0,.208,,,,Oracle Arena,"803,436","19,596",Golden State Warriors*,82,19880,.487,13.5,,,,,,,,.638,.301,.125,.093,.119,.362,,,,,,,,.528,.660,.362,.422,.452,.416,,,,,,,,.626,.792,,,,,,,,.062,402,,,,,,,,.242,1032,,,,,,,,.229,.413,,,,,,,,22,2
OKC,Oklahoma City Thunder*,82,241.8,41.1,86.4,.476,8.3,23.7,.349,32.9,62.6,.524,19.7,25.2,.782,13.1,35.6,48.6,23.0,7.4,5.9,15.9,20.6,110.2,Oklahoma City Thunder*,82,19830,3372,7082,.476,678,1945,.349,2694,5137,.524,1616,2067,.782,1071,2916,3987,1883,603,487,1305,1691,9038,Oklahoma City Thunder*,82,19830,42.2,88.6,.476,8.5,24.3,.349,33.7,64.3,.524,20.2,25.9,.782,13.4,36.5,49.9,23.6,7.5,6.1,16.3,21.2,113.1,Oklahoma City Thunder*,25.8,55,27,59,23,7.28,-0.19,7.09,113.1,105.6,+7.5,96.7,.292,.275,.565,,,,.524,14.0,31.1,.228,,,,.484,11.7,76.0,.205,,,,Chesapeake Energy Arena,"746,323","18,203",Oklahoma City Thunder*,82,19830,.476,11.9,,,,,,,,.725,.330,.126,.122,.146,.275,,,,,,,,.524,.626,.438,.478,.410,.349,,,,,,,,.508,.758,,,,,,,,.070,447,,,,,,,,.262,1010,,,,,,,,.291,.357,,,,,,,,6,0
SAC,Sacramento Kings,82,241.5,40.0,86.4,.464,8.0,22.4,.359,32.0,64.0,.500,18.5,25.5,.725,10.6,33.7,44.2,24.5,8.9,4.5,16.2,20.4,106.6,Sacramento Kings,82,19805,3283,7083,.464,660,1839,.359,2623,5244,.500,1514,2089,.725,868,2760,3628,2009,733,368,1326,1676,8740,Sacramento Kings,82,19805,39.8,85.9,.464,8.0,22.3,.359,31.8,63.6,.500,18.4,25.3,.725,10.5,33.5,44.0,24.4,8.9,4.5,16.1,20.3,106.0,Sacramento Kings,26.6,33,49,34,48,-2.48,0.16,-2.32,106.0,108.4,-2.4,100.0,.295,.260,.546,,,,.510,14.2,23.9,.214,,,,.521,14.0,74.9,.202,,,,Sleep Train Arena,"707,526","17,222",Sacramento Kings,82,19805,.464,11.6,,,,,,,,.740,.297,.223,.066,.155,.260,,,,,,,,.500,.650,.404,.411,.389,.359,,,,,,,,.550,.856,,,,,,,,.059,374,,,,,,,,.276,1158,,,,,,,,.230,.418,,,,,,,,15,0
HOU,Houston Rockets*,82,241.8,37.7,83.5,.452,10.7,30.9,.347,27.0,52.6,.514,20.4,29.4,.694,11.3,31.7,43.1,22.2,10.0,5.2,15.9,21.8,106.5,Houston Rockets*,82,19830,3094,6847,.452,878,2533,.347,2216,4314,.514,1671,2407,.694,930,2601,3531,1821,821,430,1307,1790,8737,Houston Rockets*,82,19830,38.4,84.9,.452,10.9,31.4,.347,27.5,53.5,.514,20.7,29.8,.694,11.5,32.2,43.8,22.6,10.2,5.3,16.2,22.2,108.3,Houston Rockets*,27.8,41,41,42,40,0.20,0.14,0.34,108.3,108.1,+0.2,97.6,.352,.370,.553,,,,.516,14.2,25.7,.244,,,,.516,14.8,72.8,.219,,,,Toyota Center,"737,244","17,982",Houston Rockets*,82,19830,.452,12.5,,,,,,,,.630,.321,.164,.064,.082,.370,,,,,,,,.514,.651,.356,.400,.379,.347,,,,,,,,.508,.793,,,,,,,,.070,442,,,,,,,,.266,1022,,,,,,,,.307,.360,,,,,,,,21,0
BOS,Boston Celtics*,82,241.2,39.2,89.2,.439,8.7,26.1,.335,30.5,63.1,.483,18.5,23.5,.788,11.6,33.3,44.9,24.2,9.2,4.2,13.7,21.9,105.7,Boston Celtics*,82,19780,3216,7318,.439,717,2142,.335,2499,5176,.483,1520,1929,.788,950,2733,3683,1981,752,348,1127,1796,8669,Boston Celtics*,82,19780,39.6,90.2,.439,8.8,26.4,.335,30.8,63.8,.483,18.7,23.8,.788,11.7,33.7,45.4,24.4,9.3,4.3,13.9,22.1,106.8,Boston Celtics*,25.2,48,34,50,32,3.21,-0.37,2.84,106.8,103.6,+3.2,98.5,.264,.293,.531,,,,.488,12.1,25.1,.208,,,,.487,14.6,74.6,.231,,,,TD Garden,"749,076","18,270",Boston Celtics*,82,19780,.439,12.4,,,,,,,,.707,.318,.141,.094,.154,.293,,,,,,,,.483,.624,.355,.378,.373,.335,,,,,,,,.546,.856,,,,,,,,.025,169,,,,,,,,.290,1262,,,,,,,,.232,.345,,,,,,,,12,0
POR,Portland Trail Blazers*,82,241.5,38.6,85.9,.450,10.5,28.5,.370,28.1,57.4,.490,17.4,23.0,.754,11.6,33.9,45.5,21.3,6.9,4.6,14.6,21.7,105.1,Portland Trail Blazers*,82,19805,3167,7040,.450,864,2336,.370,2303,4704,.490,1424,1889,.754,948,2782,3730,1748,562,380,1200,1782,8622,Portland Trail Blazers*,82,19805,40.0,88.9,.450,10.9,29.5,.370,29.1,59.4,.490,18.0,23.8,.754,12.0,35.1,47.1,22.1,7.1,4.8,15.1,22.5,108.8,Portland Trail Blazers*,24.3,44,38,43,39,0.83,0.15,0.98,108.8,108.0,+0.8,96.0,.268,.332,.548,,,,.511,13.2,25.9,.202,,,,.503,12.1,76.2,.225,,,,Moda Center,"794,085","19,368",Portland Trail Blazers*,82,19805,.450,13.3,,,,,,,,.668,.282,.137,.092,.157,.332,,,,,,,,.490,.607,.361,.436,.423,.370,,,,,,,,.469,.771,,,,,,,,.052,328,,,,,,,,.232,872,,,,,,,,.238,.388,,,,,,,,11,0
LAC,Los Angeles Clippers*,82,241.8,38.3,82.4,.465,9.7,26.7,.364,28.6,55.7,.513,18.2,26.2,.692,8.8,33.3,42.0,22.8,8.6,5.6,13.0,21.3,104.5,Los Angeles Clippers*,82,19830,3141,6759,.465,797,2190,.364,2344,4569,.513,1490,2152,.692,721,2727,3448,1873,709,460,1063,1746,8569,Los Angeles Clippers*,82,19830,39.7,85.4,.465,10.1,27.7,.364,29.6,57.7,.513,18.8,27.2,.692,9.1,34.5,43.6,23.7,9.0,5.8,13.4,22.1,108.3,Los Angeles Clippers*,29.7,53,29,53,29,4.28,-0.15,4.13,108.3,103.8,+4.5,95.8,.318,.324,.556,,,,.524,12.1,20.1,.220,,,,.480,13.8,73.8,.222,,,,STAPLES Center,"786,910","19,193",Los Angeles Clippers*,82,19830,.465,14.2,,,,,,,,.676,.239,.129,.093,.215,.324,,,,,,,,.513,.674,.438,.425,.417,.364,,,,,,,,.526,.799,,,,,,,,.057,346,,,,,,,,.195,787,,,,,,,,.226,.405,,,,,,,,14,0
CLE,Cleveland Cavaliers*,82,242.1,38.7,84.0,.460,10.7,29.6,.362,27.9,54.4,.514,16.3,21.7,.748,10.6,33.9,44.5,22.7,6.7,3.9,13.6,20.3,104.3,Cleveland Cavaliers*,82,19855,3171,6888,.460,880,2428,.362,2291,4460,.514,1333,1783,.748,873,2777,3650,1861,551,317,1114,1666,8555,Cleveland Cavaliers*,82,19855,41.1,89.3,.460,11.4,31.5,.362,29.7,57.8,.514,17.3,23.1,.748,11.3,36.0,47.3,24.1,7.1,4.1,14.4,21.6,110.9,Cleveland Cavaliers*,28.1,57,25,57,25,6.00,-0.55,5.45,110.9,104.5,+6.4,93.3,.259,.352,.558,,,,.524,12.7,25.1,.194,,,,.496,12.6,78.5,.205,,,,Quicken Loans Arena,"843,042","20,562",Cleveland Cavaliers*,82,19855,.460,13.3,,,,,,,,.648,.280,.149,.095,.125,.352,,,,,,,,.514,.658,.391,.378,.438,.362,,,,,,,,.481,.861,,,,,,,,.057,358,,,,,,,,.227,920,,,,,,,,.260,.391,,,,,,,,5,1
WAS,Washington Wizards,82,240.9,39.5,85.8,.460,8.6,24.2,.358,30.8,61.6,.501,16.5,22.5,.730,9.1,32.8,41.8,24.5,8.6,3.9,14.5,20.8,104.1,Washington Wizards,82,19755,3238,7033,.460,709,1983,.358,2529,5050,.501,1349,1849,.730,743,2688,3431,2005,708,323,1186,1708,8534,Washington Wizards,82,19755,40.0,86.8,.460,8.7,24.5,.358,31.2,62.3,.501,16.6,22.8,.730,9.2,33.2,42.3,24.7,8.7,4.0,14.6,21.1,105.3,Washington Wizards,27.3,41,41,40,42,-0.50,0.00,-0.50,105.3,105.8,-0.5,98.5,.263,.282,.544,,,,.511,13.1,20.6,.192,,,,.515,14.6,77.7,.218,,,,Verizon Center,"725,426","17,693",Washington Wizards,82,19755,.460,12.9,,,,,,,,.718,.291,.129,.111,.188,.282,,,,,,,,.501,.638,.410,.415,.400,.358,,,,,,,,.548,.872,,,,,,,,.039,254,,,,,,,,.255,1067,,,,,,,,.246,.382,,,,,,,,14,1
SAS,San Antonio Spurs*,82,240.3,40.1,82.9,.484,7.0,18.5,.375,33.2,64.4,.515,16.4,20.4,.803,9.4,34.5,43.9,24.5,8.3,5.9,13.1,17.5,103.5,San Antonio Spurs*,82,19705,3289,6797,.484,570,1518,.375,2719,5279,.515,1342,1672,.803,770,2831,3601,2010,677,485,1071,1433,8490,San Antonio Spurs*,82,19705,42.7,88.3,.484,7.4,19.7,.375,35.3,68.6,.515,17.4,21.7,.803,10.0,36.8,46.8,26.1,8.8,6.3,13.9,18.6,110.3,San Antonio Spurs*,30.3,67,15,67,15,10.63,-0.36,10.28,110.3,99.0,+11.3,93.8,.246,.223,.564,,,,.526,12.4,23.0,.197,,,,.477,14.1,79.1,.182,,,,AT&T Center,"756,445","18,450",San Antonio Spurs*,82,19705,.484,12.2,,,,,,,,.777,.264,.175,.137,.201,.223,,,,,,,,.515,.667,.452,.440,.421,.375,,,,,,,,.549,.905,,,,,,,,.033,206,,,,,,,,.237,1018,,,,,,,,.283,.373,,,,,,,,11,0
CHO,Charlotte Hornets*,82,242.1,37.0,84.4,.439,10.6,29.4,.362,26.4,55.0,.479,18.7,23.7,.790,9.0,35.0,43.9,21.7,7.3,5.3,12.5,18.1,103.4,Charlotte Hornets*,82,19855,3036,6922,.439,873,2410,.362,2163,4512,.479,1534,1941,.790,734,2869,3603,1778,595,438,1029,1487,8479,Charlotte Hornets*,82,19855,38.4,87.5,.439,11.0,30.5,.362,27.3,57.0,.479,19.4,24.5,.790,9.3,36.3,45.5,22.5,7.5,5.5,13.0,18.8,107.2,Charlotte Hornets*,26.0,48,34,49,33,2.72,-0.36,2.36,107.2,104.3,+2.9,95.6,.280,.348,.545,,,,.502,11.7,20.0,.222,,,,.496,12.5,79.8,.191,,,,Time Warner Cable Arena,"716,894","17,485",Charlotte Hornets*,82,19855,.439,13.7,,,,,,,,.652,.274,.129,.093,.156,.348,,,,,,,,.479,.599,.394,.383,.397,.362,,,,,,,,.482,.840,,,,,,,,.029,177,,,,,,,,.248,962,,,,,,,,.171,.409,,,,,,,,9,1
ATL,Atlanta Hawks*,82,241.8,38.6,84.4,.458,9.9,28.4,.350,28.7,56.1,.512,15.6,20.0,.783,8.3,33.8,42.1,25.6,9.1,5.9,15.0,19.1,102.8,Atlanta Hawks*,82,19830,3168,6923,.458,815,2326,.350,2353,4597,.512,1282,1638,.783,679,2772,3451,2100,747,486,1226,1570,8433,Atlanta Hawks*,82,19830,39.5,86.3,.458,10.2,29.0,.350,29.3,57.3,.512,16.0,20.4,.783,8.5,34.5,43.0,26.2,9.3,6.1,15.3,19.6,105.1,Atlanta Hawks*,28.2,48,34,51,31,3.61,-0.12,3.49,105.1,101.4,+3.7,97.1,.237,.336,.552,,,,.516,13.8,19.1,.185,,,,.480,14.4,74.6,.194,,,,Philips Arena,"690,150","16,833",Atlanta Hawks*,82,19830,.458,12.7,,,,,,,,.664,.326,.121,.078,.138,.336,,,,,,,,.512,.623,.377,.431,.415,.350,,,,,,,,.582,.896,,,,,,,,.037,222,,,,,,,,.293,1182,,,,,,,,.244,.360,,,,,,,,12,1
TOR,Toronto Raptors*,82,241.2,36.7,81.3,.451,8.6,23.4,.370,28.0,58.0,.483,20.8,26.7,.777,10.2,33.2,43.4,18.7,7.8,5.5,13.1,19.6,102.7,Toronto Raptors*,82,19780,3006,6669,.451,708,1915,.370,2298,4754,.483,1702,2190,.777,836,2724,3560,1536,636,449,1073,1610,8422,Toronto Raptors*,82,19780,39.3,87.1,.451,9.2,25.0,.370,30.0,62.1,.483,22.2,28.6,.777,10.9,35.6,46.5,20.1,8.3,5.9,14.0,21.0,110.0,Toronto Raptors*,26.3,56,26,53,29,4.50,-0.42,4.08,110.0,105.2,+4.8,92.9,.328,.287,.552,,,,.504,12.3,24.6,.255,,,,.498,12.7,77.7,.201,,,,Air Canada Centre,"812,863","19,826",Toronto Raptors*,82,19780,.451,12.3,,,,,,,,.713,.277,.187,.111,.139,.287,,,,,,,,.483,.624,.409,.394,.374,.370,,,,,,,,.400,.869,,,,,,,,.043,265,,,,,,,,.246,906,,,,,,,,.290,.413,,,,,,,,9,1
NOP,New Orleans Pelicans,82,241.2,38.5,85.9,.448,8.6,23.8,.360,29.9,62.1,.482,17.3,22.2,.776,9.5,33.1,42.6,22.2,7.7,4.2,13.4,20.9,102.7,New Orleans Pelicans,82,19780,3153,7040,.448,702,1951,.360,2451,5089,.482,1415,1823,.776,782,2712,3494,1818,633,342,1102,1713,8423,New Orleans Pelicans,82,19780,39.5,88.3,.448,8.8,24.5,.360,30.7,63.8,.482,17.7,22.9,.776,9.8,34.0,43.8,22.8,7.9,4.3,13.8,21.5,105.6,New Orleans Pelicans,26.6,30,52,31,51,-3.79,0.24,-3.56,105.6,109.5,-3.9,96.8,.259,.277,.537,,,,.498,12.3,21.2,.201,,,,.523,12.7,78.8,.225,,,,Smoothie King Center,"688,549","16,794",New Orleans Pelicans,82,19780,.448,12.5,,,,,,,,.723,.304,.144,.101,.174,.277,,,,,,,,.482,.597,.380,.385,.419,.360,,,,,,,,.510,.808,,,,,,,,.059,369,,,,,,,,.255,948,,,,,,,,.229,.332,,,,,,,,12,1
MIN,Minnesota Timberwolves,82,242.4,37.7,81.3,.464,5.5,16.4,.338,32.2,64.9,.496,21.4,27.0,.792,10.0,31.5,41.6,23.4,8.0,4.6,15.0,20.7,102.4,Minnesota Timberwolves,82,19880,3095,6668,.464,455,1347,.338,2640,5321,.496,1753,2213,.792,821,2587,3408,1916,656,375,1231,1696,8398,Minnesota Timberwolves,82,19880,39.2,84.5,.464,5.8,17.1,.338,33.5,67.5,.496,22.2,28.1,.792,10.4,32.8,43.2,24.3,8.3,4.8,15.6,21.5,106.5,Minnesota Timberwolves,24.6,29,53,31,51,-3.54,0.15,-3.38,106.5,110.1,-3.6,95.2,.332,.202,.549,,,,.498,13.9,24.3,.263,,,,.524,13.6,74.7,.200,,,,Target Center,"581,178","14,175",Minnesota Timberwolves,82,19880,.464,11.9,,,,,,,,.798,.298,.160,.101,.239,.202,,,,,,,,.496,.661,.410,.372,.400,.338,,,,,,,,.578,.855,,,,,,,,.061,376,,,,,,,,.241,943,,,,,,,,.208,.386,,,,,,,,8,0
DAL,Dallas Mavericks*,82,244.0,37.4,84.1,.444,9.8,28.6,.344,27.5,55.6,.495,17.7,22.3,.794,9.2,33.9,43.1,22.1,6.8,3.7,12.8,19.5,102.3,Dallas Mavericks*,82,20005,3064,6900,.444,806,2342,.344,2258,4558,.495,1454,1831,.794,751,2781,3532,1813,560,306,1047,1595,8388,Dallas Mavericks*,82,20005,39.0,87.8,.444,10.3,29.8,.344,28.7,58.0,.495,18.5,23.3,.794,9.6,35.4,44.9,23.1,7.1,3.9,13.3,20.3,106.7,Dallas Mavericks*,30.3,42,40,40,42,-0.30,0.29,-0.02,106.7,107.0,-0.3,94.3,.265,.339,.544,,,,.502,12.0,20.6,.211,,,,.504,12.8,76.2,.198,,,,American Airlines Center,"825,901","20,144",Dallas Mavericks*,82,20005,.444,13.7,,,,,,,,.661,.243,.149,.111,.159,.339,,,,,,,,.495,.656,.369,.431,.412,.344,,,,,,,,.500,.847,,,,,,,,.033,214,,,,,,,,.214,879,,,,,,,,.213,.390,,,,,,,,17,0
