Team,"Team Per Game, TeamName","Team Per Game, G","Team Per Game, MP","Team Per Game, FG","Team Per Game, FGA","Team Per Game, FG%","Team Per Game, 3P","Team Per Game, 3PA","Team Per Game, 3P%","Team Per Game, 2P","Team Per Game, 2PA","Team Per Game, 2P%","Team Per Game, FT","Team Per Game, FTA","Team Per Game, FT%","Team Per Game, ORB","Team Per Game, DRB","Team Per Game, TRB","Team Per Game, AST","Team Per Game, STL","Team Per Game, BLK","Team Per Game, TOV","Team Per Game, PF","Team Per Game, PTS","Team Totals, TeamName","Team Totals, G","Team Totals, MP","Team Totals, FG","Team Totals, FGA","Team Totals, FG%","Team Totals, 3P","Team Totals, 3PA","Team Totals, 3P%","Team Totals, 2P","Team Totals, 2PA","Team Totals, 2P%","Team Totals, FT","Team Totals, FTA","Team Totals, FT%","Team Totals, ORB","Team Totals, DRB","Team Totals, TRB","Team Totals, AST","Team Totals, STL","Team Totals, BLK","Team Totals, TOV","Team Totals, PF","Team Totals, PTS","Team Per 100 Poss, TeamName","Team Per 100 Poss, G","Team Per 100 Poss, MP","Team Per 100 Poss, FG","Team Per 100 Poss, FGA","Team Per 100 Poss, FG%","Team Per 100 Poss, 3P","Team Per 100 Poss, 3PA","Team Per 100 Poss, 3P%","Team Per 100 Poss, 2P","Team Per 100 Poss, 2PA","Team Per 100 Poss, 2P%","Team Per 100 Poss, FT","Team Per 100 Poss, FTA","Team Per 100 Poss, FT%","Team Per 100 Poss, ORB","Team Per 100 Poss, DRB","Team Per 100 Poss, TRB","Team Per 100 Poss, AST","Team Per 100 Poss, STL","Team Per 100 Poss, BLK","Team Per 100 Poss, TOV","Team Per 100 Poss, PF","Team Per 100 Poss, PTS","Team Advanced, TeamName","Team Advanced, Age","Team Advanced, W","Team Advanced, L","Team Advanced, PW","Team Advanced, PL","Team Advanced, MOV","Team Advanced, SOS","Team Advanced, SRS","Team Advanced, ORtg","Team Advanced, DRtg","Team Advanced, NRtg","Team Advanced, Pace","Team Advanced, FTr","Team Advanced, 3PAr","Team Advanced, TS%","Team Advanced,  ","Team Advanced,  ","Team Advanced,  ","Team Advanced, Offense Four Factors, eFG%","Team Advanced, Offense Four Factors, TOV%","Team Advanced, Offense Four Factors, ORB%","Team Advanced, Offense Four Factors, FT/FGA","Team Advanced,  ","Team Advanced,  ","Team Advanced,  ","Team Advanced, Defense Four Factors, eFG%","Team Advanced, Defense Four Factors, TOV%","Team Advanced, Defense Four Factors, DRB%","Team Advanced, Defense Four Factors, FT/FGA","Team Advanced,  ","Team Advanced,  ","Team Advanced,  ","Team Advanced, Arena","Team Advanced, Attend.","Team Advanced, Attend./G"
MIL,Milwaukee Bucks*,82,241.5,43.2,85.5,.505,0.6,2.0,.299,42.6,83.5,.510,21.4,28.4,.753,14.2,29.5,43.7,27.2,9.3,5.5,19.4,27.8,108.4,Milwaukee Bucks*,82,19805,3544,7015,.505,49,164,.299,3495,6851,.510,1753,2329,.753,1167,2415,3582,2233,763,455,1589,2281,8890,Milwaukee Bucks*,82,19805,42.9,85.0,.505,0.6,2.0,.299,42.4,83.0,.510,21.2,28.2,.753,14.1,29.3,43.4,27.1,9.2,5.5,19.3,27.6,107.7,Milwaukee Bucks*,27.3,55,27,55,27,5.48,-0.10,5.38,107.7,102.3,+5.4,100.0,.332,.023,.553,,,,.509,16.5,35.1,.250,,,,.471,15.9,67.3,.253,,,,MECCA Arena,"443,288","10,812"
SEA,Seattle SuperSonics*,82,241.8,42.7,87.5,.488,0.5,1.9,.248,42.3,85.7,.494,21.3,28.8,.740,13.5,31.0,44.5,25.6,8.4,5.6,16.5,25.1,107.3,Seattle SuperSonics*,82,19830,3505,7178,.488,38,153,.248,3467,7025,.494,1747,2362,.740,1103,2544,3647,2103,691,460,1351,2057,8795,Seattle SuperSonics*,82,19830,42.4,86.9,.488,0.5,1.9,.248,42.0,85.0,.494,21.1,28.6,.740,13.3,30.8,44.1,25.4,8.4,5.6,16.3,24.9,106.4,Seattle SuperSonics*,26.4,52,30,52,30,4.13,-0.45,3.69,106.4,102.3,+4.1,100.0,.329,.021,.535,,,,.491,14.1,31.3,.243,,,,.464,14.4,67.2,.214,,,,,"721,049",
KCK,Kansas City Kings,82,242.4,44.0,88.8,.495,0.3,1.6,.200,43.6,87.2,.500,18.9,26.3,.719,13.2,27.8,41.0,25.1,9.1,4.9,18.4,28.8,107.1,Kansas City Kings,82,19880,3604,7284,.495,26,130,.200,3578,7154,.500,1551,2158,.719,1086,2276,3362,2056,743,402,1507,2359,8785,Kansas City Kings,82,19880,42.7,86.4,.495,0.3,1.5,.200,42.4,84.8,.500,18.4,25.6,.719,12.9,27.0,39.9,24.4,8.8,4.8,17.9,28.0,104.2,Kansas City Kings,24.0,30,52,33,49,-3.10,-0.15,-3.25,104.2,107.2,-3.0,101.8,.296,.018,.533,,,,.497,15.5,29.9,.213,,,,.504,16.5,66.0,.287,,,,Kemper Arena,"305,665","7,455"
NJN,New Jersey Nets*,82,241.2,42.7,88.1,.484,0.4,1.8,.205,42.3,86.4,.490,20.9,28.7,.728,14.6,28.3,42.9,25.6,11.2,5.9,20.1,28.0,106.7,New Jersey Nets*,82,19780,3501,7227,.484,30,146,.205,3471,7081,.490,1714,2354,.728,1194,2320,3514,2096,918,481,1650,2295,8746,New Jersey Nets*,82,19780,41.2,85.1,.484,0.4,1.7,.205,40.9,83.4,.490,20.2,27.7,.728,14.1,27.3,41.4,24.7,10.8,5.7,19.4,27.0,103.0,New Jersey Nets*,25.1,44,38,43,39,0.68,0.18,0.87,103.0,102.3,+0.7,103.1,.326,.020,.529,,,,.487,16.6,33.7,.237,,,,.486,18.3,67.0,.281,,,,Brendan Byrne Arena,"560,734","13,676"
CHI,Chicago Bulls,82,242.4,41.1,82.0,.501,0.7,2.6,.254,40.4,79.5,.509,23.8,31.0,.767,13.7,30.8,44.5,24.9,7.1,5.9,20.0,24.5,106.6,Chicago Bulls,82,19880,3369,6728,.501,54,213,.254,3315,6515,.509,1951,2545,.767,1125,2525,3650,2043,580,483,1636,2008,8743,Chicago Bulls,82,19880,41.1,82.0,.501,0.7,2.6,.254,40.4,79.4,.509,23.8,31.0,.767,13.7,30.8,44.5,24.9,7.1,5.9,19.9,24.5,106.6,Chicago Bulls,26.5,34,48,36,46,-2.02,0.45,-1.57,106.6,108.6,-2.0,99.0,.378,.032,.557,,,,.505,17.3,33.6,.290,,,,.499,13.2,69.0,.207,,,,Chicago Stadium,"372,613","9,088"
NYK,New York Knicks,82,241.8,43.0,87.5,.491,0.7,2.6,.271,42.3,84.9,.498,19.5,26.5,.738,14.2,27.7,42.0,25.3,8.8,4.1,18.1,26.8,106.2,New York Knicks,82,19830,3523,7178,.491,58,214,.271,3465,6964,.498,1603,2171,.738,1168,2273,3441,2075,719,338,1486,2195,8707,New York Knicks,82,19830,42.9,87.3,.491,0.7,2.6,.271,42.2,84.7,.498,19.5,26.4,.738,14.2,27.7,41.9,25.2,8.7,4.1,18.1,26.7,106.0,New York Knicks,28.0,33,49,34,48,-2.67,0.52,-2.15,106.0,108.6,-2.6,99.5,.302,.030,.535,,,,.495,15.4,33.1,.223,,,,.508,15.4,66.9,.255,,,,Madison Square Garden (IV),"451,140","11,003"
PHO,Phoenix Suns*,82,241.8,42.8,87.1,.491,0.7,2.1,.310,42.1,85.0,.496,19.9,26.3,.758,13.7,30.7,44.4,27.1,9.2,5.2,18.6,24.7,106.2,Phoenix Suns*,82,19830,3508,7140,.491,54,174,.310,3454,6966,.496,1635,2157,.758,1123,2517,3640,2223,753,429,1528,2029,8705,Phoenix Suns*,82,19830,42.7,86.8,.491,0.7,2.1,.310,42.0,84.7,.496,19.9,26.2,.758,13.7,30.6,44.3,27.0,9.2,5.2,18.6,24.7,105.8,Phoenix Suns*,26.4,46,36,50,32,3.45,-0.40,3.05,105.8,102.4,+3.4,99.5,.302,.024,.538,,,,.495,15.9,32.2,.229,,,,.470,14.6,68.5,.233,,,,Arizona Veterans Memorial Coliseum,"486,855","11,871"
HOU,Houston Rockets*,82,241.2,42.7,89.8,.476,0.6,2.1,.284,42.1,87.7,.480,19.8,27.1,.729,17.1,27.9,45.0,24.1,7.9,5.2,16.1,22.8,105.9,Houston Rockets*,82,19780,3504,7366,.476,50,176,.284,3454,7190,.480,1622,2225,.729,1403,2284,3687,1977,648,429,1321,1871,8680,Houston Rockets*,82,19780,43.7,91.9,.476,0.6,2.2,.284,43.1,89.7,.480,20.2,27.8,.729,17.5,28.5,46.0,24.7,8.1,5.4,16.5,23.3,108.3,Houston Rockets*,28.3,46,36,41,41,-0.04,-0.36,-0.39,108.3,108.3,0.0,97.2,.302,.024,.520,,,,.479,13.7,37.8,.220,,,,.500,14.3,66.1,.209,,,,The Summit,"480,190","11,713"
DAL,Dallas Mavericks,82,240.6,41.3,88.1,.469,0.7,2.3,.289,40.7,85.8,.474,21.2,28.9,.735,14.8,27.2,42.0,25.8,6.9,3.8,16.1,26.7,104.6,Dallas Mavericks,82,19730,3390,7224,.469,55,190,.289,3335,7034,.474,1740,2366,.735,1213,2228,3441,2117,566,313,1317,2193,8575,Dallas Mavericks,82,19730,41.9,89.2,.469,0.7,2.3,.289,41.2,86.9,.474,21.5,29.2,.735,15.0,27.5,42.5,26.1,7.0,3.9,16.3,27.1,105.9,Dallas Mavericks,24.4,28,54,29,53,-4.43,-0.06,-4.48,105.9,110.4,-4.5,98.5,.328,.026,.519,,,,.473,13.7,33.9,.241,,,,.510,14.5,66.8,.266,,,,Reunion Arena,"380,484","9,280"
WSB,Washington Bullets*,82,241.8,41.5,87.4,.474,0.7,2.9,.250,40.7,84.5,.482,19.8,25.7,.772,12.8,31.5,44.3,24.2,7.8,4.8,17.0,25.3,103.5,Washington Bullets*,82,19830,3400,7168,.474,59,236,.250,3341,6932,.482,1626,2105,.772,1047,2583,3630,1983,643,397,1390,2072,8485,Washington Bullets*,82,19830,41.4,87.3,.474,0.7,2.9,.250,40.7,84.4,.482,19.8,25.6,.772,12.8,31.5,44.2,24.2,7.8,4.8,16.9,25.2,103.3,Washington Bullets*,26.0,43,39,43,39,0.88,0.19,1.06,103.3,102.5,+0.8,99.4,.294,.033,.524,,,,.478,14.7,29.4,.227,,,,.468,13.9,69.9,.228,,,,Capital Centre,"379,891","9,266"
CLE,Cleveland Cavaliers,82,241.5,41.5,89.4,.464,0.3,1.7,.182,41.2,87.8,.470,19.9,26.6,.747,14.5,26.5,41.0,22.8,7.7,4.4,16.1,26.7,103.2,Cleveland Cavaliers,82,19805,3405,7334,.464,25,137,.182,3380,7197,.470,1628,2179,.747,1190,2170,3360,1871,634,357,1319,2193,8463,Cleveland Cavaliers,82,19805,41.6,89.5,.464,0.3,1.7,.182,41.3,87.9,.470,19.9,26.6,.747,14.5,26.5,41.0,22.8,7.7,4.4,16.1,26.8,103.3,Cleveland Cavaliers,26.1,15,67,20,62,-8.51,0.74,-7.77,103.3,111.8,-8.5,99.3,.297,.019,.510,,,,.466,13.7,32.0,.222,,,,.515,14.7,65.9,.271,,,,Coliseum at Richfield,"232,421","5,742"
IND,Indiana Pacers,82,241.8,40.6,87.4,.465,1.3,3.9,.326,39.4,83.5,.472,19.7,26.5,.741,13.9,28.9,42.8,23.1,9.2,6.0,17.0,24.9,102.2,Indiana Pacers,82,19830,3332,7164,.465,103,316,.326,3229,6848,.472,1612,2176,.741,1141,2372,3513,1897,753,494,1393,2041,8379,Indiana Pacers,82,19830,40.8,87.8,.465,1.3,3.9,.326,39.6,84.0,.472,19.8,26.7,.741,14.0,29.1,43.1,23.3,9.2,6.1,17.1,25.0,102.7,Indiana Pacers,27.0,35,47,36,46,-1.87,0.38,-1.49,102.7,104.6,-1.9,98.7,.304,.044,.516,,,,.472,14.6,30.5,.225,,,,.494,15.9,66.3,.221,,,,Market Square Arena,"309,633","7,552"
ATL,Atlanta Hawks*,82,242.4,39.1,82.6,.474,0.3,1.6,.219,38.8,81.1,.479,22.4,29.1,.768,13.8,28.9,42.7,22.1,7.4,5.9,16.4,27.7,101.0,Atlanta Hawks*,82,19880,3210,6776,.474,28,128,.219,3182,6648,.479,1833,2387,.768,1135,2368,3503,1815,608,485,1343,2268,8281,Atlanta Hawks*,82,19880,40.7,86.0,.474,0.4,1.6,.219,40.4,84.4,.479,23.3,30.3,.768,14.4,30.1,44.5,23.0,7.7,6.2,17.0,28.8,105.1,Atlanta Hawks*,26.5,42,40,43,39,0.54,0.27,0.81,105.1,104.6,+0.5,95.1,.352,.019,.529,,,,.476,14.6,32.2,.271,,,,.473,15.6,67.6,.282,,,,Omni Coliseum,"314,593","7,673"
