Team,"Team Per Game, TeamName","Team Per Game, G","Team Per Game, MP","Team Per Game, FG","Team Per Game, FGA","Team Per Game, FG%","Team Per Game, 3P","Team Per Game, 3PA","Team Per Game, 3P%","Team Per Game, 2P","Team Per Game, 2PA","Team Per Game, 2P%","Team Per Game, FT","Team Per Game, FTA","Team Per Game, FT%","Team Per Game, ORB","Team Per Game, DRB","Team Per Game, TRB","Team Per Game, AST","Team Per Game, STL","Team Per Game, BLK","Team Per Game, TOV","Team Per Game, PF","Team Per Game, PTS","Team Totals, TeamName","Team Totals, G","Team Totals, MP","Team Totals, FG","Team Totals, FGA","Team Totals, FG%","Team Totals, 3P","Team Totals, 3PA","Team Totals, 3P%","Team Totals, 2P","Team Totals, 2PA","Team Totals, 2P%","Team Totals, FT","Team Totals, FTA","Team Totals, FT%","Team Totals, ORB","Team Totals, DRB","Team Totals, TRB","Team Totals, AST","Team Totals, STL","Team Totals, BLK","Team Totals, TOV","Team Totals, PF","Team Totals, PTS","Team Per 100 Poss, TeamName","Team Per 100 Poss, G","Team Per 100 Poss, MP","Team Per 100 Poss, FG","Team Per 100 Poss, FGA","Team Per 100 Poss, FG%","Team Per 100 Poss, 3P","Team Per 100 Poss, 3PA","Team Per 100 Poss, 3P%","Team Per 100 Poss, 2P","Team Per 100 Poss, 2PA","Team Per 100 Poss, 2P%","Team Per 100 Poss, FT","Team Per 100 Poss, FTA","Team Per 100 Poss, FT%","Team Per 100 Poss, ORB","Team Per 100 Poss, DRB","Team Per 100 Poss, TRB","Team Per 100 Poss, AST","Team Per 100 Poss, STL","Team Per 100 Poss, BLK","Team Per 100 Poss, TOV","Team Per 100 Poss, PF","Team Per 100 Poss, PTS","Team Advanced, TeamName","Team Advanced, Age","Team Advanced, W","Team Advanced, L","Team Advanced, PW","Team Advanced, PL","Team Advanced, MOV","Team Advanced, SOS","Team Advanced, SRS","Team Advanced, ORtg","Team Advanced, DRtg","Team Advanced, NRtg","Team Advanced, Pace","Team Advanced, FTr","Team Advanced, 3PAr","Team Advanced, TS%","Team Advanced,  ","Team Advanced,  ","Team Advanced,  ","Team Advanced, Offense Four Factors, eFG%","Team Advanced, Offense Four Factors, TOV%","Team Advanced, Offense Four Factors, ORB%","Team Advanced, Offense Four Factors, FT/FGA","Team Advanced,  ","Team Advanced,  ","Team Advanced,  ","Team Advanced, Defense Four Factors, eFG%","Team Advanced, Defense Four Factors, TOV%","Team Advanced, Defense Four Factors, DRB%","Team Advanced, Defense Four Factors, FT/FGA","Team Advanced,  ","Team Advanced,  ","Team Advanced,  ","Team Advanced, Arena","Team Advanced, Attend.","Team Advanced, Attend./G"
DEN,Denver Nuggets*,82,241.8,48.5,93.4,.520,0.5,1.8,.268,48.0,91.5,.525,28.9,36.3,.796,14.0,29.8,43.8,27.7,8.1,4.5,17.9,26.0,126.5,Denver Nuggets*,82,19830,3980,7656,.520,40,149,.268,3940,7507,.525,2371,2978,.796,1149,2443,3592,2272,664,368,1470,2131,10371,Denver Nuggets*,82,19830,43.9,84.4,.520,0.4,1.6,.268,43.4,82.8,.525,26.1,32.8,.796,12.7,26.9,39.6,25.0,7.3,4.1,16.2,23.5,114.3,Denver Nuggets*,27.0,46,36,42,40,0.52,-0.40,0.13,114.3,113.9,+0.4,109.8,.389,.019,.578,,,,.522,14.1,31.8,.310,,,,.528,13.9,64.3,.213,,,,McNichols Sports Arena,"456,857","11,143"
LAL,Los Angeles Lakers*,82,242.1,47.8,92.5,.517,0.2,1.1,.138,47.6,91.4,.521,18.9,26.4,.717,15.3,30.5,45.9,28.7,10.3,6.3,17.9,24.4,114.6,Los Angeles Lakers*,82,19855,3919,7585,.517,13,94,.138,3906,7491,.521,1549,2161,.717,1258,2505,3763,2356,848,517,1468,1999,9400,Los Angeles Lakers*,82,19855,45.9,88.9,.517,0.2,1.1,.138,45.8,87.8,.521,18.2,25.3,.717,14.7,29.4,44.1,27.6,9.9,6.1,17.2,23.4,110.2,Los Angeles Lakers*,26.8,57,25,53,29,4.87,-0.50,4.37,110.2,105.5,+4.7,103.1,.285,.012,.551,,,,.518,14.7,35.8,.204,,,,.493,14.8,66.3,.187,,,,The Forum,"605,236","14,762"
SAS,San Antonio Spurs*,82,240.9,45.1,92.8,.486,0.8,3.1,.254,44.3,89.8,.494,22.1,28.5,.776,15.3,30.9,46.2,27.5,7.3,6.8,15.8,27.0,113.1,San Antonio Spurs*,82,19755,3698,7613,.486,64,252,.254,3634,7361,.494,1812,2335,.776,1253,2537,3790,2257,600,555,1293,2217,9272,San Antonio Spurs*,82,19755,43.8,90.2,.486,0.8,3.0,.254,43.1,87.2,.494,21.5,27.7,.776,14.8,30.1,44.9,26.7,7.1,6.6,15.3,26.3,109.9,San Antonio Spurs*,26.1,48,34,47,35,2.30,-0.52,1.79,109.9,107.6,+2.3,102.5,.307,.033,.537,,,,.490,13.0,34.0,.238,,,,.487,13.7,68.8,.256,,,,HemisFair Arena,"434,278","10,592"
BOS,Boston Celtics*,82,241.2,44.6,89.4,.499,0.6,2.2,.266,44.0,87.2,.505,22.2,30.0,.740,15.3,30.4,45.6,25.9,8.0,6.9,17.7,24.6,112.0,Boston Celtics*,82,19780,3657,7334,.499,49,184,.266,3608,7150,.505,1817,2457,.740,1253,2489,3742,2126,652,568,1452,2014,9180,Boston Celtics*,82,19780,43.7,87.7,.499,0.6,2.2,.266,43.1,85.5,.505,21.7,29.4,.740,15.0,29.8,44.7,25.4,7.8,6.8,17.4,24.1,109.8,Boston Celtics*,27.3,63,19,57,25,6.38,-0.03,6.35,109.8,103.5,+6.3,101.5,.335,.025,.545,,,,.502,14.7,35.8,.248,,,,.472,14.6,67.6,.220,,,,Boston Garden,"612,711","15,057"
PHI,Philadelphia 76ers*,82,242.1,44.1,85.0,.518,0.5,1.7,.295,43.6,83.4,.523,22.5,30.1,.747,12.6,29.1,41.7,27.6,10.4,7.6,18.0,26.6,111.2,Philadelphia 76ers*,82,19855,3616,6974,.518,41,139,.295,3575,6835,.523,1846,2471,.747,1031,2389,3420,2264,856,622,1474,2183,9119,Philadelphia 76ers*,82,19855,43.5,83.8,.518,0.5,1.7,.295,43.0,82.1,.523,22.2,29.7,.747,12.4,28.7,41.1,27.2,10.3,7.5,17.7,26.2,109.6,Philadelphia 76ers*,28.1,58,24,56,26,5.73,0.00,5.74,109.6,103.9,+5.7,100.6,.354,.020,.566,,,,.521,15.5,30.5,.265,,,,.480,16.5,65.0,.261,,,,The Spectrum,"498,901","12,168"
DET,Detroit Pistons,82,241.8,43.4,90.1,.482,0.6,2.6,.244,42.8,87.5,.489,23.6,31.5,.751,15.8,28.6,44.4,24.7,9.0,6.9,19.9,26.3,111.1,Detroit Pistons,82,19830,3561,7391,.482,52,213,.244,3509,7178,.489,1938,2581,.751,1298,2345,3643,2027,741,564,1629,2160,9112,Detroit Pistons,82,19830,41.3,85.8,.482,0.6,2.5,.244,40.7,83.3,.489,22.5,30.0,.751,15.1,27.2,42.3,23.5,8.6,6.5,18.9,25.1,105.8,Detroit Pistons,24.4,39,43,39,43,-0.91,0.28,-0.63,105.8,106.6,-0.8,104.3,.349,.029,.534,,,,.485,16.0,34.8,.262,,,,.512,16.4,66.9,.224,,,,Pontiac Silverdome,"391,205","9,908"
GSW,Golden State Warriors,82,241.2,44.5,89.6,.496,1.1,4.0,.280,43.4,85.7,.506,20.8,29.0,.717,15.6,29.9,45.5,22.2,8.4,4.8,17.4,27.1,110.9,Golden State Warriors,82,19780,3646,7349,.496,91,325,.280,3555,7024,.506,1709,2382,.717,1282,2452,3734,1820,685,391,1424,2225,9092,Golden State Warriors,82,19780,43.6,87.9,.496,1.1,3.9,.280,42.5,84.0,.506,20.4,28.5,.717,15.3,29.3,44.7,21.8,8.2,4.7,17.0,26.6,108.8,Golden State Warriors,25.1,45,37,44,38,1.04,-0.24,0.80,108.8,107.7,+1.1,101.4,.324,.044,.541,,,,.502,14.5,34.8,.233,,,,.493,14.1,68.8,.256,,,,Oakland-Alameda County Coliseum Arena,"391,726","9,554"
UTA,Utah Jazz,82,241.2,44.9,90.8,.494,0.3,1.2,.227,44.6,89.6,.498,20.9,27.8,.751,14.0,28.8,42.8,23.1,8.5,4.4,17.5,26.8,110.9,Utah Jazz,82,19780,3679,7446,.494,22,97,.227,3657,7349,.498,1714,2282,.751,1147,2362,3509,1895,700,357,1435,2196,9094,Utah Jazz,82,19780,43.0,87.0,.494,0.3,1.1,.227,42.7,85.9,.498,20.0,26.7,.751,13.4,27.6,41.0,22.1,8.2,4.2,16.8,25.7,106.2,Utah Jazz,24.9,25,57,27,55,-5.66,0.03,-5.63,106.2,111.7,-5.5,103.9,.306,.013,.538,,,,.496,14.5,30.6,.230,,,,.513,14.1,65.3,.244,,,,Salt Palace,"311,779","7,353"
POR,Portland Trail Blazers,82,241.2,44.3,87.6,.505,0.4,1.7,.207,43.9,85.9,.511,21.0,29.1,.720,13.9,28.7,42.6,25.0,8.6,4.5,17.0,24.5,109.8,Portland Trail Blazers,82,19780,3629,7187,.505,29,140,.207,3600,7047,.511,1719,2387,.720,1142,2355,3497,2054,706,367,1390,2012,9006,Portland Trail Blazers,82,19780,43.8,86.8,.505,0.4,1.7,.207,43.5,85.1,.511,20.8,28.8,.720,13.8,28.4,42.2,24.8,8.5,4.4,16.8,24.3,108.8,Portland Trail Blazers,24.7,42,40,43,39,0.60,-0.21,0.39,108.8,108.2,+0.6,100.5,.332,.019,.547,,,,.507,14.4,32.5,.239,,,,.502,15.0,65.9,.223,,,,Memorial Coliseum,"519,306","12,666"
SDC,San Diego Clippers,82,240.9,43.3,86.6,.500,1.2,4.1,.293,42.1,82.5,.511,20.6,28.5,.723,13.8,26.8,40.6,22.9,7.8,3.6,19.1,28.7,108.5,San Diego Clippers,82,19755,3552,7101,.500,99,338,.293,3453,6763,.511,1693,2341,.723,1131,2196,3327,1878,636,299,1570,2353,8896,San Diego Clippers,82,19755,42.6,85.1,.500,1.2,4.0,.293,41.4,81.0,.511,20.3,28.0,.723,13.6,26.3,39.9,22.5,7.6,3.6,18.8,28.2,106.6,San Diego Clippers,25.4,17,65,23,59,-7.39,0.34,-7.05,106.6,113.8,-7.2,101.4,.330,.048,.547,,,,.507,16.2,33.2,.238,,,,.529,13.9,68.0,.280,,,,San Diego Sports Arena,"225,036","5,489"
