Team,"Team Per Game, TeamName","Team Per Game, G","Team Per Game, MP","Team Per Game, FG","Team Per Game, FGA","Team Per Game, FG%","Team Per Game, 3P","Team Per Game, 3PA","Team Per Game, 3P%","Team Per Game, 2P","Team Per Game, 2PA","Team Per Game, 2P%","Team Per Game, FT","Team Per Game, FTA","Team Per Game, FT%","Team Per Game, ORB","Team Per Game, DRB","Team Per Game, TRB","Team Per Game, AST","Team Per Game, STL","Team Per Game, BLK","Team Per Game, TOV","Team Per Game, PF","Team Per Game, PTS","Team Totals, TeamName","Team Totals, G","Team Totals, MP","Team Totals, FG","Team Totals, FGA","Team Totals, FG%","Team Totals, 3P","Team Totals, 3PA","Team Totals, 3P%","Team Totals, 2P","Team Totals, 2PA","Team Totals, 2P%","Team Totals, FT","Team Totals, FTA","Team Totals, FT%","Team Totals, ORB","Team Totals, DRB","Team Totals, TRB","Team Totals, AST","Team Totals, STL","Team Totals, BLK","Team Totals, TOV","Team Totals, PF","Team Totals, PTS","Team Per 100 Poss, TeamName","Team Per 100 Poss, G","Team Per 100 Poss, MP","Team Per 100 Poss, FG","Team Per 100 Poss, FGA","Team Per 100 Poss, FG%","Team Per 100 Poss, 3P","Team Per 100 Poss, 3PA","Team Per 100 Poss, 3P%","Team Per 100 Poss, 2P","Team Per 100 Poss, 2PA","Team Per 100 Poss, 2P%","Team Per 100 Poss, FT","Team Per 100 Poss, FTA","Team Per 100 Poss, FT%","Team Per 100 Poss, ORB","Team Per 100 Poss, DRB","Team Per 100 Poss, TRB","Team Per 100 Poss, AST","Team Per 100 Poss, STL","Team Per 100 Poss, BLK","Team Per 100 Poss, TOV","Team Per 100 Poss, PF","Team Per 100 Poss, PTS","Team Advanced, TeamName","Team Advanced, Age","Team Advanced, W","Team Advanced, L","Team Advanced, PW","Team Advanced, PL","Team Advanced, MOV","Team Advanced, SOS","Team Advanced, SRS","Team Advanced, ORtg","Team Advanced, DRtg","Team Advanced, NRtg","Team Advanced, Pace","Team Advanced, FTr","Team Advanced, 3PAr","Team Advanced, TS%","Team Advanced,  ","Team Advanced,  ","Team Advanced,  ","Team Advanced, Offense Four Factors, eFG%","Team Advanced, Offense Four Factors, TOV%","Team Advanced, Offense Four Factors, ORB%","Team Advanced, Offense Four Factors, FT/FGA","Team Advanced,  ","Team Advanced,  ","Team Advanced,  ","Team Advanced, Defense Four Factors, eFG%","Team Advanced, Defense Four Factors, TOV%","Team Advanced, Defense Four Factors, DRB%","Team Advanced, Defense Four Factors, FT/FGA","Team Advanced,  ","Team Advanced,  ","Team Advanced,  ","Team Advanced, Arena","Team Advanced, Attend.","Team Advanced, Attend./G","Team Shooting, TeamName","Team Shooting, G","Team Shooting, MP","Team Shooting, FG%","Team Shooting, Dist.","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting, % of FGA by Distance, 2P","Team Shooting, % of FGA by Distance, 0-3","Team Shooting, % of FGA by Distance, 3-10","Team Shooting, % of FGA by Distance, 10-16","Team Shooting, % of FGA by Distance, 16-3P","Team Shooting, % of FGA by Distance, 3P","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting, FG% by Distance, 2P","Team Shooting, FG% by Distance, 0-3","Team Shooting, FG% by Distance, 3-10","Team Shooting, FG% by Distance, 10-16","Team Shooting, FG% by Distance, 16-3P","Team Shooting, FG% by Distance, 3P","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting, % of FG Ast'd, 2P","Team Shooting, % of FG Ast'd, 3P","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting, Dunks, %FGA","Team Shooting, Dunks, Md.","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting, Layups, %FGA","Team Shooting, Layups, Md.","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting, Corner, %3PA","Team Shooting, Corner, 3P%","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting, Heaves, Att.","Team Shooting, Heaves, Md."
GSW,Golden State Warriors*,82,240.6,41.6,87.0,.478,10.8,27.0,.398,30.8,60.0,.514,16.0,20.8,.768,10.4,34.3,44.7,27.4,9.3,6.0,14.5,19.9,110.0,Golden State Warriors*,82,19730,3410,7137,.478,883,2217,.398,2527,4920,.514,1313,1709,.768,853,2814,3667,2248,762,496,1185,1628,9016,Golden State Warriors*,82,19730,42.2,88.3,.478,10.9,27.4,.398,31.3,60.9,.514,16.3,21.2,.768,10.6,34.8,45.4,27.8,9.4,6.1,14.7,20.2,111.6,Golden State Warriors*,26.6,67,15,65,17,10.10,-0.09,10.01,111.6,101.4,+10.2,98.3,.239,.311,.571,,,,.540,13.1,24.1,.184,,,,.470,14.3,74.5,.217,,,,Oracle Arena,"803,436","19,596",Golden State Warriors*,82,19730,.478,13.1,,,,,,,,.689,.288,.143,.104,.154,.311,,,,,,,,.514,.673,.372,.442,.397,.398,,,,,,,,.602,.821,,,,,,,,.062,396,,,,,,,,.206,939,,,,,,,,.221,.459,,,,,,,,24,0
LAC,Los Angeles Clippers*,82,240.6,39.4,83.3,.473,10.1,26.9,.376,29.3,56.4,.519,17.9,25.2,.710,9.6,33.1,42.6,24.8,7.8,5.0,12.3,21.3,106.7,Los Angeles Clippers*,82,19730,3228,6830,.473,827,2202,.376,2401,4628,.519,1468,2067,.710,784,2711,3495,2031,640,409,1012,1749,8751,Los Angeles Clippers*,82,19730,41.5,87.7,.473,10.6,28.3,.376,30.8,59.4,.519,18.9,26.5,.710,10.1,34.8,44.9,26.1,8.2,5.3,13.0,22.5,112.4,Los Angeles Clippers*,28.8,56,26,58,24,6.59,0.22,6.80,112.4,105.5,+6.9,94.7,.303,.322,.565,,,,.533,11.6,22.8,.215,,,,.493,13.2,75.7,.231,,,,STAPLES Center,"785,892","19,168",Los Angeles Clippers*,82,19730,.473,14.1,,,,,,,,.678,.242,.119,.097,.219,.322,,,,,,,,.519,.680,.408,.437,.437,.376,,,,,,,,.563,.820,,,,,,,,.063,386,,,,,,,,.166,705,,,,,,,,.265,.396,,,,,,,,11,0
DAL,Dallas Mavericks*,82,242.4,39.7,85.8,.463,8.9,25.4,.352,30.8,60.4,.509,16.9,22.5,.752,10.5,31.8,42.3,22.5,8.1,4.5,13.0,20.0,105.2,Dallas Mavericks*,82,19880,3255,7036,.463,732,2082,.352,2523,4954,.509,1386,1843,.752,858,2608,3466,1846,663,371,1062,1644,8628,Dallas Mavericks*,82,19880,41.3,89.3,.463,9.3,26.4,.352,32.0,62.8,.509,17.6,23.4,.752,10.9,33.1,44.0,23.4,8.4,4.7,13.5,20.9,109.5,Dallas Mavericks*,29.9,50,32,49,33,2.90,0.46,3.36,109.5,106.4,+3.1,95.2,.262,.296,.550,,,,.515,11.9,23.6,.197,,,,.503,14.7,72.2,.204,,,,American Airlines Center,"827,702","20,188",Dallas Mavericks*,82,19880,.463,12.8,,,,,,,,.704,.288,.140,.094,.182,.296,,,,,,,,.509,.659,.382,.420,.417,.352,,,,,,,,.482,.857,,,,,,,,.057,364,,,,,,,,.220,933,,,,,,,,.229,.393,,,,,,,,10,1
OKC,Oklahoma City Thunder,82,241.8,38.8,86.8,.447,7.7,22.7,.339,31.1,64.1,.486,18.6,24.6,.754,12.8,34.7,47.5,20.5,7.3,5.5,14.7,22.3,104.0,Oklahoma City Thunder,82,19830,3184,7119,.447,632,1864,.339,2552,5255,.486,1524,2020,.754,1052,2844,3896,1681,598,454,1205,1829,8524,Oklahoma City Thunder,82,19830,40.3,90.0,.447,8.0,23.6,.339,32.3,66.4,.486,19.3,25.5,.754,13.3,36.0,49.3,21.3,7.6,5.7,15.2,23.1,107.8,Oklahoma City Thunder,25.4,45,37,47,35,2.18,0.28,2.47,107.8,105.5,+2.3,95.7,.284,.262,.532,,,,.492,13.1,28.9,.214,,,,.489,12.4,75.6,.213,,,,Chesapeake Energy Arena,"746,323","18,203",Oklahoma City Thunder,82,19830,.447,11.9,,,,,,,,.738,.304,.156,.113,.165,.262,,,,,,,,.486,.615,.385,.436,.377,.339,,,,,,,,.461,.797,,,,,,,,.051,328,,,,,,,,.233,933,,,,,,,,.247,.373,,,,,,,,12,0
TOR,Toronto Raptors*,82,242.1,37.9,83.3,.455,8.9,25.1,.352,29.0,58.2,.499,19.3,24.6,.787,10.7,30.8,41.5,20.7,7.5,4.4,12.9,20.9,104.0,Toronto Raptors*,82,19855,3108,6829,.455,726,2060,.352,2382,4769,.499,1585,2014,.787,881,2526,3407,1701,615,357,1057,1712,8527,Toronto Raptors*,82,19855,40.5,88.9,.455,9.5,26.8,.352,31.0,62.1,.499,20.6,26.2,.787,11.5,32.9,44.4,22.1,8.0,4.6,13.8,22.3,111.0,Toronto Raptors*,26.1,49,33,49,33,3.07,-0.62,2.45,111.0,107.7,+3.3,92.8,.295,.302,.553,,,,.508,12.0,25.6,.232,,,,.506,13.4,73.3,.208,,,,Air Canada Centre,"809,824","19,752",Toronto Raptors*,82,19855,.455,12.7,,,,,,,,.698,.254,.195,.104,.145,.302,,,,,,,,.499,.644,.446,.393,.395,.352,,,,,,,,.476,.781,,,,,,,,.042,259,,,,,,,,.193,781,,,,,,,,.264,.408,,,,,,,,10,0
HOU,Houston Rockets*,82,241.5,37.0,83.3,.444,11.4,32.7,.348,25.6,50.6,.506,18.6,26.0,.715,11.7,32.0,43.7,22.2,9.5,5.0,16.7,22.0,103.9,Houston Rockets*,82,19805,3032,6832,.444,933,2680,.348,2099,4152,.506,1525,2133,.715,958,2624,3582,1820,777,407,1366,1803,8522,Houston Rockets*,82,19805,38.1,85.8,.444,11.7,33.6,.348,26.3,52.1,.506,19.1,26.8,.715,12.0,32.9,45.0,22.8,9.8,5.1,17.1,22.6,107.0,Houston Rockets*,27.6,56,26,50,32,3.44,0.38,3.82,107.0,103.4,+3.6,96.5,.312,.392,.548,,,,.512,15.0,26.8,.223,,,,.486,14.6,72.9,.208,,,,Toyota Center,"747,412","18,230",Houston Rockets*,82,19805,.444,12.7,,,,,,,,.608,.310,.183,.047,.068,.392,,,,,,,,.506,.635,.392,.351,.328,.348,,,,,,,,.496,.833,,,,,,,,.057,361,,,,,,,,.252,976,,,,,,,,.328,.394,,,,,,,,17,0
SAS,San Antonio Spurs*,82,243.4,39.1,83.6,.468,8.3,22.5,.367,30.9,61.1,.505,16.7,21.4,.780,9.8,33.8,43.6,24.4,8.0,5.4,14.0,19.1,103.2,San Antonio Spurs*,82,19955,3208,6854,.468,677,1847,.367,2531,5007,.505,1368,1754,.780,806,2772,3578,2000,657,444,1146,1564,8461,San Antonio Spurs*,82,19955,41.1,87.9,.468,8.7,23.7,.367,32.5,64.2,.505,17.5,22.5,.780,10.3,35.6,45.9,25.7,8.4,5.7,14.7,20.1,108.5,San Antonio Spurs*,29.8,55,27,58,24,6.20,0.14,6.34,108.5,102.0,+6.5,93.8,.256,.269,.555,,,,.517,13.1,23.4,.200,,,,.484,13.3,77.3,.190,,,,AT&T Center,"762,855","18,606",San Antonio Spurs*,82,19955,.468,12.1,,,,,,,,.731,.278,.202,.103,.148,.269,,,,,,,,.505,.634,.462,.404,.395,.367,,,,,,,,.544,.919,,,,,,,,.028,172,,,,,,,,.239,999,,,,,,,,.288,.423,,,,,,,,10,0
CLE,Cleveland Cavaliers*,82,241.2,37.7,82.2,.458,10.1,27.5,.367,27.6,54.7,.504,17.7,23.6,.751,11.1,31.9,43.0,22.1,7.4,4.1,14.3,18.4,103.1,Cleveland Cavaliers*,82,19780,3089,6739,.458,826,2253,.367,2263,4486,.504,1453,1934,.751,911,2612,3523,1814,603,340,1171,1510,8457,Cleveland Cavaliers*,82,19780,40.6,88.6,.458,10.9,29.6,.367,29.7,58.9,.504,19.1,25.4,.751,12.0,34.3,46.3,23.8,7.9,4.5,15.4,19.8,111.1,Cleveland Cavaliers*,26.9,53,29,53,29,4.48,-0.40,4.08,111.1,106.3,+4.8,92.3,.287,.334,.557,,,,.520,13.4,26.8,.216,,,,.502,12.6,74.7,.177,,,,Quicken Loans Arena,"843,042","20,562",Cleveland Cavaliers*,82,19780,.458,12.8,,,,,,,,.666,.295,.155,.092,.124,.334,,,,,,,,.504,.647,.360,.387,.432,.367,,,,,,,,.509,.803,,,,,,,,.064,393,,,,,,,,.215,848,,,,,,,,.289,.365,,,,,,,,4,1
POR,Portland Trail Blazers*,82,242.1,38.7,86.0,.450,9.8,27.2,.362,28.9,58.8,.491,15.5,19.4,.801,10.7,35.1,45.9,21.9,6.4,4.5,13.6,18.2,102.8,Portland Trail Blazers*,82,19855,3175,7049,.450,807,2231,.362,2368,4818,.491,1272,1589,.801,879,2881,3760,1799,525,372,1117,1494,8429,Portland Trail Blazers*,82,19855,40.7,90.4,.450,10.4,28.6,.362,30.4,61.8,.491,16.3,20.4,.801,11.3,37.0,48.2,23.1,6.7,4.8,14.3,19.2,108.2,Portland Trail Blazers*,27.0,51,31,53,29,4.23,0.18,4.41,108.2,103.7,+4.5,94.2,.225,.316,.544,,,,.508,12.6,24.2,.180,,,,.476,11.3,76.2,.182,,,,Moda Center,"798,368","19,472",Portland Trail Blazers*,82,19855,.450,13.7,,,,,,,,.684,.248,.134,.112,.190,.316,,,,,,,,.491,.652,.411,.402,.393,.362,,,,,,,,.495,.776,,,,,,,,.034,227,,,,,,,,.193,834,,,,,,,,.249,.391,,,,,,,,14,0
ATL,Atlanta Hawks*,82,240.6,38.1,81.7,.466,10.0,26.2,.380,28.1,55.5,.506,16.5,21.2,.778,8.7,31.8,40.6,25.7,9.1,4.6,14.2,17.8,102.5,Atlanta Hawks*,82,19730,3121,6699,.466,818,2152,.380,2303,4547,.506,1349,1735,.778,715,2611,3326,2111,744,380,1167,1457,8409,Atlanta Hawks*,82,19730,40.4,86.7,.466,10.6,27.9,.380,29.8,58.9,.506,17.5,22.5,.778,9.3,33.8,43.1,27.3,9.6,4.9,15.1,18.9,108.9,Atlanta Hawks*,27.8,60,22,56,26,5.43,-0.68,4.75,108.9,103.1,+5.8,93.9,.259,.321,.563,,,,.527,13.5,21.4,.201,,,,.492,14.9,73.4,.185,,,,Philips Arena,"713,909","17,412",Atlanta Hawks*,82,19730,.466,12.7,,,,,,,,.679,.291,.157,.080,.151,.321,,,,,,,,.506,.635,.393,.386,.441,.380,,,,,,,,.591,.918,,,,,,,,.038,225,,,,,,,,.249,1000,,,,,,,,.275,.421,,,,,,,,3,0
