Team,"Team Per Game, TeamName","Team Per Game, G","Team Per Game, MP","Team Per Game, FG","Team Per Game, FGA","Team Per Game, FG%","Team Per Game, 3P","Team Per Game, 3PA","Team Per Game, 3P%","Team Per Game, 2P","Team Per Game, 2PA","Team Per Game, 2P%","Team Per Game, FT","Team Per Game, FTA","Team Per Game, FT%","Team Per Game, ORB","Team Per Game, DRB","Team Per Game, TRB","Team Per Game, AST","Team Per Game, STL","Team Per Game, BLK","Team Per Game, TOV","Team Per Game, PF","Team Per Game, PTS","Team Totals, TeamName","Team Totals, G","Team Totals, MP","Team Totals, FG","Team Totals, FGA","Team Totals, FG%","Team Totals, 3P","Team Totals, 3PA","Team Totals, 3P%","Team Totals, 2P","Team Totals, 2PA","Team Totals, 2P%","Team Totals, FT","Team Totals, FTA","Team Totals, FT%","Team Totals, ORB","Team Totals, DRB","Team Totals, TRB","Team Totals, AST","Team Totals, STL","Team Totals, BLK","Team Totals, TOV","Team Totals, PF","Team Totals, PTS","Team Per 100 Poss, TeamName","Team Per 100 Poss, G","Team Per 100 Poss, MP","Team Per 100 Poss, FG","Team Per 100 Poss, FGA","Team Per 100 Poss, FG%","Team Per 100 Poss, 3P","Team Per 100 Poss, 3PA","Team Per 100 Poss, 3P%","Team Per 100 Poss, 2P","Team Per 100 Poss, 2PA","Team Per 100 Poss, 2P%","Team Per 100 Poss, FT","Team Per 100 Poss, FTA","Team Per 100 Poss, FT%","Team Per 100 Poss, ORB","Team Per 100 Poss, DRB","Team Per 100 Poss, TRB","Team Per 100 Poss, AST","Team Per 100 Poss, STL","Team Per 100 Poss, BLK","Team Per 100 Poss, TOV","Team Per 100 Poss, PF","Team Per 100 Poss, PTS","Team Advanced, TeamName","Team Advanced, Age","Team Advanced, W","Team Advanced, L","Team Advanced, PW","Team Advanced, PL","Team Advanced, MOV","Team Advanced, SOS","Team Advanced, SRS","Team Advanced, ORtg","Team Advanced, DRtg","Team Advanced, NRtg","Team Advanced, Pace","Team Advanced, FTr","Team Advanced, 3PAr","Team Advanced, TS%","Team Advanced,  ","Team Advanced,  ","Team Advanced,  ","Team Advanced, Offense Four Factors, eFG%","Team Advanced, Offense Four Factors, TOV%","Team Advanced, Offense Four Factors, ORB%","Team Advanced, Offense Four Factors, FT/FGA","Team Advanced,  ","Team Advanced,  ","Team Advanced,  ","Team Advanced, Defense Four Factors, eFG%","Team Advanced, Defense Four Factors, TOV%","Team Advanced, Defense Four Factors, DRB%","Team Advanced, Defense Four Factors, FT/FGA","Team Advanced,  ","Team Advanced,  ","Team Advanced,  ","Team Advanced, Arena","Team Advanced, Attend.","Team Advanced, Attend./G","Team Shooting, TeamName","Team Shooting, G","Team Shooting, MP","Team Shooting, FG%","Team Shooting, Dist.","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting, % of FGA by Distance, 2P","Team Shooting, % of FGA by Distance, 0-3","Team Shooting, % of FGA by Distance, 3-10","Team Shooting, % of FGA by Distance, 10-16","Team Shooting, % of FGA by Distance, 16-3P","Team Shooting, % of FGA by Distance, 3P","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting, FG% by Distance, 2P","Team Shooting, FG% by Distance, 0-3","Team Shooting, FG% by Distance, 3-10","Team Shooting, FG% by Distance, 10-16","Team Shooting, FG% by Distance, 16-3P","Team Shooting, FG% by Distance, 3P","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting, % of FG Ast'd, 2P","Team Shooting, % of FG Ast'd, 3P","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting, Dunks, %FGA","Team Shooting, Dunks, Md.","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting, Layups, %FGA","Team Shooting, Layups, Md.","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting, Corner, %3PA","Team Shooting, Corner, 3P%","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting, Heaves, Att.","Team Shooting, Heaves, Md."
MIL,Milwaukee Bucks*,82,241.2,43.4,91.1,.476,13.5,38.2,.353,29.9,52.9,.565,17.9,23.2,.773,9.3,40.4,49.7,26.0,7.5,5.9,13.9,19.6,118.1,Milwaukee Bucks*,82,19780,3555,7471,.476,1105,3134,.353,2450,4337,.565,1471,1904,.773,762,3316,4078,2136,615,486,1137,1608,9686,Milwaukee Bucks*,82,19780,41.8,87.8,.476,13.0,36.8,.353,28.8,50.9,.565,17.3,22.4,.773,9.0,39.0,47.9,25.1,7.2,5.7,13.4,18.9,113.8,Milwaukee Bucks*,26.9,60,22,61,21,8.87,-0.82,8.04,113.8,105.2,+8.6,103.3,.255,.419,.583,,,,.550,12.0,20.8,.197,,,,.503,11.5,80.3,.162,,,,Fiserv Forum,"721,692","17,602",Milwaukee Bucks*,82,19780,.476,13.9,,,,,,,,.581,.340,.122,.066,.053,.419,,,,,,,,.565,.698,.346,.424,.389,.353,,,,,,,,.500,.825,,,,,,,,.073,488,,,,,,,,.307,1342,,,,,,,,.195,.386,,,,,,,,8,0
GSW,Golden State Warriors*,82,241.5,44.0,89.8,.491,13.3,34.4,.385,30.8,55.3,.557,16.3,20.4,.801,9.7,36.5,46.2,29.4,7.6,6.4,14.3,21.4,117.7,Golden State Warriors*,82,19805,3612,7361,.491,1087,2824,.385,2525,4537,.557,1339,1672,.801,797,2990,3787,2413,625,525,1169,1757,9650,Golden State Warriors*,82,19805,43.4,88.4,.491,13.1,33.9,.385,30.3,54.5,.557,16.1,20.1,.801,9.6,35.9,45.5,29.0,7.5,6.3,14.0,21.1,115.9,Golden State Warriors*,28.4,57,25,56,26,6.46,-0.04,6.42,115.9,109.5,+6.4,100.9,.227,.384,.596,,,,.565,12.6,22.5,.182,,,,.508,11.7,77.1,.205,,,,Oracle Arena,"803,436","19,596",Golden State Warriors*,82,19805,.491,15.2,,,,,,,,.616,.250,.107,.121,.138,.384,,,,,,,,.557,.703,.433,.477,.458,.385,,,,,,,,.610,.803,,,,,,,,.074,504,,,,,,,,.216,916,,,,,,,,.195,.427,,,,,,,,19,2
NOP,New Orleans Pelicans,82,240.9,43.7,92.2,.473,10.3,29.9,.344,33.4,62.4,.536,17.8,23.4,.761,11.1,36.2,47.3,27.0,7.4,5.4,14.8,21.1,115.4,New Orleans Pelicans,82,19755,3581,7563,.473,842,2449,.344,2739,5114,.536,1462,1921,.761,909,2969,3878,2216,610,441,1215,1732,9466,New Orleans Pelicans,82,19755,42.1,89.0,.473,9.9,28.8,.344,32.2,60.2,.536,17.2,22.6,.761,10.7,34.9,45.6,26.1,7.2,5.2,14.3,20.4,111.4,New Orleans Pelicans,25.7,33,49,38,44,-1.33,0.23,-1.10,111.4,112.6,-1.2,103.3,.254,.324,.563,,,,.529,12.6,24.1,.193,,,,.532,11.6,76.8,.193,,,,Smoothie King Center,"656,183","16,004",New Orleans Pelicans,82,19755,.473,12.4,,,,,,,,.676,.315,.199,.094,.068,.324,,,,,,,,.536,.674,.423,.447,.344,.344,,,,,,,,.542,.869,,,,,,,,.054,379,,,,,,,,.312,1371,,,,,,,,.206,.351,,,,,,,,12,0
PHI,Philadelphia 76ers*,82,241.5,41.5,88.2,.471,10.8,30.2,.359,30.7,58.0,.529,21.2,27.5,.771,10.9,36.9,47.8,26.9,7.4,5.3,14.9,21.3,115.2,Philadelphia 76ers*,82,19805,3407,7233,.471,889,2474,.359,2518,4759,.529,1742,2258,.771,892,3025,3917,2207,606,432,1223,1745,9445,Philadelphia 76ers*,82,19805,40.6,86.2,.471,10.6,29.5,.359,30.0,56.7,.529,20.8,26.9,.771,10.6,36.1,46.7,26.3,7.2,5.2,14.6,20.8,112.6,Philadelphia 76ers*,26.4,51,31,48,34,2.70,-0.44,2.25,112.6,110.0,+2.6,101.6,.312,.342,.574,,,,.532,12.9,24.5,.241,,,,.512,11.1,78.6,.206,,,,Wells Fargo Center,"838,342","20,447",Philadelphia 76ers*,82,19805,.471,13.5,,,,,,,,.658,.285,.166,.105,.101,.342,,,,,,,,.529,.696,.401,.401,.401,.359,,,,,,,,.546,.937,,,,,,,,.064,412,,,,,,,,.261,1089,,,,,,,,.178,.367,,,,,,,,12,0
LAC,Los Angeles Clippers*,82,241.8,41.3,87.5,.471,10.0,25.8,.388,31.3,61.7,.507,22.6,28.5,.792,9.7,35.8,45.5,24.0,6.8,4.7,14.5,23.3,115.1,Los Angeles Clippers*,82,19830,3384,7178,.471,821,2118,.388,2563,5060,.507,1853,2340,.792,796,2936,3732,1970,561,385,1193,1913,9442,Los Angeles Clippers*,82,19830,40.3,85.4,.471,9.8,25.2,.388,30.5,60.2,.507,22.1,27.8,.792,9.5,34.9,44.4,23.4,6.7,4.6,14.2,22.8,112.4,Los Angeles Clippers*,27.2,48,34,43,39,0.85,0.23,1.09,112.4,111.5,+0.9,101.7,.326,.295,.575,,,,.529,12.7,22.0,.258,,,,.514,11.4,76.0,.224,,,,STAPLES Center,"710,327","17,325",Los Angeles Clippers*,82,19830,.471,12.4,,,,,,,,.705,.312,.182,.113,.098,.295,,,,,,,,.507,.638,.397,.426,.385,.388,,,,,,,,.497,.849,,,,,,,,.063,408,,,,,,,,.288,1081,,,,,,,,.210,.409,,,,,,,,15,0
POR,Portland Trail Blazers*,82,242.1,42.3,90.6,.467,11.0,30.7,.359,31.3,59.8,.523,19.0,23.3,.814,11.8,36.2,48.0,23.0,6.7,5.0,13.8,20.4,114.7,Portland Trail Blazers*,82,19855,3470,7427,.467,904,2520,.359,2566,4907,.523,1558,1914,.814,967,2968,3935,1887,546,413,1135,1669,9402,Portland Trail Blazers*,82,19855,42.3,90.6,.467,11.0,30.7,.359,31.3,59.8,.523,19.0,23.3,.814,11.8,36.2,48.0,23.0,6.7,5.0,13.8,20.4,114.7,Portland Trail Blazers*,26.2,53,29,51,31,4.20,0.24,4.43,114.7,110.5,+4.2,99.1,.258,.339,.568,,,,.528,12.1,26.6,.210,,,,.516,11.0,77.9,.195,,,,Moda Center,"799,345","19,496",Portland Trail Blazers*,82,19855,.467,13.2,,,,,,,,.661,.329,.133,.090,.109,.339,,,,,,,,.523,.621,.404,.454,.428,.359,,,,,,,,.472,.749,,,,,,,,.060,383,,,,,,,,.273,1103,,,,,,,,.151,.366,,,,,,,,8,0
OKC,Oklahoma City Thunder*,82,242.1,42.6,94.0,.454,11.4,32.6,.348,31.3,61.3,.510,17.8,25.0,.713,12.6,35.5,48.1,23.4,9.3,5.2,14.0,22.4,114.5,Oklahoma City Thunder*,82,19855,3497,7706,.454,932,2677,.348,2565,5029,.510,1461,2049,.713,1031,2911,3942,1917,766,425,1145,1839,9387,Oklahoma City Thunder*,82,19855,41.1,90.6,.454,11.0,31.5,.348,30.1,59.1,.510,17.2,24.1,.713,12.1,34.2,46.3,22.5,9.0,5.0,13.5,21.6,110.3,Oklahoma City Thunder*,25.7,49,33,50,32,3.40,0.15,3.56,110.3,107.0,+3.3,102.8,.266,.347,.545,,,,.514,11.7,26.0,.190,,,,.523,14.4,78.2,.206,,,,Chesapeake Energy Arena,"746,323","18,203",Oklahoma City Thunder*,82,19855,.454,12.9,,,,,,,,.653,.339,.132,.102,.080,.347,,,,,,,,.510,.637,.362,.372,.393,.348,,,,,,,,.451,.814,,,,,,,,.068,459,,,,,,,,.294,1206,,,,,,,,.256,.376,,,,,,,,21,2
TOR,Toronto Raptors*,82,242.4,42.2,89.1,.474,12.4,33.8,.366,29.8,55.3,.539,17.7,22.0,.804,9.6,35.6,45.2,25.4,8.3,5.3,14.0,21.0,114.4,Toronto Raptors*,82,19880,3460,7305,.474,1015,2771,.366,2445,4534,.539,1449,1803,.804,786,2920,3706,2085,680,437,1150,1724,9384,Toronto Raptors*,82,19880,41.7,88.1,.474,12.2,33.4,.366,29.5,54.7,.539,17.5,21.7,.804,9.5,35.2,44.7,25.1,8.2,5.3,13.9,20.8,113.1,Toronto Raptors*,27.3,58,24,56,26,6.09,-0.60,5.49,113.1,107.1,+6.0,100.2,.247,.379,.579,,,,.543,12.4,21.9,.198,,,,.509,13.1,77.1,.190,,,,Scotiabank Arena,"812,822","19,825",Toronto Raptors*,82,19880,.474,13.8,,,,,,,,.621,.279,.169,.090,.083,.379,,,,,,,,.539,.659,.452,.431,.432,.366,,,,,,,,.499,.852,,,,,,,,.044,294,,,,,,,,.263,1101,,,,,,,,.276,.425,,,,,,,,15,0
SAC,Sacramento Kings,82,240.6,43.2,93.1,.464,11.3,29.9,.378,31.9,63.2,.504,16.5,22.7,.726,11.0,34.4,45.4,25.4,8.3,4.4,13.4,21.4,114.2,Sacramento Kings,82,19730,3541,7637,.464,927,2455,.378,2614,5182,.504,1354,1865,.726,906,2819,3725,2083,679,363,1095,1751,9363,Sacramento Kings,82,19730,41.8,90.1,.464,10.9,29.0,.378,30.8,61.1,.504,16.0,22.0,.726,10.7,33.2,43.9,24.6,8.0,4.3,12.9,20.7,110.4,Sacramento Kings,24.8,39,43,38,44,-1.12,0.31,-0.81,110.4,111.5,-1.1,103.1,.244,.321,.554,,,,.524,11.5,23.1,.177,,,,.533,13.6,75.5,.207,,,,Golden 1 Center,"700,975","17,097",Sacramento Kings,82,19730,.464,13.1,,,,,,,,.679,.277,.199,.097,.104,.321,,,,,,,,.504,.674,.375,.404,.395,.378,,,,,,,,.507,.818,,,,,,,,.063,437,,,,,,,,.274,1125,,,,,,,,.200,.390,,,,,,,,17,0
WAS,Washington Wizards,82,243.0,42.1,90.1,.468,11.3,33.3,.341,30.8,56.8,.543,18.4,23.9,.768,9.7,32.7,42.4,26.3,8.3,4.6,14.1,20.7,114.0,Washington Wizards,82,19930,3456,7387,.468,930,2731,.341,2526,4656,.543,1508,1963,.768,794,2679,3473,2154,683,379,1154,1701,9350,Washington Wizards,82,19930,41.1,87.8,.468,11.0,32.4,.341,30.0,55.3,.543,17.9,23.3,.768,9.4,31.8,41.3,25.6,8.1,4.5,13.7,20.2,111.1,Washington Wizards,26.5,32,50,34,48,-2.90,-0.40,-3.30,111.1,113.9,-2.8,101.4,.266,.370,.567,,,,.531,12.3,21.3,.204,,,,.546,13.5,74.1,.199,,,,Capital One Arena,"716,996","17,448",Washington Wizards,82,19930,.468,13.8,,,,,,,,.630,.306,.137,.086,.101,.370,,,,,,,,.543,.698,.403,.386,.393,.341,,,,,,,,.533,.868,,,,,,,,.067,454,,,,,,,,.282,1210,,,,,,,,.213,.360,,,,,,,,12,0
