Team,"Team Per Game, TeamName","Team Per Game, G","Team Per Game, MP","Team Per Game, FG","Team Per Game, FGA","Team Per Game, FG%","Team Per Game, 3P","Team Per Game, 3PA","Team Per Game, 3P%","Team Per Game, 2P","Team Per Game, 2PA","Team Per Game, 2P%","Team Per Game, FT","Team Per Game, FTA","Team Per Game, FT%","Team Per Game, ORB","Team Per Game, DRB","Team Per Game, TRB","Team Per Game, AST","Team Per Game, STL","Team Per Game, BLK","Team Per Game, TOV","Team Per Game, PF","Team Per Game, PTS","Team Totals, TeamName","Team Totals, G","Team Totals, MP","Team Totals, FG","Team Totals, FGA","Team Totals, FG%","Team Totals, 3P","Team Totals, 3PA","Team Totals, 3P%","Team Totals, 2P","Team Totals, 2PA","Team Totals, 2P%","Team Totals, FT","Team Totals, FTA","Team Totals, FT%","Team Totals, ORB","Team Totals, DRB","Team Totals, TRB","Team Totals, AST","Team Totals, STL","Team Totals, BLK","Team Totals, TOV","Team Totals, PF","Team Totals, PTS","Team Per 100 Poss, TeamName","Team Per 100 Poss, G","Team Per 100 Poss, MP","Team Per 100 Poss, FG","Team Per 100 Poss, FGA","Team Per 100 Poss, FG%","Team Per 100 Poss, 3P","Team Per 100 Poss, 3PA","Team Per 100 Poss, 3P%","Team Per 100 Poss, 2P","Team Per 100 Poss, 2PA","Team Per 100 Poss, 2P%","Team Per 100 Poss, FT","Team Per 100 Poss, FTA","Team Per 100 Poss, FT%","Team Per 100 Poss, ORB","Team Per 100 Poss, DRB","Team Per 100 Poss, TRB","Team Per 100 Poss, AST","Team Per 100 Poss, STL","Team Per 100 Poss, BLK","Team Per 100 Poss, TOV","Team Per 100 Poss, PF","Team Per 100 Poss, PTS","Team Advanced, TeamName","Team Advanced, Age","Team Advanced, W","Team Advanced, L","Team Advanced, PW","Team Advanced, PL","Team Advanced, MOV","Team Advanced, SOS","Team Advanced, SRS","Team Advanced, ORtg","Team Advanced, DRtg","Team Advanced, NRtg","Team Advanced, Pace","Team Advanced, FTr","Team Advanced, 3PAr","Team Advanced, TS%","Team Advanced,  ","Team Advanced,  ","Team Advanced,  ","Team Advanced, Offense Four Factors, eFG%","Team Advanced, Offense Four Factors, TOV%","Team Advanced, Offense Four Factors, ORB%","Team Advanced, Offense Four Factors, FT/FGA","Team Advanced,  ","Team Advanced,  ","Team Advanced,  ","Team Advanced, Defense Four Factors, eFG%","Team Advanced, Defense Four Factors, TOV%","Team Advanced, Defense Four Factors, DRB%","Team Advanced, Defense Four Factors, FT/FGA","Team Advanced,  ","Team Advanced,  ","Team Advanced,  ","Team Advanced, Arena","Team Advanced, Attend.","Team Advanced, Attend./G"
PHO,Phoenix Suns*,82,240.9,45.8,92.0,.498,2.0,5.9,.349,43.7,86.1,.508,25.0,31.6,.791,13.4,31.9,45.3,27.8,8.5,5.1,15.6,23.6,118.6,Phoenix Suns*,82,19755,3754,7545,.498,168,481,.349,3586,7064,.508,2051,2594,.791,1095,2619,3714,2280,693,416,1279,1933,9727,Phoenix Suns*,82,19755,43.6,87.7,.498,2.0,5.6,.349,41.7,82.1,.508,23.8,30.2,.791,12.7,30.4,43.2,26.5,8.1,4.8,14.9,22.5,113.1,Phoenix Suns*,25.7,55,27,59,23,7.70,-0.86,6.84,113.1,105.7,+7.4,104.5,.344,.064,.560,,,,.509,12.8,30.8,.272,,,,.476,13.5,67.7,.225,,,,Arizona Veterans Memorial Coliseum,"447,061","10,904"
DEN,Denver Nuggets*,82,242.4,46.5,99.3,.468,2.8,8.2,.337,43.7,91.0,.480,22.2,28.2,.787,14.7,30.6,45.4,27.8,9.9,5.3,14.9,25.5,118.0,Denver Nuggets*,82,19880,3813,8140,.468,228,676,.337,3585,7464,.480,1821,2314,.787,1206,2513,3719,2282,811,436,1225,2088,9675,Denver Nuggets*,82,19880,42.8,91.4,.468,2.6,7.6,.337,40.3,83.8,.480,20.4,26.0,.787,13.5,28.2,41.8,25.6,9.1,4.9,13.8,23.4,108.6,Denver Nuggets*,29.8,44,38,45,37,1.70,-0.78,0.91,108.6,107.1,+1.5,107.5,.284,.083,.528,,,,.482,11.8,29.6,.224,,,,.505,15.6,68.9,.264,,,,McNichols Sports Arena,"527,337","12,862"
NYK,New York Knicks*,82,241.5,45.1,92.8,.486,4.7,14.0,.337,40.4,78.8,.513,21.7,28.9,.752,16.1,27.6,43.7,25.4,11.0,5.4,19.2,25.0,116.7,New York Knicks*,82,19805,3701,7611,.486,386,1147,.337,3315,6464,.513,1779,2366,.752,1322,2265,3587,2083,900,446,1572,2053,9567,New York Knicks*,82,19805,43.0,88.4,.486,4.5,13.3,.337,38.5,75.0,.513,20.7,27.5,.752,15.3,26.3,41.6,24.2,10.4,5.2,18.3,23.8,111.1,New York Knicks*,25.3,52,30,50,32,3.77,-0.15,3.62,111.1,107.5,+3.6,104.4,.311,.151,.553,,,,.512,15.4,36.2,.234,,,,.504,16.7,65.1,.249,,,,Madison Square Garden (IV),"746,851","18,216"
GSW,Golden State Warriors*,82,242.7,45.5,97.3,.468,2.4,7.7,.308,43.1,89.6,.481,23.2,29.1,.799,16.1,31.2,47.4,24.5,10.1,7.8,18.1,23.7,116.6,Golden State Warriors*,82,19905,3730,7977,.468,194,629,.308,3536,7348,.481,1904,2384,.799,1323,2561,3884,2009,831,643,1488,1946,9558,Golden State Warriors*,82,19905,41.9,89.6,.468,2.2,7.1,.308,39.7,82.6,.481,21.4,26.8,.799,14.9,28.8,43.6,22.6,9.3,7.2,16.7,21.9,107.4,Golden State Warriors*,26.0,43,39,40,42,-0.30,-0.29,-0.59,107.4,107.7,-0.3,107.3,.299,.079,.529,,,,.480,14.2,33.4,.239,,,,.479,14.6,64.1,.240,,,,Oakland-Alameda County Coliseum Arena,"587,820","14,337"
LAL,Los Angeles Lakers*,82,241.5,43.7,87.1,.502,2.8,8.1,.340,40.9,79.0,.518,24.5,30.6,.802,13.3,31.9,45.2,27.8,8.8,5.1,16.4,20.4,114.7,Los Angeles Lakers*,82,19805,3584,7143,.502,227,667,.340,3357,6476,.518,2011,2508,.802,1094,2612,3706,2282,724,421,1344,1672,9406,Los Angeles Lakers*,82,19805,43.4,86.4,.502,2.7,8.1,.340,40.6,78.4,.518,24.3,30.3,.802,13.2,31.6,44.8,27.6,8.8,5.1,16.3,20.2,113.8,Los Angeles Lakers*,29.5,57,25,58,24,7.17,-0.79,6.38,113.8,106.7,+7.1,100.1,.351,.093,.570,,,,.518,14.0,33.0,.282,,,,.482,13.0,68.9,.205,,,,Great Western Forum,"717,349","17,496"
POR,Portland Trail Blazers*,82,241.8,45.1,95.1,.474,2.6,7.9,.335,42.4,87.2,.487,21.8,29.5,.740,16.9,29.0,45.9,27.0,10.1,4.7,17.5,24.7,114.6,Portland Trail Blazers*,82,19830,3695,7795,.474,216,645,.335,3479,7150,.487,1789,2416,.740,1384,2381,3765,2212,828,388,1435,2026,9395,Portland Trail Blazers*,82,19830,43.0,90.8,.474,2.5,7.5,.335,40.5,83.3,.487,20.8,28.1,.740,16.1,27.7,43.8,25.8,9.6,4.5,16.7,23.6,109.4,Portland Trail Blazers*,26.9,39,43,45,37,1.46,-0.55,0.92,109.4,108.0,+1.4,103.9,.310,.083,.530,,,,.488,13.9,36.7,.230,,,,.501,15.7,67.4,.264,,,,Memorial Coliseum,"527,008","12,854"
SEA,Seattle SuperSonics*,82,241.2,43.5,91.2,.477,3.6,9.4,.379,39.9,81.8,.488,21.6,29.0,.746,17.0,27.3,44.3,25.4,10.5,6.0,17.1,24.7,112.1,Seattle SuperSonics*,82,19780,3564,7478,.477,293,774,.379,3271,6704,.488,1775,2379,.746,1397,2238,3635,2083,864,494,1403,2027,9196,Seattle SuperSonics*,82,19780,43.2,90.7,.477,3.6,9.4,.379,39.7,81.3,.488,21.5,28.8,.746,16.9,27.1,44.1,25.3,10.5,6.0,17.0,24.6,111.5,Seattle SuperSonics*,26.3,47,35,48,34,2.90,-0.46,2.44,111.5,108.6,+2.9,100.1,.318,.104,.539,,,,.496,14.1,38.3,.237,,,,.498,16.0,65.3,.271,,,,Seattle Center Coliseum,"456,765","11,141"
PHI,Philadelphia 76ers*,82,241.2,42.7,87.8,.486,2.5,7.9,.316,40.2,79.9,.503,24.0,30.5,.787,13.9,28.7,42.7,25.7,8.4,4.3,14.8,21.0,111.9,Philadelphia 76ers*,82,19780,3500,7201,.486,204,646,.316,3296,6555,.503,1970,2504,.787,1143,2356,3499,2110,689,354,1214,1721,9174,Philadelphia 76ers*,82,19780,43.1,88.7,.486,2.5,8.0,.316,40.6,80.7,.503,24.3,30.8,.787,14.1,29.0,43.1,26.0,8.5,4.4,14.9,21.2,113.0,Philadelphia 76ers*,27.0,46,36,45,37,1.50,0.18,1.68,113.0,111.5,+1.5,98.5,.348,.090,.552,,,,.500,12.8,32.2,.274,,,,.513,13.4,67.2,.215,,,,The Spectrum,"531,715","12,969"
ATL,Atlanta Hawks*,82,241.5,41.6,88.2,.472,1.3,4.8,.277,40.3,83.3,.483,26.4,33.0,.800,16.7,28.2,45.0,24.3,10.0,5.8,16.0,22.9,111.0,Atlanta Hawks*,82,19805,3412,7230,.472,110,397,.277,3302,6833,.483,2168,2709,.800,1372,2316,3688,1990,817,474,1310,1880,9102,Atlanta Hawks*,82,19805,42.0,89.1,.472,1.4,4.9,.277,40.7,84.2,.483,26.7,33.4,.800,16.9,28.5,45.4,24.5,10.1,5.8,16.1,23.2,112.2,Atlanta Hawks*,28.5,52,30,54,28,4.91,0.35,5.26,112.2,107.2,+5.0,98.3,.375,.055,.540,,,,.480,13.5,37.1,.300,,,,.482,15.4,64.7,.256,,,,Omni Coliseum,"644,291","15,714"
BOS,Boston Celtics*,82,241.2,42.9,87.1,.493,1.0,3.8,.252,42.0,83.3,.504,22.4,28.6,.783,14.4,29.8,44.2,26.7,7.8,5.1,16.3,22.9,109.2,Boston Celtics*,82,19780,3520,7143,.493,78,309,.252,3442,6834,.504,1840,2349,.783,1179,2442,3621,2189,639,418,1336,1876,8958,Boston Celtics*,82,19780,43.5,88.3,.493,1.0,3.8,.252,42.6,84.5,.504,22.8,29.0,.783,14.6,30.2,44.8,27.1,7.9,5.2,16.5,23.2,110.8,Boston Celtics*,28.5,42,40,44,38,1.16,0.10,1.26,110.8,109.6,+1.2,98.1,.329,.043,.548,,,,.498,14.0,34.7,.258,,,,.493,12.7,70.0,.248,,,,Boston Garden,"611,537","14,890"
