Team,"Team Per Game, TeamName","Team Per Game, G","Team Per Game, MP","Team Per Game, FG","Team Per Game, FGA","Team Per Game, FG%","Team Per Game, 3P","Team Per Game, 3PA","Team Per Game, 3P%","Team Per Game, 2P","Team Per Game, 2PA","Team Per Game, 2P%","Team Per Game, FT","Team Per Game, FTA","Team Per Game, FT%","Team Per Game, ORB","Team Per Game, DRB","Team Per Game, TRB","Team Per Game, AST","Team Per Game, STL","Team Per Game, BLK","Team Per Game, TOV","Team Per Game, PF","Team Per Game, PTS","Team Totals, TeamName","Team Totals, G","Team Totals, MP","Team Totals, FG","Team Totals, FGA","Team Totals, FG%","Team Totals, 3P","Team Totals, 3PA","Team Totals, 3P%","Team Totals, 2P","Team Totals, 2PA","Team Totals, 2P%","Team Totals, FT","Team Totals, FTA","Team Totals, FT%","Team Totals, ORB","Team Totals, DRB","Team Totals, TRB","Team Totals, AST","Team Totals, STL","Team Totals, BLK","Team Totals, TOV","Team Totals, PF","Team Totals, PTS","Team Per 100 Poss, TeamName","Team Per 100 Poss, G","Team Per 100 Poss, MP","Team Per 100 Poss, FG","Team Per 100 Poss, FGA","Team Per 100 Poss, FG%","Team Per 100 Poss, 3P","Team Per 100 Poss, 3PA","Team Per 100 Poss, 3P%","Team Per 100 Poss, 2P","Team Per 100 Poss, 2PA","Team Per 100 Poss, 2P%","Team Per 100 Poss, FT","Team Per 100 Poss, FTA","Team Per 100 Poss, FT%","Team Per 100 Poss, ORB","Team Per 100 Poss, DRB","Team Per 100 Poss, TRB","Team Per 100 Poss, AST","Team Per 100 Poss, STL","Team Per 100 Poss, BLK","Team Per 100 Poss, TOV","Team Per 100 Poss, PF","Team Per 100 Poss, PTS","Team Advanced, TeamName","Team Advanced, Age","Team Advanced, W","Team Advanced, L","Team Advanced, PW","Team Advanced, PL","Team Advanced, MOV","Team Advanced, SOS","Team Advanced, SRS","Team Advanced, ORtg","Team Advanced, DRtg","Team Advanced, NRtg","Team Advanced, Pace","Team Advanced, FTr","Team Advanced, 3PAr","Team Advanced, TS%","Team Advanced,  ","Team Advanced,  ","Team Advanced,  ","Team Advanced, Offense Four Factors, eFG%","Team Advanced, Offense Four Factors, TOV%","Team Advanced, Offense Four Factors, ORB%","Team Advanced, Offense Four Factors, FT/FGA","Team Advanced,  ","Team Advanced,  ","Team Advanced,  ","Team Advanced, Defense Four Factors, eFG%","Team Advanced, Defense Four Factors, TOV%","Team Advanced, Defense Four Factors, DRB%","Team Advanced, Defense Four Factors, FT/FGA","Team Advanced,  ","Team Advanced,  ","Team Advanced,  ","Team Advanced, Arena","Team Advanced, Attend.","Team Advanced, Attend./G","Team Shooting, TeamName","Team Shooting, G","Team Shooting, MP","Team Shooting, FG%","Team Shooting, Dist.","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting, % of FGA by Distance, 2P","Team Shooting, % of FGA by Distance, 0-3","Team Shooting, % of FGA by Distance, 3-10","Team Shooting, % of FGA by Distance, 10-16","Team Shooting, % of FGA by Distance, 16-3P","Team Shooting, % of FGA by Distance, 3P","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting, FG% by Distance, 2P","Team Shooting, FG% by Distance, 0-3","Team Shooting, FG% by Distance, 3-10","Team Shooting, FG% by Distance, 10-16","Team Shooting, FG% by Distance, 16-3P","Team Shooting, FG% by Distance, 3P","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting, % of FG Ast'd, 2P","Team Shooting, % of FG Ast'd, 3P","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting, Dunks, %FGA","Team Shooting, Dunks, Md.","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting, Corner, %3PA","Team Shooting, Corner, 3P%","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting,  ","Team Shooting, Heaves, Att.","Team Shooting, Heaves, Md."
POR,Portland Trail Blazers*,82,242.1,36.6,78.8,.464,6.1,17.1,.358,30.5,61.8,.493,19.7,27.6,.713,12.9,30.4,43.3,20.9,7.8,5.3,16.5,23.5,99.0,Portland Trail Blazers*,82,19855,3000,6465,.464,501,1401,.358,2499,5064,.493,1613,2261,.713,1058,2494,3552,1710,640,435,1357,1928,8114,Portland Trail Blazers*,82,19855,39.9,85.9,.464,6.7,18.6,.358,33.2,67.3,.493,21.4,30.1,.713,14.1,33.2,47.2,22.7,8.5,5.8,18.0,25.6,107.9,Portland Trail Blazers*,26.4,49,33,53,29,4.17,-0.61,3.56,107.9,103.3,+4.6,90.9,.350,.217,.544,,,,.503,15.4,32.5,.249,,,,.471,14.3,72.4,.268,,,,Rose Garden Arena,"852,798","20,800",Portland Trail Blazers*,82,19855,.464,11.8,,,,,,,.783,.348,.215,.125,.095,.217,,,,,,,.493,.579,.425,.404,.453,.358,,,,,,,.527,.782,,,,,,,.056,332,,,,,,,.051,.352,,,,,,,5,0
CHH,Charlotte Hornets*,82,241.5,36.4,77.3,.471,7.2,16.9,.428,29.2,60.5,.483,18.8,24.2,.777,11.1,28.0,39.1,24.6,7.3,4.3,14.7,20.8,98.9,Charlotte Hornets*,82,19805,2988,6342,.471,591,1382,.428,2397,4960,.483,1541,1984,.777,910,2298,3208,2021,597,349,1203,1702,8108,Charlotte Hornets*,82,19805,40.9,86.8,.471,8.1,18.9,.428,32.8,67.9,.483,21.1,27.1,.777,12.5,31.4,43.9,27.7,8.2,4.8,16.5,23.3,110.9,Charlotte Hornets*,29.1,54,28,46,36,1.87,0.26,2.13,110.9,108.9,+2.0,88.6,.313,.218,.562,,,,.518,14.3,28.7,.243,,,,.496,13.3,68.1,.204,,,,Charlotte Coliseum,"985,722","24,042",Charlotte Hornets*,82,19805,.471,12.9,,,,,,,.782,.433,.079,.115,.156,.218,,,,,,,.483,.459,.475,.471,.565,.428,,,,,,,.627,.876,,,,,,,.039,247,,,,,,,.105,.614,,,,,,,4,0
DEN,Denver Nuggets,82,243.0,35.8,81.5,.439,7.8,20.9,.372,28.0,60.7,.462,18.5,24.3,.761,12.1,29.9,42.0,23.0,6.1,5.9,16.6,21.8,97.8,Denver Nuggets,82,19930,2934,6687,.439,636,1711,.372,2298,4976,.462,1516,1992,.761,994,2452,3446,1889,503,487,1359,1784,8020,Denver Nuggets,82,19930,38.2,87.1,.439,8.3,22.3,.372,29.9,64.8,.462,19.8,26.0,.761,13.0,32.0,44.9,24.6,6.6,6.3,17.7,23.2,104.5,Denver Nuggets,28.6,21,61,24,58,-6.28,-0.12,-6.40,104.5,111.2,-6.7,92.4,.298,.256,.530,,,,.486,15.2,28.8,.227,,,,.501,11.8,69.3,.206,,,,McNichols Sports Arena,"340,486","11,254",Denver Nuggets,82,19930,.439,13.9,,,,,,,.744,.267,.148,.149,.180,.256,,,,,,,.462,.539,.464,.391,.404,.372,,,,,,,.595,.818,,,,,,,.049,295,,,,,,,.101,.326,,,,,,,7,1
LAC,Los Angeles Clippers*,82,243.0,36.5,81.7,.446,5.8,16.3,.354,30.7,65.3,.469,18.5,25.3,.731,13.3,27.3,40.7,20.3,8.9,5.4,16.0,24.0,97.2,Los Angeles Clippers*,82,19930,2989,6696,.446,474,1339,.354,2515,5357,.469,1517,2074,.731,1092,2242,3334,1662,733,441,1311,1964,7969,Los Angeles Clippers*,82,19930,39.4,88.3,.446,6.3,17.7,.354,33.2,70.6,.469,20.0,27.3,.731,14.4,29.6,44.0,21.9,9.7,5.8,17.3,25.9,105.1,Los Angeles Clippers*,25.5,36,46,34,48,-2.35,-0.31,-2.66,105.1,107.6,-2.5,91.3,.310,.200,.524,,,,.482,14.7,30.8,.227,,,,.499,15.5,68.1,.269,,,,Los Angeles Memorial Sports Arena,"232,895","8,836",Los Angeles Clippers*,82,19930,.446,13.0,,,,,,,.800,.339,.130,.154,.177,.200,,,,,,,.469,.548,.438,.364,.433,.354,,,,,,,.515,.776,,,,,,,.054,342,,,,,,,.087,.474,,,,,,,9,0
NJN,New Jersey Nets,82,241.2,36.5,86.5,.422,5.9,16.7,.353,30.6,69.8,.439,18.3,24.8,.740,17.2,29.0,46.2,21.0,8.3,5.9,15.7,22.7,97.2,New Jersey Nets,82,19780,2994,7091,.422,484,1371,.353,2510,5720,.439,1502,2031,.740,1410,2376,3786,1726,677,481,1290,1865,7974,New Jersey Nets,82,19780,39.3,93.1,.422,6.4,18.0,.353,33.0,75.1,.439,19.7,26.7,.740,18.5,31.2,49.7,22.7,8.9,6.3,16.9,24.5,104.7,New Jersey Nets,26.8,26,56,28,54,-4.56,0.67,-3.89,104.7,109.7,-5.0,92.4,.286,.193,.499,,,,.456,13.9,36.4,.212,,,,.503,14.1,69.0,.244,,,,Continental Airlines Arena,"670,628","15,800",New Jersey Nets,82,19780,.422,13.2,,,,,,,.807,.324,.137,.171,.175,.193,,,,,,,.439,.538,.325,.351,.430,.353,,,,,,,.537,.783,,,,,,,.045,296,,,,,,,.099,.353,,,,,,,9,0
SAC,Sacramento Kings,82,242.1,36.6,80.6,.454,5.0,12.9,.391,31.5,67.7,.466,18.2,25.2,.723,13.4,28.1,41.5,21.9,7.2,4.4,16.2,23.7,96.4,Sacramento Kings,82,19855,3000,6611,.454,414,1058,.391,2586,5553,.466,1494,2067,.723,1100,2307,3407,1799,588,362,1332,1946,7908,Sacramento Kings,82,19855,39.8,87.8,.454,5.5,14.0,.391,34.3,73.7,.466,19.8,27.4,.723,14.6,30.6,45.2,23.9,7.8,4.8,17.7,25.8,105.0,Sacramento Kings,27.4,34,48,31,51,-3.38,-0.26,-3.64,105.0,108.7,-3.7,91.0,.313,.160,.526,,,,.485,15.0,32.0,.226,,,,.495,14.3,68.5,.264,,,,ARCO Arena (II),"709,993","17,317",Sacramento Kings,82,19855,.454,12.8,,,,,,,.840,.299,.174,.145,.222,.160,,,,,,,.466,.561,.428,.352,.441,.391,,,,,,,.567,.800,,,,,,,.037,221,,,,,,,.125,.462,,,,,,,5,0
MIN,Minnesota Timberwolves*,82,241.2,35.8,78.5,.456,4.5,13.3,.339,31.3,65.2,.480,20.0,26.6,.751,11.7,28.1,39.7,22.9,7.5,6.8,15.2,22.2,96.1,Minnesota Timberwolves*,82,19780,2937,6436,.456,371,1093,.339,2566,5343,.480,1637,2180,.751,957,2302,3259,1874,618,557,1243,1818,7882,Minnesota Timberwolves*,82,19780,39.3,86.1,.456,5.0,14.6,.339,34.3,71.5,.480,21.9,29.2,.751,12.8,30.8,43.6,25.1,8.3,7.5,16.6,24.3,105.5,Minnesota Timberwolves*,26.3,40,42,37,45,-1.48,-0.35,-1.82,105.5,107.1,-1.6,90.7,.339,.170,.533,,,,.485,14.4,28.8,.254,,,,.486,14.6,68.3,.252,,,,Target Center,"697,727","17,018",Minnesota Timberwolves*,82,19780,.456,12.9,,,,,,,.830,.313,.140,.158,.219,.170,,,,,,,.480,.565,.416,.406,.454,.339,,,,,,,.634,.666,,,,,,,.059,356,,,,,,,.127,.396,,,,,,,10,0
TOR,Toronto Raptors,82,241.8,35.3,80.9,.437,7.2,19.8,.363,28.1,61.1,.461,17.6,24.5,.720,13.8,27.5,41.3,20.9,8.8,6.3,16.4,23.0,95.5,Toronto Raptors,82,19830,2897,6632,.437,589,1624,.363,2308,5008,.461,1446,2008,.720,1135,2254,3389,1714,722,517,1347,1883,7829,Toronto Raptors,82,19830,38.7,88.6,.437,7.9,21.7,.363,30.8,66.9,.461,19.3,26.8,.720,15.2,30.1,45.3,22.9,9.6,6.9,18.0,25.2,104.6,Toronto Raptors,25.1,30,52,32,50,-3.12,0.57,-2.56,104.6,108.0,-3.4,90.6,.303,.245,.521,,,,.481,15.2,32.5,.218,,,,.504,15.3,68.6,.258,,,,SkyDome,"744,550","18,551",Toronto Raptors,82,19830,.437,13.0,,,,,,,.755,.345,.147,.139,.123,.245,,,,,,,.461,.558,.380,.335,.428,.363,,,,,,,.554,.740,,,,,,,.066,399,,,,,,,.127,.325,,,,,,,9,1
NYK,New York Knicks*,82,242.1,35.1,75.9,.463,5.7,15.8,.363,29.4,60.2,.489,19.3,25.8,.748,11.9,30.7,42.5,22.1,7.7,4.6,17.8,24.8,95.4,New York Knicks*,82,19855,2882,6227,.463,470,1294,.363,2412,4933,.489,1585,2119,.748,973,2516,3489,1809,629,378,1462,2033,7819,New York Knicks*,82,19855,38.5,83.1,.463,6.3,17.3,.363,32.2,65.9,.489,21.2,28.3,.748,13.0,33.6,46.6,24.2,8.4,5.0,19.5,27.1,104.4,New York Knicks*,29.7,57,25,50,32,3.12,0.18,3.31,104.4,101.0,+3.4,90.5,.340,.208,.546,,,,.501,17.0,30.5,.255,,,,.463,15.4,73.4,.279,,,,Madison Square Garden (IV),"790,520","19,763",New York Knicks*,82,19855,.463,12.9,,,,,,,.792,.341,.133,.157,.160,.208,,,,,,,.489,.548,.489,.377,.472,.363,,,,,,,.595,.796,,,,,,,.033,201,,,,,,,.121,.404,,,,,,,9,0
IND,Indiana Pacers,82,243.0,34.8,76.3,.456,5.2,13.8,.381,29.5,62.5,.472,20.6,28.5,.722,12.5,29.1,41.7,21.3,7.1,4.8,16.3,24.1,95.4,Indiana Pacers,82,19930,2851,6254,.456,430,1130,.381,2421,5124,.472,1687,2336,.722,1029,2390,3419,1750,585,394,1338,1977,7819,Indiana Pacers,82,19930,38.6,84.6,.456,5.8,15.3,.381,32.8,69.3,.472,22.8,31.6,.722,13.9,32.3,46.3,23.7,7.9,5.3,18.1,26.8,105.8,Indiana Pacers,27.9,39,43,44,38,0.98,0.52,1.49,105.8,104.7,+1.1,89.0,.374,.181,.537,,,,.490,15.5,31.3,.270,,,,.480,15.0,70.4,.258,,,,Market Square Arena,"636,735","15,530",Indiana Pacers,82,19930,.456,12.5,,,,,,,.819,.334,.164,.167,.155,.181,,,,,,,.472,.546,.439,.384,.445,.381,,,,,,,.579,.809,,,,,,,.055,338,,,,,,,.114,.341,,,,,,,6,1
MIL,Milwaukee Bucks,82,240.6,36.2,76.9,.471,4.0,11.2,.352,32.2,65.6,.491,19.0,25.7,.741,11.6,27.6,39.2,19.6,7.7,4.2,15.7,23.1,95.3,Milwaukee Bucks,82,19730,2967,6303,.471,324,920,.352,2643,5383,.491,1560,2104,.741,955,2263,3218,1610,632,348,1285,1892,7818,Milwaukee Bucks,82,19730,40.3,85.6,.471,4.4,12.5,.352,35.9,73.1,.491,21.2,28.6,.741,13.0,30.7,43.7,21.9,8.6,4.7,17.5,25.7,106.2,Milwaukee Bucks,27.3,33,49,35,47,-1.89,0.51,-1.38,106.2,108.3,-2.1,89.5,.334,.146,.541,,,,.496,15.1,29.7,.248,,,,.501,14.1,69.9,.253,,,,Bradley Center,"634,999","15,514",Milwaukee Bucks,82,19730,.471,12.0,,,,,,,.854,.334,.162,.217,.142,.146,,,,,,,.491,.568,.446,.399,.503,.352,,,,,,,.513,.784,,,,,,,.043,255,,,,,,,.104,.417,,,,,,,9,1
MIA,Miami Heat*,82,241.5,34.4,76.0,.453,8.3,22.7,.364,26.1,53.3,.491,17.7,24.7,.719,11.7,29.3,41.0,21.2,7.9,5.4,15.9,23.4,94.8,Miami Heat*,82,19805,2822,6235,.453,678,1865,.364,2144,4370,.491,1454,2022,.719,957,2402,3359,1735,650,439,1306,1919,7776,Miami Heat*,82,19805,38.8,85.6,.453,9.3,25.6,.364,29.4,60.0,.491,20.0,27.8,.719,13.1,33.0,46.1,23.8,8.9,6.0,17.9,26.4,106.8,Miami Heat*,27.2,61,21,57,25,5.49,0.07,5.56,106.8,100.6,+6.2,88.2,.324,.299,.546,,,,.507,15.5,29.2,.233,,,,.465,15.6,70.6,.248,,,,Miami Arena,"615,160","15,004",Miami Heat*,82,19805,.453,13.4,,,,,,,.701,.289,.182,.128,.102,.299,,,,,,,.491,.600,.389,.368,.517,.364,,,,,,,.558,.794,,,,,,,.057,339,,,,,,,.171,.412,,,,,,,11,1
ATL,Atlanta Hawks*,82,241.5,34.3,76.9,.446,8.0,22.4,.359,26.3,54.5,.481,18.2,23.8,.763,12.5,28.7,41.1,19.0,8.5,5.2,15.0,19.4,94.8,Atlanta Hawks*,82,19805,2812,6307,.446,659,1834,.359,2153,4473,.481,1491,1955,.763,1021,2350,3371,1557,701,427,1228,1591,7774,Atlanta Hawks*,82,19805,39.3,88.0,.446,9.2,25.6,.359,30.1,62.4,.481,20.8,27.3,.763,14.3,32.8,47.1,21.7,9.8,6.0,17.1,22.2,108.5,Atlanta Hawks*,28.8,56,26,57,25,5.44,0.08,5.52,108.5,102.3,+6.2,86.8,.310,.291,.542,,,,.498,14.6,31.5,.236,,,,.472,15.0,69.2,.191,,,,Omni Coliseum,"549,414","14,288",Atlanta Hawks*,82,19805,.446,14.0,,,,,,,.709,.315,.120,.128,.147,.291,,,,,,,.481,.552,.456,.344,.470,.359,,,,,,,.505,.712,,,,,,,.043,259,,,,,,,.146,.410,,,,,,,12,0
DET,Detroit Pistons*,82,241.8,34.5,74.3,.464,7.1,18.3,.388,27.4,56.0,.488,18.1,24.3,.745,10.5,28.0,38.4,19.0,7.7,3.5,12.7,20.1,94.2,Detroit Pistons*,82,19830,2827,6095,.464,582,1499,.388,2245,4596,.488,1487,1995,.745,858,2292,3150,1554,632,283,1041,1652,7723,Detroit Pistons*,82,19830,40.5,87.3,.464,8.3,21.5,.388,32.1,65.8,.488,21.3,28.6,.745,12.3,32.8,45.1,22.2,9.0,4.1,14.9,23.7,110.6,Detroit Pistons*,28.2,54,28,57,25,5.24,0.20,5.45,110.6,104.4,+6.2,84.5,.327,.246,.554,,,,.512,13.0,27.5,.244,,,,.487,14.6,70.4,.197,,,,The Palace of Auburn Hills,"784,234","20,014",Detroit Pistons*,82,19830,.464,13.6,,,,,,,.754,.297,.121,.179,.157,.246,,,,,,,.488,.595,.398,.402,.455,.388,,,,,,,.459,.899,,,,,,,.060,342,,,,,,,.193,.386,,,,,,,7,0
ORL,Orlando Magic*,82,242.1,34.6,79.2,.437,6.9,20.3,.341,27.7,59.0,.470,18.0,24.1,.746,13.1,27.1,40.1,20.6,8.5,4.4,15.2,20.0,94.1,Orlando Magic*,82,19855,2839,6497,.437,567,1662,.341,2272,4835,.470,1474,1975,.746,1071,2221,3292,1689,694,363,1250,1643,7719,Orlando Magic*,82,19855,38.8,88.9,.437,7.8,22.7,.341,31.1,66.2,.470,20.2,27.0,.746,14.7,30.4,45.0,23.1,9.5,5.0,17.1,22.5,105.6,Orlando Magic*,29.4,45,37,40,42,-0.35,0.28,-0.07,105.6,106.0,-0.4,88.3,.304,.256,.524,,,,.481,14.5,30.9,.227,,,,.495,15.3,67.3,.211,,,,Orlando Arena,"711,311","17,199",Orlando Magic*,82,19855,.437,13.2,,,,,,,.744,.311,.167,.121,.146,.256,,,,,,,.470,.558,.430,.361,.418,.341,,,,,,,.525,.875,,,,,,,.045,273,,,,,,,.141,.466,,,,,,,10,0
DAL,Dallas Mavericks,82,241.5,34.3,78.7,.436,5.2,16.0,.327,29.1,62.6,.464,16.8,23.4,.717,12.7,27.6,40.3,20.3,8.0,4.3,16.1,21.9,90.6,Dallas Mavericks,82,19805,2813,6452,.436,430,1316,.327,2383,5136,.464,1375,1918,.717,1040,2262,3302,1663,654,351,1324,1798,7431,Dallas Mavericks,82,19805,38.3,87.8,.436,5.9,17.9,.327,32.4,69.9,.464,18.7,26.1,.717,14.2,30.8,44.9,22.6,8.9,4.8,18.0,24.5,101.1,Dallas Mavericks,27.1,24,58,23,59,-6.35,-0.12,-6.47,101.1,108.2,-7.1,89.0,.297,.204,.509,,,,.469,15.4,30.0,.213,,,,.500,14.9,67.3,.229,,,,Reunion Arena,"619,178","15,102",Dallas Mavericks,82,19805,.436,12.7,,,,,,,.796,.316,.151,.154,.175,.204,,,,,,,.464,.565,.418,.350,.421,.327,,,,,,,.544,.851,,,,,,,.042,257,,,,,,,.143,.351,,,,,,,10,1
SAS,San Antonio Spurs,82,240.6,34.5,77.9,.442,4.6,14.4,.320,29.9,63.5,.470,16.9,23.5,.719,13.4,26.0,39.4,20.3,7.9,5.3,15.2,21.5,90.5,San Antonio Spurs,82,19730,2827,6391,.442,378,1180,.320,2449,5211,.470,1386,1929,.719,1101,2129,3230,1661,646,431,1243,1764,7418,San Antonio Spurs,82,19730,39.4,89.0,.442,5.3,16.4,.320,34.1,72.6,.470,19.3,26.9,.719,15.3,29.7,45.0,23.1,9.0,6.0,17.3,24.6,103.3,San Antonio Spurs,29.9,20,62,19,63,-7.88,-0.05,-7.93,103.3,112.3,-9.0,87.3,.302,.185,.512,,,,.472,14.7,32.4,.217,,,,.514,14.0,67.0,.236,,,,Alamodome,"706,641","17,235",San Antonio Spurs,82,19730,.442,12.5,,,,,,,.815,.407,.112,.124,.172,.185,,,,,,,.470,.520,.438,.355,.456,.320,,,,,,,.553,.810,,,,,,,.044,261,,,,,,,.117,.341,,,,,,,0,0
VAN,Vancouver Grizzlies,82,241.2,34.4,78.7,.437,5.4,15.5,.349,29.0,63.2,.458,15.0,21.1,.709,12.5,26.3,38.8,22.7,8.0,5.7,15.9,21.4,89.2,Vancouver Grizzlies,82,19780,2819,6453,.437,445,1274,.349,2374,5179,.458,1230,1734,.709,1023,2155,3178,1862,657,464,1301,1755,7313,Vancouver Grizzlies,82,19780,38.7,88.5,.437,6.1,17.5,.349,32.6,71.0,.458,16.9,23.8,.709,14.0,29.6,43.6,25.5,9.0,6.4,17.8,24.1,100.3,Vancouver Grizzlies,25.0,14,68,15,67,-10.23,0.06,-10.17,100.3,111.8,-11.5,88.4,.269,.197,.507,,,,.471,15.3,29.7,.191,,,,.510,14.4,64.1,.224,,,,General Motors Place,"683,442","16,571",Vancouver Grizzlies,82,19780,.437,12.9,,,,,,,.803,.325,.154,.155,.168,.197,,,,,,,.458,.548,.454,.355,.384,.349,,,,,,,.626,.845,,,,,,,.051,305,,,,,,,.137,.310,,,,,,,9,0
CLE,Cleveland Cavaliers,82,242.1,33.0,72.8,.453,5.9,15.7,.376,27.1,57.2,.474,15.6,21.6,.723,11.1,26.3,37.4,20.9,8.0,3.8,14.5,23.0,87.5,Cleveland Cavaliers,82,19855,2704,5972,.453,483,1284,.376,2221,4688,.474,1282,1773,.723,909,2159,3068,1714,655,315,1188,1882,7173,Cleveland Cavaliers,82,19855,39.4,87.1,.453,7.0,18.7,.376,32.4,68.3,.474,18.7,25.8,.723,13.3,31.5,44.7,25.0,9.5,4.6,17.3,27.4,104.6,Cleveland Cavaliers,26.7,42,40,47,35,1.84,0.47,2.32,104.6,102.4,+2.2,82.9,.297,.215,.531,,,,.493,15.0,29.4,.215,,,,.482,16.8,71.9,.281,,,,Gund Arena,"692,684","16,895",Cleveland Cavaliers,82,19855,.453,13.5,,,,,,,.785,.297,.130,.138,.220,.215,,,,,,,.474,.555,.418,.369,.463,.376,,,,,,,.594,.816,,,,,,,.035,199,,,,,,,.146,.372,,,,,,,6,0
