Team,"Team Per Game, TeamName","Team Per Game, G","Team Per Game, MP","Team Per Game, FG","Team Per Game, FGA","Team Per Game, FG%","Team Per Game, 3P","Team Per Game, 3PA","Team Per Game, 3P%","Team Per Game, 2P","Team Per Game, 2PA","Team Per Game, 2P%","Team Per Game, FT","Team Per Game, FTA","Team Per Game, FT%","Team Per Game, ORB","Team Per Game, DRB","Team Per Game, TRB","Team Per Game, AST","Team Per Game, STL","Team Per Game, BLK","Team Per Game, TOV","Team Per Game, PF","Team Per Game, PTS","Team Totals, TeamName","Team Totals, G","Team Totals, MP","Team Totals, FG","Team Totals, FGA","Team Totals, FG%","Team Totals, 3P","Team Totals, 3PA","Team Totals, 3P%","Team Totals, 2P","Team Totals, 2PA","Team Totals, 2P%","Team Totals, FT","Team Totals, FTA","Team Totals, FT%","Team Totals, ORB","Team Totals, DRB","Team Totals, TRB","Team Totals, AST","Team Totals, STL","Team Totals, BLK","Team Totals, TOV","Team Totals, PF","Team Totals, PTS","Team Per 100 Poss, TeamName","Team Per 100 Poss, G","Team Per 100 Poss, MP","Team Per 100 Poss, FG","Team Per 100 Poss, FGA","Team Per 100 Poss, FG%","Team Per 100 Poss, 3P","Team Per 100 Poss, 3PA","Team Per 100 Poss, 3P%","Team Per 100 Poss, 2P","Team Per 100 Poss, 2PA","Team Per 100 Poss, 2P%","Team Per 100 Poss, FT","Team Per 100 Poss, FTA","Team Per 100 Poss, FT%","Team Per 100 Poss, ORB","Team Per 100 Poss, DRB","Team Per 100 Poss, TRB","Team Per 100 Poss, AST","Team Per 100 Poss, STL","Team Per 100 Poss, BLK","Team Per 100 Poss, TOV","Team Per 100 Poss, PF","Team Per 100 Poss, PTS","Team Advanced, TeamName","Team Advanced, Age","Team Advanced, W","Team Advanced, L","Team Advanced, PW","Team Advanced, PL","Team Advanced, MOV","Team Advanced, SOS","Team Advanced, SRS","Team Advanced, ORtg","Team Advanced, DRtg","Team Advanced, NRtg","Team Advanced, Pace","Team Advanced, FTr","Team Advanced, 3PAr","Team Advanced, TS%","Team Advanced,  ","Team Advanced,  ","Team Advanced,  ","Team Advanced, Offense Four Factors, eFG%","Team Advanced, Offense Four Factors, TOV%","Team Advanced, Offense Four Factors, ORB%","Team Advanced, Offense Four Factors, FT/FGA","Team Advanced,  ","Team Advanced,  ","Team Advanced,  ","Team Advanced, Defense Four Factors, eFG%","Team Advanced, Defense Four Factors, TOV%","Team Advanced, Defense Four Factors, DRB%","Team Advanced, Defense Four Factors, FT/FGA","Team Advanced,  ","Team Advanced,  ","Team Advanced,  ","Team Advanced, Arena","Team Advanced, Attend.","Team Advanced, Attend./G"
SEA,Seattle SuperSonics*,82,242.4,42.7,86.8,.492,1.7,5.2,.319,41.0,81.6,.503,19.6,26.1,.750,14.9,26.5,41.4,24.9,10.5,4.6,17.1,24.1,106.6,Seattle SuperSonics*,82,19880,3500,7117,.492,136,427,.319,3364,6690,.503,1608,2143,.750,1222,2173,3395,2042,861,380,1404,1973,8744,Seattle SuperSonics*,82,19880,43.9,89.3,.492,1.7,5.4,.319,42.2,84.0,.503,20.2,26.9,.750,15.3,27.3,42.6,25.6,10.8,4.8,17.6,24.8,109.7,Seattle SuperSonics*,26.2,41,41,44,38,1.23,0.08,1.31,109.7,108.5,+1.2,96.2,.301,.060,.542,,,,.501,14.8,36.3,.226,,,,.503,16.0,66.3,.277,,,,Seattle Center Coliseum,"501,250","12,217"
MIL,Milwaukee Bucks*,82,242.1,40.7,84.7,.480,3.1,9.2,.341,37.6,75.5,.497,21.9,27.3,.801,13.2,26.4,39.5,25.3,10.9,4.0,16.1,24.8,106.4,Milwaukee Bucks*,82,19855,3337,6948,.480,257,753,.341,3080,6195,.497,1796,2241,.801,1079,2162,3241,2075,894,330,1321,2033,8727,Milwaukee Bucks*,82,19855,42.0,87.4,.480,3.2,9.5,.341,38.7,77.9,.497,22.6,28.2,.801,13.6,27.2,40.8,26.1,11.2,4.1,16.6,25.6,109.7,Milwaukee Bucks*,29.3,48,34,48,34,2.48,-0.15,2.33,109.7,107.2,+2.5,96.1,.323,.108,.550,,,,.499,14.3,31.8,.258,,,,.500,16.4,66.1,.259,,,,Bradley Center,"673,687","16,480"
LAL,Los Angeles Lakers*,82,241.8,40.8,84.3,.484,2.8,9.1,.304,38.0,75.2,.505,22.0,27.6,.798,13.1,29.8,42.9,25.5,7.8,4.7,14.7,18.6,106.3,Los Angeles Lakers*,82,19830,3343,6911,.484,226,744,.304,3117,6167,.505,1805,2261,.798,1078,2440,3518,2091,642,384,1203,1524,8717,Los Angeles Lakers*,82,19830,43.0,88.9,.484,2.9,9.6,.304,40.1,79.3,.505,23.2,29.1,.798,13.9,31.4,45.2,26.9,8.3,4.9,15.5,19.6,112.1,Los Angeles Lakers*,28.4,58,24,59,23,6.74,-0.01,6.73,112.1,105.0,+7.1,94.1,.327,.108,.551,,,,.500,13.2,33.0,.261,,,,.474,12.8,68.3,.176,,,,Great Western Forum,"682,024","17,076"
ORL,Orlando Magic,82,241.2,40.2,88.5,.455,3.3,9.2,.358,36.9,79.3,.466,22.2,29.8,.743,15.0,29.6,44.7,22.1,7.3,3.7,17.0,24.1,105.9,Orlando Magic,82,19780,3298,7256,.455,270,754,.358,3028,6502,.466,1818,2447,.743,1233,2429,3662,1809,602,306,1391,1976,8684,Orlando Magic,82,19780,40.2,88.5,.455,3.3,9.2,.358,36.9,79.3,.466,22.2,29.8,.743,15.0,29.6,44.7,22.1,7.3,3.7,17.0,24.1,105.9,Orlando Magic,26.1,31,51,31,51,-3.98,0.18,-3.79,105.9,109.9,-4.0,99.5,.337,.104,.521,,,,.473,14.3,33.0,.251,,,,.493,12.8,68.9,.260,,,,Orlando Arena,"617,668","15,065"
PHI,Philadelphia 76ers*,82,244.9,40.1,84.5,.475,2.4,7.5,.316,37.7,76.9,.491,22.8,28.9,.790,12.0,30.4,42.4,22.2,8.3,5.8,15.0,19.9,105.4,Philadelphia 76ers*,82,20080,3289,6925,.475,195,618,.316,3094,6307,.491,1868,2366,.790,984,2496,3480,1824,678,479,1230,1629,8641,Philadelphia 76ers*,82,20080,41.1,86.5,.475,2.4,7.7,.316,38.6,78.8,.491,23.3,29.5,.790,12.3,31.2,43.5,22.8,8.5,6.0,15.4,20.3,107.9,Philadelphia 76ers*,28.4,44,38,41,41,-0.18,-0.21,-0.39,107.9,108.1,-0.2,95.7,.342,.089,.542,,,,.489,13.4,28.1,.270,,,,.489,12.5,68.3,.187,,,,The Spectrum,"624,582","15,471"
UTA,Utah Jazz*,82,241.2,39.2,79.7,.492,1.8,5.6,.323,37.4,74.1,.504,23.8,30.1,.789,10.6,30.2,40.7,27.0,8.0,5.5,15.9,21.9,104.0,Utah Jazz*,82,19780,3214,6537,.492,148,458,.323,3066,6079,.504,1951,2472,.789,867,2474,3341,2217,652,451,1305,1796,8527,Utah Jazz*,82,19780,40.9,83.3,.492,1.9,5.8,.323,39.1,77.4,.504,24.9,31.5,.789,11.0,31.5,42.6,28.2,8.3,5.7,16.6,22.9,108.6,Utah Jazz*,28.7,54,28,50,32,3.33,-0.15,3.18,108.6,105.1,+3.5,95.3,.378,.070,.559,,,,.503,14.6,27.6,.298,,,,.473,13.7,69.2,.230,,,,Salt Palace,"514,751","12,616"
LAC,Los Angeles Clippers,82,241.5,41.4,89.2,.464,1.4,5.3,.260,40.0,83.9,.476,19.5,27.7,.702,15.2,30.5,45.7,25.8,8.8,6.2,17.5,24.9,103.5,Los Angeles Clippers,82,19805,3391,7315,.464,113,434,.260,3278,6881,.476,1596,2273,.702,1246,2500,3746,2119,725,507,1438,2043,8491,Los Angeles Clippers,82,19805,41.1,88.8,.464,1.4,5.3,.260,39.8,83.5,.476,19.4,27.6,.702,15.1,30.3,45.5,25.7,8.8,6.2,17.4,24.8,103.0,Los Angeles Clippers,25.1,31,51,32,50,-3.45,0.29,-3.16,103.0,106.5,-3.5,99.9,.311,.059,.511,,,,.471,14.7,33.3,.218,,,,.481,13.7,69.2,.266,,,,Los Angeles Memorial Sports Arena,"522,111","12,734"
NYK,New York Knicks*,82,243.4,40.3,83.2,.485,2.3,6.8,.332,38.1,76.4,.499,20.2,26.2,.770,12.8,29.7,42.5,26.5,7.8,5.1,16.8,21.5,103.1,New York Knicks*,82,19955,3308,6822,.485,185,558,.332,3123,6264,.499,1654,2147,.770,1053,2436,3489,2172,638,418,1379,1764,8455,New York Knicks*,82,19955,41.9,86.4,.485,2.3,7.1,.332,39.6,79.3,.499,20.9,27.2,.770,13.3,30.9,44.2,27.5,8.1,5.3,17.5,22.3,107.1,New York Knicks*,28.1,39,43,40,42,-0.23,-0.20,-0.43,107.1,107.3,-0.2,95.0,.315,.082,.544,,,,.498,15.1,31.1,.242,,,,.489,13.4,68.5,.205,,,,Madison Square Garden (IV),"654,962","15,975"
NJN,New Jersey Nets,82,241.8,40.4,91.0,.444,2.0,7.1,.275,38.4,83.8,.458,20.2,27.4,.739,17.1,28.6,45.7,21.7,9.1,7.3,17.4,23.8,102.9,New Jersey Nets,82,19830,3311,7459,.444,161,586,.275,3150,6873,.458,1658,2245,.739,1400,2348,3748,1782,748,600,1423,1954,8441,New Jersey Nets,82,19830,40.4,91.0,.444,2.0,7.1,.275,38.4,83.8,.458,20.2,27.4,.739,17.1,28.6,45.7,21.7,9.1,7.3,17.4,23.8,102.9,New Jersey Nets,26.2,26,56,29,53,-4.51,-0.02,-4.53,102.9,107.4,-4.5,99.3,.301,.079,.500,,,,.455,14.4,35.7,.222,,,,.478,14.9,64.6,.267,,,,Brendan Byrne Arena,"480,786","11,943"
CHH,Charlotte Hornets,82,241.5,40.1,85.8,.467,1.6,5.1,.314,38.5,80.7,.477,21.0,27.0,.779,12.5,26.8,39.4,24.6,9.3,3.7,15.7,23.7,102.8,Charlotte Hornets,82,19805,3286,7033,.467,131,417,.314,3155,6616,.477,1725,2214,.779,1027,2200,3227,2019,759,304,1290,1946,8428,Charlotte Hornets,82,19805,40.9,87.6,.467,1.6,5.2,.314,39.3,82.4,.477,21.5,27.6,.779,12.8,27.4,40.2,25.2,9.5,3.8,16.1,24.2,105.0,Charlotte Hornets,25.5,26,56,27,55,-5.24,0.30,-4.95,105.0,110.4,-5.4,97.3,.315,.059,.526,,,,.477,13.9,29.0,.245,,,,.504,15.0,65.7,.272,,,,Charlotte Coliseum,"978,141","23,906"
MIA,Miami Heat,82,241.2,40.0,87.1,.459,1.7,5.7,.302,38.3,81.4,.470,20.1,28.1,.715,15.0,28.1,43.1,23.2,9.2,4.7,18.9,25.4,101.8,Miami Heat,82,19780,3280,7139,.459,140,464,.302,3140,6675,.470,1649,2307,.715,1232,2302,3534,1904,756,387,1551,2080,8349,Miami Heat,82,19780,40.1,87.3,.459,1.7,5.7,.302,38.4,81.6,.470,20.2,28.2,.715,15.1,28.1,43.2,23.3,9.2,4.7,19.0,25.4,102.0,Miami Heat,24.0,24,58,25,57,-5.99,0.08,-5.91,102.0,108.1,-6.1,99.3,.323,.065,.512,,,,.469,16.0,34.3,.231,,,,.491,15.3,66.2,.286,,,,Miami Arena,"615,328","15,008"
CLE,Cleveland Cavaliers,82,241.8,39.7,83.6,.475,2.0,5.8,.334,37.8,77.8,.486,20.3,26.5,.765,12.3,28.4,40.7,27.3,7.8,5.5,15.6,20.4,101.7,Cleveland Cavaliers,82,19830,3259,6857,.475,160,479,.334,3099,6378,.486,1665,2176,.765,1011,2329,3340,2240,643,450,1281,1672,8343,Cleveland Cavaliers,82,19830,41.5,87.2,.475,2.0,6.1,.334,39.4,81.1,.486,21.2,27.7,.765,12.9,29.6,42.5,28.5,8.2,5.7,16.3,21.3,106.1,Cleveland Cavaliers,26.8,33,49,34,48,-2.46,0.14,-2.33,106.1,108.7,-2.6,95.1,.317,.070,.534,,,,.487,14.1,29.7,.243,,,,.497,13.3,68.0,.206,,,,Coliseum at Richfield,"623,735","15,213"
WSB,Washington Bullets,82,242.1,41.3,88.6,.466,0.7,3.5,.194,40.7,85.2,.478,18.0,24.7,.729,14.3,29.1,43.5,25.4,7.2,5.7,16.6,23.5,101.4,Washington Bullets,82,19855,3390,7268,.466,55,284,.194,3335,6984,.478,1478,2028,.729,1173,2390,3563,2081,588,468,1359,1927,8313,Washington Bullets,82,19855,42.0,90.1,.466,0.7,3.5,.194,41.3,86.5,.478,18.3,25.1,.729,14.5,29.6,44.2,25.8,7.3,5.8,16.8,23.9,103.0,Washington Bullets,26.5,30,52,28,54,-4.98,0.14,-4.84,103.0,108.1,-5.1,97.5,.279,.039,.509,,,,.470,14.3,32.2,.203,,,,.478,13.1,66.0,.242,,,,Capital Centre,"443,683","11,769"
DET,Detroit Pistons*,82,241.5,39.0,83.8,.465,1.6,5.4,.298,37.4,78.5,.476,20.6,27.0,.763,14.7,29.9,44.6,22.3,5.9,4.5,14.4,22.8,100.1,Detroit Pistons*,82,19805,3194,6875,.465,131,440,.298,3063,6435,.476,1686,2211,.763,1206,2452,3658,1825,487,367,1181,1869,8205,Detroit Pistons*,82,19805,42.1,90.6,.465,1.7,5.8,.298,40.4,84.8,.476,22.2,29.2,.763,15.9,32.3,48.2,24.1,6.4,4.8,15.6,24.6,108.2,Detroit Pistons*,30.5,50,32,50,32,3.27,-0.19,3.08,108.2,104.6,+3.6,91.9,.322,.064,.523,,,,.474,13.1,34.7,.245,,,,.464,12.8,71.0,.248,,,,The Palace of Auburn Hills,"879,614","21,454"
DAL,Dallas Mavericks,82,241.5,39.6,84.0,.471,2.4,7.3,.322,37.2,76.7,.485,18.4,24.2,.761,12.0,28.8,40.8,22.2,7.1,4.8,14.5,22.4,99.9,Dallas Mavericks,82,19805,3245,6890,.471,193,600,.322,3052,6290,.485,1512,1986,.761,984,2360,3344,1821,581,397,1186,1840,8195,Dallas Mavericks,82,19805,41.8,88.7,.471,2.5,7.7,.322,39.3,81.0,.485,19.5,25.6,.761,12.7,30.4,43.0,23.4,7.5,5.1,15.3,23.7,105.5,Dallas Mavericks,30.6,28,54,29,53,-4.57,0.31,-4.27,105.5,110.3,-4.8,94.2,.288,.087,.528,,,,.485,13.3,28.3,.219,,,,.495,12.6,67.9,.245,,,,Reunion Arena,"683,927","16,410"
MIN,Minnesota Timberwolves,82,242.7,39.8,88.7,.449,1.3,4.6,.283,38.5,84.1,.458,18.7,25.4,.735,15.5,25.8,41.3,23.0,8.7,5.4,13.0,22.7,99.6,Minnesota Timberwolves,82,19905,3265,7276,.449,108,381,.283,3157,6895,.458,1531,2082,.735,1275,2113,3388,1885,712,440,1062,1864,8169,Minnesota Timberwolves,82,19905,42.6,95.0,.449,1.4,5.0,.283,41.2,90.0,.458,20.0,27.2,.735,16.7,27.6,44.2,24.6,9.3,5.7,13.9,24.3,106.7,Minnesota Timberwolves,26.2,29,53,30,52,-3.93,0.18,-3.75,106.7,110.9,-4.2,92.3,.286,.052,.499,,,,.456,11.5,34.9,.210,,,,.502,13.8,65.9,.248,,,,Target Center,"779,530","18,940"
SAC,Sacramento Kings,82,240.3,37.6,83.1,.453,2.6,7.0,.374,35.0,76.1,.460,18.8,25.7,.732,12.5,27.0,39.6,24.3,7.7,6.3,15.5,25.3,96.7,Sacramento Kings,82,19705,3086,6818,.453,216,578,.374,2870,6240,.460,1540,2105,.732,1027,2218,3245,1991,631,513,1272,2075,7928,Sacramento Kings,82,19705,39.7,87.7,.453,2.8,7.4,.374,36.9,80.3,.460,19.8,27.1,.732,13.2,28.5,41.7,25.6,8.1,6.6,16.4,26.7,102.0,Sacramento Kings,25.9,25,57,23,59,-6.78,0.51,-6.27,102.0,109.1,-7.1,94.7,.309,.085,.512,,,,.468,14.1,28.8,.226,,,,.481,14.3,65.6,.306,,,,ARCO Arena (II),"697,604","17,015"
