Team,"Team Per Game, TeamName","Team Per Game, G","Team Per Game, MP","Team Per Game, FG","Team Per Game, FGA","Team Per Game, FG%","Team Per Game, 3P","Team Per Game, 3PA","Team Per Game, 3P%","Team Per Game, 2P","Team Per Game, 2PA","Team Per Game, 2P%","Team Per Game, FT","Team Per Game, FTA","Team Per Game, FT%","Team Per Game, ORB","Team Per Game, DRB","Team Per Game, TRB","Team Per Game, AST","Team Per Game, STL","Team Per Game, BLK","Team Per Game, TOV","Team Per Game, PF","Team Per Game, PTS","Team Totals, TeamName","Team Totals, G","Team Totals, MP","Team Totals, FG","Team Totals, FGA","Team Totals, FG%","Team Totals, 3P","Team Totals, 3PA","Team Totals, 3P%","Team Totals, 2P","Team Totals, 2PA","Team Totals, 2P%","Team Totals, FT","Team Totals, FTA","Team Totals, FT%","Team Totals, ORB","Team Totals, DRB","Team Totals, TRB","Team Totals, AST","Team Totals, STL","Team Totals, BLK","Team Totals, TOV","Team Totals, PF","Team Totals, PTS","Team Per 100 Poss, TeamName","Team Per 100 Poss, G","Team Per 100 Poss, MP","Team Per 100 Poss, FG","Team Per 100 Poss, FGA","Team Per 100 Poss, FG%","Team Per 100 Poss, 3P","Team Per 100 Poss, 3PA","Team Per 100 Poss, 3P%","Team Per 100 Poss, 2P","Team Per 100 Poss, 2PA","Team Per 100 Poss, 2P%","Team Per 100 Poss, FT","Team Per 100 Poss, FTA","Team Per 100 Poss, FT%","Team Per 100 Poss, ORB","Team Per 100 Poss, DRB","Team Per 100 Poss, TRB","Team Per 100 Poss, AST","Team Per 100 Poss, STL","Team Per 100 Poss, BLK","Team Per 100 Poss, TOV","Team Per 100 Poss, PF","Team Per 100 Poss, PTS","Team Advanced, TeamName","Team Advanced, Age","Team Advanced, W","Team Advanced, L","Team Advanced, PW","Team Advanced, PL","Team Advanced, MOV","Team Advanced, SOS","Team Advanced, SRS","Team Advanced, ORtg","Team Advanced, DRtg","Team Advanced, NRtg","Team Advanced, Pace","Team Advanced, FTr","Team Advanced, 3PAr","Team Advanced, TS%","Team Advanced,  ","Team Advanced,  ","Team Advanced,  ","Team Advanced, Offense Four Factors, eFG%","Team Advanced, Offense Four Factors, TOV%","Team Advanced, Offense Four Factors, ORB%","Team Advanced, Offense Four Factors, FT/FGA","Team Advanced,  ","Team Advanced,  ","Team Advanced,  ","Team Advanced, Defense Four Factors, eFG%","Team Advanced, Defense Four Factors, TOV%","Team Advanced, Defense Four Factors, DRB%","Team Advanced, Defense Four Factors, FT/FGA","Team Advanced,  ","Team Advanced,  ","Team Advanced,  ","Team Advanced, Arena","Team Advanced, Attend.","Team Advanced, Attend./G"
LAL,Los Angeles Lakers*,82,241.8,46.8,89.5,.522,1.7,5.0,.337,45.1,84.6,.533,22.1,28.4,.778,13.4,31.2,44.6,29.7,8.5,5.1,17.9,24.8,117.3,Los Angeles Lakers*,82,19830,3834,7343,.522,138,409,.337,3696,6934,.533,1812,2329,.778,1101,2555,3656,2433,693,419,1467,2031,9618,Los Angeles Lakers*,82,19830,45.2,86.5,.522,1.6,4.8,.337,43.5,81.7,.533,21.3,27.4,.778,13.0,30.1,43.1,28.7,8.2,4.9,17.3,23.9,113.3,Los Angeles Lakers*,28.1,62,20,59,23,7.74,-0.91,6.84,113.3,105.8,+7.5,102.7,.317,.056,.575,,,,.532,14.9,33.1,.247,,,,.484,13.5,69.8,.239,,,,The Forum,"691,071","16,855"
DAL,Dallas Mavericks*,82,241.5,44.3,88.5,.501,1.7,5.4,.316,42.6,83.0,.513,25.0,32.2,.776,12.9,29.9,42.8,25.7,7.4,4.5,15.7,21.1,115.3,Dallas Mavericks*,82,19805,3631,7254,.501,141,446,.316,3490,6808,.513,2050,2643,.776,1059,2454,3513,2108,605,369,1289,1733,9453,Dallas Mavericks*,82,19805,43.1,86.0,.501,1.7,5.3,.316,41.4,80.7,.513,24.3,31.3,.776,12.6,29.1,41.7,25.0,7.2,4.4,15.3,20.6,112.1,Dallas Mavericks*,25.8,44,38,44,38,1.10,-0.40,0.70,112.1,111.0,+1.1,102.2,.364,.061,.562,,,,.510,13.3,30.0,.283,,,,.508,13.0,66.8,.201,,,,Reunion Arena,"693,052","16,904"
POR,Portland Trail Blazers*,82,242.1,44.0,88.8,.496,0.9,3.4,.269,43.1,85.4,.505,26.1,34.1,.765,14.1,28.2,42.3,26.6,10.5,4.3,18.6,26.9,115.1,Portland Trail Blazers*,82,19855,3610,7281,.496,74,275,.269,3536,7006,.505,2142,2799,.765,1153,2316,3469,2180,859,356,1529,2205,9436,Portland Trail Blazers*,82,19855,41.8,84.2,.496,0.9,3.2,.269,40.9,81.1,.505,24.8,32.4,.765,13.3,26.8,40.1,25.2,9.9,4.1,17.7,25.5,109.2,Portland Trail Blazers*,26.6,40,42,44,38,1.06,-0.45,0.61,109.2,108.2,+1.0,104.5,.384,.038,.554,,,,.501,15.2,32.8,.294,,,,.507,16.4,66.3,.275,,,,Memorial Coliseum,"519,306","12,666"
DEN,Denver Nuggets*,82,240.9,45.2,96.0,.471,0.9,3.7,.233,44.3,92.2,.480,23.5,29.5,.798,14.9,28.3,43.2,26.1,10.1,5.1,16.3,26.4,114.8,Denver Nuggets*,82,19755,3705,7868,.471,71,305,.233,3634,7563,.480,1929,2416,.798,1223,2317,3540,2140,826,421,1336,2164,9410,Denver Nuggets*,82,19755,42.2,89.6,.471,0.8,3.5,.233,41.4,86.1,.480,22.0,27.5,.798,13.9,26.4,40.3,24.4,9.4,4.8,15.2,24.6,107.1,Denver Nuggets*,28.1,47,35,44,38,1.30,-0.42,0.89,107.1,105.9,+1.2,106.7,.307,.039,.527,,,,.475,13.0,30.9,.245,,,,.495,16.9,64.1,.266,,,,McNichols Sports Arena,"531,824","12,971"
MIL,Milwaukee Bucks*,82,241.5,43.9,89.1,.493,1.5,4.7,.327,42.4,84.5,.502,25.2,32.9,.764,14.5,29.5,44.0,26.3,9.8,5.6,16.7,27.0,114.5,Milwaukee Bucks*,82,19805,3601,7310,.493,125,382,.327,3476,6928,.502,2063,2701,.764,1189,2420,3609,2158,805,460,1369,2210,9390,Milwaukee Bucks*,82,19805,42.7,86.8,.493,1.5,4.5,.327,41.3,82.2,.502,24.5,32.1,.764,14.1,28.7,42.8,25.6,9.6,5.5,16.2,26.2,111.4,Milwaukee Bucks*,26.0,57,25,62,20,9.04,-0.35,8.69,111.4,102.7,+8.7,102.1,.369,.052,.552,,,,.501,13.9,33.8,.282,,,,.473,16.6,67.4,.281,,,,MECCA Arena,"443,064","10,806"
HOU,Houston Rockets*,82,240.9,45.8,93.5,.490,1.0,3.8,.274,44.8,89.8,.499,21.7,29.7,.730,16.0,29.7,45.7,28.3,9.1,6.7,16.8,24.3,114.4,Houston Rockets*,82,19755,3759,7671,.490,85,310,.274,3674,7361,.499,1776,2434,.730,1316,2434,3750,2318,745,551,1374,1991,9379,Houston Rockets*,82,19755,44.1,90.0,.490,1.0,3.6,.274,43.1,86.4,.499,20.8,28.6,.730,15.4,28.6,44.0,27.2,8.7,6.5,16.1,23.4,110.1,Houston Rockets*,26.0,51,31,48,34,2.61,-0.51,2.10,110.1,107.6,+2.5,103.5,.317,.040,.536,,,,.496,13.6,35.5,.232,,,,.497,14.8,67.2,.243,,,,The Summit,"604,644","14,747"
DET,Detroit Pistons*,82,241.2,45.8,94.5,.484,0.7,2.2,.302,45.1,92.3,.489,22.0,28.0,.783,15.6,30.0,45.6,28.3,9.0,4.1,16.4,25.6,114.2,Detroit Pistons*,82,19780,3754,7750,.484,55,182,.302,3699,7568,.489,1800,2300,.783,1276,2461,3737,2319,738,340,1343,2101,9363,Detroit Pistons*,82,19780,43.7,90.3,.484,0.6,2.1,.302,43.1,88.1,.489,21.0,26.8,.783,14.9,28.7,43.5,27.0,8.6,4.0,15.6,24.5,109.0,Detroit Pistons*,26.5,46,36,44,38,1.17,0.27,1.44,109.0,107.9,+1.1,104.2,.297,.023,.534,,,,.488,13.3,33.5,.232,,,,.496,14.9,67.6,.266,,,,Pontiac Silverdome,"695,233","16,957"
BOS,Boston Celtics*,82,242.1,45.3,89.2,.508,1.7,4.8,.351,43.7,84.4,.517,21.8,27.4,.794,12.9,33.6,46.4,29.1,7.8,6.2,16.6,21.4,114.1,Boston Celtics*,82,19855,3718,7312,.508,138,393,.351,3580,6919,.517,1785,2248,.794,1054,2753,3807,2387,641,511,1360,1756,9359,Boston Celtics*,82,19855,44.4,87.3,.508,1.6,4.7,.351,42.8,82.6,.517,21.3,26.9,.794,12.6,32.9,45.5,28.5,7.7,6.1,16.2,21.0,111.8,Boston Celtics*,29.3,67,15,63,19,9.41,-0.36,9.06,111.8,102.6,+9.2,101.2,.307,.054,.564,,,,.518,14.1,31.3,.244,,,,.466,13.0,71.7,.216,,,,Boston Garden,"610,571","14,890"
GSW,Golden State Warriors,82,241.2,44.5,92.3,.482,1.1,3.4,.313,43.5,88.9,.489,23.3,30.7,.760,15.5,28.6,44.1,24.6,9.2,4.3,17.1,24.8,113.4,Golden State Warriors,82,19780,3650,7567,.482,87,278,.313,3563,7289,.489,1912,2517,.760,1271,2344,3615,2018,751,354,1400,2032,9299,Golden State Warriors,82,19780,42.5,88.1,.482,1.0,3.2,.313,41.5,84.9,.489,22.3,29.3,.760,14.8,27.3,42.1,23.5,8.7,4.1,16.3,23.7,108.3,Golden State Warriors,26.8,30,52,33,49,-3.45,-0.14,-3.59,108.3,111.6,-3.3,104.2,.333,.037,.536,,,,.488,13.9,33.5,.253,,,,.524,14.9,66.7,.241,,,,Oakland-Alameda County Coliseum Arena,"401,205","9,785"
SAS,San Antonio Spurs*,82,241.5,43.9,86.6,.506,0.6,2.4,.235,43.3,84.2,.514,23.0,30.8,.746,13.0,29.4,42.5,27.6,9.8,4.8,19.8,25.8,111.2,San Antonio Spurs*,82,19805,3596,7104,.506,46,196,.235,3550,6908,.514,1882,2523,.746,1069,2413,3482,2260,800,390,1624,2115,9120,San Antonio Spurs*,82,19805,42.0,82.9,.506,0.5,2.3,.235,41.4,80.6,.514,22.0,29.5,.746,12.5,28.2,40.6,26.4,9.3,4.6,19.0,24.7,106.5,San Antonio Spurs*,27.8,35,47,36,46,-1.85,-0.20,-2.06,106.5,108.2,-1.7,103.8,.355,.028,.555,,,,.509,16.5,31.7,.265,,,,.499,15.2,67.6,.260,,,,HemisFair Arena,"336,369","8,204"
PHI,Philadelphia 76ers*,82,242.7,41.9,86.1,.487,0.6,2.7,.228,41.3,83.3,.495,26.0,34.3,.758,16.2,29.0,45.2,24.6,10.5,6.0,19.5,21.9,110.4,Philadelphia 76ers*,82,19905,3435,7058,.487,51,224,.228,3384,6834,.495,2130,2810,.758,1326,2378,3704,2017,862,490,1595,1798,9051,Philadelphia 76ers*,82,19905,41.2,84.7,.487,0.6,2.7,.228,40.6,82.0,.495,25.6,33.7,.758,15.9,28.5,44.4,24.2,10.3,5.9,19.1,21.6,108.6,Philadelphia 76ers*,28.0,54,28,47,35,2.35,0.11,2.46,108.6,106.3,+2.3,100.5,.398,.032,.546,,,,.490,16.1,37.3,.302,,,,.499,15.6,66.7,.211,,,,The Spectrum,"513,459","12,506"
PHO,Phoenix Suns,82,241.5,42.9,85.3,.503,0.5,2.2,.208,42.4,83.0,.511,23.8,32.7,.726,12.6,29.9,42.5,27.7,9.4,4.6,21.5,27.6,110.0,Phoenix Suns,82,19805,3518,6993,.503,38,183,.208,3480,6810,.511,1949,2683,.726,1034,2449,3483,2272,773,379,1763,2260,9023,Phoenix Suns,82,19805,40.7,80.9,.503,0.4,2.1,.208,40.2,78.8,.511,22.5,31.0,.726,12.0,28.3,40.3,26.3,8.9,4.4,20.4,26.1,104.3,Phoenix Suns,26.3,32,50,33,49,-2.99,-0.17,-3.16,104.3,107.2,-2.9,104.8,.384,.026,.552,,,,.506,17.7,31.3,.279,,,,.495,15.1,68.3,.279,,,,Arizona Veterans Memorial Coliseum,"455,763","11,116"
CHI,Chicago Bulls*,82,242.1,42.4,88.1,.481,1.1,3.9,.278,41.3,84.3,.490,23.4,30.5,.769,15.6,27.8,43.4,24.5,7.4,4.9,17.5,26.4,109.3,Chicago Bulls*,82,19855,3476,7227,.481,88,317,.278,3388,6910,.490,1922,2499,.769,1280,2278,3558,2006,609,400,1436,2166,8962,Chicago Bulls*,82,19855,42.1,87.6,.481,1.1,3.8,.278,41.1,83.7,.490,23.3,30.3,.769,15.5,27.6,43.1,24.3,7.4,4.8,17.4,26.2,108.6,Chicago Bulls*,26.6,30,52,31,51,-3.80,0.69,-3.12,108.6,112.4,-3.8,99.7,.346,.044,.538,,,,.487,14.7,35.1,.266,,,,.509,13.5,67.4,.280,,,,Chicago Stadium,"469,226","11,445"
NJN,New Jersey Nets*,82,241.5,43.3,89.0,.486,0.5,2.6,.201,42.7,86.4,.495,22.1,29.2,.755,14.4,30.3,44.7,26.0,9.1,4.2,19.2,26.0,109.1,New Jersey Nets*,82,19805,3548,7301,.486,43,214,.201,3505,7087,.495,1810,2396,.755,1183,2483,3666,2128,749,345,1575,2129,8949,New Jersey Nets*,82,19805,41.6,85.6,.486,0.5,2.5,.201,41.1,83.1,.495,21.2,28.1,.755,13.9,29.1,43.0,25.0,8.8,4.0,18.5,25.0,105.0,New Jersey Nets*,27.5,39,43,36,46,-1.99,0.60,-1.39,105.0,106.9,-1.9,103.3,.328,.029,.536,,,,.489,15.9,33.3,.248,,,,.499,15.5,70.6,.282,,,,Brendan Byrne Arena,"482,854","11,777"
SAC,Sacramento Kings*,82,241.2,43.1,88.0,.490,0.4,1.6,.224,42.8,86.4,.495,22.2,28.5,.778,13.8,29.0,42.8,28.1,7.3,4.7,18.7,26.0,108.8,Sacramento Kings*,82,19780,3538,7220,.490,30,134,.224,3508,7086,.495,1818,2338,.778,1135,2377,3512,2304,602,388,1533,2134,8924,Sacramento Kings*,82,19780,42.1,85.9,.490,0.4,1.6,.224,41.7,84.3,.495,21.6,27.8,.778,13.5,28.3,41.8,27.4,7.2,4.6,18.2,25.4,106.2,Sacramento Kings*,26.6,37,45,33,49,-3.07,-0.12,-3.19,106.2,109.2,-3.0,102.0,.324,.019,.541,,,,.492,15.7,32.7,.252,,,,.499,14.4,67.5,.273,,,,ARCO Arena (I),"423,653","10,333"
LAC,Los Angeles Clippers,82,240.9,41.3,87.4,.473,0.8,2.8,.279,40.5,84.6,.479,25.2,32.7,.770,14.1,27.5,41.7,24.0,8.5,6.1,18.4,23.5,108.6,Los Angeles Clippers,82,19755,3388,7165,.473,64,229,.279,3324,6936,.479,2067,2683,.770,1159,2258,3417,1968,694,501,1506,1931,8907,Los Angeles Clippers,82,19755,40.1,84.8,.473,0.8,2.7,.279,39.3,82.1,.479,24.5,31.7,.770,13.7,26.7,40.4,23.3,8.2,5.9,17.8,22.8,105.4,Los Angeles Clippers,27.0,32,50,24,58,-6.93,0.10,-6.83,105.4,112.1,-6.7,102.7,.374,.032,.534,,,,.477,15.3,32.0,.288,,,,.512,14.0,64.0,.225,,,,Los Angeles Memorial Sports Arena,"337,814","8,239"
ATL,Atlanta Hawks*,82,241.5,42.0,85.7,.490,0.4,2.0,.199,41.6,83.7,.497,24.1,33.0,.732,15.2,29.3,44.6,24.7,9.0,5.3,18.1,26.5,108.6,Atlanta Hawks*,82,19805,3447,7029,.490,33,166,.199,3414,6863,.497,1979,2704,.732,1249,2405,3654,2025,736,434,1483,2170,8906,Atlanta Hawks*,82,19805,41.8,85.2,.490,0.4,2.0,.199,41.4,83.2,.497,24.0,32.8,.732,15.1,29.1,44.3,24.5,8.9,5.3,18.0,26.3,107.9,Atlanta Hawks*,25.3,50,32,47,35,2.37,0.22,2.59,107.9,105.6,+2.3,100.0,.385,.024,.542,,,,.493,15.3,34.9,.282,,,,.481,15.4,66.7,.269,,,,Omni Coliseum,"377,351","9,204"
